Time (BJD_TBD - 2450000), L_f/L_star (ppm)
9.889738090277649462e+03,2.103884239704437498e+00
9.889738107156652404e+03,2.103742621548623681e+00
9.889738124035655346e+03,2.103601008019921448e+00
9.889738140914658288e+03,2.103459399118349449e+00
9.889738157793661230e+03,2.103317794843925892e+00
9.889738174672662353e+03,2.103176195211930111e+00
9.889738191551665295e+03,2.103034600191855397e+00
9.889738208430668237e+03,2.102893009798989965e+00
9.889738225309671179e+03,2.102751424033346250e+00
9.889738242188674121e+03,2.102609842894945125e+00
9.889738259067677063e+03,2.102468266383803019e+00
9.889738275946680005e+03,2.102326694499943915e+00
9.889738292825682947e+03,2.102185127243381135e+00
9.889738309704684070e+03,2.102043564629393124e+00
9.889738326583687012e+03,2.101902006627483832e+00
9.889738343462689954e+03,2.101760453252930816e+00
9.889738360341692896e+03,2.101618904505747842e+00
9.889738377220695838e+03,2.101477360385959781e+00
9.889738394099698780e+03,2.101335820893582174e+00
9.889738410978701722e+03,2.101194286028639890e+00
9.889738427857704664e+03,2.101052755791137372e+00
9.889738444736705787e+03,2.100911230196358837e+00
9.889738461615708729e+03,2.100769709213813119e+00
9.889738478494711671e+03,2.100628192858768895e+00
9.889738495373714613e+03,2.100486681131255473e+00
9.889738512252717555e+03,2.100345174031279516e+00
9.889738529131720497e+03,2.100203671558866336e+00
9.889738546010723439e+03,2.100062173714032809e+00
9.889738562889726381e+03,2.099920680496799363e+00
9.889738579768727504e+03,2.099779191922429344e+00
9.889738596647730446e+03,2.099637707960448463e+00
9.889738613526733388e+03,2.099496228626120953e+00
9.889738630405736330e+03,2.099354753919463690e+00
9.889738647284739272e+03,2.099213283840505095e+00
9.889738664163742214e+03,2.099071818389252719e+00
9.889738681042745156e+03,2.098930357565735871e+00
9.889738697921748098e+03,2.098788901369962989e+00
9.889738714800749221e+03,2.098647449817200972e+00
9.889738731679752163e+03,2.098506002876985743e+00
9.889738748558755105e+03,2.098364560564570880e+00
9.889738765437758047e+03,2.098223122879983027e+00
9.889738782316760989e+03,2.098081689823236839e+00
9.889738799195763931e+03,2.097940261394349193e+00
9.889738816074766873e+03,2.097798837593340959e+00
9.889738832953769816e+03,2.097657418420232567e+00
9.889738849832770939e+03,2.097516003890284253e+00
9.889738866711773881e+03,2.097374593973029278e+00
9.889738883590776823e+03,2.097233188683731431e+00
9.889738900469779765e+03,2.097091788022403591e+00
9.889738917348782707e+03,2.096950391989069740e+00
9.889738934227785649e+03,2.096809000583743199e+00
9.889738951106788591e+03,2.096667613806452390e+00
9.889738967985791533e+03,2.096526231657204864e+00
9.889738984864792656e+03,2.096384854151264854e+00
9.889739001743795598e+03,2.096243481258174945e+00
9.889739018622798540e+03,2.096102112993186051e+00
9.889739035501801482e+03,2.095960749356323038e+00
9.889739052380804424e+03,2.095819390347602784e+00
9.889739069259807366e+03,2.095678035967041275e+00
9.889739086138810308e+03,2.095536686214662492e+00
9.889739103017813250e+03,2.095395341090480201e+00
9.889739119896814373e+03,2.095254000609744871e+00
9.889739136775817315e+03,2.095112664742015518e+00
9.889739153654820257e+03,2.094971333502539501e+00
9.889739170533823199e+03,2.094830006891337693e+00
9.889739187412826141e+03,2.094688684908429632e+00
9.889739204291829083e+03,2.094547367553828643e+00
9.889739221170832025e+03,2.094406054827559593e+00
9.889739238049834967e+03,2.094264746729638027e+00
9.889739254928836090e+03,2.094123443275311303e+00
9.889739271807839032e+03,2.093982144434142878e+00
9.889739288686841974e+03,2.093840850221379668e+00
9.889739305565844916e+03,2.093699560637038548e+00
9.889739322444847858e+03,2.093558275681135505e+00
9.889739339323850800e+03,2.093416995353699850e+00
9.889739356202853742e+03,2.093275719654739131e+00
9.889739373081856684e+03,2.093134448584278662e+00
9.889739389960857807e+03,2.092993182157556475e+00
9.889739406839860749e+03,2.092851920344144911e+00
9.889739423718863691e+03,2.092710663159294882e+00
9.889739440597866633e+03,2.092569410603006386e+00
9.889739457476869575e+03,2.092428162675320724e+00
9.889739474355872517e+03,2.092286919376237009e+00
9.889739491234875459e+03,2.092145680705785438e+00
9.889739508113878401e+03,2.092004446663981998e+00
9.889739524992879524e+03,2.091863217266064723e+00
9.889739541871882466e+03,2.091721992481613945e+00
9.889739558750885408e+03,2.091580772325864590e+00
9.889739575629888350e+03,2.091439556798841526e+00
9.889739592508891292e+03,2.091298345900556299e+00
9.889739609387894234e+03,2.091157139631029782e+00
9.889739626266897176e+03,2.091015937990286844e+00
9.889739643145900118e+03,2.090874740978339918e+00
9.889739660024901241e+03,2.090733548610423487e+00
9.889739676903904183e+03,2.090592360856125431e+00
9.889739693782907125e+03,2.090451177730681120e+00
9.889739710661910067e+03,2.090309999234110094e+00
9.889739727540913009e+03,2.090168825366430116e+00
9.889739744419915951e+03,2.090027656127660727e+00
9.889739761298918893e+03,2.089886491517822353e+00
9.889739778177921835e+03,2.089745331536928763e+00
9.889739795056922958e+03,2.089604176200213104e+00
9.889739811935925900e+03,2.089463025477267699e+00
9.889739828814928842e+03,2.089321879383323921e+00
9.889739845693931784e+03,2.089180737918410635e+00
9.889739862572934726e+03,2.089039601082530950e+00
9.889739879451937668e+03,2.088898468875714176e+00
9.889739896330940610e+03,2.088757341297973191e+00
9.889739913209943552e+03,2.088616218349327536e+00
9.889739930088944675e+03,2.088475100045008581e+00
9.889739946967947617e+03,2.088333986354616645e+00
9.889739963846950559e+03,2.088192877293377769e+00
9.889739980725953501e+03,2.088051772861308830e+00
9.889739997604956443e+03,2.087910673058425814e+00
9.889740014483959385e+03,2.087769577884762029e+00
9.889740031362962327e+03,2.087628487340317474e+00
9.889740048241965269e+03,2.087487401425120570e+00
9.889740065120966392e+03,2.087346320154394252e+00
9.889740081999969334e+03,2.087205243497747276e+00
9.889740098878972276e+03,2.087064171470404794e+00
9.889740115757975218e+03,2.086923104072380575e+00
