Time (BJD_TBD - 2450000), L_g/L_star (ppm)
9.880038437500130385e+03,2.898005995206253971e+01
9.880038456059855889e+03,2.898029259356662735e+01
9.880038474619583212e+03,2.898052523473609199e+01
9.880038493179308716e+03,2.898075787552530969e+01
9.880038511739036039e+03,2.898099051597985110e+01
9.880038530298761543e+03,2.898122315605412780e+01
9.880038548858488866e+03,2.898145579579369624e+01
9.880038567418214370e+03,2.898168843515293247e+01
9.880038585977941693e+03,2.898192107417742136e+01
9.880038604537667197e+03,2.898215371282154251e+01
9.880038623097394520e+03,2.898238635113088435e+01
9.880038641657120024e+03,2.898261898905980871e+01
9.880038660216847347e+03,2.898285162665390757e+01
9.880038678776572851e+03,2.898308426386754988e+01
9.880038697336298355e+03,2.898331690072352274e+01
9.880038715896025678e+03,2.898354953724461325e+01
9.880038734455751182e+03,2.898378217338519391e+01
9.880038753015478505e+03,2.898401480919082118e+01
9.880038771575204009e+03,2.898424744461591374e+01
9.880038790134931332e+03,2.898448007970602802e+01
9.880038808694656836e+03,2.898471271441554364e+01
9.880038827254384159e+03,2.898494534879003837e+01
9.880038845814109663e+03,2.898517798278390245e+01
9.880038864373836986e+03,2.898541061644269590e+01
9.880038882933562491e+03,2.898564324972082673e+01
9.880038901493289814e+03,2.898587588266386206e+01
9.880038920053015318e+03,2.898610851522617082e+01
9.880038938612740822e+03,2.898634114743053658e+01
9.880038957172468145e+03,2.898657377929973578e+01
9.880038975732193649e+03,2.898680641078816222e+01
9.880038994291920972e+03,2.898703904194138303e+01
9.880039012851646476e+03,2.898727167271378491e+01
9.880039031411373799e+03,2.898750430315093496e+01
9.880039049971099303e+03,2.898773693320721989e+01
9.880039068530826626e+03,2.898796956292823168e+01
9.880039087090552130e+03,2.898820219226833217e+01
9.880039105650279453e+03,2.898843482127309912e+01
9.880039124210004957e+03,2.898866744989691924e+01
9.880039142769732280e+03,2.898890007818537740e+01
9.880039161329457784e+03,2.898913270609284254e+01
9.880039179889183288e+03,2.898936533364210177e+01
9.880039198448910611e+03,2.898959796085592089e+01
9.880039217008636115e+03,2.898983058768869014e+01
9.880039235568363438e+03,2.899006321418599441e+01
9.880039254128088942e+03,2.899029584030220974e+01
9.880039272687816265e+03,2.899052846608289258e+01
9.880039291247541769e+03,2.899076109148244740e+01
9.880039309807269092e+03,2.899099371654644841e+01
9.880039328366994596e+03,2.899122634122928588e+01
9.880039346926721919e+03,2.899145896557651625e+01
9.880039365486447423e+03,2.899169158954253334e+01
9.880039384046174746e+03,2.899192421317290425e+01
9.880039402605900250e+03,2.899215683642202634e+01
9.880039421165625754e+03,2.899238945931266542e+01
9.880039439725353077e+03,2.899262208186760859e+01
9.880039458285078581e+03,2.899285470404122833e+01
9.880039476844805904e+03,2.899308732587909887e+01
9.880039495404531408e+03,2.899331994733561402e+01
9.880039513964258731e+03,2.899355256845634443e+01
9.880039532523984235e+03,2.899378518919567682e+01
9.880039551083711558e+03,2.899401780959917474e+01
9.880039569643437062e+03,2.899425042962123200e+01
9.880039588203164385e+03,2.899448304930742637e+01
9.880039606762889889e+03,2.899471566861213034e+01
9.880039625322617212e+03,2.899494828758092524e+01
9.880039643882342716e+03,2.899518090616819421e+01
9.880039662442068220e+03,2.899541352439672082e+01
9.880039681001795543e+03,2.899564614228927084e+01
9.880039699561521047e+03,2.899587875980023455e+01
9.880039718121248370e+03,2.899611137697517549e+01
9.880039736680973874e+03,2.899634399376849458e+01
9.880039755240701197e+03,2.899657661022575184e+01
9.880039773800426701e+03,2.899680922630134816e+01
9.880039792360154024e+03,2.899704184204085422e+01
9.880039810919879528e+03,2.899727445739863185e+01
9.880039829479606851e+03,2.899750707242026593e+01
9.880039848039332355e+03,2.899773968706016802e+01
9.880039866599059678e+03,2.899797230136388038e+01
9.880039885158785182e+03,2.899820491528580035e+01
9.880039903718510686e+03,2.899843752884870085e+01
9.880039922278238009e+03,2.899867014207535476e+01
9.880039940837963513e+03,2.899890275492015590e+01
9.880039959397690836e+03,2.899913536742867848e+01
9.880039977957416340e+03,2.899936797955529855e+01
9.880039996517143663e+03,2.899960059134558676e+01
9.880040015076869167e+03,2.899983320275394405e+01
9.880040033636596490e+03,2.900006581382593041e+01
9.880040052196321994e+03,2.900029842451594320e+01
9.880040070756049317e+03,2.900053103486953532e+01
9.880040089315774821e+03,2.900076364484110769e+01
9.880040107875502144e+03,2.900099625447624163e+01
9.880040126435227648e+03,2.900122886372930253e+01
9.880040144994953152e+03,2.900146147262307394e+01
9.880040163554680475e+03,2.900169408118033942e+01
9.880040182114405980e+03,2.900192668935547147e+01
9.880040200674133303e+03,2.900215929719405850e+01
9.880040219233858807e+03,2.900239190465046946e+01
9.880040237793586130e+03,2.900262451177029988e+01
9.880040256353311634e+03,2.900285711850790804e+01
9.880040274913038957e+03,2.900308972490887882e+01
9.880040293472764461e+03,2.900332233092760958e+01
9.880040312032491784e+03,2.900355493660966033e+01
9.880040330592217288e+03,2.900378754190941777e+01
9.880040349151944611e+03,2.900402014687244545e+01
9.880040367711670115e+03,2.900425275145315496e+01
9.880040386271395619e+03,2.900448535567430497e+01
9.880040404831122942e+03,2.900471795955867549e+01
9.880040423390848446e+03,2.900495056306064612e+01
9.880040441950575769e+03,2.900518316622578396e+01
9.880040460510301273e+03,2.900541576900850060e+01
9.880040479070028596e+03,2.900564837145434538e+01
9.880040497629754100e+03,2.900588097351771921e+01
9.880040516189481423e+03,2.900611357524417855e+01
9.880040534749206927e+03,2.900634617658811720e+01
9.880040553308934250e+03,2.900657877759512004e+01
9.880040571868659754e+03,2.900681137821955957e+01
9.880040590428387077e+03,2.900704397850699578e+01
9.880040608988112581e+03,2.900727657841183316e+01
9.880040627547838085e+03,2.900750917795685879e+01
9.880040646107565408e+03,2.900774177716481717e+01
9.880040664667290912e+03,2.900797437599011985e+01
9.880040683227018235e+03,2.900820697447832686e+01
9.880040701786743739e+03,2.900843957258382844e+01
9.880040720346471062e+03,2.900867217035219170e+01
9.880040738906196566e+03,2.900890476773781756e+01
9.880040757465923889e+03,2.900913736478626959e+01
9.880040776025649393e+03,2.900936996145192381e+01
9.880040794585376716e+03,2.900960255778035801e+01
9.880040813145102220e+03,2.900983515372596599e+01
9.880040831704829543e+03,2.901006774933432553e+01
9.880040850264555047e+03,2.901030034455980200e+01
9.880040868824280551e+03,2.901053293942518607e+01
9.880040887384007874e+03,2.901076553395323998e+01
9.880040905943733378e+03,2.901099812809837175e+01
9.880040924503460701e+03,2.901123072190614494e+01
9.880040943063186205e+03,2.901146331533093559e+01
9.880040961622913528e+03,2.901169590841831436e+01
9.880040980182639032e+03,2.901192850112268928e+01
9.880040998742366355e+03,2.901216109348961680e+01
9.880041017302091859e+03,2.901239368547348008e+01
9.880041035861819182e+03,2.901262627711986397e+01
9.880041054421544686e+03,2.901285886838314099e+01
9.880041072981270190e+03,2.901309145928610178e+01
9.880041091540997513e+03,2.901332404985150859e+01
9.880041110100723017e+03,2.901355664003375168e+01
9.880041128660450340e+03,2.901378922987841236e+01
9.880041147220175844e+03,2.901402181933986668e+01
9.880041165779903167e+03,2.901425440846368886e+01
9.880041184339628671e+03,2.901448699720425850e+01
9.880041202899355994e+03,2.901471958560717468e+01
9.880041221459081498e+03,2.901495217362678503e+01
9.880041240018808821e+03,2.901518476130868152e+01
9.880041258578534325e+03,2.901541734860726862e+01
9.880041277138261648e+03,2.901564993556808858e+01
9.880041295697987152e+03,2.901588252214554231e+01
9.880041314257712656e+03,2.901611510836239560e+01
9.880041332817439979e+03,2.901634769424143201e+01
9.880041351377165483e+03,2.901658027973704179e+01
9.880041369936892806e+03,2.901681286489479206e+01
9.880041388496618310e+03,2.901704544966906596e+01
9.880041407056345633e+03,2.901727803410543771e+01
9.880041425616071137e+03,2.901751061815830468e+01
9.880041444175798460e+03,2.901774320187321621e+01
9.880041462735523965e+03,2.901797578520457677e+01
9.880041481295251288e+03,2.901820836819795701e+01
9.880041499854976792e+03,2.901844095080773656e+01
9.880041518414704115e+03,2.901867353307949671e+01
9.880041536974429619e+03,2.901890611496760641e+01
9.880041555534155123e+03,2.901913869649485989e+01
9.880041574093882446e+03,2.901937127768403712e+01
9.880041592653607950e+03,2.901960385848950708e+01
9.880041611213335273e+03,2.901983643895684040e+01
9.880041629773060777e+03,2.902006901904043090e+01
9.880041648332788100e+03,2.902030159878585991e+01
9.880041666892513604e+03,2.902053417814749992e+01
9.880041685452240927e+03,2.902076675717092513e+01
9.880041704011966431e+03,2.902099933581053293e+01
9.880041722571693754e+03,2.902123191411189040e+01
9.880041741131419258e+03,2.902146449202937006e+01
9.880041759691146581e+03,2.902169706960855322e+01
9.880041778250872085e+03,2.902192964680384080e+01
9.880041796810597589e+03,2.902216222363798792e+01
9.880041815370324912e+03,2.902239480013378525e+01
9.880041833930050416e+03,2.902262737624560884e+01
9.880041852489777739e+03,2.902285995201902580e+01
9.880041871049503243e+03,2.902309252740844414e+01
9.880041889609230566e+03,2.902332510245940966e+01
9.880041908168956070e+03,2.902355767712632328e+01
9.880041926728683393e+03,2.902379025145476632e+01
9.880041945288408897e+03,2.902402282539911837e+01
9.880041963848136220e+03,2.902425539900492879e+01
9.880041982407861724e+03,2.902448797222661270e+01
9.880042000967589047e+03,2.902472054510973720e+01
9.880042019527314551e+03,2.902495311760868191e+01
9.880042038087040055e+03,2.902518568974623037e+01
9.880042056646767378e+03,2.902541826154513771e+01
9.880042075206492882e+03,2.902565083295981196e+01
9.880042093766220205e+03,2.902588340403582734e+01
9.880042112325945709e+03,2.902611597472755633e+01
9.880042130885673032e+03,2.902634854508056961e+01
9.880042149445398536e+03,2.902658111504926097e+01
9.880042168005125859e+03,2.902681368467920819e+01
9.880042186564851363e+03,2.902704625392479443e+01
9.880042205124578686e+03,2.902727882283157967e+01
9.880042223684304190e+03,2.902751139135396485e+01
9.880042242244031513e+03,2.902774395953752062e+01
9.880042260803757017e+03,2.902797652733661593e+01
9.880042279363482521e+03,2.902820909477405209e+01
9.880042297923209844e+03,2.902844166187258423e+01
9.880042316482935348e+03,2.902867422858661328e+01
9.880042335042662671e+03,2.902890679496169568e+01
9.880042353602388175e+03,2.902913936095223946e+01
9.880042372162115498e+03,2.902937192660379750e+01
9.880042390721841002e+03,2.902960449187077430e+01
9.880042409281568325e+03,2.902983705679871207e+01
9.880042427841293829e+03,2.903006962134202595e+01
9.880042446401021152e+03,2.903030218554628661e+01
9.880042464960746656e+03,2.903053474936587008e+01
9.880042483520473979e+03,2.903076731284634349e+01
9.880042502080199483e+03,2.903099987594209708e+01
9.880042520639924987e+03,2.903123243867592151e+01
9.880042539199652310e+03,2.903146500107058259e+01
9.880042557759377814e+03,2.903169756308045635e+01
9.880042576319105137e+03,2.903193012475111701e+01
9.880042594878830641e+03,2.903216268603697259e+01
9.880042613438557964e+03,2.903239524698357954e+01
9.880042631998283468e+03,2.903262780754531747e+01
9.880042650558010791e+03,2.903286036776776413e+01
9.880042669117736295e+03,2.903309292760531335e+01
9.880042687677463618e+03,2.903332548710353578e+01
9.880042706237189122e+03,2.903355804621680392e+01
9.880042724796916445e+03,2.903379060499069553e+01
9.880042743356641950e+03,2.903402316337961508e+01
9.880042761916367454e+03,2.903425572140632482e+01
9.880042780476094777e+03,2.903448827909358698e+01
9.880042799035820281e+03,2.903472083639581669e+01
9.880042817595547604e+03,2.903495339335855974e+01
9.880042836155273108e+03,2.903518594993622060e+01
9.880042854715000431e+03,2.903541850617435571e+01
9.880042873274725935e+03,2.903565106202736246e+01
9.880042891834453258e+03,2.903588361754081859e+01
9.880042910394178762e+03,2.903611617266910017e+01
9.880042928953906085e+03,2.903634872745777429e+01
9.880042947513631589e+03,2.903658128186123477e+01
9.880042966073358912e+03,2.903681383592505938e+01
9.880042984633084416e+03,2.903704638960363127e+01
9.880043003192809920e+03,2.903727894291971978e+01
9.880043021752537243e+03,2.903751149589609781e+01
9.880043040312262747e+03,2.903774404848716983e+01
9.880043058871990070e+03,2.903797660073849229e+01
9.880043077431715574e+03,2.903820915260445901e+01
9.880043095991442897e+03,2.903844170413062997e+01
9.880043114551168401e+03,2.903867425527140611e+01
9.880043133110895724e+03,2.903890680607235808e+01
9.880043151670621228e+03,2.903913935648786548e+01
9.880043170230348551e+03,2.903937190656348832e+01
9.880043188790074055e+03,2.903960445625365239e+01
9.880043207349801378e+03,2.903983700560388570e+01
9.880043225909526882e+03,2.904006955456860695e+01
9.880043244469252386e+03,2.904030210317058192e+01
9.880043263028979709e+03,2.904053465143258350e+01
9.880043281588705213e+03,2.904076719930899131e+01
9.880043300148432536e+03,2.904099974684537955e+01
9.880043318708158040e+03,2.904123229399614914e+01
9.880043337267885363e+03,2.904146484080685653e+01
9.880043355827610867e+03,2.904169738723190264e+01
9.880043374387338190e+03,2.904192993331683681e+01
9.880043392947063694e+03,2.904216247901607062e+01
9.880043411506791017e+03,2.904239502437516762e+01
9.880043430066516521e+03,2.904262756934851808e+01
9.880043448626243844e+03,2.904286011398166778e+01
9.880043467185969348e+03,2.904309265822903541e+01
9.880043485745694852e+03,2.904332520211339030e+01
9.880043504305422175e+03,2.904355774565749471e+01
9.880043522865147679e+03,2.904379028881575309e+01
9.880043541424875002e+03,2.904402283163370768e+01
9.880043559984600506e+03,2.904425537406577362e+01
9.880043578544327829e+03,2.904448791615752157e+01
9.880043597104053333e+03,2.904472045786332401e+01
9.880043615663780656e+03,2.904495299922876228e+01
9.880043634223506160e+03,2.904518554020821597e+01
9.880043652783233483e+03,2.904541808084725574e+01
9.880043671342958987e+03,2.904565062110028961e+01
9.880043689902686310e+03,2.904588316101286338e+01
9.880043708462411814e+03,2.904611570053938507e+01
9.880043727022137318e+03,2.904634823970260982e+01
9.880043745581864641e+03,2.904658077852531406e+01
9.880043764141590145e+03,2.904681331696190938e+01
9.880043782701317468e+03,2.904704585505794867e+01
9.880043801261042972e+03,2.904727839276781864e+01
9.880043819820770295e+03,2.904751093013708285e+01
9.880043838380495799e+03,2.904774346712015287e+01
9.880043856940223122e+03,2.904797600376257805e+01
9.880043875499948626e+03,2.904820854001876640e+01
9.880043894059675949e+03,2.904844107593425306e+01
9.880043912619401453e+03,2.904867361146347093e+01
9.880043931179128776e+03,2.904890614665196225e+01
9.880043949738854280e+03,2.904913868145412437e+01
9.880043968298579784e+03,2.904937121589272664e+01
9.880043986858307107e+03,2.904960374999053485e+01
9.880044005418032611e+03,2.904983628370196413e+01
9.880044023977759934e+03,2.905006881707256738e+01
9.880044042537485439e+03,2.905030135005673131e+01
9.880044061097212762e+03,2.905053388270003012e+01
9.880044079656938266e+03,2.905076641495686118e+01
9.880044098216665589e+03,2.905099894687276318e+01
9.880044116776391093e+03,2.905123147840217257e+01
9.880044135336118416e+03,2.905146400959062802e+01
9.880044153895843920e+03,2.905169654039251981e+01
9.880044172455571243e+03,2.905192907085341147e+01
9.880044191015296747e+03,2.905216160092772171e+01
9.880044209575022251e+03,2.905239413063819853e+01
9.880044228134749574e+03,2.905262666000762195e+01
9.880044246694475078e+03,2.905285918899038222e+01
9.880044265254202401e+03,2.905309171763204290e+01
9.880044283813927905e+03,2.905332424588701556e+01
9.880044302373655228e+03,2.905355677380083534e+01
9.880044320933380732e+03,2.905378930132792448e+01
9.880044339493108055e+03,2.905402182851382165e+01
9.880044358052833559e+03,2.905425435531294553e+01
9.880044376612560882e+03,2.905448688177084549e+01
9.880044395172286386e+03,2.905471940784192597e+01
9.880044413732013709e+03,2.905495193357172212e+01
9.880044432291739213e+03,2.905518445891466683e+01
9.880044450851464717e+03,2.905541698389352234e+01
9.880044469411192040e+03,2.905564950853104733e+01
9.880044487970917544e+03,2.905588203278163206e+01
9.880044506530644867e+03,2.905611455669086851e+01
9.880044525090370371e+03,2.905634708021312207e+01
9.880044543650097694e+03,2.905657960339397761e+01
9.880044562209823198e+03,2.905681212618781117e+01
9.880044580769550521e+03,2.905704464864021119e+01
9.880044599329276025e+03,2.905727717070554661e+01
9.880044617889003348e+03,2.905750969242938453e+01
9.880044636448728852e+03,2.905774221376614008e+01
9.880044655008456175e+03,2.905797473476135906e+01
9.880044673568181679e+03,2.905820725536944593e+01
9.880044692127907183e+03,2.905843977561316649e+01
9.880044710687634506e+03,2.905867229551527942e+01
9.880044729247360010e+03,2.905890481503021405e+01
9.880044747807087333e+03,2.905913733420351264e+01
9.880044766366812837e+03,2.905936985298956188e+01
9.880044784926540160e+03,2.905960237143392533e+01
9.880044803486265664e+03,2.905983488949102522e+01
9.880044822045992987e+03,2.906006740720639314e+01
9.880044840605718491e+03,2.906029992453445843e+01
9.880044859165445814e+03,2.906053244152073489e+01
9.880044877725171318e+03,2.906076495811966964e+01
9.880044896284898641e+03,2.906099747437679781e+01
9.880044914844624145e+03,2.906122999024651321e+01
9.880044933404349649e+03,2.906146250575159939e+01
9.880044951964076972e+03,2.906169502091482926e+01
9.880044970523802476e+03,2.906192753569058596e+01
9.880044989083529799e+03,2.906216005012443304e+01
9.880045007643255303e+03,2.906239256417077499e+01
9.880045026202982626e+03,2.906262507787517180e+01
9.880045044762708130e+03,2.906285759119202083e+01
9.880045063322435453e+03,2.906309010416687144e+01
9.880045081882160957e+03,2.906332261675414230e+01
9.880045100441888280e+03,2.906355512899937921e+01
9.880045119001613784e+03,2.906378764085698663e+01
9.880045137561341107e+03,2.906402015237251035e+01
9.880045156121066611e+03,2.906425266350037262e+01
9.880045174680792115e+03,2.906448517426332501e+01
9.880045193240519438e+03,2.906471768468415462e+01
9.880045211800244942e+03,2.906495019471723751e+01
9.880045230359972265e+03,2.906518270440813723e+01
9.880045248919697769e+03,2.906541521371127601e+01
9.880045267479425092e+03,2.906564772267218899e+01
9.880045286039150596e+03,2.906588023124529485e+01
9.880045304598877919e+03,2.906611273947612162e+01
9.880045323158603424e+03,2.906634524731910219e+01
9.880045341718330747e+03,2.906657775481978945e+01
9.880045360278056251e+03,2.906681026193255590e+01
9.880045378837783574e+03,2.906704276870299708e+01
9.880045397397509078e+03,2.906727527508548903e+01
9.880045415957234582e+03,2.906750778110281530e+01
9.880045434516961905e+03,2.906774028677772392e+01
9.880045453076687409e+03,2.906797279206464069e+01
9.880045471636414732e+03,2.906820529700910427e+01
9.880045490196140236e+03,2.906843780156552981e+01
9.880045508755867559e+03,2.906867030577946309e+01
9.880045527315593063e+03,2.906890280960530504e+01
9.880045545875320386e+03,2.906913531308862630e+01
9.880045564435045890e+03,2.906936781618381715e+01
9.880045582994773213e+03,2.906960031893643404e+01
9.880045601554498717e+03,2.906983282130088142e+01
9.880045620114226040e+03,2.907006532332272286e+01
9.880045638673951544e+03,2.907029782495635573e+01
9.880045657233677048e+03,2.907053032622454225e+01
9.880045675793404371e+03,2.907076282715004467e+01
9.880045694353129875e+03,2.907099532768728523e+01
9.880045712912857198e+03,2.907122782788180970e+01
9.880045731472582702e+03,2.907146032768802257e+01
9.880045750032310025e+03,2.907169282715146252e+01
9.880045768592035529e+03,2.907192532622656600e+01
9.880045787151762852e+03,2.907215782495885392e+01
9.880045805711488356e+03,2.907239032330275563e+01
9.880045824271215679e+03,2.907262282130381337e+01
9.880045842830941183e+03,2.907285531891643870e+01
9.880045861390666687e+03,2.907308781616339033e+01
9.880045879950394010e+03,2.907332031306743758e+01
9.880045898510119514e+03,2.907355280958297783e+01
9.880045917069846837e+03,2.907378530575558884e+01
9.880045935629572341e+03,2.907401780153965376e+01
9.880045954189299664e+03,2.907425029698072905e+01
9.880045972749025168e+03,2.907448279203321917e+01
9.880045991308752491e+03,2.907471528674269479e+01
9.880046009868477995e+03,2.907494778106353195e+01
9.880046028428205318e+03,2.907518027504130131e+01
9.880046046987930822e+03,2.907541276863041091e+01
9.880046065547658145e+03,2.907564526187641363e+01
9.880046084107383649e+03,2.907587775473371039e+01
9.880046102667109153e+03,2.907611024722505633e+01
9.880046121226836476e+03,2.907634273937323499e+01
9.880046139786561980e+03,2.907657523113264730e+01
9.880046158346289303e+03,2.907680772254884261e+01
9.880046176906014807e+03,2.907704021357623247e+01
9.880046195465742130e+03,2.907727270426035204e+01
9.880046214025467634e+03,2.907750519455563065e+01
9.880046232585194957e+03,2.907773768450761054e+01
9.880046251144920461e+03,2.907797017407070328e+01
9.880046269704647784e+03,2.907820266329045467e+01
9.880046288264373288e+03,2.907843515212127272e+01
9.880046306824100611e+03,2.907866764060870679e+01
9.880046325383826115e+03,2.907890012870716134e+01
9.880046343943551619e+03,2.907913261643941638e+01
