Time (BJD_TBD - 2450000), L_total/L_star (ppm)
9.891595520833507180e+03,2.967273357264147080e+02
9.891595543725843527e+03,2.967247840573533040e+02
9.891595566618178054e+03,2.967222322828491201e+02
9.891595589510514401e+03,2.967196804024993639e+02
9.891595612402848928e+03,2.967171284167125691e+02
9.891595635295185275e+03,2.967145763250861137e+02
9.891595658187519803e+03,2.967120241280282471e+02
9.891595681079856149e+03,2.967094718251364611e+02
9.891595703972190677e+03,2.967069194168190620e+02
9.891595726864527023e+03,2.967043669026733710e+02
9.891595749756863370e+03,2.967018142829050475e+02
9.891595772649197897e+03,2.966992615577200354e+02
9.891595795541534244e+03,2.966967087267151442e+02
9.891595818433868772e+03,2.966941557902992486e+02
9.891595841326205118e+03,2.966916027480694993e+02
9.891595864218539646e+03,2.966890496004343163e+02
9.891595887110875992e+03,2.966864963469910208e+02
9.891595910003210520e+03,2.966839429881481465e+02
9.891595932895546866e+03,2.966813895235028440e+02
9.891595955787881394e+03,2.966788359534637038e+02
9.891595978680217740e+03,2.966762822776279336e+02
9.891596001572554087e+03,2.966737284962011927e+02
9.891596024464888615e+03,2.966711746093893112e+02
9.891596047357224961e+03,2.966686206167893829e+02
9.891596070249559489e+03,2.966660665188101689e+02
9.891596093141895835e+03,2.966635123150486493e+02
9.891596116034230363e+03,2.966609580059134714e+02
9.891596138926566709e+03,2.966584035910017292e+02
9.891596161818901237e+03,2.966558490707221267e+02
9.891596184711237584e+03,2.966532944446718147e+02
9.891596207603573930e+03,2.966507397130564527e+02
9.891596230495908458e+03,2.966481848760818707e+02
9.891596253388244804e+03,2.966456299333451057e+02
9.891596276280579332e+03,2.966430748852552028e+02
9.891596299172915678e+03,2.966405197314085740e+02
9.891596322065250206e+03,2.966379644722146054e+02
9.891596344957586552e+03,2.966354091072696519e+02
9.891596367849921080e+03,2.966328536369830431e+02
9.891596390742257427e+03,2.966302980609514748e+02
9.891596413634591954e+03,2.966277423795839354e+02
9.891596436526928301e+03,2.966251865924770073e+02
9.891596459419264647e+03,2.966226306998369751e+02
9.891596482311599175e+03,2.966200747018694983e+02
9.891596505203935521e+03,2.966175185981715003e+02
9.891596528096270049e+03,2.966149623891519127e+02
9.891596550988606396e+03,2.966124060744074882e+02
9.891596573880940923e+03,2.966098496543472152e+02
9.891596596773277270e+03,2.966072931285679033e+02
9.891596619665611797e+03,2.966047364974785978e+02
9.891596642557948144e+03,2.966021797606758810e+02
9.891596665450284490e+03,2.965996229183659239e+02
9.891596688342619018e+03,2.965970659707546133e+02
9.891596711234955364e+03,2.965945089174385885e+02
9.891596734127289892e+03,2.965919517588270651e+02
9.891596757019626239e+03,2.965893944945166254e+02
9.891596779911960766e+03,2.965868371249162010e+02
9.891596802804297113e+03,2.965842796496227720e+02
9.891596825696631640e+03,2.965817220690453269e+02
9.891596848588967987e+03,2.965791643827805046e+02
9.891596871481304333e+03,2.965766065910342490e+02
9.891596894373638861e+03,2.965740486940126743e+02
9.891596917265975208e+03,2.965714906913123627e+02
9.891596940158309735e+03,2.965689325833424732e+02
9.891596963050646082e+03,2.965663743696995880e+02
9.891596985942980609e+03,2.965638160507929797e+02
9.891597008835316956e+03,2.965612576262190032e+02
9.891597031727651483e+03,2.965586990963872722e+02
9.891597054619987830e+03,2.965561404608938005e+02
9.891597077512322358e+03,2.965535817201483724e+02
9.891597100404658704e+03,2.965510228737470015e+02
9.891597123296995051e+03,2.965484639218960297e+02
9.891597146189329578e+03,2.965459048648016847e+02
9.891597169081665925e+03,2.965433457020602077e+02
9.891597191974000452e+03,2.965407864340809283e+02
9.891597214866336799e+03,2.965382270604603718e+02
9.891597237758671326e+03,2.965356675816078678e+02
9.891597260651007673e+03,2.965331079971198847e+02
9.891597283543342201e+03,2.965305483074058088e+02
9.891597306435678547e+03,2.965279885120617109e+02
9.891597329328014894e+03,2.965254286112941031e+02
9.891597352220349421e+03,2.965228686053090428e+02
9.891597375112685768e+03,2.965203084937027711e+02
9.891597398005020295e+03,2.965177482768849586e+02
9.891597420897356642e+03,2.965151879544515623e+02
9.891597443789691170e+03,2.965126275268125937e+02
9.891597466682027516e+03,2.965100669935636688e+02
9.891597489574362044e+03,2.965075063551149128e+02
9.891597512466698390e+03,2.965049456110621122e+02
9.891597535359032918e+03,2.965023847618152217e+02
9.891597558251369264e+03,2.964998238069700278e+02
9.891597581143705611e+03,2.964972627467329289e+02
9.891597604036040138e+03,2.964947015813104372e+02
9.891597626928376485e+03,2.964921403102983390e+02
9.891597649820711013e+03,2.964895789341066461e+02
9.891597672713047359e+03,2.964870174523310880e+02
9.891597695605381887e+03,2.964844558653817330e+02
9.891597718497718233e+03,2.964818941728542541e+02
9.891597741390052761e+03,2.964793323751586627e+02
9.891597764282389107e+03,2.964767704718908590e+02
9.891597787174725454e+03,2.964742084632571846e+02
9.891597810067059982e+03,2.964716463494640948e+02
