Time (BJD_TBD - 2450000), L_c/L_star (ppm)
1.013335255787055939e+04,4.745972936047327728e+00
1.013335257878931770e+04,4.748435779314990945e+00
1.013335259970807601e+04,4.750899254447531916e+00
1.013335262062683432e+04,4.753363361437650703e+00
1.013335264154559445e+04,4.755828100492482946e+00
1.013335266246435276e+04,4.758293471176112455e+00
1.013335268338311107e+04,4.760759473695552302e+00
1.013335270430186938e+04,4.763226108043550511e+00
1.013335272522062769e+04,4.765693374212854216e+00
1.013335274613938600e+04,4.768161272196207001e+00
1.013335276705814431e+04,4.770629801986306262e+00
1.013335278797690262e+04,4.773098963575873377e+00
1.013335280889566275e+04,4.775568757172459655e+00
1.013335282981442106e+04,4.778039182339248292e+00
1.013335285073317937e+04,4.780510239283715102e+00
1.013335287165193768e+04,4.782981927998559257e+00
1.013335289257069599e+04,4.785454248476503025e+00
1.013335291348945429e+04,4.787927200710289100e+00
1.013335293440821260e+04,4.790400784692592673e+00
1.013335295532697091e+04,4.792875000416157327e+00
1.013335297624573104e+04,4.795349848088927835e+00
1.013335299716448935e+04,4.797825327273180562e+00
1.013335301808324766e+04,4.800301438176835411e+00
1.013335303900200597e+04,4.802778180792587115e+00
1.013335305992076428e+04,4.805255555113110866e+00
1.013335308083952259e+04,4.807733561131152022e+00
1.013335310175828090e+04,4.810212198839380449e+00
1.013335312267703921e+04,4.812691468230519298e+00
1.013335314359579934e+04,4.815171369512926347e+00
1.013335316451455765e+04,4.817651902247978235e+00
1.013335318543331596e+04,4.820133066644054054e+00
1.013335320635207427e+04,4.822614862693805016e+00
1.013335322727083258e+04,4.825097290389900095e+00
1.013335324818959089e+04,4.827580349725063336e+00
1.013335326910834920e+04,4.830064040691967264e+00
1.013335329002710751e+04,4.832548363283308390e+00
1.013335331094586763e+04,4.835033317707856604e+00
1.013335333186462594e+04,4.837518903526137670e+00
1.013335335278338425e+04,4.840005120946897499e+00
1.013335337370214256e+04,4.842491969962783749e+00
1.013335339462090087e+04,4.844979450566495593e+00
1.013335341553965918e+04,4.847467562750702896e+00
1.013335343645841749e+04,4.849956306508079962e+00
1.013335345737717762e+04,4.852445682047785702e+00
1.013335347829593593e+04,4.854935688929543858e+00
1.013335349921469424e+04,4.857426327362462715e+00
1.013335352013345255e+04,4.859917597339243223e+00
1.013335354105221086e+04,4.862409498852481526e+00
1.013335356197096917e+04,4.864902031894899892e+00
1.013335358288972748e+04,4.867395196459098905e+00
1.013335360380848579e+04,4.869888992537799055e+00
1.013335362472724591e+04,4.872383420340525184e+00
1.013335364564600422e+04,4.874878479426145717e+00
1.013335366656476253e+04,4.877374170004213916e+00
1.013335368748352084e+04,4.879870492067351684e+00
1.013335370840227915e+04,4.882367445608206680e+00
1.013335372932103746e+04,4.884865030619427451e+00
1.013335375023979577e+04,4.887363247093663432e+00
1.013335377115855408e+04,4.889862095023537414e+00
1.013335379207731421e+04,4.892361574619084941e+00
1.013335381299607252e+04,4.894861685438252508e+00
1.013335383391483083e+04,4.897362427690978848e+00
1.013335385483358914e+04,4.899863801369886751e+00
1.013335387575234745e+04,4.902365806467650522e+00
1.013335389667110576e+04,4.904868442976868970e+00
1.013335391758986407e+04,4.907371710890189753e+00
1.013335393850862238e+04,4.909875610200211682e+00
1.013335395942738251e+04,4.912380141117387744e+00
1.013335398034614082e+04,4.914885303198784250e+00
1.013335400126489913e+04,4.917391096654753824e+00
1.013335402218365743e+04,4.919897521477921032e+00
1.013335404310241574e+04,4.922404577660934422e+00
1.013335406402117405e+04,4.924912265196370598e+00
1.013335408493993236e+04,4.927420584076848797e+00
1.013335410585869067e+04,4.929929534294998028e+00
1.013335412677745080e+04,4.932439116061679840e+00
1.013335414769620911e+04,4.934949328933038615e+00
1.013335416861496742e+04,4.937460173119887052e+00
1.013335418953372573e+04,4.939971648614828403e+00
1.013335421045248404e+04,4.942483755410485458e+00
1.013335423137124235e+04,4.944996493499408174e+00
1.013335425229000066e+04,4.947509862874220232e+00
1.013335427320876079e+04,4.950023863746177533e+00
1.013335429412751910e+04,4.952538495670641083e+00
1.013335431504627741e+04,4.955053758858769974e+00
1.013335433596503572e+04,4.957569653303161239e+00
1.013335435688379403e+04,4.960086178996441220e+00
1.013335437780255234e+04,4.962603335931158988e+00
1.013335439872131064e+04,4.965121124099891148e+00
1.013335441964006895e+04,4.967639543495260490e+00
1.013335444055882908e+04,4.970158594328886181e+00
1.013335446147758739e+04,4.972678276155281907e+00
1.013335448239634570e+04,4.975198589186039300e+00
1.013335450331510401e+04,4.977719533413710984e+00
1.013335452423386232e+04,4.980241108830920638e+00
1.013335454515262063e+04,4.982763315430169371e+00
1.013335456607137894e+04,4.985286153204108395e+00
1.013335458699013725e+04,4.987809622145260136e+00
1.013335460790889738e+04,4.990333722465708277e+00
1.013335462882765569e+04,4.992858453719041023e+00
1.013335464974641400e+04,4.995383816117312747e+00
1.013335467066517231e+04,4.997909809653052982e+00
1.013335469158393062e+04,5.000436434318809020e+00
1.013335471250268893e+04,5.002963690107183226e+00
1.013335473342144724e+04,5.005491577010725557e+00
1.013335475434020555e+04,5.008020095021961993e+00
1.013335477525896567e+04,5.010549244353388332e+00
1.013335479617772398e+04,5.013079024557739238e+00
1.013335481709648229e+04,5.015609435847462549e+00
1.013335483801524060e+04,5.018140478215059375e+00
1.013335485893399891e+04,5.020672151653127635e+00
1.013335487985275722e+04,5.023204456154196862e+00
1.013335490077151553e+04,5.025737391710767277e+00
1.013335492169027384e+04,5.028270958315439465e+00
1.013335494260903397e+04,5.030805156181099136e+00
1.013335496352779228e+04,5.033339984859552807e+00
1.013335498444655059e+04,5.035875444563711945e+00
1.013335500536530890e+04,5.038411535286079435e+00
1.013335502628406721e+04,5.040948257019180367e+00
1.013335504720282552e+04,5.043485609755541610e+00
1.013335506812158383e+04,5.046023593487714010e+00
1.013335508904034396e+04,5.048562208428971410e+00
1.013335510995910226e+04,5.051101454130345836e+00
1.013335513087786057e+04,5.053641330805086263e+00
1.013335515179661888e+04,5.056181838445720444e+00
1.013335517271537719e+04,5.058722977044748603e+00
1.013335519363413550e+04,5.061264746594674513e+00
1.013335521455289381e+04,5.063807147088048133e+00
1.013335523547165212e+04,5.066350178517348368e+00
1.013335525639041225e+04,5.068893841096310027e+00
1.013335527730917056e+04,5.071438134375065410e+00
1.013335529822792887e+04,5.073983058567301363e+00
1.013335531914668718e+04,5.076528613665497680e+00
1.013335534006544549e+04,5.079074799662128825e+00
1.013335536098420380e+04,5.081621616549772291e+00
1.013335538190296211e+04,5.084169064320857245e+00
1.013335540282172042e+04,5.086717142967908778e+00
1.013335542374048055e+04,5.089265852705055160e+00
1.013335544465923886e+04,5.091815193081573376e+00
1.013335546557799717e+04,5.094365164311540184e+00
1.013335548649675547e+04,5.096915766387410507e+00
1.013335550741551378e+04,5.099466999301711212e+00
1.013335552833427209e+04,5.102018863046918540e+00
1.013335554925303040e+04,5.104571357615511396e+00
1.013335557017178871e+04,5.107124482999967796e+00
1.013335559109054884e+04,5.109678239414850331e+00
1.013335561200930715e+04,5.112232626408540703e+00
1.013335563292806546e+04,5.114787644195525118e+00
1.013335565384682377e+04,5.117343292768283369e+00
1.013335567476558208e+04,5.119899572119295250e+00
1.013335569568434039e+04,5.122456482241036113e+00
1.013335571660309870e+04,5.125014023125936902e+00
1.013335573752185701e+04,5.127572194766522706e+00
1.013335575844061714e+04,5.130130997377723823e+00
1.013335577935937545e+04,5.132690430507066637e+00
1.013335580027813376e+04,5.135250494369429042e+00
1.013335582119689207e+04,5.137811188957292607e+00
1.013335584211565038e+04,5.140372514263133574e+00
1.013335586303440869e+04,5.142934470279379333e+00
1.013335588395316699e+04,5.145497056998510566e+00
1.013335590487192530e+04,5.148060274412955550e+00
1.013335592579068543e+04,5.150624122738129529e+00
1.013335594670944374e+04,5.153188601520609424e+00
1.013335596762820205e+04,5.155753710975763404e+00
1.013335598854696036e+04,5.158319451096019748e+00
1.013335600946571867e+04,5.160885821873833379e+00
1.013335603038447698e+04,5.163452823301656558e+00
1.013335605130323529e+04,5.166020455371893583e+00
1.013335607222199542e+04,5.168588718300352269e+00
1.013335609314075373e+04,5.171157611632828832e+00
1.013335611405951204e+04,5.173727135585054704e+00
1.013335613497827035e+04,5.176297290149438624e+00
1.013335615589702866e+04,5.178868075318429298e+00
1.013335617681578697e+04,5.181439491084409710e+00
1.013335619773454528e+04,5.184011537439881856e+00
1.013335621865330359e+04,5.186584214377226054e+00
1.013335623957206371e+04,5.189157522112662235e+00
1.013335626049082202e+04,5.191731460191086889e+00
1.013335628140958033e+04,5.194306028828622246e+00
1.013335630232833864e+04,5.196881228017745435e+00
1.013335632324709695e+04,5.199457057750813682e+00
1.013335634416585526e+04,5.202033518020281022e+00
1.013335636508461357e+04,5.204610608818549977e+00
1.013335638600337188e+04,5.207188330138002641e+00
1.013335640692213201e+04,5.209766682195296816e+00
1.013335642784089032e+04,5.212345664534452361e+00
1.013335644875964863e+04,5.214925277372004508e+00
1.013335646967840694e+04,5.217505520700384203e+00
1.013335649059716525e+04,5.220086394511996630e+00
1.013335651151592356e+04,5.222667898799219444e+00
1.013335653243468187e+04,5.225250033554459606e+00
1.013335655335344018e+04,5.227832798770121414e+00
1.013335657427220031e+04,5.230416194663229490e+00
1.013335659519095861e+04,5.233000220776924394e+00
1.013335661610971692e+04,5.235584877328205877e+00
1.013335663702847523e+04,5.238170164309456922e+00
1.013335665794723354e+04,5.240756081713080050e+00
1.013335667886599185e+04,5.243342629531430710e+00
1.013335669978475016e+04,5.245929807756890106e+00
1.013335672070350847e+04,5.248517616381841222e+00
1.013335674162226860e+04,5.251106055623790958e+00
1.013335676254102691e+04,5.253695125024933077e+00
1.013335678345978522e+04,5.256284824802682998e+00
1.013335680437854353e+04,5.258875154949444131e+00
1.013335682529730184e+04,5.261466115457596793e+00
1.013335684621606015e+04,5.264057706319449359e+00
1.013335686713481846e+04,5.266649927527429220e+00
1.013335688805357859e+04,5.269242779299363910e+00
1.013335690897233690e+04,5.271836261176669147e+00
1.013335692989109521e+04,5.274430373377194670e+00
1.013335695080985352e+04,5.277025115893247964e+00
1.013335697172861182e+04,5.279620488717235105e+00
1.013335699264737013e+04,5.282216491841462691e+00
