Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.014846018518507481e+04,1.234300803379296418e+01
1.014846020605984813e+04,1.234201665651751156e+01
1.014846022693461964e+04,1.234102531628993304e+01
1.014846024780939297e+04,1.234003401293795221e+01
1.014846026868416629e+04,1.233904274654838318e+01
1.014846028955893780e+04,1.233805151720803117e+01
1.014846031043371113e+04,1.233706032474468017e+01
1.014846033130848264e+04,1.233606916933147701e+01
1.014846035218325596e+04,1.233507805079616837e+01
1.014846037305802929e+04,1.233408696922556480e+01
1.014846039393280080e+04,1.233309592470649463e+01
1.014846041480757413e+04,1.233210491706668854e+01
1.014846043568234745e+04,1.233111394639295177e+01
1.014846045655711896e+04,1.233012301277212153e+01
1.014846047743189229e+04,1.232913211603194803e+01
1.014846049830666561e+04,1.232814125625924895e+01
1.014846051918143712e+04,1.232715043354078688e+01
1.014846054005621045e+04,1.232615964770437422e+01
1.014846056093098196e+04,1.232516889892312228e+01
1.014846058180575528e+04,1.232417818702483281e+01
1.014846060268052861e+04,1.232318751209627194e+01
1.014846062355530012e+04,1.232219687422426269e+01
1.014846064443007344e+04,1.232120627323660855e+01
1.014846066530484677e+04,1.232021570922007747e+01
1.014846068617961828e+04,1.231922518226142849e+01
1.014846070705439161e+04,1.231823469218852019e+01
1.014846072792916493e+04,1.231724423908809385e+01
1.014846074880393644e+04,1.231625382304695648e+01
1.014846076967870977e+04,1.231526344389289918e+01
1.014846079055348127e+04,1.231427310179902257e+01
1.014846081142825460e+04,1.231328279659317992e+01
1.014846083230302793e+04,1.231229252836213561e+01
1.014846085317779944e+04,1.231130229719262381e+01
1.014846087405257276e+04,1.231031210291250666e+01
1.014846089492734609e+04,1.230932194560857162e+01
1.014846091580211760e+04,1.230833182536753156e+01
1.014846093667689092e+04,1.230734174201730191e+01
1.014846095755166243e+04,1.230635169573086962e+01
1.014846097842643576e+04,1.230536168633616789e+01
1.014846099930120909e+04,1.230437171391991136e+01
1.014846102017598059e+04,1.230338177856882531e+01
1.014846104105075392e+04,1.230239188011083229e+01
1.014846106192552725e+04,1.230140201863268068e+01
1.014846108280029875e+04,1.230041219422105847e+01
1.014846110367507208e+04,1.229942240670392550e+01
1.014846112454984541e+04,1.229843265616799286e+01
