Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
1.013184277777792886e+04,2.561518174305758677e+00
1.013184279854968190e+04,2.561518253125127487e+00
1.013184281932143494e+04,2.561518331936314397e+00
1.013184284009318799e+04,2.561518410739333618e+00
1.013184286086494103e+04,2.561518489534170939e+00
1.013184288163669407e+04,2.561518568320829914e+00
1.013184290240844712e+04,2.561518647099310542e+00
1.013184292318020016e+04,2.561518725869612823e+00
1.013184294395195320e+04,2.561518804631733204e+00
1.013184296472370625e+04,2.561518883385675238e+00
1.013184298549545929e+04,2.561518962131438926e+00
1.013184300626721233e+04,2.561519040869020714e+00
1.013184302703896537e+04,2.561519119598420602e+00
1.013184304781071842e+04,2.561519198319638591e+00
1.013184306858247146e+04,2.561519277032671127e+00
1.013184308935422450e+04,2.561519355737525316e+00
1.013184311012597936e+04,2.561519434434201159e+00
1.013184313089773241e+04,2.561519513122687997e+00
1.013184315166948545e+04,2.561519591802989382e+00
1.013184317244123849e+04,2.561519670475105315e+00
1.013184319321299154e+04,2.561519749139035795e+00
1.013184321398474458e+04,2.561519827794784376e+00
1.013184323475649762e+04,2.561519906442343952e+00
1.013184325552825067e+04,2.561519985081718076e+00
1.013184327630000371e+04,2.561520063712903195e+00
1.013184329707175675e+04,2.561520142335899308e+00
1.013184331784350979e+04,2.561520220950709970e+00
1.013184333861526284e+04,2.561520299557331626e+00
1.013184335938701588e+04,2.561520378155764277e+00
1.013184338015876892e+04,2.561520456746007923e+00
1.013184340093052197e+04,2.561520535328062564e+00
1.013184342170227501e+04,2.561520613901924648e+00
1.013184344247402805e+04,2.561520692467597726e+00
1.013184346324578109e+04,2.561520771025078247e+00
1.013184348401753414e+04,2.561520849574366210e+00
1.013184350478928718e+04,2.561520928115461615e+00
1.013184352556104022e+04,2.561521006648364462e+00
1.013184354633279327e+04,2.561521085173071199e+00
1.013184356710454631e+04,2.561521163689585379e+00
1.013184358787629935e+04,2.561521242197910553e+00
1.013184360864805240e+04,2.561521320698039617e+00
1.013184362941980544e+04,2.561521399189969017e+00
1.013184365019155848e+04,2.561521477673705860e+00
1.013184367096331152e+04,2.561521556149246592e+00
1.013184369173506457e+04,2.561521634616587662e+00
1.013184371250681761e+04,2.561521713075732620e+00
1.013184373327857065e+04,2.561521791526681469e+00
1.013184375405032551e+04,2.561521869969437759e+00
1.013184377482207856e+04,2.561521948403990834e+00
1.013184379559383160e+04,2.561522026830340693e+00
1.013184381636558464e+04,2.561522105248494441e+00
1.013184383713733769e+04,2.561522183658448526e+00
1.013184385790909073e+04,2.561522262060199395e+00
1.013184387868084377e+04,2.561522340453747049e+00
1.013184389945259682e+04,2.561522418839098592e+00
1.013184392022434986e+04,2.561522497216250471e+00
1.013184394099610290e+04,2.561522575585188477e+00
1.013184396176785594e+04,2.561522653945933925e+00
