Time (BJD_TBD - 2450000), F_f/F_star (ppm)
9.908226643518544734e+03,1.864645544532431476e+00
9.908226666740774817e+03,1.864443958331541973e+00
9.908226689963004901e+03,1.864242382793809938e+00
9.908226713185233166e+03,1.864040817935078698e+00
9.908226736407463250e+03,1.863839263723819029e+00
9.908226759629693333e+03,1.863637720175878920e+00
9.908226782851923417e+03,1.863436187291303003e+00
9.908226806074151682e+03,1.863234665085924835e+00
9.908226829296381766e+03,1.863033153528234731e+00
9.908226852518611850e+03,1.862831652634056034e+00
9.908226875740841933e+03,1.862630162403443368e+00
9.908226898963070198e+03,1.862428682852234951e+00
9.908226922185300282e+03,1.862227213948911331e+00
9.908226945407530366e+03,1.862025755709306063e+00
9.908226968629760449e+03,1.861824308133468442e+00
9.908226991851988714e+03,1.861622871237231802e+00
9.908227015074218798e+03,1.861421444989086682e+00
9.908227038296448882e+03,1.861220029404866638e+00
9.908227061518678966e+03,1.861018624484620743e+00
9.908227084740907230e+03,1.860817230244167897e+00
9.908227107963137314e+03,1.860615846652013072e+00
9.908227131185367398e+03,1.860414473723980056e+00
9.908227154407597482e+03,1.860213111460127910e+00
9.908227177629825746e+03,1.860011759876265547e+00
9.908227200852055830e+03,1.859810418940913035e+00
9.908227224074285914e+03,1.859609088669888832e+00
9.908227247296515998e+03,1.859407769063232463e+00
9.908227270518744263e+03,1.859206460136777705e+00
9.908227293740974346e+03,1.859005161859034194e+00
9.908227316963204430e+03,1.858803874245815946e+00
9.908227340185434514e+03,1.858602597297177139e+00
9.908227363407662779e+03,1.858401331028931569e+00
9.908227386629892862e+03,1.858200075409599306e+00
9.908227409852122946e+03,1.857998830455003691e+00
9.908227433074353030e+03,1.857797596165189358e+00
9.908227456296581295e+03,1.857596372555964992e+00
9.908227479518811379e+03,1.857395159595860434e+00
9.908227502741041462e+03,1.857193957300689702e+00
9.908227525963271546e+03,1.856992765670501644e+00
9.908227549185499811e+03,1.856791584721110500e+00
9.908227572407729895e+03,1.856590414421040780e+00
9.908227595629959978e+03,1.856389254786106724e+00
9.908227618852190062e+03,1.856188105816361844e+00
9.908227642074418327e+03,1.855986967527605724e+00
9.908227665296648411e+03,1.855785839888377975e+00
9.908227688518878495e+03,1.855584722914491946e+00
9.908227711741108578e+03,1.855383616605987607e+00
9.908227734963336843e+03,1.855182520978678529e+00
9.908227758185566927e+03,1.854981436001104100e+00
9.908227781407797011e+03,1.854780361689073676e+00
9.908227804630027094e+03,1.854579298042626334e+00
9.908227827852255359e+03,1.854378245077570986e+00
9.908227851074485443e+03,1.854177202762457233e+00
9.908227874296715527e+03,1.853976171113084215e+00
9.908227897518945610e+03,1.853775150129500782e+00
9.908227920741173875e+03,1.853574139827506295e+00
9.908227943963403959e+03,1.853373140175660128e+00
9.908227967185634043e+03,1.853172151189756089e+00
9.908227990407864127e+03,1.852971172869848582e+00
9.908228013630092391e+03,1.852770205231721867e+00
9.908228036852322475e+03,1.852569248243949973e+00
9.908228060074552559e+03,1.852368301922327154e+00
9.908228083296782643e+03,1.852167366266892490e+00
9.908228106519010908e+03,1.851966441293445342e+00
9.908228129741240991e+03,1.851765526970559739e+00
9.908228152963471075e+03,1.851564623314019942e+00
9.908228176185701159e+03,1.851363730323870138e+00
9.908228199407929424e+03,1.851162848015909690e+00
9.908228222630159507e+03,1.850961976358712180e+00
9.908228245852389591e+03,1.850761115368062537e+00
9.908228269074619675e+03,1.850560265044014274e+00
9.908228292296847940e+03,1.850359425402342328e+00
9.908228315519078023e+03,1.850158596411640044e+00
9.908228338741308107e+03,1.849957778087692128e+00
