Time (BJD_TBD - 2450000), F_star + F_d (mJy)
1.014093855324061587e+04,2.557614644259325498e+00
1.014093857208740883e+04,2.557614649917276051e+00
1.014093859093419996e+04,2.557614655575350504e+00
1.014093860978099292e+04,2.557614661233550191e+00
1.014093862862778406e+04,2.557614666891873778e+00
1.014093864747457701e+04,2.557614672550322155e+00
1.014093866632136815e+04,2.557614678208894432e+00
1.014093868516816110e+04,2.557614683867592387e+00
1.014093870401495224e+04,2.557614689526413354e+00
1.014093872286174519e+04,2.557614695185359555e+00
1.014093874170853633e+04,2.557614700844429656e+00
1.014093876055532928e+04,2.557614706503624546e+00
1.014093877940212042e+04,2.557614712162943782e+00
1.014093879824891337e+04,2.557614717822387806e+00
1.014093881709570451e+04,2.557614723481955288e+00
1.014093883594249746e+04,2.557614729141648002e+00
1.014093885478928860e+04,2.557614734801464618e+00
1.014093887363608155e+04,2.557614740461406022e+00
1.014093889248287269e+04,2.557614746121471327e+00
1.014093891132966564e+04,2.557614751781661422e+00
1.014093893017645678e+04,2.557614757441975417e+00
1.014093894902324973e+04,2.557614763102414202e+00
1.014093896787004269e+04,2.557614768762977331e+00
1.014093898671683382e+04,2.557614774423664361e+00
1.014093900556362678e+04,2.557614780084476180e+00
1.014093902441041791e+04,2.557614785745411901e+00
1.014093904325721087e+04,2.557614791406472854e+00
1.014093906210400201e+04,2.557614797067657264e+00
1.014093908095079496e+04,2.557614802728966019e+00
1.014093909979758610e+04,2.557614808390399563e+00
1.014093911864437905e+04,2.557614814051957453e+00
1.014093913749117019e+04,2.557614819713638799e+00
1.014093915633796314e+04,2.557614825375445822e+00
1.014093917518475428e+04,2.557614831037375858e+00
1.014093919403154723e+04,2.557614836699431127e+00
1.014093921287833837e+04,2.557614842361609853e+00
1.014093923172513132e+04,2.557614848023913812e+00
1.014093925057192246e+04,2.557614853686341228e+00
1.014093926941871541e+04,2.557614859348893877e+00
1.014093928826550655e+04,2.557614865011569538e+00
1.014093930711229950e+04,2.557614870674370433e+00
1.014093932595909064e+04,2.557614876337294785e+00
1.014093934480588359e+04,2.557614882000344370e+00
1.014093936365267473e+04,2.557614887663517411e+00
1.014093938249946768e+04,2.557614893326815686e+00
1.014093940134626064e+04,2.557614898990237862e+00
1.014093942019305177e+04,2.557614904653783494e+00
1.014093943903984473e+04,2.557614910317454360e+00
1.014093945788663586e+04,2.557614915981248682e+00
1.014093947673342882e+04,2.557614921645167350e+00
1.014093949558021995e+04,2.557614927309210362e+00
1.014093951442701291e+04,2.557614932973377719e+00
1.014093953327380405e+04,2.557614938637668978e+00
1.014093955212059700e+04,2.557614944302085025e+00
1.014093957096738814e+04,2.557614949966624529e+00
1.014093958981418109e+04,2.557614955631288822e+00
1.014093960866097223e+04,2.557614961296077460e+00
1.014093962750776518e+04,2.557614966960989999e+00
1.014093964635455632e+04,2.557614972626026439e+00
1.014093966520134927e+04,2.557614978291187224e+00
1.014093968404814041e+04,2.557614983956471910e+00
1.014093970289493336e+04,2.557614989621881385e+00
1.014093972174172450e+04,2.557614995287414761e+00
1.014093974058851745e+04,2.557615000953072482e+00
1.014093975943530859e+04,2.557615006618853215e+00
1.014093977828210154e+04,2.557615012284760070e+00
1.014093979712889450e+04,2.557615017950789937e+00
1.014093981597568563e+04,2.557615023616943706e+00
1.014093983482247859e+04,2.557615029283221819e+00
1.014093985366926972e+04,2.557615034949624278e+00
1.014093987251606268e+04,2.557615040616151525e+00
1.014093989136285381e+04,2.557615046282801341e+00
1.014093991020964677e+04,2.557615051949576390e+00
1.014093992905643790e+04,2.557615057616474896e+00
1.014093994790323086e+04,2.557615063283497747e+00
1.014093996675002199e+04,2.557615068950645387e+00
1.014093998559681495e+04,2.557615074617916484e+00
