Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.062594821759266779e+04,1.404043705736628178e+00
1.062594823627046208e+04,1.404014616125965009e+00
1.062594825494825454e+04,1.403985526792033811e+00
1.062594827362604883e+04,1.403956437729169338e+00
1.062594829230384312e+04,1.403927348940203768e+00
1.062594831098163559e+04,1.403898260427977052e+00
1.062594832965942987e+04,1.403869172186817726e+00
1.062594834833722416e+04,1.403840084219564854e+00
1.062594836701501663e+04,1.403810996529048838e+00
1.062594838569281092e+04,1.403781909109607762e+00
1.062594840437060520e+04,1.403752821964075137e+00
1.062594842304839767e+04,1.403723735095282921e+00
1.062594844172619196e+04,1.403694648497566755e+00
1.062594846040398625e+04,1.403665562173763481e+00
1.062594847908178053e+04,1.403636476123873100e+00
1.062594849775957300e+04,1.403607390350728901e+00
1.062594851643736729e+04,1.403578304848666303e+00
1.062594853511516158e+04,1.403549219620520372e+00
1.062594855379295404e+04,1.403520134669122399e+00
1.062594857247074833e+04,1.403491049988808914e+00
1.062594859114854262e+04,1.403461965582416759e+00
1.062594860982633509e+04,1.403432881452776337e+00
1.062594862850412937e+04,1.403403797594226621e+00
1.062594864718192366e+04,1.403374714009598456e+00
1.062594866585971613e+04,1.403345630701725799e+00
1.062594868453751042e+04,1.403316547664946734e+00
1.062594870321530470e+04,1.403287464902091886e+00
1.062594872189309717e+04,1.403258382415998318e+00
1.062594874057089146e+04,1.403229300201000118e+00
1.062594875924868575e+04,1.403200218259932575e+00
1.062594877792647821e+04,1.403171136595626090e+00
1.062594879660427250e+04,1.403142055202418970e+00
1.062594881528206679e+04,1.403112974083148279e+00
1.062594883395985926e+04,1.403083893240640423e+00
1.062594885263765354e+04,1.403054812669234597e+00
1.062594887131544783e+04,1.403025732371766976e+00
1.062594888999324030e+04,1.402996652351067963e+00
1.062594890867103459e+04,1.402967572601476531e+00
1.062594892734882887e+04,1.402938493125822417e+00
1.062594894602662316e+04,1.402909413924113835e+00
1.062594896470441563e+04,1.402880334999174083e+00
1.062594898338220992e+04,1.402851256345348352e+00
1.062594900206000420e+04,1.402822177965466377e+00
1.062594902073779667e+04,1.402793099862361448e+00
1.062594903941559096e+04,1.402764022030371427e+00
1.062594905809338525e+04,1.402734944472327383e+00
1.062594907677117772e+04,1.402705867191064826e+00
1.062594909544897200e+04,1.402676790180921174e+00
1.062594911412676629e+04,1.402647713444728605e+00
1.062594913280455876e+04,1.402618636985319744e+00
1.062594915148235305e+04,1.402589560797032453e+00
1.062594917016014733e+04,1.402560484882700242e+00
1.062594918883793980e+04,1.402531409245154181e+00
1.062594920751573409e+04,1.402502333878731910e+00
1.062594922619352838e+04,1.402473258786269827e+00
1.062594924487132084e+04,1.402444183970597225e+00
1.062594926354911513e+04,1.402415109426054629e+00
1.062594928222690942e+04,1.402386035155472443e+00
1.062594930090470189e+04,1.402356961161684179e+00
1.062594931958249617e+04,1.402327887439027920e+00
1.062594933826029046e+04,1.402298813990334736e+00
1.062594935693808293e+04,1.402269740818440358e+00
1.062594937561587722e+04,1.402240667917681538e+00
1.062594939429367150e+04,1.402211595290891566e+00
1.062594941297146579e+04,1.402182522938068665e+00
1.062594943164925826e+04,1.402153450862051010e+00
1.062594945032705255e+04,1.402124379057171577e+00
1.062594946900484683e+04,1.402095307526262991e+00
1.062594948768263930e+04,1.402066236272160538e+00
1.062594950636043359e+04,1.402037165289202969e+00
1.062594952503822788e+04,1.402008094580221798e+00
1.062594954371602034e+04,1.401979024148047648e+00
1.062594956239381463e+04,1.401949953987019271e+00
1.062594958107160892e+04,1.401920884099973064e+00
1.062594959974940139e+04,1.401891814489737431e+00
1.062594961842719567e+04,1.401862745150653122e+00
1.062594963710498996e+04,1.401833676085552094e+00
1.062594965578278243e+04,1.401804607297264305e+00
1.062594967446057672e+04,1.401775538780132724e+00
1.062594969313837100e+04,1.401746470536984202e+00
1.062594971181616347e+04,1.401717402570656468e+00
1.062594973049395776e+04,1.401688334875485831e+00
1.062594974917175205e+04,1.401659267454305802e+00
1.062594976784954451e+04,1.401630200309946561e+00
1.062594978652733880e+04,1.401601133436749080e+00
1.062594980520513309e+04,1.401572066837544872e+00
1.062594982388292556e+04,1.401543000515165227e+00
1.062594984256071984e+04,1.401513934463948230e+00
1.062594986123851413e+04,1.401484868686730278e+00
1.062594987991630842e+04,1.401455803183510040e+00
1.062594989859410089e+04,1.401426737957118362e+00
1.062594991727189517e+04,1.401397673001896882e+00
1.062594993594968946e+04,1.401368608320675779e+00
1.062594995462748193e+04,1.401339543916287012e+00
1.062594997330527622e+04,1.401310479783070440e+00
1.062594999198307050e+04,1.401281415923860019e+00
1.062595001066086297e+04,1.401252352341484375e+00
1.062595002933865726e+04,1.401223289030286479e+00
1.062595004801645155e+04,1.401194225993094067e+00
1.062595006669424401e+04,1.401165163232744870e+00
1.062595008537203830e+04,1.401136100743573421e+00
1.062595010404983259e+04,1.401107038528411897e+00
1.062595012272762506e+04,1.401077976590093588e+00
1.062595014140541934e+04,1.401048914922959687e+00
1.062595016008321363e+04,1.401019853529840375e+00
1.062595017876100610e+04,1.400990792413567165e+00
1.062595019743880039e+04,1.400961731568481028e+00
1.062595021611659467e+04,1.400932670997410368e+00
1.062595023479438714e+04,1.400903610703193358e+00
1.062595025347218143e+04,1.400874550680162534e+00
1.062595027214997572e+04,1.400845490931155624e+00
1.062595029082776819e+04,1.400816431459000366e+00
1.062595030950556247e+04,1.400787372258039731e+00
1.062595032818335676e+04,1.400758313331102123e+00
1.062595034686115105e+04,1.400729254678193092e+00
1.062595036553894352e+04,1.400700196302139711e+00
1.062595038421673780e+04,1.400671138197286281e+00
1.062595040289453209e+04,1.400642080366461650e+00
1.062595042157232456e+04,1.400613022812496888e+00
1.062595044025011885e+04,1.400583965529734298e+00
1.062595045892791313e+04,1.400554908521003172e+00
1.062595047760570560e+04,1.400525851789137688e+00
1.062595049628349989e+04,1.400496795328477040e+00
1.062595051496129418e+04,1.400467739141853407e+00
1.062595053363908664e+04,1.400438683232096304e+00
1.062595055231688093e+04,1.400409627593548922e+00
1.062595057099467522e+04,1.400380572229040110e+00
1.062595058967246769e+04,1.400351517141402047e+00
1.062595060835026197e+04,1.400322462324975037e+00
1.062595062702805626e+04,1.400293407782592592e+00
1.062595064570584873e+04,1.400264353517083560e+00
1.062595066438364302e+04,1.400235299522791133e+00
1.062595068306143730e+04,1.400206245802545268e+00
1.062595070173922977e+04,1.400177192359176370e+00
1.062595072041702406e+04,1.400148139187026075e+00
1.062595073909481835e+04,1.400119086288925008e+00
1.062595075777261081e+04,1.400090033667704681e+00
1.062595077645040510e+04,1.400060981317708730e+00
1.062595079512819939e+04,1.400031929241765782e+00
1.062595081380599368e+04,1.400002877439875615e+00
1.062595083248378614e+04,1.399973825914873737e+00
1.062595085116158043e+04,1.399944774661095126e+00
1.062595086983937472e+04,1.399915723681377067e+00
1.062595088851716719e+04,1.399886672978546187e+00
1.062595090719496147e+04,1.399857622546947011e+00
1.062595092587275576e+04,1.399828572389409276e+00
1.062595094455054823e+04,1.399799522508762495e+00
1.062595096322834252e+04,1.399770472899348306e+00
1.062595098190613680e+04,1.399741423564001330e+00
1.062595100058392927e+04,1.399712374505550638e+00
1.062595101926172356e+04,1.399683325718334759e+00
1.062595103793951785e+04,1.399654277205188535e+00
