Epoch,Modified period,Transit peak
8.800000000000000000e+01,2.421465420866752538e+00,7.471706944483954430e+03
8.900000000000000000e+01,2.421928942647355143e+00,7.474128409904820728e+03
9.000000000000000000e+01,2.422100130337184964e+00,7.476550338847468083e+03
9.100000000000000000e+01,2.421778453367551265e+00,7.478972438977805723e+03
9.200000000000000000e+01,2.421828129959976650e+00,7.481394217431172365e+03
9.300000000000000000e+01,2.421471662926705903e+00,7.483816045561132341e+03
9.400000000000000000e+01,2.421947705976890575e+00,7.486237517224059047e+03
9.500000000000000000e+01,2.422102679161525884e+00,7.488659464930036847e+03
9.600000000000000000e+01,2.421749208049277513e+00,7.491081567609197919e+03
9.700000000000000000e+01,2.421808975383555662e+00,7.493503316817246741e+03
9.800000000000000000e+01,2.421502053586664260e+00,7.495925125792630752e+03
9.900000000000000000e+01,2.421961391221884696e+00,7.498346627846217416e+03
1.000000000000000000e+02,2.422109575873037102e+00,7.500768589237439301e+03
1.010000000000000000e+02,2.421695507715412532e+00,7.503190698813312338e+03
1.020000000000000000e+02,2.421809870687866351e+00,7.505612394321027750e+03
1.030000000000000000e+02,2.421538692725789588e+00,7.508034204191715617e+03
1.040000000000000000e+02,2.421974671988209593e+00,7.510455742884441861e+03
1.050000000000000000e+02,2.422093909741761308e+00,7.512877717556430071e+03
1.060000000000000000e+02,2.421652346340124495e+00,7.515299811466171377e+03
1.070000000000000000e+02,2.421822788989175024e+00,7.517721463812511502e+03
1.080000000000000000e+02,2.421569459568672755e+00,7.520143286601500222e+03
1.090000000000000000e+02,2.421983568392533925e+00,7.522564856061069804e+03
1.100000000000000000e+02,2.422073001580884011e+00,7.524986839629462338e+03
1.110000000000000000e+02,2.421626275594462641e+00,7.527408912631042767e+03
1.120000000000000000e+02,2.421816326752832538e+00,7.529830538906637230e+03
1.130000000000000000e+02,2.421614672115538269e+00,7.532252355233389608e+03
1.140000000000000000e+02,2.421982772159935848e+00,7.534673969905505146e+03
1.150000000000000000e+02,2.422065383008430217e+00,7.537095952677665991e+03
1.160000000000000000e+02,2.421576045979691116e+00,7.539518018060673967e+03
1.170000000000000000e+02,2.421830556540044199e+00,7.541939594106654113e+03
1.180000000000000000e+02,2.421657734879318014e+00,7.544361424663193247e+03
1.190000000000000000e+02,2.421987840642032097e+00,7.546783082398073020e+03
1.200000000000000000e+02,2.422030605038798967e+00,7.549205070238715052e+03
1.210000000000000000e+02,2.421545777287064993e+00,7.551627100843754306e+03
1.220000000000000000e+02,2.421848233379023441e+00,7.554048646621040461e+03
1.230000000000000000e+02,2.421704691452760017e+00,7.556470494854420394e+03
1.240000000000000000e+02,2.421971531817234791e+00,7.558892199545873154e+03
1.250000000000000000e+02,2.422003930569189833e+00,7.561314171077689934e+03
1.260000000000000000e+02,2.421527869867986738e+00,7.563736175008259124e+03
1.270000000000000000e+02,2.421858146886734175e+00,7.566157702878126656e+03
1.280000000000000000e+02,2.421750213589348277e+00,7.568579561025013390e+03
1.290000000000000000e+02,2.421949521716214804e+00,7.571001311238603193e+03
1.300000000000000000e+02,2.421991042866920907e+00,7.573423260760318954e+03
1.310000000000000000e+02,2.421494056693973107e+00,7.575845251803186329e+03
1.320000000000000000e+02,2.421881102337920311e+00,7.578266745859880757e+03
1.330000000000000000e+02,2.421790226698249171e+00,7.580688626962218223e+03
1.340000000000000000e+02,2.421937787374645268e+00,7.583110417188916472e+03
1.350000000000000000e+02,2.421951375422395358e+00,7.585532354976290662e+03
1.360000000000000000e+02,2.421482839198688453e+00,7.587954306351713967e+03
1.370000000000000000e+02,2.421901665692985262e+00,7.590375789190911746e+03
1.380000000000000000e+02,2.421840431361033552e+00,7.592797690856605186e+03
1.390000000000000000e+02,2.421896031682535977e+00,7.595219531287966674e+03
1.400000000000000000e+02,2.421928211814702081e+00,7.597641427319648756e+03
1.410000000000000000e+02,2.421477688763388869e+00,7.600063355531463458e+03
1.420000000000000000e+02,2.421926936531235697e+00,7.602484833220227301e+03
1.430000000000000000e+02,2.421872221688317950e+00,7.604906760156758537e+03
1.440000000000000000e+02,2.421858866340244276e+00,7.607328632378446855e+03
1.450000000000000000e+02,2.421912395307572297e+00,7.609750491244786645e+03
1.460000000000000000e+02,2.421469762718061247e+00,7.612172403640093762e+03
1.470000000000000000e+02,2.421951559549142985e+00,7.614593873402812278e+03
1.480000000000000000e+02,2.421900891182303894e+00,7.617015824962361876e+03
1.490000000000000000e+02,2.421831435575768410e+00,7.619437725853544180e+03
1.500000000000000000e+02,2.421877640138973220e+00,7.621859557289119039e+03
1.510000000000000000e+02,2.421478526808186871e+00,7.624281434929258467e+03
1.520000000000000000e+02,2.421973147006156069e+00,7.626702913456067108e+03
1.530000000000000000e+02,2.421940153468767676e+00,7.629124886603072810e+03
1.540000000000000000e+02,2.421774600306434877e+00,7.631546826756541122e+03
1.550000000000000000e+02,2.421860920967446873e+00,7.633968601356848012e+03
1.560000000000000000e+02,2.421489325599395670e+00,7.636390462277815459e+03
1.570000000000000000e+02,2.422008142922550178e+00,7.638811951603414855e+03
1.580000000000000000e+02,2.421948877005434042e+00,7.641233959746337860e+03
1.590000000000000000e+02,2.421731774898944423e+00,7.643655908623342839e+03
1.600000000000000000e+02,2.421844653676544112e+00,7.646077640398241783e+03
1.610000000000000000e+02,2.421510261251114571e+00,7.648499485051917873e+03
1.620000000000000000e+02,2.422027086662183137e+00,7.650920995313169442e+03
1.630000000000000000e+02,2.421960821624452365e+00,7.653343022399831170e+03
1.640000000000000000e+02,2.421694241405020875e+00,7.655764983221455623e+03
1.650000000000000000e+02,2.421822886284644483e+00,7.658186677462861553e+03
1.660000000000000000e+02,2.421535066502201516e+00,7.660608500349146198e+03
1.670000000000000000e+02,2.422046906640844099e+00,7.663030035415647944e+03
1.680000000000000000e+02,2.421978673203739163e+00,7.665452082322288334e+03
1.690000000000000000e+02,2.421636947778551985e+00,7.667874060995492982e+03
1.700000000000000000e+02,2.421812944137855084e+00,7.670295697943271080e+03
1.710000000000000000e+02,2.421561857648157456e+00,7.672717510887408935e+03
1.720000000000000000e+02,2.422080852619274083e+00,7.675139072745057092e+03
1.730000000000000000e+02,2.421964462962478137e+00,7.677561153597676821e+03
1.740000000000000000e+02,2.421597234941145871e+00,7.679983118060638844e+03
1.750000000000000000e+02,2.421800394362890074e+00,7.682404715295579990e+03
1.760000000000000000e+02,2.421606545448412362e+00,7.684826515689943335e+03
1.770000000000000000e+02,2.422084953210742242e+00,7.687248122235390838e+03
1.780000000000000000e+02,2.421961469609414053e+00,7.689670207188602035e+03
1.790000000000000000e+02,2.421558683822695457e+00,7.692092168658211449e+03
1.800000000000000000e+02,2.421796527157312084e+00,7.694513727342034144e+03
1.810000000000000000e+02,2.421639470286208962e+00,7.696935523869191456e+03
1.820000000000000000e+02,2.422093391452563083e+00,7.699357163339477665e+03
1.830000000000000000e+02,2.421960111425050854e+00,7.701779256730929774e+03
1.840000000000000000e+02,2.421515852382071898e+00,7.704201216842355279e+03
1.850000000000000000e+02,2.421792410647412908e+00,7.706622732694737351e+03
1.860000000000000000e+02,2.421677772775638005e+00,7.709044525105384309e+03
1.870000000000000000e+02,2.422107524740567897e+00,7.711466202878160402e+03
1.880000000000000000e+02,2.421937762273500994e+00,7.713888310402900970e+03
1.890000000000000000e+02,2.421486797096804366e+00,7.716310248165174926e+03
1.900000000000000000e+02,2.421787891033545748e+00,7.718731734962271730e+03
1.910000000000000000e+02,2.421733684446280677e+00,7.721153522853304821e+03
1.920000000000000000e+02,2.422086000794479332e+00,7.723575256537751557e+03
1.930000000000000000e+02,2.421930039413382474e+00,7.725997342538545126e+03
1.940000000000000000e+02,2.421458771123980114e+00,7.728419272577959418e+03
1.950000000000000000e+02,2.421801831569155183e+00,7.730840731349082489e+03
1.960000000000000000e+02,2.421764839944444248e+00,7.733262533180652099e+03
1.970000000000000000e+02,2.422072724238205410e+00,7.735684298020596543e+03
1.980000000000000000e+02,2.421919314567276160e+00,7.738106370744834749e+03
1.990000000000000000e+02,2.421442570086583146e+00,7.740528290059402025e+03
2.000000000000000000e+02,2.421801570929346781e+00,7.742949732629488608e+03
2.010000000000000000e+02,2.421805785195829230e+00,7.745371534200417955e+03
2.020000000000000000e+02,2.422057170395419234e+00,7.747793339985613784e+03
2.030000000000000000e+02,2.421901714474188338e+00,7.750215397156009203e+03
2.040000000000000000e+02,2.421430419268745027e+00,7.752637298870483392e+03
2.050000000000000000e+02,2.421807353972781129e+00,7.755058729289752591e+03
2.060000000000000000e+02,2.421856604595177487e+00,7.757480536643724918e+03
2.070000000000000000e+02,2.422013534050165617e+00,7.759902393248319640e+03
2.080000000000000000e+02,2.421891864201370481e+00,7.762324406782370716e+03
2.090000000000000000e+02,2.421423687103924749e+00,7.764746298646571631e+03
2.100000000000000000e+02,2.421834029283218115e+00,7.767167722333675556e+03
2.110000000000000000e+02,2.421877231019152532e+00,7.769589556362958319e+03
2.120000000000000000e+02,2.421979329607893305e+00,7.772011433593977927e+03
2.130000000000000000e+02,2.421876780260845408e+00,7.774433412923585820e+03
2.140000000000000000e+02,2.421439629536962457e+00,7.776855289703846211e+03
2.150000000000000000e+02,2.421836176672513830e+00,7.779276729333383628e+03
2.160000000000000000e+02,2.421909443906315573e+00,7.781698565510056142e+03
2.170000000000000000e+02,2.421938030216551851e+00,7.784120474953962912e+03
2.180000000000000000e+02,2.421868831945175771e+00,7.786542412984179464e+03
2.190000000000000000e+02,2.421447160367733886e+00,7.788964281816124640e+03
2.200000000000000000e+02,2.421852198112901533e+00,7.791385728976491919e+03
2.210000000000000000e+02,2.421940403746702941e+00,7.793807581174604820e+03
2.220000000000000000e+02,2.421883987162800622e+00,7.796229521578351523e+03
2.230000000000000000e+02,2.421856254557042121e+00,7.798651405565514324e+03
2.240000000000000000e+02,2.421467073379972135e+00,7.801073261820070911e+03
2.250000000000000000e+02,2.421884176823368762e+00,7.803494728893450883e+03
2.260000000000000000e+02,2.421945250011503958e+00,7.805916613070274252e+03
2.270000000000000000e+02,2.421834623204631498e+00,7.808338558320286211e+03
2.280000000000000000e+02,2.421841819861583645e+00,7.810760392943490842e+03
2.290000000000000000e+02,2.421511607094998908e+00,7.813182234763352426e+03
2.300000000000000000e+02,2.421888788834621664e+00,7.815603746370446970e+03
2.310000000000000000e+02,2.421958315655501792e+00,7.818025635159281592e+03
2.320000000000000000e+02,2.421778654454556090e+00,7.820447593474937094e+03
2.330000000000000000e+02,2.421844745507769403e+00,7.822869372129392104e+03
2.340000000000000000e+02,2.421537270647149853e+00,7.825291216874899874e+03
2.350000000000000000e+02,2.421911195603570377e+00,7.827712754145546569e+03
2.360000000000000000e+02,2.421961713037489972e+00,7.830134665341151049e+03
2.370000000000000000e+02,2.421727147983347095e+00,7.832556627054187629e+03
2.380000000000000000e+02,2.421830175081140624e+00,7.834978354202171431e+03
2.390000000000000000e+02,2.421581481095472554e+00,7.837400184377253026e+03
2.400000000000000000e+02,2.421939014121107903e+00,7.839821765858348044e+03
2.410000000000000000e+02,2.421951686420470651e+00,7.842243704872469607e+03
2.420000000000000000e+02,2.421671251986481366e+00,7.844665656558889168e+03
2.430000000000000000e+02,2.421821732774787961e+00,7.847087327810875649e+03
2.440000000000000000e+02,2.421643241836591187e+00,7.849509149543650892e+03
2.450000000000000000e+02,2.421943008263042429e+00,7.851930792785487938e+03
2.460000000000000000e+02,2.421943220227603888e+00,7.854352735793750981e+03
2.470000000000000000e+02,2.421615172240308311e+00,7.856774679013978130e+03
2.480000000000000000e+02,2.421833991914809303e+00,7.859196294186218438e+03
2.490000000000000000e+02,2.421681693500431720e+00,7.861618128178133702e+03
2.500000000000000000e+02,2.421958890303812950e+00,7.864039809871634134e+03
2.510000000000000000e+02,2.421925860194733104e+00,7.866461768761937492e+03
2.520000000000000000e+02,2.421577138211432612e+00,7.868883694622132680e+03
2.530000000000000000e+02,2.421820420071071567e+00,7.871305271760344112e+03
2.540000000000000000e+02,2.421739802979573142e+00,7.873727092180414729e+03
2.550000000000000000e+02,2.421967493383363035e+00,7.876148831983394302e+03
2.560000000000000000e+02,2.421913158174902492e+00,7.878570799476778120e+03
2.570000000000000000e+02,2.421525229107373889e+00,7.880992712634952113e+03
2.580000000000000000e+02,2.421821936126434593e+00,7.883414237864059942e+03
2.590000000000000000e+02,2.421802977873085183e+00,7.885836059800186376e+03
2.600000000000000000e+02,2.421960976967966417e+00,7.888257862778059462e+03
2.610000000000000000e+02,2.421893328469195694e+00,7.890679823755027428e+03
2.620000000000000000e+02,2.421483665988489520e+00,7.893101717083496624e+03
2.630000000000000000e+02,2.421840113910093351e+00,7.895523200749485113e+03
2.640000000000000000e+02,2.421845779056639003e+00,7.897945040863394752e+03
2.650000000000000000e+02,2.421955267701378034e+00,7.900366886642452300e+03
2.660000000000000000e+02,2.421870904482148035e+00,7.902788841910152769e+03
2.670000000000000000e+02,2.421466209401842207e+00,7.905210712814635372e+03
2.680000000000000000e+02,2.421832007110424456e+00,7.907632179024037214e+03
2.690000000000000000e+02,2.421901857583179662e+00,7.910054011031147638e+03
2.700000000000000000e+02,2.421938002263232192e+00,7.912475912888730818e+03
2.710000000000000000e+02,2.421865016061474307e+00,7.914897850890994050e+03
2.720000000000000000e+02,2.421429269050349831e+00,7.917319715907055070e+03
2.730000000000000000e+02,2.421843919171351445e+00,7.919741145176105420e+03
2.740000000000000000e+02,2.421950993864356860e+00,7.922162989095277226e+03
2.750000000000000000e+02,2.421919716300635628e+00,7.924584940089142037e+03
2.760000000000000000e+02,2.421840646437885880e+00,7.927006859805442218e+03
2.770000000000000000e+02,2.421413087214205007e+00,7.929428700451880104e+03
2.780000000000000000e+02,2.421863815288816113e+00,7.931850113539094309e+03
2.790000000000000000e+02,2.421988268105451425e+00,7.934271977354383125e+03
2.800000000000000000e+02,2.421890381350294774e+00,7.936693965622488577e+03
2.810000000000000000e+02,2.421822457199596101e+00,7.939115856003838417e+03
2.820000000000000000e+02,2.421418506026384421e+00,7.941537678461038013e+03
2.830000000000000000e+02,2.421864906528298889e+00,7.943959096967064397e+03
2.840000000000000000e+02,2.422025991889313445e+00,7.946380961873593151e+03
2.850000000000000000e+02,2.421853621680838842e+00,7.948802987865482464e+03
2.860000000000000000e+02,2.421824533662402246e+00,7.951224841487162848e+03
2.870000000000000000e+02,2.421405305634834804e+00,7.953646666020826160e+03
2.880000000000000000e+02,2.421883468534815620e+00,7.956068071326460995e+03
2.890000000000000000e+02,2.422050213876900671e+00,7.958489954794995356e+03
2.900000000000000000e+02,2.421827760033465893e+00,7.960912005008872256e+03
2.910000000000000000e+02,2.421801401369975792e+00,7.963333832768905268e+03
2.920000000000000000e+02,2.421417754143931234e+00,7.965755634170275698e+03
2.930000000000000000e+02,2.421901356694434071e+00,7.968177051924420084e+03
2.940000000000000000e+02,2.422072868985651439e+00,7.970598953281114518e+03
2.950000000000000000e+02,2.421780535521975253e+00,7.973021026150099715e+03
2.960000000000000000e+02,2.421794017226147844e+00,7.975442806685621690e+03
2.970000000000000000e+02,2.421443172789167875e+00,7.977864600702847383e+03
2.980000000000000000e+02,2.421912487541703740e+00,7.980286043875637006e+03
2.990000000000000000e+02,2.422080758043193782e+00,7.982707956363178710e+03
3.000000000000000000e+02,2.421735693329537753e+00,7.985130037121221903e+03
3.010000000000000000e+02,2.421803365049981949e+00,7.987551772814551441e+03
3.020000000000000000e+02,2.421456897904590733e+00,7.989973576179601878e+03
3.030000000000000000e+02,2.421930702552799630e+00,7.992395033077506014e+03
3.040000000000000000e+02,2.422076686368654919e+00,7.994816963780058359e+03
3.050000000000000000e+02,2.421707302486993285e+00,7.997239040466427468e+03
3.060000000000000000e+02,2.421788747714799683e+00,7.999660747768914007e+03
3.070000000000000000e+02,2.421492429999943852e+00,8.002082536516629261e+03
3.080000000000000000e+02,2.421942682340613828e+00,8.004504028946628750e+03
3.090000000000000000e+02,2.422079968687739893e+00,8.006925971628969819e+03
3.100000000000000000e+02,2.421652856295168021e+00,8.009348051597657104e+03
3.110000000000000000e+02,2.421795156324606069e+00,8.011769704453952727e+03
3.120000000000000000e+02,2.421531237360341038e+00,8.014191499610276878e+03
3.130000000000000000e+02,2.421958145464941481e+00,8.016613030847637674e+03
3.140000000000000000e+02,2.422057688694167155e+00,8.019034988993102161e+03
3.150000000000000000e+02,2.421612091893621255e+00,8.021457046681796783e+03
3.160000000000000000e+02,2.421810187916435098e+00,8.023878658773690404e+03
3.170000000000000000e+02,2.421568492671667627e+00,8.026300468961606384e+03
3.180000000000000000e+02,2.421963426341335435e+00,8.028722037454278507e+03
3.190000000000000000e+02,2.422034458307734894e+00,8.031144000880620297e+03
3.200000000000000000e+02,2.421586412049236969e+00,8.033566035338927577e+03
3.210000000000000000e+02,2.421809773367840535e+00,8.035987621750977269e+03
3.220000000000000000e+02,2.421615551647846587e+00,8.038409431524344654e+03
3.230000000000000000e+02,2.421960065432358533e+00,8.040831047075992501e+03
3.240000000000000000e+02,2.422025091766499827e+00,8.043253007141424860e+03
3.250000000000000000e+02,2.421538146026705363e+00,8.045675032233191814e+03
3.260000000000000000e+02,2.421827884871163405e+00,8.048096570379218065e+03
3.270000000000000000e+02,2.421659388242460409e+00,8.050518398264089228e+03
3.280000000000000000e+02,2.421964890667823056e+00,8.052940057652331234e+03
3.290000000000000000e+02,2.421987860363969958e+00,8.055362022542999512e+03
3.300000000000000000e+02,2.421511103653301689e+00,8.057784010403363936e+03
3.310000000000000000e+02,2.421846644243032642e+00,8.060205521507016783e+03
3.320000000000000000e+02,2.421710678101590020e+00,8.062627368151259361e+03
3.330000000000000000e+02,2.421944323793013609e+00,8.065049078829360951e+03
3.340000000000000000e+02,2.421962195686774066e+00,8.067471023153154420e+03
3.350000000000000000e+02,2.421493674553858000e+00,8.069892985348840739e+03
3.360000000000000000e+02,2.421862364100888954e+00,8.072314479023394597e+03
3.370000000000000000e+02,2.421755075733017293e+00,8.074736341387495486e+03
3.380000000000000000e+02,2.421921303862291097e+00,8.077158096463228503e+03
3.390000000000000000e+02,2.421948120353590639e+00,8.079580017767091704e+03
3.400000000000000000e+02,2.421464422737699351e+00,8.082001965887444385e+03
3.410000000000000000e+02,2.421886463421287772e+00,8.084423430310182084e+03
3.420000000000000000e+02,2.421795065926289681e+00,8.086845316773604281e+03
3.430000000000000000e+02,2.421908584136417630e+00,8.089267111839530116e+03
3.440000000000000000e+02,2.421909369815693935e+00,8.091689020423666079e+03
3.450000000000000000e+02,2.421456341837711079e+00,8.094110929793481773e+03
3.460000000000000000e+02,2.421907199173347180e+00,8.096532386135319939e+03
3.470000000000000000e+02,2.421846762299992406e+00,8.098954293334492831e+03
3.480000000000000000e+02,2.421864484262641781e+00,8.101376140096793279e+03
3.490000000000000000e+02,2.421888519375443138e+00,8.103798004581056375e+03
3.500000000000000000e+02,2.421452510219296528e+00,8.106219893100431364e+03
3.510000000000000000e+02,2.421936532005020126e+00,8.108641345610651115e+03
3.520000000000000000e+02,2.421875621044364379e+00,8.111063282142655225e+03
3.530000000000000000e+02,2.421828145440940716e+00,8.113485157763700045e+03
3.540000000000000000e+02,2.421872197456650611e+00,8.115906985909141440e+03
3.550000000000000000e+02,2.421450842834929063e+00,8.118328858106597181e+03
3.560000000000000000e+02,2.421959621321548184e+00,8.120750308949433020e+03
3.570000000000000000e+02,2.421903957203539903e+00,8.123172268570753658e+03
3.580000000000000000e+02,2.421799444752195996e+00,8.125594172527957198e+03
3.590000000000000000e+02,2.421841451078307728e+00,8.128015971972709849e+03
3.600000000000000000e+02,2.421462079986213212e+00,8.130437813423788612e+03
3.610000000000000000e+02,2.421980820305634552e+00,8.132859275503774370e+03
3.620000000000000000e+02,2.421941947067807632e+00,8.135281256324080459e+03
3.630000000000000000e+02,2.421743042968955706e+00,8.137703198271147812e+03
3.640000000000000000e+02,2.421827362702060782e+00,8.140124941314116768e+03
3.650000000000000000e+02,2.421475340084725758e+00,8.142546768676818829e+03
3.660000000000000000e+02,2.422017226364005182e+00,8.144968244016903554e+03
3.670000000000000000e+02,2.421947637181347091e+00,8.147390261243267560e+03
3.680000000000000000e+02,2.421701934557859204e+00,8.149812208880448452e+03
3.690000000000000000e+02,2.421812011697511480e+00,8.152233910815006311e+03
3.700000000000000000e+02,2.421502680917456019e+00,8.154655722826704732e+03
3.710000000000000000e+02,2.422032869001668587e+00,8.157077225507621733e+03
3.720000000000000000e+02,2.421959156674347469e+00,8.159499258376623402e+03
3.730000000000000000e+02,2.421663508508572704e+00,8.161921217533297749e+03
3.740000000000000000e+02,2.421796458642802463e+00,8.164342881041806322e+03
3.750000000000000000e+02,2.421528935582955455e+00,8.166764677500448670e+03
3.760000000000000000e+02,2.422051774715328065e+00,8.169186206436032080e+03
3.770000000000000000e+02,2.421974073001365468e+00,8.171608258210747408e+03
3.780000000000000000e+02,2.421609508110122988e+00,8.174030232283748774e+03
3.790000000000000000e+02,2.421788898735940165e+00,8.176451841791858897e+03
3.800000000000000000e+02,2.421558898995044729e+00,8.178873630690594837e+03
3.810000000000000000e+02,2.422083832610951504e+00,8.181295189589589427e+03
3.820000000000000000e+02,2.421958748598626698e+00,8.183717273422200378e+03
3.830000000000000000e+02,2.421571775247684855e+00,8.186139232170799005e+03
3.840000000000000000e+02,2.421778909539625602e+00,8.188560803946047599e+03
3.850000000000000000e+02,2.421608311537056579e+00,8.190982582855586770e+03
3.860000000000000000e+02,2.422083649653359316e+00,8.193404191167122917e+03
