Epoch,Modified period,Transit peak
3.200000000000000000e+01,4.049303162704291026e+00,7.390723569030318686e+03
3.300000000000000000e+01,4.049456106245543197e+00,7.394772872193022522e+03
3.400000000000000000e+01,4.050250560761469387e+00,7.398822328299267610e+03
3.500000000000000000e+01,4.049331957403865090e+00,7.402872578860029535e+03
3.600000000000000000e+01,4.049624111029061169e+00,7.406921910817432945e+03
3.700000000000000000e+01,4.050192271075502504e+00,7.410971534928462461e+03
3.800000000000000000e+01,4.049311686694181844e+00,7.415021727199537963e+03
3.900000000000000000e+01,4.049470991104499262e+00,7.419071038886231690e+03
4.000000000000000000e+01,4.050098107765279565e+00,7.423120509877337099e+03
4.100000000000000000e+01,4.049228795209273812e+00,7.427170607985101924e+03
4.200000000000000000e+01,4.049514699788687722e+00,7.431219836780311198e+03
4.300000000000000000e+01,4.050207932492412510e+00,7.435269351480099431e+03
4.400000000000000000e+01,4.049259766292834684e+00,7.439319559412591843e+03
4.500000000000000000e+01,4.049654545813609730e+00,7.443368819178885133e+03
4.600000000000000000e+01,4.050061921602264192e+00,7.447418473724698742e+03
4.700000000000000000e+01,4.049211609903068165e+00,7.451468535646301461e+03
4.800000000000000000e+01,4.049510333587022615e+00,7.455517747256204530e+03
4.900000000000000000e+01,4.049956883246977668e+00,7.459567257589791552e+03
5.000000000000000000e+01,4.049230409558731481e+00,7.463617214473038075e+03
5.100000000000000000e+01,4.049584838312512147e+00,7.467666444882596807e+03
5.200000000000000000e+01,4.050065188022017537e+00,7.471716029720909319e+03
5.300000000000000000e+01,4.049246132994085201e+00,7.475766094908931336e+03
5.400000000000000000e+01,4.049666910969790479e+00,7.479815341041925421e+03
5.500000000000000000e+01,4.049859067805300583e+00,7.483865007952895212e+03
5.600000000000000000e+01,4.049192791122550261e+00,7.487914867020700513e+03
5.700000000000000000e+01,4.049551498693290341e+00,7.491964059811823063e+03
5.800000000000000000e+01,4.049781444945438125e+00,7.496013611310516353e+03
5.900000000000000000e+01,4.049309812193314428e+00,7.500063392755461791e+03
6.000000000000000000e+01,4.049619681657077308e+00,7.504112702567655106e+03
6.100000000000000000e+01,4.049881346789788950e+00,7.508162322249312638e+03
6.200000000000000000e+01,4.049298911381811195e+00,7.512212203596101972e+03
6.300000000000000000e+01,4.049621103937624866e+00,7.516261502507483783e+03
6.400000000000000000e+01,4.049662129494208784e+00,7.520311123611421863e+03
6.500000000000000000e+01,4.049268010151990893e+00,7.524360785740915162e+03
6.600000000000000000e+01,4.049550257765076822e+00,7.528410053751067608e+03
6.700000000000000000e+01,4.049637475699000788e+00,7.532459604008832684e+03
6.800000000000000000e+01,4.049458704756943916e+00,7.536509241484531231e+03
6.900000000000000000e+01,4.049581641105305607e+00,7.540558700189289084e+03
7.000000000000000000e+01,4.049719240451850055e+00,7.544608281830393935e+03
7.100000000000000000e+01,4.049416084995300480e+00,7.548658001070845785e+03
7.200000000000000000e+01,4.049512332447193330e+00,7.552707417155841540e+03
7.300000000000000000e+01,4.049527120784659928e+00,7.556756929488288733e+03
7.400000000000000000e+01,4.049426156921981601e+00,7.560806456609072484e+03
7.500000000000000000e+01,4.049504598663133947e+00,7.564855882765994465e+03
7.600000000000000000e+01,4.049555231201793504e+00,7.568905387364658054e+03
7.700000000000000000e+01,4.049648724066628347e+00,7.572954942595859393e+03
7.800000000000000000e+01,4.049487360200600961e+00,7.577004591319926476e+03
7.900000000000000000e+01,4.049609125508595753e+00,7.581054078680126622e+03
8.000000000000000000e+01,4.049572116209674277e+00,7.585103687805635673e+03
8.100000000000000000e+01,4.049382778021936247e+00,7.589153259921845347e+03
8.200000000000000000e+01,4.049479792756301322e+00,7.593202642699867283e+03
8.300000000000000000e+01,4.049623548071849655e+00,7.597252122492624039e+03
8.400000000000000000e+01,4.049449457852460910e+00,7.601301746040695434e+03
8.500000000000000000e+01,4.049539958793957339e+00,7.605351195498547895e+03
8.600000000000000000e+01,4.049830724859020847e+00,7.609400735457342307e+03
8.700000000000000000e+01,4.049391855877274793e+00,7.613450566182200419e+03
8.800000000000000000e+01,4.049558877724848571e+00,7.617499958038078148e+03
8.900000000000000000e+01,4.049721928874078003e+00,7.621549516915802997e+03
9.000000000000000000e+01,4.049302353628718265e+00,7.625599238844677529e+03
9.100000000000000000e+01,4.049513799462602037e+00,7.629648541198305793e+03
9.200000000000000000e+01,4.049798439950791362e+00,7.633698054997768850e+03
9.300000000000000000e+01,4.049440383168985136e+00,7.637747853437718732e+03
9.400000000000000000e+01,4.049574207832847605e+00,7.641797293820887717e+03
9.500000000000000000e+01,4.049948378207318456e+00,7.645846868028720564e+03
9.600000000000000000e+01,4.049357929356119712e+00,7.649896816406928338e+03
9.700000000000000000e+01,4.049561057498522132e+00,7.653946174336284457e+03
9.800000000000000000e+01,4.049819440766441403e+00,7.657995735393782525e+03
9.900000000000000000e+01,4.049322253445552633e+00,7.662045554834548966e+03
1.000000000000000000e+02,4.049605167507706938e+00,7.666094877087994973e+03
1.010000000000000000e+02,4.049897298836185655e+00,7.670144482255502226e+03
1.020000000000000000e+02,4.049508475504353555e+00,7.674194379554339321e+03
1.030000000000000000e+02,4.049635306437721738e+00,7.678243888029843220e+03
1.040000000000000000e+02,4.049966141202730796e+00,7.682293523336280487e+03
1.050000000000000000e+02,4.049415128316923074e+00,7.686343489477483672e+03
1.060000000000000000e+02,4.049602387254253699e+00,7.690392904605800140e+03
1.070000000000000000e+02,4.049843846987187135e+00,7.694442506993054849e+03
1.080000000000000000e+02,4.049447829835116863e+00,7.698492350840042491e+03
1.090000000000000000e+02,4.049721227866939444e+00,7.702541798669877608e+03
1.100000000000000000e+02,4.049896698513748561e+00,7.706591519897743638e+03
1.110000000000000000e+02,4.049648146441995777e+00,7.710641416596257841e+03
1.120000000000000000e+02,4.049699010467520566e+00,7.714691064742699382e+03
1.130000000000000000e+02,4.049882170908404078e+00,7.718740763753166902e+03
1.140000000000000000e+02,4.049556343167296291e+00,7.722790645924075761e+03
1.150000000000000000e+02,4.049660379846045544e+00,7.726840202267243512e+03
1.160000000000000000e+02,4.049801660648427060e+00,7.730889862647089103e+03
1.170000000000000000e+02,4.049648342251657596e+00,7.734939664307737985e+03
1.180000000000000000e+02,4.049813989832728112e+00,7.738989312649989188e+03
1.190000000000000000e+02,4.049815378512448660e+00,7.743039126639821916e+03
1.200000000000000000e+02,4.049826961610961007e+00,7.747088942018333910e+03
1.210000000000000000e+02,4.049718848495103884e+00,7.751138768979944871e+03
1.220000000000000000e+02,4.049745259678729781e+00,7.755188487828439975e+03
1.230000000000000000e+02,4.049752512491522793e+00,7.759238233088119159e+03
1.240000000000000000e+02,4.049679291174925311e+00,7.763287985600611137e+03
1.250000000000000000e+02,4.049738255681404553e+00,7.767337664891785607e+03
1.260000000000000000e+02,4.049879404258717841e+00,7.771387403147467012e+03
1.270000000000000000e+02,4.049822033752207062e+00,7.775437282551725730e+03
1.280000000000000000e+02,4.049704846487202303e+00,7.779487104585477937e+03
1.290000000000000000e+02,4.050009070367650565e+00,7.783536809431965594e+03
1.300000000000000000e+02,4.049658266059395828e+00,7.787586818502332790e+03
1.310000000000000000e+02,4.049611212483341660e+00,7.791636476768391731e+03
1.320000000000000000e+02,4.049971886709954561e+00,7.795686087980875527e+03
1.330000000000000000e+02,4.049628533248323947e+00,7.799736059867585936e+03
1.340000000000000000e+02,4.049681429653446685e+00,7.803785688400834260e+03
1.350000000000000000e+02,4.050095408094875893e+00,7.807835369830487252e+03
1.360000000000000000e+02,4.049732234750081261e+00,7.811885465238581673e+03
1.370000000000000000e+02,4.049598187751598743e+00,7.815935197473332664e+03
1.380000000000000000e+02,4.050156546332345897e+00,7.819984795661083808e+03
1.390000000000000000e+02,4.049527787437909865e+00,7.824034952207415699e+03
1.400000000000000000e+02,4.049515685320329794e+00,7.828084479994853609e+03
1.410000000000000000e+02,4.050167747677733132e+00,7.832133995680174849e+03
1.420000000000000000e+02,4.049515835376496398e+00,7.836184163427851672e+03
1.430000000000000000e+02,4.049646780822058645e+00,7.840233679263228623e+03
1.440000000000000000e+02,4.050244190499597607e+00,7.844283326044051137e+03
1.450000000000000000e+02,4.049567469734483893e+00,7.848333570234550280e+03
1.460000000000000000e+02,4.049521494649525266e+00,7.852383137704284309e+03
1.470000000000000000e+02,4.050229724432938383e+00,7.856432659198933834e+03
1.480000000000000000e+02,4.049367132064162433e+00,7.860482888923366772e+03
1.490000000000000000e+02,4.049477429687613039e+00,7.864532256055431390e+03
1.500000000000000000e+02,4.050285103237001749e+00,7.868581733485119003e+03
1.510000000000000000e+02,4.049377653444935277e+00,7.872632018588356004e+03
1.520000000000000000e+02,4.049638452553153911e+00,7.876681396241800940e+03
1.530000000000000000e+02,4.050278799492389226e+00,7.880731034694354094e+03
1.540000000000000000e+02,4.049381045442260074e+00,7.884781313493846028e+03
1.550000000000000000e+02,4.049485942908631841e+00,7.888830694539288743e+03
1.560000000000000000e+02,4.050199055689063243e+00,7.892880180482197829e+03
1.570000000000000000e+02,4.049235873513225670e+00,7.896930379537886438e+03
1.580000000000000000e+02,4.049491036765175522e+00,7.900979615411399209e+03
1.590000000000000000e+02,4.050284229181215778e+00,7.905029106448164384e+03
1.600000000000000000e+02,4.049262320356774580e+00,7.909079390677346055e+03
1.610000000000000000e+02,4.049646181655589317e+00,7.913128652997702375e+03
1.620000000000000000e+02,4.050183474437289988e+00,7.917178299179358874e+03
1.630000000000000000e+02,4.049229099256081099e+00,7.921228482653796164e+03
1.640000000000000000e+02,4.049485773676678946e+00,7.925277711753051335e+03
1.650000000000000000e+02,4.050067382319866738e+00,7.929327197526728924e+03
1.660000000000000000e+02,4.049176194176197896e+00,7.933377264909047881e+03
1.670000000000000000e+02,4.049533298916230706e+00,7.937426441103224533e+03
1.680000000000000000e+02,4.050162728410214186e+00,7.941475974402141219e+03
1.690000000000000000e+02,4.049202689749563433e+00,7.945526137130551433e+03
1.700000000000000000e+02,4.049648893032554042e+00,7.949575339820300542e+03
1.710000000000000000e+02,4.049980530680386437e+00,7.953624988713332641e+03
1.720000000000000000e+02,4.049150303795158834e+00,7.957674969244013482e+03
1.730000000000000000e+02,4.049501761395276844e+00,7.961724119547809096e+03
1.740000000000000000e+02,4.049866992458646564e+00,7.965773621309203918e+03
1.750000000000000000e+02,4.049201192031432583e+00,7.969823488301663019e+03
1.760000000000000000e+02,4.049566220617180079e+00,7.973872689493693542e+03
1.770000000000000000e+02,4.049961176065608015e+00,7.977922255714311177e+03
1.780000000000000000e+02,4.049209663370220369e+00,7.981972216890377240e+03
1.790000000000000000e+02,4.049611040762556513e+00,7.986021426553747006e+03
1.800000000000000000e+02,4.049738666459234082e+00,7.990071037594509107e+03
1.810000000000000000e+02,4.049161280027419707e+00,7.994120776260968341e+03
1.820000000000000000e+02,4.049493198981963360e+00,7.998169937540996216e+03
1.830000000000000000e+02,4.049668203370856645e+00,8.002219430739978634e+03
1.840000000000000000e+02,4.049304738574846851e+00,8.006269098943348581e+03
1.850000000000000000e+02,4.049538875712642039e+00,8.010318403681923883e+03
1.860000000000000000e+02,4.049755887680930755e+00,8.014367942557636525e+03
1.870000000000000000e+02,4.049284906948287244e+00,8.018417698445317001e+03
1.880000000000000000e+02,4.049504278048971173e+00,8.022466983352265743e+03
1.890000000000000000e+02,4.049536075911873922e+00,8.026516487630315169e+03
1.900000000000000000e+02,4.049264807898907748e+00,8.030566023706226588e+03
1.910000000000000000e+02,4.049439156054177147e+00,8.034615288514125496e+03
1.920000000000000000e+02,4.049523368435075099e+00,8.038664727670179673e+03
1.930000000000000000e+02,4.049468413932572730e+00,8.042714251038614748e+03
1.940000000000000000e+02,4.049446089672073867e+00,8.046763719452546866e+03
1.950000000000000000e+02,4.049592551280511543e+00,8.050813165542219394e+03
1.960000000000000000e+02,4.049414030763273331e+00,8.054862758093499906e+03
1.970000000000000000e+02,4.049353413236531196e+00,8.058912172124262725e+03
1.980000000000000000e+02,4.049413964842187852e+00,8.062961525537499256e+03
1.990000000000000000e+02,4.049434087000008731e+00,8.067010939502341898e+03
2.000000000000000000e+02,4.049359786748027545e+00,8.071060373589341907e+03
2.010000000000000000e+02,4.049452953737727512e+00,8.075109733376089935e+03
