Time (BJD_TBD - 2450000), F_star + F_h (mJy)
9.917309675925876945e+03,3.604092337027158699e+00
9.917309697571559809e+03,3.604092337190096362e+00
9.917309719217242673e+03,3.604092337353034914e+00
9.917309740862925537e+03,3.604092337515973909e+00
9.917309762508608401e+03,3.604092337678913793e+00
9.917309784154293084e+03,3.604092337841854565e+00
9.917309805799975948e+03,3.604092338004796225e+00
9.917309827445658811e+03,3.604092338167738330e+00
9.917309849091341675e+03,3.604092338330682210e+00
9.917309870737024539e+03,3.604092338493626091e+00
9.917309892382707403e+03,3.604092338656571748e+00
9.917309914028390267e+03,3.604092338819517849e+00
9.917309935674073131e+03,3.604092338982465282e+00
9.917309957319757814e+03,3.604092339145413160e+00
9.917309978965440678e+03,3.604092339308362813e+00
9.917310000611123542e+03,3.604092339471312023e+00
9.917310022256806405e+03,3.604092339634263453e+00
9.917310043902489269e+03,3.604092339797214439e+00
9.917310065548172133e+03,3.604092339960167202e+00
9.917310087193854997e+03,3.604092340123120408e+00
9.917310108839537861e+03,3.604092340286074947e+00
9.917310130485222544e+03,3.604092340449029930e+00
9.917310152130905408e+03,3.604092340611986689e+00
9.917310173776588272e+03,3.604092340774943448e+00
9.917310195422271136e+03,3.604092340937901984e+00
9.917310217067954000e+03,3.604092341100860075e+00
9.917310238713636863e+03,3.604092341263819943e+00
9.917310260359319727e+03,3.604092341426780699e+00
9.917310282005002591e+03,3.604092341589742343e+00
9.917310303650687274e+03,3.604092341752705320e+00
9.917310325296370138e+03,3.604092341915668740e+00
9.917310346942053002e+03,3.604092342078632605e+00
9.917310368587735866e+03,3.604092342241598246e+00
9.917310390233418730e+03,3.604092342404564331e+00
9.917310411879101594e+03,3.604092342567531748e+00
9.917310433524784457e+03,3.604092342730499610e+00
9.917310455170467321e+03,3.604092342893468359e+00
9.917310476816152004e+03,3.604092343056437553e+00
9.917310498461834868e+03,3.604092343219408967e+00
9.917310520107517732e+03,3.604092343382379937e+00
9.917310541753200596e+03,3.604092343545352684e+00
9.917310563398883460e+03,3.604092343708326318e+00
9.917310585044566324e+03,3.604092343871300397e+00
9.917310606690249188e+03,3.604092344034275808e+00
9.917310628335932051e+03,3.604092344197251663e+00
9.917310649981616734e+03,3.604092344360228406e+00
9.917310671627299598e+03,3.604092344523206926e+00
9.917310693272982462e+03,3.604092344686185001e+00
9.917310714918665326e+03,3.604092344849164853e+00
9.917310736564348190e+03,3.604092345012145593e+00
9.917310758210031054e+03,3.604092345175127221e+00
9.917310779855713918e+03,3.604092345338109737e+00
9.917310801501396782e+03,3.604092345501092698e+00
9.917310823147079645e+03,3.604092345664076547e+00
9.917310844792764328e+03,3.604092345827062172e+00
9.917310866438447192e+03,3.604092345990048685e+00
9.917310888084130056e+03,3.604092346153034754e+00
9.917310909729812920e+03,3.604092346316023043e+00
9.917310931375495784e+03,3.604092346479011777e+00
9.917310953021178648e+03,3.604092346642000955e+00
9.917310974666861512e+03,3.604092346804992353e+00
9.917310996312544376e+03,3.604092346967983307e+00
9.917311017958229058e+03,3.604092347130975149e+00
9.917311039603911922e+03,3.604092347293968768e+00
9.917311061249594786e+03,3.604092347456963275e+00
9.917311082895277650e+03,3.604092347619958225e+00
9.917311104540960514e+03,3.604092347782954064e+00
9.917311126186643378e+03,3.604092347945950792e+00
9.917311147832326242e+03,3.604092348108948407e+00
9.917311169478009106e+03,3.604092348271947799e+00
9.917311191123693789e+03,3.604092348434946746e+00
9.917311212769376652e+03,3.604092348597947471e+00
9.917311234415059516e+03,3.604092348760949083e+00
9.917311256060742380e+03,3.604092348923951583e+00
