Time (BJD_TBD - 2450000), F_total/F_star (ppm)
1.013335255787055939e+04,9.293971030398182620e+02
1.013335257878931770e+04,9.294198821641003860e+02
1.013335259970807601e+04,9.294426598075743868e+02
1.013335262062683432e+04,9.294654359700956547e+02
1.013335264154559445e+04,9.294882106535006869e+02
1.013335266246435276e+04,9.295109838536843654e+02
1.013335268338311107e+04,9.295337555724836420e+02
1.013335270430186938e+04,9.295565258097537935e+02
1.013335272522062769e+04,9.295792945653510060e+02
1.013335274613938600e+04,9.296020618391315793e+02
1.013335276705814431e+04,9.296248276309512448e+02
1.013335278797690262e+04,9.296475919406658477e+02
1.013335280889566275e+04,9.296703547701113166e+02
1.013335282981442106e+04,9.296931161151842389e+02
1.013335285073317937e+04,9.297158759777205432e+02
1.013335287165193768e+04,9.297386343575760748e+02
1.013335289257069599e+04,9.297613912546071333e+02
1.013335291348945429e+04,9.297841466686695640e+02
1.013335293440821260e+04,9.298069005996195528e+02
1.013335295532697091e+04,9.298296530473133998e+02
1.013335297624573104e+04,9.298524040135852147e+02
1.013335299716448935e+04,9.298751534943345405e+02
1.013335301808324766e+04,9.298979014913963965e+02
1.013335303900200597e+04,9.299206480046260594e+02
1.013335305992076428e+04,9.299433930338807386e+02
1.013335308083952259e+04,9.299661365790157106e+02
1.013335310175828090e+04,9.299888786398878437e+02
1.013335312267703921e+04,9.300116192163533242e+02
1.013335314359579934e+04,9.300343583102450111e+02
1.013335316451455765e+04,9.300570959174652899e+02
1.013335318543331596e+04,9.300798320398474743e+02
1.013335320635207427e+04,9.301025666772476370e+02
1.013335322727083258e+04,9.301252998295228736e+02
1.013335324818959089e+04,9.301480314965283469e+02
1.013335326910834920e+04,9.301707616781212664e+02
1.013335329002710751e+04,9.301934903741575908e+02
1.013335331094586763e+04,9.302162175864702931e+02
1.013335333186462594e+04,9.302389433109625543e+02
1.013335335278338425e+04,9.302616675494675746e+02
1.013335337370214256e+04,9.302843903018416540e+02
1.013335339462090087e+04,9.303071115679410923e+02
1.013335341553965918e+04,9.303298313476220756e+02
1.013335343645841749e+04,9.303525496407418132e+02
1.013335345737717762e+04,9.303752664491312316e+02
1.013335347829593593e+04,9.303979817686965816e+02
1.013335349921469424e+04,9.304206956012695855e+02
1.013335352013345255e+04,9.304434079467067704e+02
1.013335354105221086e+04,9.304661188048646636e+02
1.013335356197096917e+04,9.304888281755997923e+02
1.013335358288972748e+04,9.305115360587683426e+02
1.013335360380848579e+04,9.305342424542276376e+02
1.013335362472724591e+04,9.305569473638075806e+02
1.013335364564600422e+04,9.305796507834169233e+02
1.013335366656476253e+04,9.306023527148861376e+02
1.013335368748352084e+04,9.306250531580720917e+02
1.013335370840227915e+04,9.306477521128310855e+02
1.013335372932103746e+04,9.306704495790201008e+02
1.013335375023979577e+04,9.306931455564954376e+02
1.013335377115855408e+04,9.307158400451140778e+02
1.013335379207731421e+04,9.307385330467059248e+02
1.013335381299607252e+04,9.307612245571806397e+02
1.013335383391483083e+04,9.307839145783689219e+02
1.013335385483358914e+04,9.308066031101272984e+02
1.013335387575234745e+04,9.308292901523117280e+02
1.013335389667110576e+04,9.308519757047799885e+02
1.013335391758986407e+04,9.308746597673883798e+02
1.013335393850862238e+04,9.308973423399936564e+02
1.013335395942738251e+04,9.309200234244249259e+02
1.013335398034614082e+04,9.309427030165943506e+02
1.013335400126489913e+04,9.309653811183311518e+02
1.013335402218365743e+04,9.309880577294924251e+02
1.013335404310241574e+04,9.310107328499342429e+02
1.013335406402117405e+04,9.310334064795142694e+02
1.013335408493993236e+04,9.310560786180886907e+02
1.013335410585869067e+04,9.310787492655149435e+02
1.013335412677745080e+04,9.311014184236207711e+02
1.013335414769620911e+04,9.311240860883209507e+02
1.013335416861496742e+04,9.311467522614433392e+02
1.013335418953372573e+04,9.311694169428449186e+02
1.013335421045248404e+04,9.311920801323830119e+02
1.013335423137124235e+04,9.312147418299140327e+02
1.013335425229000066e+04,9.312374020352951902e+02
1.013335427320876079e+04,9.312600607503537731e+02
1.013335429412751910e+04,9.312827179710066048e+02
1.013335431504627741e+04,9.313053736990801781e+02
1.013335433596503572e+04,9.313280279344322707e+02
1.013335435688379403e+04,9.313506806769192963e+02
1.013335437780255234e+04,9.313733319263989188e+02
1.013335439872131064e+04,9.313959816827280065e+02
1.013335441964006895e+04,9.314186299457635414e+02
1.013335444055882908e+04,9.314412767173319025e+02
1.013335446147758739e+04,9.314639219933515051e+02
