Time (BJD_TBD - 2450000), L_e/L_star (ppm)
1.013184277777792886e+04,4.136806739659544974e+01
1.013184279854968190e+04,4.136934948452729799e+01
1.013184281932143494e+04,4.137063158285593545e+01
1.013184284009318799e+04,4.137191369158073684e+01
1.013184286086494103e+04,4.137319581070111241e+01
1.013184288163669407e+04,4.137447794021650793e+01
1.013184290240844712e+04,4.137576008012630524e+01
1.013184292318020016e+04,4.137704223042992169e+01
1.013184294395195320e+04,4.137832439112679594e+01
1.013184296472370625e+04,4.137960656221630984e+01
1.013184298549545929e+04,4.138088874369789494e+01
1.013184300626721233e+04,4.138217093557096860e+01
1.013184302703896537e+04,4.138345313783492685e+01
1.013184304781071842e+04,4.138473535048920127e+01
1.013184306858247146e+04,4.138601757353318078e+01
1.013184308935422450e+04,4.138729980696630406e+01
1.013184311012597936e+04,4.138858205090022579e+01
1.013184313089773241e+04,4.138986430510984604e+01
1.013184315166948545e+04,4.139114656970682660e+01
1.013184317244123849e+04,4.139242884469060613e+01
1.013184319321299154e+04,4.139371113006057357e+01
1.013184321398474458e+04,4.139499342581613206e+01
1.013184323475649762e+04,4.139627573195674159e+01
1.013184325552825067e+04,4.139755804848175558e+01
1.013184327630000371e+04,4.139884037539063399e+01
1.013184329707175675e+04,4.140012271268277289e+01
1.013184331784350979e+04,4.140140506035756829e+01
1.013184333861526284e+04,4.140268741841447309e+01
1.013184335938701588e+04,4.140396978685286200e+01
1.013184338015876892e+04,4.140525216567218081e+01
1.013184340093052197e+04,4.140653455487181134e+01
1.013184342170227501e+04,4.140781695445117805e+01
1.013184344247402805e+04,4.140909936440969830e+01
1.013184346324578109e+04,4.141038178474678233e+01
1.013184348401753414e+04,4.141166421546182619e+01
1.013184350478928718e+04,4.141294665655428275e+01
1.013184352556104022e+04,4.141422910802351964e+01
1.013184354633279327e+04,4.141551156986900395e+01
1.013184356710454631e+04,4.141679404209008908e+01
1.013184358787629935e+04,4.141807652468622791e+01
1.013184360864805240e+04,4.141935901765681649e+01
1.013184362941980544e+04,4.142064152100126506e+01
1.013184365019155848e+04,4.142192403471899809e+01
1.013184367096331152e+04,4.142320655880941871e+01
1.013184369173506457e+04,4.142448909327193718e+01
1.013184371250681761e+04,4.142577163810599217e+01
1.013184373327857065e+04,4.142705419331095129e+01
1.013184375405032551e+04,4.142833675899859713e+01
1.013184377482207856e+04,4.142961933494367344e+01
1.013184379559383160e+04,4.143090192125792015e+01
1.013184381636558464e+04,4.143218451794074042e+01
1.013184383713733769e+04,4.143346712499155160e+01
1.013184385790909073e+04,4.143474974240978526e+01
1.013184387868084377e+04,4.143603237019483032e+01
1.013184389945259682e+04,4.143731500834611836e+01
1.013184392022434986e+04,4.143859765686302410e+01
1.013184394099610290e+04,4.143988031574502173e+01
1.013184396176785594e+04,4.144116298499148598e+01
1.013184398253960899e+04,4.144244566460180579e+01
1.013184400331136203e+04,4.144372835457545534e+01
1.013184402408311507e+04,4.144501105491178805e+01
1.013184404485486812e+04,4.144629376561024259e+01
1.013184406562662116e+04,4.144757648667024341e+01
1.013184408639837420e+04,4.144885921809119367e+01
1.013184410717012724e+04,4.145014195987249650e+01
1.013184412794188029e+04,4.145142471201356216e+01
1.013184414871363333e+04,4.145270747451384352e+01
1.013184416948538637e+04,4.145399024737271532e+01
1.013184419025713942e+04,4.145527303058957358e+01
1.013184421102889246e+04,4.145655582416387119e+01
1.013184423180064550e+04,4.145783862809499709e+01
1.013184425257239855e+04,4.145912144238237573e+01
1.013184427334415159e+04,4.146040426702542447e+01
1.013184429411590463e+04,4.146168710202353225e+01
1.013184431488765767e+04,4.146296994737615904e+01
1.013184433565941072e+04,4.146425280308265826e+01
1.013184435643116376e+04,4.146553566914246858e+01
1.013184437720291680e+04,4.146681854555502156e+01
1.013184439797466985e+04,4.146810143231968482e+01
1.013184441874642471e+04,4.146938432954826936e+01
1.013184443951817775e+04,4.147066723701544788e+01
1.013184446028993079e+04,4.147195015483302427e+01
1.013184448106168384e+04,4.147323308300038747e+01
1.013184450183343688e+04,4.147451602151693351e+01
1.013184452260518992e+04,4.147579897038210817e+01
1.013184454337694297e+04,4.147708192959530038e+01
1.013184456414869601e+04,4.147836489915592750e+01
1.013184458492044905e+04,4.147964787906342110e+01
1.013184460569220209e+04,4.148093086931716300e+01
1.013184462646395514e+04,4.148221386991659898e+01
1.013184464723570818e+04,4.148349688086111087e+01
1.013184466800746122e+04,4.148477990215013733e+01
1.013184468877921427e+04,4.148606293378307441e+01
1.013184470955096731e+04,4.148734597575931815e+01
1.013184473032272035e+04,4.148862902807832143e+01
1.013184475109447339e+04,4.148991209073946607e+01
1.013184477186622644e+04,4.149119516374217653e+01
1.013184479263797948e+04,4.149247824708587018e+01
1.013184481340973252e+04,4.149376134076994305e+01
1.013184483418148557e+04,4.149504444479384091e+01
1.013184485495323861e+04,4.149632755915693139e+01
1.013184487572499165e+04,4.149761068385866025e+01
1.013184489649674470e+04,4.149889381889843776e+01
1.013184491726849774e+04,4.150017696427564573e+01
1.013184493804025078e+04,4.150146011998972284e+01
1.013184495881200382e+04,4.150274328604008645e+01
1.013184497958375687e+04,4.150402646242613258e+01
1.013184500035550991e+04,4.150530964914729282e+01
1.013184502112726295e+04,4.150659284620294898e+01
1.013184504189901600e+04,4.150787605359254684e+01
1.013184506267077086e+04,4.150915927142786188e+01
1.013184508344252390e+04,4.151044249948355258e+01
1.013184510421427694e+04,4.151172573787140863e+01
1.013184512498602999e+04,4.151300898659082605e+01
1.013184514575778303e+04,4.151429224564125775e+01
1.013184516652953607e+04,4.151557551502206422e+01
1.013184518730128912e+04,4.151685879473271257e+01
1.013184520807304216e+04,4.151814208477257750e+01
1.013184522884479520e+04,4.151942538514109060e+01
1.013184524961654824e+04,4.152070869583766211e+01
1.013184527038830129e+04,4.152199201686167385e+01
1.013184529116005433e+04,4.152327534821257160e+01
1.013184531193180737e+04,4.152455868988975141e+01
1.013184533270356042e+04,4.152584204189265193e+01
1.013184535347531346e+04,4.152712540422066212e+01
1.013184537424706650e+04,4.152840877687319221e+01
1.013184539501881954e+04,4.152969215984966667e+01
1.013184541579057259e+04,4.153097555314948863e+01
1.013184543656232563e+04,4.153225895677208257e+01
1.013184545733407867e+04,4.153354237071685873e+01
1.013184547810583172e+04,4.153482579498319893e+01
1.013184549887758476e+04,4.153610922957055607e+01
1.013184551964933780e+04,4.153739267447833328e+01
1.013184554042109085e+04,4.153867612970591949e+01
1.013184556119284389e+04,4.153995959525276760e+01
1.013184558196459693e+04,4.154124307111824521e+01
1.013184560273634997e+04,4.154252655730180521e+01
1.013184562350810302e+04,4.154381005380283653e+01
1.013184564427985606e+04,4.154509356062074943e+01
1.013184566505160910e+04,4.154637707775496125e+01
1.013184568582336215e+04,4.154766060520488935e+01
1.013184570659511701e+04,4.154894414308234474e+01
1.013184572736687005e+04,4.155022769116192194e+01
1.013184574813862309e+04,4.155151124955546749e+01
1.013184576891037614e+04,4.155279481826238452e+01
1.013184578968212918e+04,4.155407839728205488e+01
1.013184581045388222e+04,4.155536198661393854e+01
1.013184583122563527e+04,4.155664558625739602e+01
1.013184585199738831e+04,4.155792919621185888e+01
1.013184587276914135e+04,4.155921281647676579e+01
1.013184589354089439e+04,4.156049644705149859e+01
1.013184591431264744e+04,4.156178008793548884e+01
1.013184593508440048e+04,4.156306373912813257e+01
1.013184595585615352e+04,4.156434740062885425e+01
1.013184597662790657e+04,4.156563107243707123e+01
1.013184599739965961e+04,4.156691475455216533e+01
1.013184601817141265e+04,4.156819844697358235e+01
1.013184603894316569e+04,4.156948214970071120e+01
1.013184605971491874e+04,4.157076586273297636e+01
1.013184608048667178e+04,4.157204958606980227e+01
1.013184610125842482e+04,4.157333331971057078e+01
1.013184612203017787e+04,4.157461706365471343e+01
1.013184614280193091e+04,4.157590081790164760e+01
1.013184616357368395e+04,4.157718458245079063e+01
1.013184618434543700e+04,4.157846835730153856e+01
1.013184620511719004e+04,4.157975214245327322e+01
1.013184622588894308e+04,4.158103593790546171e+01
1.013184624666069612e+04,4.158231974365751427e+01
1.013184626743244917e+04,4.158360355970878430e+01
1.013184628820420221e+04,4.158488738605875312e+01
1.013184630897595525e+04,4.158617122270679545e+01
1.013184632974770830e+04,4.158745506965231442e+01
1.013184635051946316e+04,4.158873892700720631e+01
1.013184637129121620e+04,4.159002279454596618e+01
1.013184639206296924e+04,4.159130667238045476e+01
1.013184641283472229e+04,4.159259056051008230e+01
1.013184643360647533e+04,4.159387445893428747e+01
1.013184645437822837e+04,4.159515836765243080e+01
1.013184647514998142e+04,4.159644228666396515e+01
1.013184649592173446e+04,4.159772621596829367e+01
1.013184651669348750e+04,4.159901015556483372e+01
1.013184653746524054e+04,4.160029410545298845e+01
1.013184655823699359e+04,4.160157806563215388e+01
1.013184657900874663e+04,4.160286203610176159e+01
1.013184659978049967e+04,4.160414601686122893e+01
1.013184662055225272e+04,4.160543000790995194e+01
1.013184664132400576e+04,4.160671400924737640e+01
1.013184666209575880e+04,4.160799802087285570e+01
1.013184668286751184e+04,4.160928204278584985e+01
1.013184670363926489e+04,4.161056607498576909e+01
1.013184672441101793e+04,4.161185011747200235e+01
1.013184674518277097e+04,4.161313417024398120e+01
1.013184676595452402e+04,4.161441823330110168e+01
1.013184678672627706e+04,4.161570230664277403e+01
1.013184680749803010e+04,4.161698639026842983e+01
1.013184682826978315e+04,4.161827048417747221e+01
1.013184684904153619e+04,4.161955458836931854e+01
1.013184686981328923e+04,4.162083870284335063e+01
1.013184689058504227e+04,4.162212282759903559e+01
1.013184691135679532e+04,4.162340696263572681e+01
1.013184693212854836e+04,4.162469110795289140e+01
1.013184695290030140e+04,4.162597526354988986e+01
1.013184697367205445e+04,4.162725942942616797e+01
1.013184699444380749e+04,4.162854360558112887e+01
1.013184701521556235e+04,4.162982779212664752e+01
1.013184703598731539e+04,4.163111198883720476e+01
1.013184705675906844e+04,4.163239619582468976e+01
1.013184707753082148e+04,4.163368041308849854e+01
1.013184709830257452e+04,4.163496464062805558e+01
1.013184711907432757e+04,4.163624887844276401e+01
1.013184713984608061e+04,4.163753312653203409e+01
1.013184716061783365e+04,4.163881738489529027e+01
1.013184718138958669e+04,4.164010165353192860e+01
1.013184720216133974e+04,4.164138593244138065e+01
1.013184722293309278e+04,4.164267022162304244e+01
1.013184724370484582e+04,4.164395452107633844e+01
1.013184726447659887e+04,4.164523883080067179e+01
1.013184728524835191e+04,4.164652315079543854e+01
1.013184730602010495e+04,4.164780748106007735e+01
1.013184732679185799e+04,4.164909182159399847e+01
1.013184734756361104e+04,4.165037617239658374e+01
1.013184736833536408e+04,4.165166053346729313e+01
1.013184738910711712e+04,4.165294490480549428e+01
1.013184740987887017e+04,4.165422928641063294e+01
1.013184743065062321e+04,4.165551367828209806e+01
1.013184745142237625e+04,4.165679808041932120e+01
1.013184747219412930e+04,4.165808249282170550e+01
1.013184749296588234e+04,4.165936691548863280e+01
1.013184751373763538e+04,4.166065134841956308e+01
1.013184753450938842e+04,4.166193579161388527e+01
1.013184755528114147e+04,4.166322024507099542e+01
1.013184757605289451e+04,4.166450470879034640e+01
1.013184759682464755e+04,4.166578918277132004e+01
1.013184761759640060e+04,4.166707366701332660e+01
1.013184763836815364e+04,4.166835816151579763e+01
1.013184765913990850e+04,4.166964266639062231e+01
1.013184767991166154e+04,4.167092718141223884e+01
1.013184770068341459e+04,4.167221170669253638e+01
1.013184772145516763e+04,4.167349624223095361e+01
1.013184774222692067e+04,4.167478078802686525e+01
1.013184776299867372e+04,4.167606534407970287e+01
1.013184778377042676e+04,4.167734991038888381e+01
1.013184780454217980e+04,4.167863448695382544e+01
1.013184782531393284e+04,4.167991907377392380e+01
1.013184784608568589e+04,4.168120367084858202e+01
1.013184786685743893e+04,4.168248827817721747e+01
1.013184788762919197e+04,4.168377289575927591e+01
1.013184790840094502e+04,4.168505752359411787e+01
1.013184792917269806e+04,4.168634216168119622e+01
1.013184794994445110e+04,4.168762681001989989e+01
1.013184797071620414e+04,4.168891146860964625e+01
1.013184799148795719e+04,4.169019613744986685e+01
1.013184801225971023e+04,4.169148081653994353e+01
1.013184803303146327e+04,4.169276550587930075e+01
1.013184805380321632e+04,4.169405020546733454e+01
1.013184807457496936e+04,4.169533491530347646e+01
1.013184809534672240e+04,4.169661963538714389e+01
1.013184811611847545e+04,4.169790436571772574e+01
1.013184813689022849e+04,4.169918910629465358e+01
1.013184815766198153e+04,4.170047385711733767e+01
1.013184817843373457e+04,4.170175861818517404e+01
1.013184819920548762e+04,4.170304338949759426e+01
1.013184821997724066e+04,4.170432817105399437e+01
1.013184824074899370e+04,4.170561296285379171e+01
1.013184826152074675e+04,4.170689776489640366e+01
1.013184828229249979e+04,4.170818257718121913e+01
1.013184830306425465e+04,4.170946739982019125e+01
1.013184832383600769e+04,4.171075223258770848e+01
1.013184834460776074e+04,4.171203707559565999e+01
1.013184836537951378e+04,4.171332192884349865e+01
1.013184838615126682e+04,4.171460679233061342e+01
1.013184840692301987e+04,4.171589166605640742e+01
