Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.014846018518507481e+04,3.068428717920020787e+01
1.014846020605984813e+04,3.068431165978066488e+01
1.014846022693461964e+04,3.068433613961939699e+01
1.014846024780939297e+04,3.068436061872067100e+01
1.014846026868416629e+04,3.068438509708235884e+01
1.014846028955893780e+04,3.068440957470232178e+01
1.014846031043371113e+04,3.068443405158481951e+01
1.014846033130848264e+04,3.068445852772558524e+01
1.014846035218325596e+04,3.068448300312889643e+01
1.014846037305802929e+04,3.068450747779260368e+01
1.014846039393280080e+04,3.068453195171458603e+01
1.014846041480757413e+04,3.068455642489909607e+01
1.014846043568234745e+04,3.068458089734400573e+01
1.014846045655711896e+04,3.068460536904718339e+01
1.014846047743189229e+04,3.068462984001288518e+01
1.014846049830666561e+04,3.068465431023899015e+01
1.014846051918143712e+04,3.068467877972335245e+01
1.014846054005621045e+04,3.068470324847023534e+01
1.014846056093098196e+04,3.068472771647538622e+01
1.014846058180575528e+04,3.068475218374305769e+01
1.014846060268052861e+04,3.068477665027111101e+01
1.014846062355530012e+04,3.068480111605742877e+01
1.014846064443007344e+04,3.068482558110626002e+01
1.014846066530484677e+04,3.068485004541548022e+01
1.014846068617961828e+04,3.068487450898295776e+01
1.014846070705439161e+04,3.068489897181294523e+01
1.014846072792916493e+04,3.068492343390331101e+01
1.014846074880393644e+04,3.068494789525193411e+01
1.014846076967870977e+04,3.068497235586306360e+01
1.014846079055348127e+04,3.068499681573244331e+01
1.014846081142825460e+04,3.068502127486432940e+01
1.014846083230302793e+04,3.068504573325659379e+01
1.014846085317779944e+04,3.068507019090709775e+01
1.014846087405257276e+04,3.068509464782011875e+01
1.014846089492734609e+04,3.068511910399350029e+01
1.014846091580211760e+04,3.068514355942512495e+01
1.014846093667689092e+04,3.068516801411925243e+01
1.014846095755166243e+04,3.068519246807161593e+01
1.014846097842643576e+04,3.068521692128648226e+01
1.014846099930120909e+04,3.068524137376171268e+01
1.014846102017598059e+04,3.068526582549517556e+01
1.014846104105075392e+04,3.068529027649113772e+01
1.014846106192552725e+04,3.068531472674745686e+01
1.014846108280029875e+04,3.068533917626201912e+01
1.014846110367507208e+04,3.068536362503906290e+01
1.014846112454984541e+04,3.068538807307646366e+01
1.014846114542461692e+04,3.068541252037210043e+01
1.014846116629939024e+04,3.068543696693021872e+01
1.014846118717416175e+04,3.068546141274656591e+01
1.014846120804893508e+04,3.068548585782540172e+01
1.014846122892370840e+04,3.068551030216458386e+01
1.014846124979847991e+04,3.068553474576199491e+01
1.014846127067325324e+04,3.068555918862188037e+01
1.014846129154802657e+04,3.068558363074211925e+01
1.014846131242279807e+04,3.068560807212057640e+01
