Time (BJD_TBD - 2450000), L_d/L_star (ppm)
9.903683680555783212e+03,2.132315517921435912e+02
9.903683703452748887e+03,2.132301199511585708e+02
9.903683726349714561e+03,2.132286879804352395e+02
9.903683749246680236e+03,2.132272558799755302e+02
9.903683772143645911e+03,2.132258236497810913e+02
9.903683795040611585e+03,2.132243912898537417e+02
9.903683817937577260e+03,2.132229588001953857e+02
9.903683840834542934e+03,2.132215261808077855e+02
9.903683863731508609e+03,2.132200934316927317e+02
9.903683886628474283e+03,2.132186605528520715e+02
9.903683909525439958e+03,2.132172275442874820e+02
9.903683932422405633e+03,2.132157944060009527e+02
9.903683955319371307e+03,2.132143611379942172e+02
9.903683978216336982e+03,2.132129277402690377e+02
9.903684001113302656e+03,2.132114942128273185e+02
9.903684024010268331e+03,2.132100605556707649e+02
9.903684046907234006e+03,2.132086267688012526e+02
9.903684069804199680e+03,2.132071928522206292e+02
9.903684092701163536e+03,2.132057588060444857e+02
9.903684115598129210e+03,2.132043246300469548e+02
9.903684138495094885e+03,2.132028903243435991e+02
9.903684161392060560e+03,2.132014558889364366e+02
9.903684184289026234e+03,2.132000213238270589e+02
9.903684207185991909e+03,2.131985866290174556e+02
9.903684230082957583e+03,2.131971518045093603e+02
9.903684252979923258e+03,2.131957168503044784e+02
9.903684275876888933e+03,2.131942817664047993e+02
9.903684298773854607e+03,2.131928465528120569e+02
9.903684321670820282e+03,2.131914112095280132e+02
9.903684344567785956e+03,2.131899757365546009e+02
9.903684367464751631e+03,2.131885401338934685e+02
9.903684390361717305e+03,2.131871044015466339e+02
9.903684413258682980e+03,2.131856685395157456e+02
9.903684436155648655e+03,2.131842325478026225e+02
9.903684459052614329e+03,2.131827964264091975e+02
9.903684481949580004e+03,2.131813601753371472e+02
9.903684504846545678e+03,2.131799237945883192e+02
9.903684527743511353e+03,2.131784872841646461e+02
9.903684550640477028e+03,2.131770506440677764e+02
9.903684573537442702e+03,2.131756138742995574e+02
9.903684596434408377e+03,2.131741769748618935e+02
9.903684619331374051e+03,2.131727399457564900e+02
9.903684642228339726e+03,2.131713027869852795e+02
9.903684665125305401e+03,2.131698654985499672e+02
9.903684688022271075e+03,2.131684280804524008e+02
9.903684710919236750e+03,2.131669905326943706e+02
9.903684733816202424e+03,2.131655528552778094e+02
9.903684756713168099e+03,2.131641150482043372e+02
9.903684779610133774e+03,2.131626771114759151e+02
9.903684802507099448e+03,2.131612390450943622e+02
9.903684825404065123e+03,2.131598008490613836e+02
9.903684848301030797e+03,2.131583625233788837e+02
9.903684871197996472e+03,2.131569240680486814e+02
9.903684894094960327e+03,2.131554854831867942e+02
9.903684916991926002e+03,2.131540467685665590e+02
9.903684939888891677e+03,2.131526079243040499e+02
9.903684962785857351e+03,2.131511689504010292e+02
9.903684985682823026e+03,2.131497298468594011e+02
9.903685008579788700e+03,2.131482906136808992e+02
9.903685031476754375e+03,2.131468512508673427e+02
9.903685054373720050e+03,2.131454117584206358e+02
9.903685077270685724e+03,2.131439721363425406e+02
9.903685100167651399e+03,2.131425323846348192e+02
9.903685123064617073e+03,2.131410925032994044e+02
9.903685145961582748e+03,2.131396524923380298e+02
9.903685168858548423e+03,2.131382123517525429e+02
9.903685191755514097e+03,2.131367720815447626e+02
9.903685214652479772e+03,2.131353316817164796e+02
9.903685237549445446e+03,2.131338911522694843e+02
9.903685260446411121e+03,2.131324504932057380e+02
9.903685283343376796e+03,2.131310097045268606e+02
9.903685306240342470e+03,2.131295687862347847e+02
9.903685329137308145e+03,2.131281277383313864e+02
9.903685352034273819e+03,2.131266865608183139e+02
9.903685374931239494e+03,2.131252452536975852e+02
9.903685397828205168e+03,2.131238038169708773e+02
9.903685420725170843e+03,2.131223622506399806e+02
9.903685443622136518e+03,2.131209205547068564e+02
9.903685466519102192e+03,2.131194787291732666e+02
9.903685489416067867e+03,2.131180367740409167e+02
9.903685512313033541e+03,2.131165946893118246e+02
9.903685535209999216e+03,2.131151524749876955e+02
9.903685558106964891e+03,2.131137101310703486e+02
9.903685581003930565e+03,2.131122676575616026e+02
9.903685603900896240e+03,2.131108250544633336e+02
9.903685626797861914e+03,2.131093823217773036e+02
9.903685649694827589e+03,2.131079394595053316e+02
9.903685672591793264e+03,2.131064964676492650e+02
9.903685695488757119e+03,2.131050533463255761e+02
9.903685718385722794e+03,2.131036100953068342e+02
9.903685741282688468e+03,2.131021667147093694e+02
9.903685764179654143e+03,2.131007232045351714e+02
9.903685787076619818e+03,2.130992795647859737e+02
9.903685809973585492e+03,2.130978357954635101e+02
9.903685832870551167e+03,2.130963918965697701e+02
9.903685855767516841e+03,2.130949478681065443e+02
9.903685878664482516e+03,2.130935037100755380e+02
9.903685901561448190e+03,2.130920594224786555e+02
9.903685924458413865e+03,2.130906150053177726e+02
9.903685947355379540e+03,2.130891704585946229e+02
9.903685970252345214e+03,2.130877257823110256e+02
9.903685993149310889e+03,2.130862809764688848e+02
9.903686016046276563e+03,2.130848360410699343e+02
9.903686038943242238e+03,2.130833909761160783e+02
9.903686061840207913e+03,2.130819457816091074e+02
9.903686084737173587e+03,2.130805004575508121e+02
9.903686107634139262e+03,2.130790550039430684e+02
9.903686130531104936e+03,2.130776094207876383e+02
9.903686153428070611e+03,2.130761637080864546e+02
9.903686176325036286e+03,2.130747178658412224e+02
9.903686199222001960e+03,2.130732718940538177e+02
9.903686222118967635e+03,2.130718257927260595e+02
9.903686245015933309e+03,2.130703795618598235e+02
9.903686267912898984e+03,2.130689332014567867e+02
9.903686290809864659e+03,2.130674867115189670e+02
9.903686313706830333e+03,2.130660400920480413e+02
9.903686336603796008e+03,2.130645933430459138e+02
9.903686359500761682e+03,2.130631464645144035e+02
9.903686382397727357e+03,2.130616994564553295e+02
9.903686405294693031e+03,2.130602523188704822e+02
9.903686428191658706e+03,2.130588050517617376e+02
9.903686451088624381e+03,2.130573576551308577e+02
9.903686473985590055e+03,2.130559101289797752e+02
9.903686496882553911e+03,2.130544624734252181e+02
9.903686519779519585e+03,2.130530146882390738e+02
9.903686542676485260e+03,2.130515667735380987e+02
9.903686565573450935e+03,2.130501187293241969e+02
9.903686588470416609e+03,2.130486705555991875e+02
9.903686611367382284e+03,2.130472222523648327e+02
9.903686634264347958e+03,2.130457738196230082e+02
9.903686657161313633e+03,2.130443252573755331e+02
9.903686680058279308e+03,2.130428765656242831e+02
9.903686702955244982e+03,2.130414277443709921e+02
9.903686725852210657e+03,2.130399787936175642e+02
9.903686748749176331e+03,2.130385297133658185e+02
9.903686771646142006e+03,2.130370805036175454e+02
9.903686794543107681e+03,2.130356311643745642e+02
9.903686817440073355e+03,2.130341816956387788e+02
9.903686840337039030e+03,2.130327320974119800e+02
9.903686863234004704e+03,2.130312823696959583e+02
9.903686886130970379e+03,2.130298325124925896e+02
9.903686909027936053e+03,2.130283825258036927e+02
9.903686931924901728e+03,2.130269324096311152e+02
9.903686954821867403e+03,2.130254821639766192e+02
9.903686977718833077e+03,2.130240317888420805e+02
9.903687000615798752e+03,2.130225812842294033e+02
9.903687023512764426e+03,2.130211306501403214e+02
9.903687046409730101e+03,2.130196798865766539e+02
9.903687069306695776e+03,2.130182289935402764e+02
9.903687092203661450e+03,2.130167779710330365e+02
9.903687115100627125e+03,2.130153268190566962e+02
9.903687137997592799e+03,2.130138755376131883e+02
9.903687160894558474e+03,2.130124241267043033e+02
9.903687183791524149e+03,2.130109725863317749e+02
9.903687206688489823e+03,2.130095209164976211e+02
9.903687229585455498e+03,2.130080691172034904e+02
9.903687252482421172e+03,2.130066171884512585e+02
9.903687275379386847e+03,2.130051651302428866e+02
9.903687298276350703e+03,2.130037129426954436e+02
9.903687321173316377e+03,2.130022606255800781e+02
9.903687344070282052e+03,2.130008081790139727e+02
9.903687366967247726e+03,2.129993556029989747e+02
9.903687389864213401e+03,2.129979028975368749e+02
9.903687412761179075e+03,2.129964500626295774e+02
9.903687435658144750e+03,2.129949970982788727e+02
9.903687458555110425e+03,2.129935440044865516e+02
9.903687481452076099e+03,2.129920907812546318e+02
9.903687504349041774e+03,2.129906374285846766e+02
9.903687527246007448e+03,2.129891839464786756e+02
