Time (BJD_TBD - 2450000), L_total/L_star (ppm)
9.889738090277649462e+03,6.608051564746816666e+02
9.889738107156652404e+03,6.608345074945367514e+02
9.889738124035655346e+03,6.608638593020368717e+02
9.889738140914658288e+03,6.608932118970558349e+02
9.889738157793661230e+03,6.609225652794668804e+02
9.889738174672662353e+03,6.609519194459802520e+02
9.889738191551665295e+03,6.609812744027951794e+02
9.889738208430668237e+03,6.610106301466225887e+02
9.889738225309671179e+03,6.610399866773354915e+02
9.889738242188674121e+03,6.610693439948070136e+02
9.889738259067677063e+03,6.610987020989106213e+02
9.889738275946680005e+03,6.611280609895195539e+02
9.889738292825682947e+03,6.611574206665073916e+02
9.889738309704684070e+03,6.611867811265826731e+02
9.889738326583687012e+03,6.612161423759473564e+02
9.889738343462689954e+03,6.612455044113106624e+02
9.889738360341692896e+03,6.612748672325456027e+02
9.889738377220695838e+03,6.613042308395256441e+02
9.889738394099698780e+03,6.613335952321240256e+02
9.889738410978701722e+03,6.613629604102143276e+02
9.889738427857704664e+03,6.613923263736692206e+02
9.889738444736705787e+03,6.614216931191974709e+02
9.889738461615708729e+03,6.614510606530018322e+02
9.889738478494711671e+03,6.614804289717909569e+02
9.889738495373714613e+03,6.615097980754378568e+02
9.889738512252717555e+03,6.615391679638156575e+02
9.889738529131720497e+03,6.615685386367981664e+02
9.889738546010723439e+03,6.615979100942581681e+02
9.889738562889726381e+03,6.616272823360687880e+02
9.889738579768727504e+03,6.616566553589383375e+02
9.889738596647730446e+03,6.616860291690701388e+02
9.889738613526733388e+03,6.617154037631726169e+02
9.889738630405736330e+03,6.617447791411186699e+02
9.889738647284739272e+03,6.617741553027815371e+02
9.889738664163742214e+03,6.618035322480346849e+02
9.889738681042745156e+03,6.618329099767508978e+02
9.889738697921748098e+03,6.618622884888034150e+02
9.889738714800749221e+03,6.618916677808997520e+02
9.889738731679752163e+03,6.619210478592444815e+02
9.889738748558755105e+03,6.619504287205451192e+02
9.889738765437758047e+03,6.619798103646754726e+02
9.889738782316760989e+03,6.620091927915076440e+02
9.889738799195763931e+03,6.620385760009150999e+02
9.889738816074766873e+03,6.620679599927716481e+02
9.889738832953769816e+03,6.620973447669496181e+02
9.889738849832770939e+03,6.621267303201557297e+02
9.889738866711773881e+03,6.621561166585966021e+02
9.889738883590776823e+03,6.621855037789787275e+02
9.889738900469779765e+03,6.622148916811751178e+02
9.889738917348782707e+03,6.622442803650586711e+02
9.889738934227785649e+03,6.622736698305028540e+02
