Time (BJD_TBD - 2450000), L_h/L_star (ppm)
9.896128576389048249e+03,8.484746892105887728e-02
9.896128599245501391e+03,8.485937847782284993e-02
9.896128622101952715e+03,8.487128886693232066e-02
9.896128644958405857e+03,8.488320009028497981e-02
9.896128667814857181e+03,8.489511214598313704e-02
9.896128690671310324e+03,8.490702503592288675e-02
9.896128713527761647e+03,8.491893875820498427e-02
9.896128736384214790e+03,8.493085331472864652e-02
9.896128759240666113e+03,8.494276870359304676e-02
9.896128782097119256e+03,8.495468492669744354e-02
9.896128804953570580e+03,8.496660198214099624e-02
9.896128827810023722e+03,8.497851987182294953e-02
9.896128850666476865e+03,8.499043859479289698e-02
9.896128873522928188e+03,8.500235815010198648e-02
9.896128896379381331e+03,8.501427853964473036e-02
9.896128919235832655e+03,8.502619976152502035e-02
9.896128942092285797e+03,8.503812181764054678e-02
9.896128964948737121e+03,8.505004470609044132e-02
9.896128987805190263e+03,8.506196842877397635e-02
9.896129010661641587e+03,8.507389298379190723e-02
9.896129033518094730e+03,8.508581837304030060e-02
9.896129056374546053e+03,8.509774459462148000e-02
9.896129079230999196e+03,8.510967165043312188e-02
9.896129102087450519e+03,8.512159953857596772e-02
9.896129124943903662e+03,8.513352826094608417e-02
9.896129147800356805e+03,8.514545781659783874e-02
9.896129170656808128e+03,8.515738820457602332e-02
9.896129193513261271e+03,8.516931942678308831e-02
9.896129216369712594e+03,8.518125148131500124e-02
9.896129239226165737e+03,8.519318437007419864e-02
9.896129262082617061e+03,8.520511809115979829e-02
9.896129284939070203e+03,8.521705264646954603e-02
9.896129307795521527e+03,8.522898803410251800e-02
9.896129330651974669e+03,8.524092425595961031e-02
9.896129353508425993e+03,8.525286131013834479e-02
9.896129376364879136e+03,8.526479919853961753e-02
9.896129399221332278e+03,8.527673792021141230e-02
9.896129422077783602e+03,8.528867747420483536e-02
9.896129444934236744e+03,8.530061786241760480e-02
9.896129467790688068e+03,8.531255908295046209e-02
9.896129490647141211e+03,8.532450113769947386e-02
9.896129513503592534e+03,8.533644402476855961e-02
9.896129536360045677e+03,8.534838774605379985e-02
9.896129559216497000e+03,8.536033229965435398e-02
9.896129582072950143e+03,8.537227768747106260e-02
9.896129604929401467e+03,8.538422390760308511e-02
9.896129627785854609e+03,8.539617096194966617e-02
9.896129650642307752e+03,8.540811884956039934e-02
9.896129673498759075e+03,8.542006756948167245e-02
9.896129696355212218e+03,8.543201712361751798e-02
9.896129719211663542e+03,8.544396751006230750e-02
9.896129742068116684e+03,8.545591873072007350e-02
9.896129764924568008e+03,8.546787078368521529e-02
9.896129787781021150e+03,8.547982367086333355e-02
9.896129810637472474e+03,8.549177739034721779e-02
9.896129833493925616e+03,8.550373194403931842e-02
9.896129856350376940e+03,8.551568733003878098e-02
9.896129879206830083e+03,8.552764355024644605e-02
9.896129902063283225e+03,8.553960060370872920e-02
9.896129924919734549e+03,8.555155848947519626e-02
9.896129947776187691e+03,8.556351720944829764e-02
9.896129970632639015e+03,8.557547676172236328e-02
9.896129993489092158e+03,8.558743714820309101e-02
9.896130016345543481e+03,8.559939836698321480e-02
9.896130039201996624e+03,8.561136041996518509e-02
9.896130062058447947e+03,8.562332330524817514e-02
9.896130084914901090e+03,8.563528702473301168e-02
9.896130107771352414e+03,8.564725157651568999e-02
9.896130130627805556e+03,8.565921696249861883e-02
9.896130153484256880e+03,8.567118318077619754e-02
9.896130176340710022e+03,8.568315023325563662e-02
9.896130199197163165e+03,8.569511811898014586e-02
9.896130222053614489e+03,8.570708683699927721e-02
9.896130244910067631e+03,8.571905638921711867e-02
9.896130267766518955e+03,8.573102677372640423e-02
9.896130290622972097e+03,8.574299799243119413e-02
9.896130313479423421e+03,8.575497004342746976e-02
9.896130336335876564e+03,8.576694292861762603e-02
9.896130359192327887e+03,8.577891664609768596e-02
9.896130382048781030e+03,8.579089119777164041e-02
9.896130404905232353e+03,8.580286658173388870e-02
9.896130427761685496e+03,8.581484279988844943e-02
9.896130450618138639e+03,8.582681985128172431e-02
9.896130473474589962e+03,8.583879773496012888e-02
9.896130496331043105e+03,8.585077645282923609e-02
9.896130519187494428e+03,8.586275600298348687e-02
9.896130542043947571e+03,8.587473638732526227e-02
9.896130564900398895e+03,8.588671760394897547e-02
9.896130587756852037e+03,8.589869965476340519e-02
9.896130610613303361e+03,8.591068253785659470e-02
9.896130633469756503e+03,8.592266625513575451e-02
9.896130656326207827e+03,8.593465080469527007e-02
9.896130679182660970e+03,8.594663618844071429e-02
9.896130702039114112e+03,8.595862240541853050e-02
9.896130724895565436e+03,8.597060945467033255e-02
9.896130747752018578e+03,8.598259733810810490e-02
9.896130770608469902e+03,8.599458605381984921e-02
9.896130793464923045e+03,8.600657560371438581e-02
9.896130816321374368e+03,8.601856598588289438e-02
9.896130839177827511e+03,8.603055720223262703e-02
9.896130862034278834e+03,8.604254925085472183e-02
9.896130884890731977e+03,8.605454213365644478e-02
9.896130907747183301e+03,8.606653584872894780e-02
9.896130930603636443e+03,8.607853039798107897e-02
9.896130953460089586e+03,8.609052578045443826e-02
9.896130976316540909e+03,8.610252199519860539e-02
9.896130999172994052e+03,8.611451904411759894e-02
9.896131022029445376e+03,8.612651692530422232e-02
