Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.891595520833507180e+03,2.593833329848062696e+00
9.891595543725843527e+03,2.593833375661853680e+00
9.891595566618178054e+03,2.593833421476376078e+00
9.891595589510514401e+03,2.593833467291638328e+00
9.891595612402848928e+03,2.593833513107631550e+00
9.891595635295185275e+03,2.593833558924362848e+00
9.891595658187519803e+03,2.593833604741826449e+00
9.891595681079856149e+03,2.593833650560027237e+00
9.891595703972190677e+03,2.593833696378959441e+00
9.891595726864527023e+03,2.593833742198629277e+00
9.891595749756863370e+03,2.593833788019034081e+00
9.891595772649197897e+03,2.593833833840168079e+00
9.891595795541534244e+03,2.593833879662040598e+00
9.891595818433868772e+03,2.593833925484642311e+00
9.891595841326205118e+03,2.593833971307981212e+00
9.891595864218539646e+03,2.593834017132050640e+00
9.891595887110875992e+03,2.593834062956855924e+00
9.891595910003210520e+03,2.593834108782391290e+00
9.891595932895546866e+03,2.593834154608662956e+00
9.891595955787881394e+03,2.593834200435663373e+00
9.891595978680217740e+03,2.593834246263400534e+00
9.891596001572554087e+03,2.593834292091869109e+00
9.891596024464888615e+03,2.593834337921067323e+00
9.891596047357224961e+03,2.593834383751000505e+00
9.891596070249559489e+03,2.593834429581661993e+00
9.891596093141895835e+03,2.593834475413059337e+00
9.891596116034230363e+03,2.593834521245184099e+00
9.891596138926566709e+03,2.593834567078044273e+00
9.891596161818901237e+03,2.593834612911631865e+00
9.891596184711237584e+03,2.593834658745954425e+00
9.891596207603573930e+03,2.593834704581007511e+00
9.891596230495908458e+03,2.593834750416787571e+00
9.891596253388244804e+03,2.593834796253302599e+00
9.891596276280579332e+03,2.593834842090543713e+00
9.891596299172915678e+03,2.593834887928518906e+00
9.891596322065250206e+03,2.593834933767220630e+00
9.891596344957586552e+03,2.593834979606655988e+00
9.891596367849921080e+03,2.593835025446817877e+00
9.891596390742257427e+03,2.593835071287712513e+00
9.891596413634591954e+03,2.593835117129332790e+00
9.891596436526928301e+03,2.593835162971686703e+00
9.891596459419264647e+03,2.593835208814768922e+00
9.891596482311599175e+03,2.593835254658577227e+00
9.891596505203935521e+03,2.593835300503117391e+00
9.891596528096270049e+03,2.593835346348383197e+00
