Time (BJD_TBD - 2450000), F_f/F_star (ppm)
1.061386530092591420e+04,1.369936043301677557e+02
1.061386531688121431e+04,1.369931267391562812e+02
1.061386533283651261e+04,1.369926491409102027e+02
1.061386534879181272e+04,1.369921715353205798e+02
1.061386536474711102e+04,1.369916939224964949e+02
1.061386538070241113e+04,1.369912163023290930e+02
1.061386539665770943e+04,1.369907386749272860e+02
1.061386541261300954e+04,1.369902610401822471e+02
1.061386542856830783e+04,1.369897833982028885e+02
1.061386544452360795e+04,1.369893057488804686e+02
1.061386546047890624e+04,1.369888280923238426e+02
1.061386547643420636e+04,1.369883504284242406e+02
1.061386549238950465e+04,1.369878727572905746e+02
1.061386550834480477e+04,1.369873950788139894e+02
1.061386552430010306e+04,1.369869173931034823e+02
1.061386554025540318e+04,1.369864397000501981e+02
1.061386555621070147e+04,1.369859619997631057e+02
1.061386557216600158e+04,1.369854842921333216e+02
1.061386558812129988e+04,1.369850065772698713e+02
1.061386560407659999e+04,1.369845288550637576e+02
1.061386562003189829e+04,1.369840511256241484e+02
1.061386563598719840e+04,1.369835733888420748e+02
1.061386565194249670e+04,1.369830956448265340e+02
1.061386566789779681e+04,1.369826178934686141e+02
1.061386568385309511e+04,1.369821401348773406e+02
1.061386569980839522e+04,1.369816623689438586e+02
1.061386571576369352e+04,1.369811845957771652e+02
1.061386573171899363e+04,1.369807068152683485e+02
1.061386574767429192e+04,1.369802290275263488e+02
1.061386576362959204e+04,1.369797512324423394e+02
1.061386577958489033e+04,1.369792734301253745e+02
1.061386579554019045e+04,1.369787956204665136e+02
1.061386581149549056e+04,1.369783178035202411e+02
1.061386582745078886e+04,1.369778399793411552e+02
1.061386584340608897e+04,1.369773621478202870e+02
1.061386585936138727e+04,1.369768843090667758e+02
1.061386587531668738e+04,1.369764064629716245e+02
1.061386589127198567e+04,1.369759286096438586e+02
1.061386590722728579e+04,1.369754507489745663e+02
1.061386592318258408e+04,1.369749728810727731e+02
1.061386593913788420e+04,1.369744950058296240e+02
1.061386595509318249e+04,1.369740171233541162e+02
1.061386597104848261e+04,1.369735392335373092e+02
1.061386598700378090e+04,1.369730613364881719e+02
1.061386600295908102e+04,1.369725834320979345e+02
1.061386601891437931e+04,1.369721055204755089e+02
1.061386603486967942e+04,1.369716276015120684e+02
1.061386605082497772e+04,1.369711496753165534e+02
1.061386606678027783e+04,1.369706717417801087e+02
1.061386608273557613e+04,1.369701938010117601e+02
1.061386609869087624e+04,1.369697158529025671e+02
1.061386611464617454e+04,1.369692378975615838e+02
1.061386613060147465e+04,1.369687599348798699e+02
1.061386614655677295e+04,1.369682819649663941e+02
1.061386616251207306e+04,1.369678039877123865e+02
1.061386617846737136e+04,1.369673260032268161e+02
1.061386619442267147e+04,1.369668480114007139e+02
1.061386621037796976e+04,1.369663700123431624e+02
1.061386622633326988e+04,1.369658920059452214e+02
1.061386624228856817e+04,1.369654139923159164e+02
1.061386625824386829e+04,1.369649359713463639e+02
1.061386627419916658e+04,1.369644579431455895e+02
1.061386629015446670e+04,1.369639799076046245e+02
1.061386630610976681e+04,1.369635018647780385e+02
1.061386632206506511e+04,1.369630238147203727e+02
1.061386633802036522e+04,1.369625457573227720e+02
1.061386635397566351e+04,1.369620676926942622e+02
1.061386636993096363e+04,1.369615896207257890e+02
1.061386638588626192e+04,1.369611115415264635e+02
1.061386640184156204e+04,1.369606334549874020e+02
1.061386641779686033e+04,1.369601553612176872e+02
1.061386643375216045e+04,1.369596772601082932e+02
1.061386644970745874e+04,1.369591991517682175e+02
1.061386646566275886e+04,1.369587210360886615e+02
1.061386648161805715e+04,1.369582429131785943e+02
1.061386649757335726e+04,1.369577647829291323e+02
1.061386651352865556e+04,1.369572866454493010e+02
1.061386652948395567e+04,1.369568085006301317e+02
1.061386654543925397e+04,1.369563303485806784e+02
1.061386656139455408e+04,1.369558521891920009e+02
1.061386657734985238e+04,1.369553740225732383e+02
1.061386659330515249e+04,1.369548958486153651e+02
1.061386660926045079e+04,1.369544176674274354e+02
1.061386662521575090e+04,1.369539394789005371e+02
1.061386664117104920e+04,1.369534612831437244e+02
1.061386665712634931e+04,1.369529830800480283e+02
1.061386667308164760e+04,1.369525048697225884e+02
1.061386668903694772e+04,1.369520266520583220e+02
1.061386670499224601e+04,1.369515484271643686e+02
1.061386672094754613e+04,1.369510701949318161e+02
1.061386673690284442e+04,1.369505919554696902e+02
1.061386675285814454e+04,1.369501137086690221e+02
1.061386676881344283e+04,1.369496354546388659e+02
1.061386678476874295e+04,1.369491571932703380e+02
1.061386680072404306e+04,1.369486789246178944e+02
1.061386681667934135e+04,1.369482006487362185e+02
1.061386683263464147e+04,1.369477223655162845e+02
1.061386684858993976e+04,1.369472440750671467e+02
1.061386686454523988e+04,1.369467657772798930e+02
1.061386688050053817e+04,1.369462874722635775e+02
1.061386689645583829e+04,1.369458091599092313e+02
1.061386691241113658e+04,1.369453308403259655e+02
1.061386692836643670e+04,1.369448525134047259e+02
1.061386694432173499e+04,1.369443741792547087e+02
1.061386696027703510e+04,1.369438958377668598e+02
1.061386697623233340e+04,1.369434174890503755e+02
1.061386699218763351e+04,1.369429391329961163e+02
1.061386700814293181e+04,1.369424607697132785e+02
1.061386702409823192e+04,1.369419823990928933e+02
1.061386704005353022e+04,1.369415040212439578e+02
1.061386705600883033e+04,1.369410256360576170e+02
1.061386707196412863e+04,1.369405472436428965e+02
1.061386708791942874e+04,1.369400688438908276e+02
1.061386710387472704e+04,1.369395904369104926e+02
1.061386711983002715e+04,1.369391120225928660e+02
1.061386713578532544e+04,1.369386336010471723e+02
1.061386715174062556e+04,1.369381551721643007e+02
1.061386716769592385e+04,1.369376767360534188e+02
1.061386718365122397e+04,1.369371982926055011e+02
1.061386719960652226e+04,1.369367198419297438e+02
1.061386721556182238e+04,1.369362413839170358e+02
1.061386723151712067e+04,1.369357629186765450e+02
1.061386724747242079e+04,1.369352844460992173e+02
1.061386726342771908e+04,1.369348059662942489e+02
1.061386727938301919e+04,1.369343274791525857e+02
1.061386729533831931e+04,1.369338489847288258e+02
1.061386731129361760e+04,1.369333704830775957e+02
1.061386732724891772e+04,1.369328919740898129e+02
1.061386734320421601e+04,1.369324134578746452e+02
1.061386735915951613e+04,1.369319349343230385e+02
1.061386737511481442e+04,1.369314564035442174e+02
1.061386739107011454e+04,1.369309778654290710e+02
1.061386740702541283e+04,1.369304993200867671e+02
1.061386742298071294e+04,1.369300207674082515e+02
1.061386743893601124e+04,1.369295422075027489e+02
1.061386745489131135e+04,1.369290636402611767e+02
1.061386747084660965e+04,1.369285850657926744e+02
1.061386748680190976e+04,1.369281064839881594e+02
1.061386750275720806e+04,1.369276278949568564e+02
1.061386751871250817e+04,1.369271492985897112e+02
1.061386753466780647e+04,1.369266706949959200e+02
1.061386755062310658e+04,1.369261920840663151e+02
1.061386756657840488e+04,1.369257134659101496e+02
1.061386758253370499e+04,1.369252348404183692e+02
1.061386759848900329e+04,1.369247562077001419e+02
1.061386761444430340e+04,1.369242775676463850e+02
1.061386763039960169e+04,1.369237989203662949e+02
1.061386764635490181e+04,1.369233202657507604e+02
1.061386766231020010e+04,1.369228416039089780e+02
1.061386767826550022e+04,1.369223629347319502e+02
1.061386769422079851e+04,1.369218842583288449e+02
1.061386771017609863e+04,1.369214055745904943e+02
1.061386772613139692e+04,1.369209268836261515e+02
1.061386774208669704e+04,1.369204481853267055e+02
1.061386775804199533e+04,1.369199694798014662e+02
1.061386777399729544e+04,1.369194907669412089e+02
1.061386778995259556e+04,1.369190120468006171e+02
1.061386780590789385e+04,1.369185333194343173e+02
1.061386782186319397e+04,1.369180545847332269e+02
1.061386783781849226e+04,1.369175758428065137e+02
1.061386785377379238e+04,1.369170970935451521e+02
1.061386786972909067e+04,1.369166183370583667e+02
1.061386788568439079e+04,1.369161395732369613e+02
1.061386790163968908e+04,1.369156608021901036e+02
1.061386791759498919e+04,1.369151820238088817e+02
1.061386793355028749e+04,1.369147032382024065e+02
1.061386794950558760e+04,1.369142244452615671e+02
1.061386796546088590e+04,1.369137456450956165e+02
1.061386798141618601e+04,1.369132668375953870e+02
1.061386799737148431e+04,1.369127880228701883e+02
1.061386801332678442e+04,1.369123092008108529e+02
1.061386802928208272e+04,1.369118303715266336e+02
1.061386804523738283e+04,1.369113515349083343e+02
1.061386806119268113e+04,1.369108726910652933e+02
1.061386807714798124e+04,1.369103938398883429e+02
1.061386809310327953e+04,1.369099149814867644e+02
1.061386810905857965e+04,1.369094361157513617e+02
1.061386812501387794e+04,1.369089572427913879e+02
1.061386814096917806e+04,1.369084783624977604e+02
1.061386815692447635e+04,1.369079994749797038e+02
1.061386817287977647e+04,1.369075205801280504e+02
1.061386818883507476e+04,1.369070416780521100e+02
1.061386820479037488e+04,1.369065627686426581e+02
1.061386822074567317e+04,1.369060838520090329e+02
1.061386823670097328e+04,1.369056049280420666e+02
1.061386825265627158e+04,1.369051259968510124e+02
1.061386826861157169e+04,1.369046470583267308e+02
1.061386828456687181e+04,1.369041681125238199e+02
1.061386830052217010e+04,1.369036891594970484e+02
1.061386831647747022e+04,1.369032101991371917e+02
1.061386833243276851e+04,1.369027312315535312e+02
1.061386834838806863e+04,1.369022522566369560e+02
1.061386836434336692e+04,1.369017732744966338e+02
1.061386838029866703e+04,1.369012942850235106e+02
1.061386839625396533e+04,1.369008152883267826e+02
1.061386841220926544e+04,1.369003362842973672e+02
1.061386842816456374e+04,1.368998572730444891e+02
1.061386844411986385e+04,1.368993782544589521e+02
1.061386846007516215e+04,1.368988992286500945e+02
1.061386847603046226e+04,1.368984201955087201e+02
1.061386849198576056e+04,1.368979411551441672e+02
1.061386850794106067e+04,1.368974621074471827e+02
1.061386852389635897e+04,1.368969830525270197e+02
1.061386853985165908e+04,1.368965039902746810e+02
1.061386855580695737e+04,1.368960249207993058e+02
1.061386857176225749e+04,1.368955458439917834e+02
1.061386858771755578e+04,1.368950667599613666e+02
1.061386860367285590e+04,1.368945876685989163e+02
1.061386861962815419e+04,1.368941085700136284e+02
1.061386863558345431e+04,1.368936294640964491e+02
1.061386865153875260e+04,1.368931503509566312e+02
1.061386866749405272e+04,1.368926712304849787e+02
1.061386868344935101e+04,1.368921921027907729e+02
1.061386869940465112e+04,1.368917129677647893e+02
1.061386871535994942e+04,1.368912338255164798e+02
1.061386873131524953e+04,1.368907546759365061e+02
1.061386874727054783e+04,1.368902755191342919e+02
1.061386876322584794e+04,1.368897963550004704e+02
1.061386877918114624e+04,1.368893171836445219e+02
1.061386879513644635e+04,1.368888380049571936e+02
1.061386881109174647e+04,1.368883588189931970e+02
1.061386882704704476e+04,1.368878796258071020e+02
1.061386884300234487e+04,1.368874004252898544e+02
1.061386885895764317e+04,1.368869212175506505e+02
