Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.027292596064833924e+04,2.746242417464396457e+00
1.027292604692779969e+04,2.746497246380994017e+00
1.027292613320726196e+04,2.746752085979554892e+00
1.027292621948672240e+04,2.747006936249118514e+00
1.027292630576618467e+04,2.747261797200219124e+00
1.027292639204564512e+04,2.747516668821896157e+00
1.027292647832510738e+04,2.747771551124685629e+00
1.027292656460456783e+04,2.748026444097627419e+00
1.027292665088403010e+04,2.748281347751257098e+00
1.027292673716349054e+04,2.748536262074610992e+00
1.027292682344295281e+04,2.748791187078226894e+00
1.027292690972241326e+04,2.749046122751144239e+00
1.027292699600187370e+04,2.749301069098523786e+00
1.027292708228133597e+04,2.749556026125526742e+00
1.027292716856079642e+04,2.749810993821190763e+00
1.027292725484025868e+04,2.750065972196054087e+00
1.027292734111971913e+04,2.750320961239153927e+00
1.027292742739918140e+04,2.750575960961028521e+00
1.027292751367864184e+04,2.750830971350711529e+00
1.027292759995810411e+04,2.751085992418745185e+00
1.027292768623756456e+04,2.751341024154160930e+00
1.027292777251702682e+04,2.751596066567502330e+00
1.027292785879648727e+04,2.751851119647799937e+00
1.027292794507594954e+04,2.752106183405596873e+00
1.027292803135540998e+04,2.752361257829924135e+00
1.027292811763487043e+04,2.752616342925949589e+00
1.027292820391433270e+04,2.752871438698833995e+00
1.027292829019379315e+04,2.753126545137610570e+00
1.027292837647325541e+04,2.753381662252823325e+00
1.027292846275271586e+04,2.753636790033503257e+00
1.027292854903217813e+04,2.753891928490191709e+00
1.027292863531163857e+04,2.754147077611922789e+00
1.027292872159110084e+04,2.754402237409236509e+00
1.027292880787056129e+04,2.754657407871164754e+00
1.027292889415002355e+04,2.754912589008252866e+00
1.027292898042948400e+04,2.755167780809527844e+00
1.027292906670894445e+04,2.755422983280157556e+00
1.027292915298840671e+04,2.755678196425308091e+00
1.027292923926786716e+04,2.755933420234007336e+00
1.027292932554732943e+04,2.756188654716801523e+00
1.027292941182678987e+04,2.756443899862718094e+00
1.027292949810625214e+04,2.756699155682305058e+00
1.027292958438571259e+04,2.756954422164588081e+00
1.027292967066517485e+04,2.757209699320115170e+00
1.027292975694463530e+04,2.757464987137910661e+00
1.027292984322409757e+04,2.757720285628527446e+00
1.027292992950355801e+04,2.757975594780984530e+00
1.027293001578302028e+04,2.758230914605836581e+00
1.027293010206248073e+04,2.758486245092104827e+00
1.027293018834194118e+04,2.758741586244956245e+00
1.027293027462140344e+04,2.758996938069564919e+00
1.027293036090086389e+04,2.759252300554948967e+00
1.027293044718032615e+04,2.759507673711662168e+00
1.027293053345978660e+04,2.759763057528724417e+00
1.027293061973924887e+04,2.760018452016692603e+00
1.027293070601870932e+04,2.760273857164580846e+00
1.027293079229817158e+04,2.760529272982949145e+00
1.027293087857763203e+04,2.760784699460812508e+00
1.027293096485709430e+04,2.761040136608729600e+00
1.027293105113655474e+04,2.761295584415715876e+00
1.027293113741601519e+04,2.761551042886940532e+00
1.027293122369547746e+04,2.761806512027582539e+00
1.027293130997493790e+04,2.762061991826651575e+00
1.027293139625440017e+04,2.762317482294709414e+00
1.027293148253386062e+04,2.762572983420768402e+00
1.027293156881332288e+04,2.762828495215390312e+00
1.027293165509278333e+04,2.763084017667587045e+00
1.027293174137224560e+04,2.763339550787918597e+00
1.027293182765170604e+04,2.763595094565400423e+00
1.027293191393116831e+04,2.763850649010591187e+00
1.027293200021062876e+04,2.764106214112504123e+00
1.027293208649008920e+04,2.764361789876314202e+00
1.027293217276955147e+04,2.764617376307192842e+00
1.027293225904901192e+04,2.764872973394153721e+00
1.027293234532847418e+04,2.765128581147760389e+00
1.027293243160793463e+04,2.765384199557021638e+00
1.027293251788739690e+04,2.765639828632498798e+00
1.027293260416685735e+04,2.765895468363205545e+00
1.027293269044631961e+04,2.766151118759704097e+00
1.027293277672578006e+04,2.766406779811002803e+00
1.027293286300524233e+04,2.766662451527668765e+00
1.027293294928470277e+04,2.766918133898706778e+00
1.027293303556416504e+04,2.767173826934685721e+00
1.027293312184362549e+04,2.767429530624609058e+00
