Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.917309675925876945e+03,6.677493750669530073e+02
9.917309697571559809e+03,6.677676654202099371e+02
9.917309719217242673e+03,6.677859533184988550e+02
9.917309740862925537e+03,6.678042387616712858e+02
9.917309762508608401e+03,6.678225217495792094e+02
9.917309784154293084e+03,6.678408022836105147e+02
9.917309805799975948e+03,6.678590803605447945e+02
9.917309827445658811e+03,6.678773559817702790e+02
9.917309849091341675e+03,6.678956291471384930e+02
9.917309870737024539e+03,6.679138998565018710e+02
9.917309892382707403e+03,6.679321681097121655e+02
9.917309914028390267e+03,6.679504339066212424e+02
9.917309935674073131e+03,6.679686972470811952e+02
9.917309957319757814e+03,6.679869581324784349e+02
9.917309978965440678e+03,6.680052165595961924e+02
9.917310000611123542e+03,6.680234725298206513e+02
9.917310022256806405e+03,6.680417260430042461e+02
9.917310043902489269e+03,6.680599770989989565e+02
9.917310065548172133e+03,6.680782256976568760e+02
9.917310087193854997e+03,6.680964718388303254e+02
9.917310108839537861e+03,6.681147155223712844e+02
9.917310130485222544e+03,6.681329567496646860e+02
9.917310152130905408e+03,6.681511955174969444e+02
9.917310173776588272e+03,6.681694318272534474e+02
9.917310195422271136e+03,6.681876656787864022e+02
9.917310217067954000e+03,6.682058970719476747e+02
9.917310238713636863e+03,6.682241260065899269e+02
9.917310260359319727e+03,6.682423524825654795e+02
9.917310282005002591e+03,6.682605764997264259e+02
9.917310303650687274e+03,6.682787980594564488e+02
9.917310325296370138e+03,6.682970171585450316e+02
9.917310346942053002e+03,6.683152337983764255e+02
9.917310368587735866e+03,6.683334479788026101e+02
9.917310390233418730e+03,6.683516596996761336e+02
9.917310411879101594e+03,6.683698689608494306e+02
9.917310433524784457e+03,6.683880757621751627e+02
9.917310455170467321e+03,6.684062801035054235e+02
9.917310476816152004e+03,6.684244819862224176e+02
9.917310498461834868e+03,6.684426814071192666e+02
9.917310520107517732e+03,6.684608783675786299e+02
9.917310541753200596e+03,6.684790728674527145e+02
9.917310563398883460e+03,6.684972649065940686e+02
9.917310585044566324e+03,6.685154544848554679e+02
9.917310606690249188e+03,6.685336416020894603e+02
9.917310628335932051e+03,6.685518262581484805e+02
9.917310649981616734e+03,6.685700084544133688e+02
9.917310671627299598e+03,6.685881881876807711e+02
9.917310693272982462e+03,6.686063654593313004e+02
9.917310714918665326e+03,6.686245402692177322e+02
9.917310736564348190e+03,6.686427126171929558e+02
9.917310758210031054e+03,6.686608825031094057e+02
9.917310779855713918e+03,6.686790499268200847e+02
9.917310801501396782e+03,6.686972148881778821e+02
9.917310823147079645e+03,6.687153773870353461e+02
9.917310844792764328e+03,6.687335374247713844e+02
9.917310866438447192e+03,6.687516949981867356e+02
9.917310888084130056e+03,6.687698501086605347e+02
9.917310909729812920e+03,6.687880027560453300e+02
9.917310931375495784e+03,6.688061529401944654e+02
9.917310953021178648e+03,6.688243006609606027e+02
9.917310974666861512e+03,6.688424459181968587e+02
9.917310996312544376e+03,6.688605887117560087e+02
9.917311017958229058e+03,6.688787290430154826e+02
9.917311039603911922e+03,6.688968669087795433e+02
9.917311061249594786e+03,6.689150023104255069e+02
9.917311082895277650e+03,6.689331352478066037e+02
9.917311104540960514e+03,6.689512657207758366e+02
9.917311126186643378e+03,6.689693937291863222e+02
9.917311147832326242e+03,6.689875192728910633e+02
9.917311169478009106e+03,6.690056423517434041e+02
9.917311191123693789e+03,6.690237629671190689e+02
9.917311212769376652e+03,6.690418811158255039e+02
9.917311234415059516e+03,6.690599967992388883e+02
9.917311256060742380e+03,6.690781100172126798e+02
9.917311277706425244e+03,6.690962207695999950e+02
9.917311299352108108e+03,6.691143290562537231e+02
9.917311320997790972e+03,6.691324348770275492e+02
9.917311342643473836e+03,6.691505382317745898e+02
9.917311364289158519e+03,6.691686391218693188e+02
9.917311385934841383e+03,6.691867375441225931e+02
9.917311407580524246e+03,6.692048334999090002e+02
9.917311429226207110e+03,6.692229269890822252e+02
9.917311450871889974e+03,6.692410180114953846e+02
9.917311472517572838e+03,6.692591065670018224e+02
9.917311494163255702e+03,6.692771926554554511e+02
9.917311515808938566e+03,6.692952762767090462e+02
9.917311537454623249e+03,6.693133574321358310e+02
9.917311559100306113e+03,6.693314361185503003e+02
9.917311580745988977e+03,6.693495123373256774e+02
9.917311602391671840e+03,6.693675860883151927e+02
9.917311624037354704e+03,6.693856573713725311e+02
9.917311645683037568e+03,6.694037261863513777e+02
9.917311667328720432e+03,6.694217925331050765e+02
9.917311688974403296e+03,6.694398564114875398e+02
9.917311710620087979e+03,6.694579178228699448e+02
9.917311732265770843e+03,6.694759767640703103e+02
9.917311753911453707e+03,6.694940332364602682e+02
9.917311775557136571e+03,6.695120872398933898e+02
9.917311797202819434e+03,6.695301387742235875e+02
9.917311818848502298e+03,6.695481878393044326e+02
9.917311840494185162e+03,6.695662344349898376e+02
9.917311862139868026e+03,6.695842785611332602e+02
9.917311883785550890e+03,6.696023202175888400e+02
9.917311905431235573e+03,6.696203594057259352e+02
9.917311927076918437e+03,6.696383961223666574e+02
9.917311948722601301e+03,6.696564303688810469e+02
9.917311970368284165e+03,6.696744621451227886e+02
9.917311992013967028e+03,6.696924914509455675e+02
9.917312013659649892e+03,6.697105182862037509e+02
9.917312035305332756e+03,6.697285426507510238e+02
9.917312056951015620e+03,6.697465645444411848e+02
9.917312078596700303e+03,6.697645839686425688e+02
9.917312100242383167e+03,6.697826009201805846e+02
9.917312121888066031e+03,6.698006154004237942e+02
9.917312143533748895e+03,6.698186274092258827e+02
9.917312165179431759e+03,6.698366369464411036e+02
9.917312186825114622e+03,6.698546440119237104e+02
9.917312208470797486e+03,6.698726486055273881e+02
9.917312230116480350e+03,6.698906507271063901e+02
9.917312251762165033e+03,6.699086503780274597e+02
9.917312273407847897e+03,6.699266475551195299e+02
9.917312295053530761e+03,6.699446422597494575e+02
9.917312316699213625e+03,6.699626344917712686e+02
9.917312338344896489e+03,6.699806242510394441e+02
9.917312359990579353e+03,6.699986115374080100e+02
9.917312381636262216e+03,6.700165963507313336e+02
9.917312403281945080e+03,6.700345786908636683e+02
9.917312424927629763e+03,6.700525585591701656e+02
9.917312446573312627e+03,6.700705359524830556e+02
9.917312468218995491e+03,6.700885108721678307e+02
9.917312489864678355e+03,6.701064833180789719e+02
9.917312511510361219e+03,6.701244532900708464e+02
9.917312533156044083e+03,6.701424207879975938e+02
9.917312554801726947e+03,6.701603858117138088e+02
9.917312576447409810e+03,6.701783483610739722e+02
9.917312598093094493e+03,6.701963084374416439e+02
9.917312619738777357e+03,6.702142660376526919e+02
9.917312641384460221e+03,6.702322211630710171e+02
9.917312663030143085e+03,6.702501738135512142e+02
9.917312684675825949e+03,6.702681239889475364e+02
9.917312706321508813e+03,6.702860716891150332e+02
9.917312727967191677e+03,6.703040169139079580e+02
9.917312749612874541e+03,6.703219596631807917e+02
9.917312771258559223e+03,6.703398999382957300e+02
9.917312792904242087e+03,6.703578377360922786e+02
9.917312814549924951e+03,6.703757730579329746e+02
9.917312836195607815e+03,6.703937059036721848e+02
9.917312857841290679e+03,6.704116362731645040e+02
9.917312879486973543e+03,6.704295641662650951e+02
9.917312901132656407e+03,6.704474895828283252e+02
9.917312922778339271e+03,6.704654125227091299e+02
9.917312944424022135e+03,6.704833329857621038e+02
9.917312966069706818e+03,6.705012509733479646e+02
9.917312987715389681e+03,6.705191664823097426e+02
9.917313009361072545e+03,6.705370795140081555e+02
9.917313031006755409e+03,6.705549900682982525e+02
9.917313052652438273e+03,6.705728981450347419e+02
9.917313074298121137e+03,6.705908037440725593e+02
9.917313095943804001e+03,6.706087068652667540e+02
9.917313117589486865e+03,6.706266075084719205e+02
9.917313139235171548e+03,6.706445056750474123e+02
9.917313160880854412e+03,6.706624013618396702e+02
9.917313182526537275e+03,6.706802945702079342e+02
9.917313204172220139e+03,6.706981853000075944e+02
9.917313225817903003e+03,6.707160735510932454e+02
9.917313247463585867e+03,6.707339593233199366e+02
9.917313269109268731e+03,6.707518426165432857e+02
9.917313290754951595e+03,6.707697234306176597e+02
9.917313312400636278e+03,6.707876017669010480e+02
9.917313334046319142e+03,6.708054776222433020e+02
9.917313355692002006e+03,6.708233509980025246e+02
9.917313377337684869e+03,6.708412218940336516e+02
9.917313398983367733e+03,6.708590903101917320e+02
9.917313420629050597e+03,6.708769562463324974e+02
9.917313442274733461e+03,6.708948197023106559e+02
9.917313463920416325e+03,6.709126806779815979e+02
9.917313485566101008e+03,6.709305391747013800e+02
9.917313507211783872e+03,6.709483951893237190e+02
9.917313528857466736e+03,6.709662487232047852e+02
9.917313550503149600e+03,6.709840997761998551e+02
9.917313572148832463e+03,6.710019483481644329e+02
9.917313593794515327e+03,6.710197944389536815e+02
9.917313615440198191e+03,6.710376380484231049e+02
9.917313637085881055e+03,6.710554791764282072e+02
9.917313658731565738e+03,6.710733178243233397e+02
9.917313680377248602e+03,6.710911539889657433e+02
9.917313702022931466e+03,6.711089876717101106e+02
9.917313723668614330e+03,6.711268188724118318e+02
9.917313745314297194e+03,6.711446475909266383e+02
9.917313766959980057e+03,6.711624738271098067e+02
