Time (BJD_TBD - 2450000), L_d/L_star (ppm)
9.882460428240709007e+03,1.566402620921543587e+02
9.882460446256400246e+03,1.566430652494611593e+02
9.882460464272089666e+03,1.566458683703762063e+02
9.882460482287780906e+03,1.566486714554633579e+02
9.882460500303470326e+03,1.566514745041545211e+02
9.882460518319161565e+03,1.566542775170132984e+02
9.882460536334850985e+03,1.566570804934715966e+02
9.882460554350542225e+03,1.566598834340932456e+02
9.882460572366233464e+03,1.566626863385930619e+02
9.882460590381922884e+03,1.566654892066857485e+02
9.882460608397614124e+03,1.566682920389352489e+02
9.882460626413303544e+03,1.566710948347733563e+02
9.882460644428994783e+03,1.566738975947638153e+02
9.882460662444684203e+03,1.566767003183384759e+02
9.882460680460375443e+03,1.566795030060611680e+02
9.882460698476066682e+03,1.566823056576466229e+02
9.882460716491756102e+03,1.566851082728097140e+02
9.882460734507447341e+03,1.566879108521142427e+02
9.882460752523136762e+03,1.566907133949920592e+02
9.882460770538828001e+03,1.566935159020068795e+02
9.882460788554517421e+03,1.566963183725906106e+02
9.882460806570208661e+03,1.566991208073069686e+02
9.882460824585899900e+03,1.567019232058707985e+02
9.882460842601589320e+03,1.567047255679969737e+02
9.882460860617280559e+03,1.567075278942492673e+02
9.882460878632969980e+03,1.567103301840594725e+02
9.882460896648661219e+03,1.567131324379913906e+02
9.882460914664350639e+03,1.567159346554769002e+02
9.882460932680041878e+03,1.567187368370796605e+02
9.882460950695733118e+03,1.567215389825146588e+02
9.882460968711422538e+03,1.567243410914966262e+02
9.882460986727113777e+03,1.567271431645893642e+02
9.882461004742803198e+03,1.567299452012247514e+02
9.882461022758494437e+03,1.567327472019664754e+02
9.882461040774183857e+03,1.567355491662464999e+02
9.882461058789875096e+03,1.567383510946284275e+02
9.882461076805566336e+03,1.567411529868271884e+02
9.882461094821255756e+03,1.567439548425577414e+02
9.882461112836946995e+03,1.567467566623836603e+02
9.882461130852636416e+03,1.567495584457369091e+02
9.882461148868327655e+03,1.567523601931811470e+02
9.882461166884017075e+03,1.567551619041483946e+02
9.882461184899708314e+03,1.567579635792022259e+02
9.882461202915399554e+03,1.567607652180575428e+02
9.882461220931088974e+03,1.567635668204293893e+02
9.882461238946780213e+03,1.567663683868812541e+02
9.882461256962469633e+03,1.567691699168451009e+02
9.882461274978160873e+03,1.567719714108846745e+02
9.882461292993850293e+03,1.567747728684318815e+02
9.882461311009541532e+03,1.567775742900503531e+02
9.882461329025232772e+03,1.567803756754550193e+02
9.882461347040922192e+03,1.567831770243608389e+02
9.882461365056613431e+03,1.567859783373313576e+02
9.882461383072302851e+03,1.567887796137986527e+02
9.882461401087994091e+03,1.567915808543262131e+02
9.882461419103683511e+03,1.567943820583461445e+02
9.882461437119374750e+03,1.567971832264220495e+02
9.882461455135065989e+03,1.567999843582687447e+02
9.882461473150755410e+03,1.568027854536014161e+02
9.882461491166446649e+03,1.568055865129833251e+02
9.882461509182136069e+03,1.568083875358467481e+02
9.882461527197827309e+03,1.568111885227551170e+02
9.882461545213516729e+03,1.568139894731405661e+02
9.882461563229207968e+03,1.568167903875666127e+02
9.882461581244899207e+03,1.568195912657481870e+02
