Time (BJD_TBD - 2450000), L_d/L_star (ppm)
1.014846018518507481e+04,4.852616561855854077e-02
1.014846020605984813e+04,4.863223642395456126e-02
1.014846022693461964e+04,4.873842299534054956e-02
1.014846024780939297e+04,4.884472535111817476e-02
1.014846026868416629e+04,4.895114348192109582e-02
1.014846028955893780e+04,4.905767737835845660e-02
1.014846031043371113e+04,4.916432705886870230e-02
1.014846033130848264e+04,4.927109250476818803e-02
1.014846035218325596e+04,4.937797373454441696e-02
1.014846037305802929e+04,4.948497073879426500e-02
1.014846039393280080e+04,4.959208350805329596e-02
1.014846041480757413e+04,4.969931206089483328e-02
1.014846043568234745e+04,4.980665638785446159e-02
1.014846045655711896e+04,4.991411647946774471e-02
1.014846047743189229e+04,5.002169235434480304e-02
1.014846049830666561e+04,5.012938400302117958e-02
1.014846051918143712e+04,5.023719141597118160e-02
1.014846054005621045e+04,5.034511461189070114e-02
1.014846056093098196e+04,5.045315357182639238e-02
1.014846058180575528e+04,5.056130831452319840e-02
1.014846060268052861e+04,5.066957883044312383e-02
1.014846062355530012e+04,5.077796511003595387e-02
1.014846064443007344e+04,5.088646717205888570e-02
1.014846066530484677e+04,5.099508500696167679e-02
1.014846068617961828e+04,5.110381860516957642e-02
1.014846070705439161e+04,5.121266798550109384e-02
1.014846072792916493e+04,5.132163313836920343e-02
1.014846074880393644e+04,5.143071405416235753e-02
1.014846076967870977e+04,5.153991075177265235e-02
1.014846079055348127e+04,5.164922321205053790e-02
1.014846081142825460e+04,5.175865145393714062e-02
1.014846083230302793e+04,5.186819546779639772e-02
1.014846085317779944e+04,5.197785524394320927e-02
1.014846087405257276e+04,5.208763080137997215e-02
1.014846089492734609e+04,5.219752213045839029e-02
1.014846091580211760e+04,5.230752922144431272e-02
1.014846093667689092e+04,5.241765209341370246e-02
1.014846095755166243e+04,5.252789072704539680e-02
1.014846097842643576e+04,5.263824514143990163e-02
1.014846099930120909e+04,5.274871532688758108e-02
1.014846102017598059e+04,5.285930127362979680e-02
1.014846104105075392e+04,5.297000300081604329e-02
