Time (BJD_TBD - 2450000), L_total/L_star (ppm)
9.896128576389048249e+03,1.131242105508364148e+03
9.896128599245501391e+03,1.131269192368738914e+03
9.896128622101952715e+03,1.131296276999322799e+03
9.896128644958405857e+03,1.131323359404180110e+03
9.896128667814857181e+03,1.131350439578752002e+03
9.896128690671310324e+03,1.131377517527101418e+03
9.896128713527761647e+03,1.131404593244670878e+03
9.896128736384214790e+03,1.131431666735522185e+03
9.896128759240666113e+03,1.131458737995098318e+03
9.896128782097119256e+03,1.131485807027460851e+03
9.896128804953570580e+03,1.131512873828053898e+03
9.896128827810023722e+03,1.131539938400938127e+03
9.896128850666476865e+03,1.131567000743711560e+03
9.896128873522928188e+03,1.131594060853973588e+03
9.896128896379381331e+03,1.131621118735783739e+03
9.896128919235832655e+03,1.131648174384587946e+03
9.896128942092285797e+03,1.131675227804445058e+03
9.896128964948737121e+03,1.131702278990801688e+03
9.896128987805190263e+03,1.131729327947716911e+03
9.896129010661641587e+03,1.131756374670637115e+03
9.896129033518094730e+03,1.131783419163620465e+03
9.896129056374546053e+03,1.131810461422114713e+03
9.896129079230999196e+03,1.131837501450177569e+03
9.896129102087450519e+03,1.131864539243257241e+03
9.896129124943903662e+03,1.131891574805410755e+03
9.896129147800356805e+03,1.131918608134238639e+03
9.896129170656808128e+03,1.131945639227342326e+03
9.896129193513261271e+03,1.131972668088777482e+03
9.896129216369712594e+03,1.131999694713995041e+03
9.896129239226165737e+03,1.132026719107049757e+03
9.896129262082617061e+03,1.132053741263392340e+03
9.896129284939070203e+03,1.132080761187077997e+03
9.896129307795521527e+03,1.132107778873558118e+03
9.896129330651974669e+03,1.132134794326886777e+03
9.896129353508425993e+03,1.132161807542516726e+03
9.896129376364879136e+03,1.132188818524499766e+03
9.896129399221332278e+03,1.132215827270440741e+03
9.896129422077783602e+03,1.132242833777942451e+03
9.896129444934236744e+03,1.132269838051057150e+03
9.896129467790688068e+03,1.132296840085239182e+03
