Time (BJD_TBD - 2450000), L_g/L_star (ppm)
1.013184277777792886e+04,3.858660433851004257e+01
1.013184279854968190e+04,3.858638322610109839e+01
1.013184281932143494e+04,3.858616211217226777e+01
1.013184284009318799e+04,3.858594099672360045e+01
1.013184286086494103e+04,3.858571987975508932e+01
1.013184288163669407e+04,3.858549876126677702e+01
1.013184290240844712e+04,3.858527764125868487e+01
1.013184292318020016e+04,3.858505651973082706e+01
1.013184294395195320e+04,3.858483539668323914e+01
1.013184296472370625e+04,3.858461427211595662e+01
1.013184298549545929e+04,3.858439314602897952e+01
1.013184300626721233e+04,3.858417201842235045e+01
1.013184302703896537e+04,3.858395088929608363e+01
1.013184304781071842e+04,3.858372975865020038e+01
1.013184306858247146e+04,3.858350862648475044e+01
1.013184308935422450e+04,3.858328749279972669e+01
1.013184311012597936e+04,3.858306635757580949e+01
1.013184313089773241e+04,3.858284522085175183e+01
1.013184315166948545e+04,3.858262408260819853e+01
1.013184317244123849e+04,3.858240294284519933e+01
1.013184319321299154e+04,3.858218180156275423e+01
1.013184321398474458e+04,3.858196065876089875e+01
1.013184323475649762e+04,3.858173951443964711e+01
1.013184325552825067e+04,3.858151836859905615e+01
1.013184327630000371e+04,3.858129722123910454e+01
1.013184329707175675e+04,3.858107607235985625e+01
1.013184331784350979e+04,3.858085492196131838e+01
1.013184333861526284e+04,3.858063377004350514e+01
1.013184335938701588e+04,3.858041261660648047e+01
1.013184338015876892e+04,3.858019146165021596e+01
1.013184340093052197e+04,3.857997030517476844e+01
1.013184342170227501e+04,3.857974914718015924e+01
1.013184344247402805e+04,3.857952798766640257e+01
1.013184346324578109e+04,3.857930682663354105e+01
1.013184348401753414e+04,3.857908566408159601e+01
1.013184350478928718e+04,3.857886450001056744e+01
1.013184352556104022e+04,3.857864333442049798e+01
1.013184354633279327e+04,3.857842216731143736e+01
1.013184356710454631e+04,3.857820099868335717e+01
1.013184358787629935e+04,3.857797982853632135e+01
1.013184360864805240e+04,3.857775865687035122e+01
1.013184362941980544e+04,3.857753748368544677e+01
1.013184365019155848e+04,3.857731630898165776e+01
1.013184367096331152e+04,3.857709513275900548e+01
1.013184369173506457e+04,3.857687395501750416e+01
1.013184371250681761e+04,3.857665277575718221e+01
1.013184373327857065e+04,3.857643159497806806e+01
1.013184375405032551e+04,3.857621041266081363e+01
1.013184377482207856e+04,3.857598922884417902e+01
1.013184379559383160e+04,3.857576804350883037e+01
1.013184381636558464e+04,3.857554685665478900e+01
1.013184383713733769e+04,3.857532566828208331e+01
1.013184385790909073e+04,3.857510447839072754e+01
1.013184387868084377e+04,3.857488328698074298e+01
1.013184389945259682e+04,3.857466209405217228e+01
1.013184392022434986e+04,3.857444089960502254e+01
1.013184394099610290e+04,3.857421970363932218e+01
1.013184396176785594e+04,3.857399850615510672e+01
1.013184398253960899e+04,3.857377730715237618e+01
1.013184400331136203e+04,3.857355610663119450e+01
1.013184402408311507e+04,3.857333490459156167e+01
1.013184404485486812e+04,3.857311370103349191e+01
1.013184406562662116e+04,3.857289249595702785e+01
1.013184408639837420e+04,3.857267128936220502e+01
1.013184410717012724e+04,3.857245008124901631e+01
1.013184412794188029e+04,3.857222887161750435e+01
1.013184414871363333e+04,3.857200766046768337e+01
1.013184416948538637e+04,3.857178644779958887e+01
1.013184419025713942e+04,3.857156523361325640e+01
1.013184421102889246e+04,3.857134401790868594e+01
1.013184423180064550e+04,3.857112280068592014e+01
1.013184425257239855e+04,3.857090158194498741e+01
1.013184427334415159e+04,3.857068036168589487e+01
1.013184429411590463e+04,3.857045913990867092e+01
1.013184431488765767e+04,3.857023791661335110e+01
1.013184433565941072e+04,3.857001669179994252e+01
1.013184435643116376e+04,3.856979546546848070e+01
1.013184437720291680e+04,3.856957423761900117e+01
1.013184439797466985e+04,3.856935300825151103e+01
1.013184441874642471e+04,3.856913177734666931e+01
1.013184443951817775e+04,3.856891054494324322e+01
1.013184446028993079e+04,3.856868931102189180e+01
1.013184448106168384e+04,3.856846807558264345e+01
1.013184450183343688e+04,3.856824683862549108e+01
1.013184452260518992e+04,3.856802560015049863e+01
1.013184454337694297e+04,3.856780436015767322e+01
1.013184456414869601e+04,3.856758311864704325e+01
1.013184458492044905e+04,3.856736187561863005e+01
1.013184460569220209e+04,3.856714063107246204e+01
1.013184462646395514e+04,3.856691938500856054e+01
1.013184464723570818e+04,3.856669813742693975e+01
1.013184466800746122e+04,3.856647688832764231e+01
1.013184468877921427e+04,3.856625563771068244e+01
1.013184470955096731e+04,3.856603438557611696e+01
1.013184473032272035e+04,3.856581313192391747e+01
1.013184475109447339e+04,3.856559187675413369e+01
1.013184477186622644e+04,3.856537062006679406e+01
1.013184479263797948e+04,3.856514936186191989e+01
1.013184481340973252e+04,3.856492810213953248e+01
1.013184483418148557e+04,3.856470684089966738e+01
1.013184485495323861e+04,3.856448557814233880e+01
1.013184487572499165e+04,3.856426431386756803e+01
1.013184489649674470e+04,3.856404304807539773e+01
