Time (BJD_TBD - 2450000), L_c/L_star (ppm)
1.062594821759266779e+04,4.187078311668776109e+02
1.062594823627046208e+04,4.187122462791095927e+02
1.062594825494825454e+04,4.187166609225748743e+02
1.062594827362604883e+04,4.187210750981228671e+02
1.062594829230384312e+04,4.187254888053134891e+02
1.062594831098163559e+04,4.187299020437064883e+02
1.062594832965942987e+04,4.187343148141509914e+02
1.062594834833722416e+04,4.187387271162068600e+02
1.062594836701501663e+04,4.187431389494342397e+02
1.062594838569281092e+04,4.187475503146819165e+02
1.062594840437060520e+04,4.187519612115099790e+02
1.062594842304839767e+04,4.187563716394784592e+02
1.062594844172619196e+04,4.187607815994360863e+02
1.062594846040398625e+04,4.187651910909430057e+02
1.062594847908178053e+04,4.187696001139887585e+02
1.062594849775957300e+04,4.187740086681336606e+02
1.062594851643736729e+04,4.187784167542263276e+02
1.062594853511516158e+04,4.187828243718267345e+02
1.062594855379295404e+04,4.187872315204954248e+02
1.062594857247074833e+04,4.187916382010806160e+02
1.062594859114854262e+04,4.187960444131424538e+02
1.062594860982633509e+04,4.188004501562417659e+02
1.062594862850412937e+04,4.188048554312262013e+02
1.062594864718192366e+04,4.188092602376565310e+02
1.062594866585971613e+04,4.188136645750932416e+02
1.062594868453751042e+04,4.188180684443839823e+02
1.062594870321530470e+04,4.188224718450894670e+02
1.062594872189309717e+04,4.188268747767706373e+02
1.062594874057089146e+04,4.188312772402746305e+02
1.062594875924868575e+04,4.188356792351623881e+02
1.062594877792647821e+04,4.188400807609948515e+02
1.062594879660427250e+04,4.188444818186190446e+02
1.062594881528206679e+04,4.188488824075959087e+02
1.062594883395985926e+04,4.188532825274866127e+02
1.062594885263765354e+04,4.188576821791379530e+02
1.062594887131544783e+04,4.188620813621110415e+02
1.062594888999324030e+04,4.188664800759671039e+02
1.062594890867103459e+04,4.188708783215526523e+02
1.062594892734882887e+04,4.188752760984288557e+02
1.062594894602662316e+04,4.188796734065854821e+02
1.062594896470441563e+04,4.188840702455840983e+02
1.062594898338220992e+04,4.188884666162706480e+02
1.062594900206000420e+04,4.188928625182065844e+02
1.062594902073779667e+04,4.188972579509535876e+02
1.062594903941559096e+04,4.189016529153574311e+02
1.062594905809338525e+04,4.189060474109796814e+02
1.062594907677117772e+04,4.189104414373822465e+02
1.062594909544897200e+04,4.189148349954106720e+02
1.062594911412676629e+04,4.189192280846264680e+02
1.062594913280455876e+04,4.189236207045916558e+02
1.062594915148235305e+04,4.189280128561516108e+02
1.062594917016014733e+04,4.189324045388681270e+02
1.062594918883793980e+04,4.189367957523031691e+02
1.062594920751573409e+04,4.189411864973018851e+02
1.062594922619352838e+04,4.189455767734262395e+02
1.062594924487132084e+04,4.189499665802383674e+02
1.062594926354911513e+04,4.189543559185831327e+02
1.062594928222690942e+04,4.189587447880225000e+02
1.062594930090470189e+04,4.189631331881190022e+02
1.062594931958249617e+04,4.189675211197169347e+02
1.062594933826029046e+04,4.189719085823786600e+02
1.062594935693808293e+04,4.189762955756666543e+02
1.062594937561587722e+04,4.189806821004250992e+02
1.062594939429367150e+04,4.189850681562163572e+02
1.062594941297146579e+04,4.189894537430302535e+02
1.062594943164925826e+04,4.189938388604294346e+02
1.062594945032705255e+04,4.189982235092576275e+02
1.062594946900484683e+04,4.190026076890775357e+02
1.062594948768263930e+04,4.190069913994519197e+02
1.062594950636043359e+04,4.190113746412243927e+02
1.062594952503822788e+04,4.190157574139576013e+02
1.062594954371602034e+04,4.190201397172146471e+02
1.062594956239381463e+04,4.190245215518386317e+02
1.062594958107160892e+04,4.190289029173926565e+02
1.062594959974940139e+04,4.190332838134396525e+02
1.062594961842719567e+04,4.190376642408227212e+02
1.062594963710498996e+04,4.190420441991047937e+02
1.062594965578278243e+04,4.190464236878492557e+02
1.062594967446057672e+04,4.190508027078986402e+02
1.062594969313837100e+04,4.190551812588162761e+02
1.062594971181616347e+04,4.190595593401655492e+02
1.062594973049395776e+04,4.190639369527889357e+02
1.062594974917175205e+04,4.190683140962495941e+02
1.062594976784954451e+04,4.190726907701111372e+02
1.062594978652733880e+04,4.190770669752158710e+02
1.062594980520513309e+04,4.190814427111270675e+02
1.062594982388292556e+04,4.190858179774084533e+02
1.062594984256071984e+04,4.190901927749019364e+02
1.062594986123851413e+04,4.190945671031712436e+02
1.062594987991630842e+04,4.190989409622059725e+02
1.062594989859410089e+04,4.191033143515699635e+02
1.062594991727189517e+04,4.191076872721048403e+02
1.062594993594968946e+04,4.191120597233743297e+02
1.062594995462748193e+04,4.191164317049424994e+02
