Time (BJD_TBD - 2450000), L_b/L_star (ppm)
1.013184277777792886e+04,7.421502587441081005e+02
1.013184279854968190e+04,7.421713653006452205e+02
1.013184281932143494e+04,7.421924693883040618e+02
1.013184284009318799e+04,7.422135710069271681e+02
1.013184286086494103e+04,7.422346701563567422e+02
1.013184288163669407e+04,7.422557668364355550e+02
1.013184290240844712e+04,7.422768610470063777e+02
1.013184292318020016e+04,7.422979527879115267e+02
1.013184294395195320e+04,7.423190420589938867e+02
1.013184296472370625e+04,7.423401288600956605e+02
1.013184298549545929e+04,7.423612131910597327e+02
1.013184300626721233e+04,7.423822950517291019e+02
1.013184302703896537e+04,7.424033744419458571e+02
1.013184304781071842e+04,7.424244513615532242e+02
1.013184306858247146e+04,7.424455258103937467e+02
1.013184308935422450e+04,7.424665977883101959e+02
1.013184311012597936e+04,7.424876672969902529e+02
1.013184313089773241e+04,7.425087343325865277e+02
1.013184315166948545e+04,7.425297988967869287e+02
1.013184317244123849e+04,7.425508609894344545e+02
1.013184319321299154e+04,7.425719206103717625e+02
1.013184321398474458e+04,7.425929777594419647e+02
1.013184323475649762e+04,7.426140324364878325e+02
1.013184325552825067e+04,7.426350846413522504e+02
1.013184327630000371e+04,7.426561343738779897e+02
1.013184329707175675e+04,7.426771816339080488e+02
1.013184331784350979e+04,7.426982264212854261e+02
1.013184333861526284e+04,7.427192687358534613e+02
1.013184335938701588e+04,7.427403085774543570e+02
1.013184338015876892e+04,7.427613459459314527e+02
1.013184340093052197e+04,7.427823808411282016e+02
1.013184342170227501e+04,7.428034132628869202e+02
1.013184344247402805e+04,7.428244432110512889e+02
1.013184346324578109e+04,7.428454706854641927e+02
1.013184348401753414e+04,7.428664956859686299e+02
1.013184350478928718e+04,7.428875182124075991e+02
1.013184352556104022e+04,7.429085382646245534e+02
1.013184354633279327e+04,7.429295558424623778e+02
1.013184356710454631e+04,7.429505709457644116e+02
1.013184358787629935e+04,7.429715835743737671e+02
1.013184360864805240e+04,7.429925937281335564e+02
1.013184362941980544e+04,7.430136014068873465e+02
1.013184365019155848e+04,7.430346066104780220e+02
1.013184367096331152e+04,7.430556093387491501e+02
1.013184369173506457e+04,7.430766095915435017e+02
1.013184371250681761e+04,7.430976073687048711e+02
1.013184373327857065e+04,7.431186026700764842e+02
1.013184375405032551e+04,7.431395954973398830e+02
1.013184377482207856e+04,7.431605858466617747e+02
1.013184379559383160e+04,7.431815737197235876e+02
1.013184381636558464e+04,7.432025591163694571e+02
1.013184383713733769e+04,7.432235420364420406e+02
1.013184385790909073e+04,7.432445224797852461e+02
1.013184387868084377e+04,7.432655004462425268e+02
1.013184389945259682e+04,7.432864759356568811e+02
1.013184392022434986e+04,7.433074489478723308e+02
1.013184394099610290e+04,7.433284194827321016e+02
1.013184396176785594e+04,7.433493875400798743e+02
1.013184398253960899e+04,7.433703531197591019e+02
1.013184400331136203e+04,7.433913162216132378e+02
1.013184402408311507e+04,7.434122768454860761e+02
1.013184404485486812e+04,7.434332349912208429e+02
1.013184406562662116e+04,7.434541906586617870e+02
1.013184408639837420e+04,7.434751438476519070e+02
1.013184410717012724e+04,7.434960945580351108e+02
1.013184412794188029e+04,7.435170427896550791e+02
1.013184414871363333e+04,7.435379885423556061e+02
1.013184416948538637e+04,7.435589318159801451e+02
1.013184419025713942e+04,7.435798726103726040e+02
1.013184421102889246e+04,7.436008109253767770e+02
1.013184423180064550e+04,7.436217467608362313e+02
1.013184425257239855e+04,7.436426801165947609e+02
1.013184427334415159e+04,7.436636109924962739e+02
1.013184429411590463e+04,7.436845393883847919e+02
1.013184431488765767e+04,7.437054653041036545e+02
1.013184433565941072e+04,7.437263887394971107e+02
1.013184435643116376e+04,7.437473096944087274e+02
1.013184437720291680e+04,7.437682281686828674e+02
1.013184439797466985e+04,7.437891441621629838e+02
1.013184441874642471e+04,7.438100576765245933e+02
1.013184443951817775e+04,7.438309687079486139e+02
1.013184446028993079e+04,7.438518772581106759e+02
1.013184448106168384e+04,7.438727833268545737e+02
1.013184450183343688e+04,7.438936869140244426e+02
1.013184452260518992e+04,7.439145880194644178e+02
1.013184454337694297e+04,7.439354866430185211e+02
1.013184456414869601e+04,7.439563827845306605e+02
1.013184458492044905e+04,7.439772764438448576e+02
1.013184460569220209e+04,7.439981676208054751e+02
1.013184462646395514e+04,7.440190563152564209e+02
1.013184464723570818e+04,7.440399425270418305e+02
1.013184466800746122e+04,7.440608262560058392e+02
1.013184468877921427e+04,7.440817075019928097e+02
1.013184470955096731e+04,7.441025862648467637e+02
1.013184473032272035e+04,7.441234625444119501e+02
1.013184475109447339e+04,7.441443363405326181e+02
1.013184477186622644e+04,7.441652076530530167e+02
1.013184479263797948e+04,7.441860764818173948e+02
1.013184481340973252e+04,7.442069428266700015e+02
1.013184483418148557e+04,7.442278066874550859e+02
1.013184485495323861e+04,7.442486680640170107e+02
1.013184487572499165e+04,7.442695269562001386e+02
1.013184489649674470e+04,7.442903833638488322e+02
1.013184491726849774e+04,7.443112372868073408e+02
1.013184493804025078e+04,7.443320887249203679e+02
1.013184495881200382e+04,7.443529376780321627e+02
1.013184497958375687e+04,7.443737841459870879e+02
1.013184500035550991e+04,7.443946281286295061e+02
1.013184502112726295e+04,7.444154696258041213e+02
1.013184504189901600e+04,7.444363086373550686e+02
1.013184506267077086e+04,7.444571451649517257e+02
1.013184508344252390e+04,7.444779792047893352e+02
1.013184510421427694e+04,7.444988107585369335e+02
1.013184512498602999e+04,7.445196398260392243e+02
1.013184514575778303e+04,7.445404664071409115e+02
1.013184516652953607e+04,7.445612905016863579e+02
1.013184518730128912e+04,7.445821121095203807e+02
1.013184520807304216e+04,7.446029312304873429e+02
1.013184522884479520e+04,7.446237478644319481e+02
1.013184524961654824e+04,7.446445620111992412e+02
1.013184527038830129e+04,7.446653736706336986e+02
1.013184529116005433e+04,7.446861828425797967e+02
1.013184531193180737e+04,7.447069895268824666e+02
1.013184533270356042e+04,7.447277937233862986e+02
1.013184535347531346e+04,7.447485954319363373e+02
1.013184537424706650e+04,7.447693946523774002e+02
1.013184539501881954e+04,7.447901913845537365e+02
1.013184541579057259e+04,7.448109856283107320e+02
1.013184543656232563e+04,7.448317773834932041e+02
1.013184545733407867e+04,7.448525666499456293e+02
1.013184547810583172e+04,7.448733534275130523e+02
1.013184549887758476e+04,7.448941377160405182e+02
1.013184551964933780e+04,7.449149195153727305e+02
1.013184554042109085e+04,7.449356988253547343e+02
1.013184556119284389e+04,7.449564756458315742e+02
1.013184558196459693e+04,7.449772499766479541e+02
1.013184560273634997e+04,7.449980218176489188e+02
1.013184562350810302e+04,7.450187911686796269e+02
1.013184564427985606e+04,7.450395580295850095e+02
1.013184566505160910e+04,7.450603224002101115e+02
1.013184568582336215e+04,7.450810842803999776e+02
1.013184570659511701e+04,7.451018436718177327e+02
1.013184572736687005e+04,7.451226005706723754e+02
1.013184574813862309e+04,7.451433549786271442e+02
1.013184576891037614e+04,7.451641068955269702e+02
1.013184578968212918e+04,7.451848563212171257e+02
1.013184581045388222e+04,7.452056032555429965e+02
1.013184583122563527e+04,7.452263476983495138e+02
1.013184585199738831e+04,7.452470896494820636e+02
1.013184587276914135e+04,7.452678291087855769e+02
1.013184589354089439e+04,7.452885660761057807e+02
1.013184591431264744e+04,7.453093005512874925e+02
1.013184593508440048e+04,7.453300325341763255e+02
1.013184595585615352e+04,7.453507620246173246e+02
1.013184597662790657e+04,7.453714890224558758e+02
1.013184599739965961e+04,7.453922135275375922e+02
1.013184601817141265e+04,7.454129355397072914e+02
1.013184603894316569e+04,7.454336550588108139e+02
1.013184605971491874e+04,7.454543720846933184e+02
1.013184608048667178e+04,7.454750866172004180e+02
1.013184610125842482e+04,7.454957986561773851e+02
1.013184612203017787e+04,7.455165082014697191e+02
1.013184614280193091e+04,7.455372152529229197e+02
1.013184616357368395e+04,7.455579198103822591e+02
1.013184618434543700e+04,7.455786218736935780e+02
1.013184620511719004e+04,7.455993214427022622e+02
1.013184622588894308e+04,7.456200185172536976e+02
1.013184624666069612e+04,7.456407130971937249e+02
1.013184626743244917e+04,7.456614051823678437e+02
1.013184628820420221e+04,7.456820947726216673e+02
1.013184630897595525e+04,7.457027818678005815e+02
1.013184632974770830e+04,7.457234664677504270e+02
1.013184635051946316e+04,7.457441485741273937e+02
1.013184637129121620e+04,7.457648281831558279e+02
1.013184639206296924e+04,7.457855052964922606e+02
1.013184641283472229e+04,7.458061799139820778e+02
1.013184643360647533e+04,7.458268520354712336e+02
1.013184645437822837e+04,7.458475216608057963e+02
1.013184647514998142e+04,7.458681887898311516e+02
1.013184649592173446e+04,7.458888534223927991e+02
1.013184651669348750e+04,7.459095155583372616e+02
1.013184653746524054e+04,7.459301751975098114e+02
1.013184655823699359e+04,7.459508323397566301e+02
1.013184657900874663e+04,7.459714869849233310e+02
1.013184659978049967e+04,7.459921391328559821e+02
1.013184662055225272e+04,7.460127887834001967e+02
1.013184664132400576e+04,7.460334359364024976e+02
1.013184666209575880e+04,7.460540805917081570e+02
1.013184668286751184e+04,7.460747227491633566e+02
1.013184670363926489e+04,7.460953624086140508e+02
1.013184672441101793e+04,7.461159995699065348e+02
1.013184674518277097e+04,7.461366342328864221e+02
1.013184676595452402e+04,7.461572663973997805e+02
1.013184678672627706e+04,7.461778960632929056e+02
1.013184680749803010e+04,7.461985232304115243e+02
1.013184682826978315e+04,7.462191478986021593e+02
1.013184684904153619e+04,7.462397700677105377e+02
1.013184686981328923e+04,7.462603897375829547e+02
1.013184689058504227e+04,7.462810069080654785e+02
1.013184691135679532e+04,7.463016215790041770e+02
1.013184693212854836e+04,7.463222337502454593e+02
1.013184695290030140e+04,7.463428434216355072e+02
1.013184697367205445e+04,7.463634505930203886e+02
1.013184699444380749e+04,7.463840552642461716e+02
1.013184701521556235e+04,7.464046574369637028e+02
1.013184703598731539e+04,7.464252571074102889e+02
1.013184705675906844e+04,7.464458542772370038e+02
1.013184707753082148e+04,7.464664489462899155e+02
1.013184709830257452e+04,7.464870411144152058e+02
1.013184711907432757e+04,7.465076307814596248e+02
1.013184713984608061e+04,7.465282179472694679e+02
1.013184716061783365e+04,7.465488026116906894e+02
1.013184718138958669e+04,7.465693847745700396e+02
1.013184720216133974e+04,7.465899644357539273e+02
1.013184722293309278e+04,7.466105415950886481e+02
1.013184724370484582e+04,7.466311162524206111e+02
1.013184726447659887e+04,7.466516884075965663e+02
1.013184728524835191e+04,7.466722580604626955e+02
1.013184730602010495e+04,7.466928252108659763e+02
1.013184732679185799e+04,7.467133898586524765e+02
1.013184734756361104e+04,7.467339520036688327e+02
1.013184736833536408e+04,7.467545116457619088e+02
1.013184738910711712e+04,7.467750687847778863e+02
1.013184740987887017e+04,7.467956234205637429e+02
1.013184743065062321e+04,7.468161755529656602e+02
1.013184745142237625e+04,7.468367251818307295e+02
1.013184747219412930e+04,7.468572723070054735e+02
1.013184749296588234e+04,7.468778169283364150e+02
1.013184751373763538e+04,7.468983590456703041e+02
1.013184753450938842e+04,7.469188986588542321e+02
1.013184755528114147e+04,7.469394357677344942e+02
1.013184757605289451e+04,7.469599703721579544e+02
1.013184759682464755e+04,7.469805024719714766e+02
1.013184761759640060e+04,7.470010320670214696e+02
1.013184763836815364e+04,7.470215591571553659e+02
1.013184765913990850e+04,7.470420837440170772e+02
1.013184767991166154e+04,7.470626058238583482e+02
1.013184770068341459e+04,7.470831253983238867e+02
1.013184772145516763e+04,7.471036424672604426e+02
1.013184774222692067e+04,7.471241570305151072e+02
1.013184776299867372e+04,7.471446690879342896e+02
1.013184778377042676e+04,7.471651786393656494e+02
1.013184780454217980e+04,7.471856856846554820e+02
1.013184782531393284e+04,7.472061902236512196e+02
1.013184784608568589e+04,7.472266922561997262e+02
1.013184786685743893e+04,7.472471917821479792e+02
1.013184788762919197e+04,7.472676888013432972e+02
1.013184790840094502e+04,7.472881833136320893e+02
1.013184792917269806e+04,7.473086753188620150e+02
1.013184794994445110e+04,7.473291648168801657e+02
1.013184797071620414e+04,7.473496518075331778e+02
1.013184799148795719e+04,7.473701362906685972e+02
1.013184801225971023e+04,7.473906182661334014e+02
1.013184803303146327e+04,7.474110977337746817e+02
1.013184805380321632e+04,7.474315746934397566e+02
1.013184807457496936e+04,7.474520491449759447e+02
1.013184809534672240e+04,7.474725210882304509e+02
1.013184811611847545e+04,7.474929905230501390e+02
1.013184813689022849e+04,7.475134574492827824e+02
1.013184815766198153e+04,7.475339218667753585e+02
1.013184817843373457e+04,7.475543837753750722e+02
1.013184819920548762e+04,7.475748431749295833e+02
1.013184821997724066e+04,7.475953000652859828e+02
1.013184824074899370e+04,7.476157544462917031e+02
1.013184826152074675e+04,7.476362063177938353e+02
1.013184828229249979e+04,7.476566556796402665e+02
1.013184830306425465e+04,7.476771025334686556e+02
1.013184832383600769e+04,7.476975468755452994e+02
1.013184834460776074e+04,7.477179887075081979e+02
1.013184836537951378e+04,7.477384280292048970e+02
1.013184838615126682e+04,7.477588648404829428e+02
1.013184840692301987e+04,7.477792991411897674e+02
1.013184842769477291e+04,7.477997309311729168e+02
1.013184844846652595e+04,7.478201602102800507e+02
1.013184846923827899e+04,7.478405869783584876e+02
1.013184849001003204e+04,7.478610112352560009e+02
1.013184851078178508e+04,7.478814329808201364e+02
1.013184853155353812e+04,7.479018522148986676e+02
1.013184855232529117e+04,7.479222689373387993e+02
1.013184857309704421e+04,7.479426831479886459e+02
1.013184859386879725e+04,7.479630948466955260e+02
1.013184861464055030e+04,7.479835040333074403e+02
1.013184863541230334e+04,7.480039107076718210e+02
1.013184865618405638e+04,7.480243148696366688e+02
1.013184867695580942e+04,7.480447165190495298e+02
1.013184869772756247e+04,7.480651156557582908e+02
1.013184871849931551e+04,7.480855122796104979e+02
1.013184873927106855e+04,7.481059063904543791e+02
1.013184876004282160e+04,7.481262979881373667e+02
1.013184878081457464e+04,7.481466870725074614e+02
1.013184880158632768e+04,7.481670736434125502e+02
1.013184882235808072e+04,7.481874577007004063e+02
1.013184884312983377e+04,7.482078392442191443e+02
1.013184886390158681e+04,7.482282182738164238e+02
1.013184888467333985e+04,7.482485947893403591e+02
1.013184890544509290e+04,7.482689687906388372e+02
1.013184892621684594e+04,7.482893402775597451e+02
1.013184894698860080e+04,7.483097092517348301e+02
1.013184896776035384e+04,7.483300757094444862e+02
1.013184898853210689e+04,7.483504396523209152e+02
1.013184900930385993e+04,7.483708010802117769e+02
1.013184903007561297e+04,7.483911599929652994e+02
1.013184905084736602e+04,7.484115163904300516e+02
1.013184907161911906e+04,7.484318702724530112e+02
