Time (BJD_TBD - 2450000), L_d/L_star (ppm)
9.891595520833507180e+03,2.089618780457700211e+02
9.891595543725843527e+03,2.089601077844602059e+02
9.891595566618178054e+03,2.089583373989917447e+02
9.891595589510514401e+03,2.089565668890854795e+02
9.891595612402848928e+03,2.089547962550250304e+02
9.891595635295185275e+03,2.089530254965312963e+02
9.891595658187519803e+03,2.089512546138878690e+02
9.891595681079856149e+03,2.089494836068155621e+02
9.891595703972190677e+03,2.089477124755980810e+02
9.891595726864527023e+03,2.089459412199560973e+02
9.891595749756863370e+03,2.089441698400326857e+02
9.891595772649197897e+03,2.089423983359708075e+02
9.891595795541534244e+03,2.089406267074911341e+02
9.891595818433868772e+03,2.089388549548774847e+02
9.891595841326205118e+03,2.089370830778506445e+02
9.891595864218539646e+03,2.089353110766941484e+02
9.891595887110875992e+03,2.089335389511289236e+02
9.891595910003210520e+03,2.089317667014387041e+02
9.891595932895546866e+03,2.089299943273440192e+02
9.891595955787881394e+03,2.089282218291288018e+02
9.891595978680217740e+03,2.089264492065136949e+02
9.891596001572554087e+03,2.089246764596416597e+02
9.891596024464888615e+03,2.089229035886558563e+02
9.891596047357224961e+03,2.089211305932767857e+02
9.891596070249559489e+03,2.089193574737885228e+02
9.891596093141895835e+03,2.089175842299113981e+02
9.891596116034230363e+03,2.089158108619294296e+02
9.891596138926566709e+03,2.089140373695631467e+02
9.891596161818901237e+03,2.089122637530965392e+02
9.891596184711237584e+03,2.089104900122500794e+02
9.891596207603573930e+03,2.089087161471668139e+02
9.891596230495908458e+03,2.089069421579900165e+02
9.891596253388244804e+03,2.089051680444399892e+02
9.891596276280579332e+03,2.089033938068010059e+02
9.891596299172915678e+03,2.089016194447931127e+02
9.891596322065250206e+03,2.088998449587007826e+02
9.891596344957586552e+03,2.088980703482440617e+02
9.891596367849921080e+03,2.088962956137072524e+02
9.891596390742257427e+03,2.088945207548106282e+02
9.891596413634591954e+03,2.088927457718384630e+02
9.891596436526928301e+03,2.088909706645108599e+02
9.891596459419264647e+03,2.088891954329711780e+02
9.891596482311599175e+03,2.088874200773626626e+02
9.891596505203935521e+03,2.088856445974054736e+02
9.891596528096270049e+03,2.088838689933839703e+02
9.891596550988606396e+03,2.088820932650181703e+02
9.891596573880940923e+03,2.088803174125925182e+02
9.891596596773277270e+03,2.088785414358271737e+02
9.891596619665611797e+03,2.088767653350064393e+02
9.891596642557948144e+03,2.088749891098503895e+02
9.891596665450284490e+03,2.088732127605024118e+02
9.891596688342619018e+03,2.088714362871058654e+02
9.891596711234955364e+03,2.088696596893806827e+02
9.891596734127289892e+03,2.088678829676114503e+02
9.891596757019626239e+03,2.088661061215180439e+02
9.891596779911960766e+03,2.088643291513849647e+02
9.891596802804297113e+03,2.088625520569323442e+02
9.891596825696631640e+03,2.088607748384445415e+02
9.891596848588967987e+03,2.088589974956415745e+02
