Time (BJD_TBD - 2450000), L_d/L_star (ppm)
1.027292596064833924e+04,1.175170315054964476e+02
1.027292604692779969e+04,1.175022803243642642e+02
1.027292613320726196e+04,1.174875290161007797e+02
1.027292621948672240e+04,1.174727775815921831e+02
1.027292630576618467e+04,1.174580260204809292e+02
1.027292639204564512e+04,1.174432743336532212e+02
1.027292647832510738e+04,1.174285225207515140e+02
1.027292656460456783e+04,1.174137705826620532e+02
1.027292665088403010e+04,1.173990185190272371e+02
1.027292673716349054e+04,1.173842663307334249e+02
1.027292682344295281e+04,1.173695140174228158e+02
1.027292690972241326e+04,1.173547615799819539e+02
1.027292699600187370e+04,1.173400090183640998e+02
1.027292708228133597e+04,1.173252563325224855e+02
1.027292716856079642e+04,1.173105035233436695e+02
1.027292725484025868e+04,1.172957505904698365e+02
1.027292734111971913e+04,1.172809975347874740e+02
1.027292742739918140e+04,1.172662443559387953e+02
1.027292751367864184e+04,1.172514910548103728e+02
1.027292759995810411e+04,1.172367376310443632e+02
1.027292768623756456e+04,1.172219840855272111e+02
1.027292777251702682e+04,1.172072304179013145e+02
1.027292785879648727e+04,1.171924766290530044e+02
1.027292794507594954e+04,1.171777227186246648e+02
1.027292803135540998e+04,1.171629686875026550e+02
1.027292811763487043e+04,1.171482145356404203e+02
1.027292820391433270e+04,1.171334602629911927e+02
1.027292829019379315e+04,1.171187058704415307e+02
1.027292837647325541e+04,1.171039513576336191e+02
1.027292846275271586e+04,1.170891967254540731e+02
1.027292854903217813e+04,1.170744419735450492e+02
1.027292863531163857e+04,1.170596871027931343e+02
1.027292872159110084e+04,1.170449321128405415e+02
1.027292880787056129e+04,1.170301770045738721e+02
1.027292889415002355e+04,1.170154217776352681e+02
1.027292898042948400e+04,1.170006664329114585e+02
1.027292906670894445e+04,1.169859109703555475e+02
1.027292915298840671e+04,1.169711553899209804e+02
1.027292923926786716e+04,1.169563996924942870e+02
1.027292932554732943e+04,1.169416438777177092e+02
1.027292941182678987e+04,1.169268879464778479e+02
1.027292949810625214e+04,1.169121318984169449e+02
1.027292958438571259e+04,1.168973757344215585e+02
1.027292967066517485e+04,1.168826194541339447e+02
1.027292975694463530e+04,1.168678630584406619e+02
1.027292984322409757e+04,1.168531065469840087e+02
1.027292992950355801e+04,1.168383499206505292e+02
1.027293001578302028e+04,1.168235931790825362e+02
1.027293010206248073e+04,1.168088363231665454e+02
1.027293018834194118e+04,1.167940793528559595e+02
1.027293027462140344e+04,1.167793222681041101e+02
1.027293036090086389e+04,1.167645650697976833e+02
1.027293044718032615e+04,1.167498077575786937e+02
1.027293053345978660e+04,1.167350503323340121e+02
1.027293061973924887e+04,1.167202927937056955e+02
1.027293070601870932e+04,1.167055351425805156e+02
1.027293079229817158e+04,1.166907773786006715e+02
1.027293087857763203e+04,1.166760195026527782e+02
1.027293096485709430e+04,1.166612615143791061e+02
1.027293105113655474e+04,1.166465034146663697e+02
1.027293113741601519e+04,1.166317452034677871e+02
1.027293122369547746e+04,1.166169868807367465e+02
1.027293130997493790e+04,1.166022284473599484e+02
1.027293139625440017e+04,1.165874699029796346e+02
1.027293148253386062e+04,1.165727112484824204e+02
1.027293156881332288e+04,1.165579524835106326e+02
