Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.014093855324061587e+04,4.040229747228203649e+01
1.014093857208740883e+04,4.040466461381654284e+01
1.014093859093419996e+04,4.040703180719138743e+01
1.014093860978099292e+04,4.040939905286148104e+01
1.014093862862778406e+04,4.041176635036784859e+01
1.014093864747457701e+04,4.041413370016542217e+01
1.014093866632136815e+04,4.041650110179522670e+01
1.014093868516816110e+04,4.041886855571219428e+01
1.014093870401495224e+04,4.042123606145731429e+01
1.014093872286174519e+04,4.042360361948556857e+01
1.014093874170853633e+04,4.042597122933793230e+01
1.014093876055532928e+04,4.042833889146938020e+01
1.014093877940212042e+04,4.043070660542088746e+01
1.014093879824891337e+04,4.043307437164743590e+01
1.014093881709570451e+04,4.043544218968996518e+01
1.014093883594249746e+04,4.043781006000351397e+01
1.014093885478928860e+04,4.044017798212897929e+01
1.014093887363608155e+04,4.044254595652143536e+01
1.014093889248287269e+04,4.044491398272176497e+01
1.014093891132966564e+04,4.044728206118501390e+01
1.014093893017645678e+04,4.044965019145206497e+01
1.014093894902324973e+04,4.045201837397803502e+01
1.014093896787004269e+04,4.045438660853229607e+01
1.014093898671683382e+04,4.045675489488429122e+01
1.014093900556362678e+04,4.045912323348911599e+01
1.014093902441041791e+04,4.046149162388761766e+01
1.014093904325721087e+04,4.046386006653487755e+01
1.014093906210400201e+04,4.046622856097176424e+01
1.014093908095079496e+04,4.046859710765341589e+01
1.014093909979758610e+04,4.047096570612058741e+01
1.014093911864437905e+04,4.047333435682846670e+01
1.014093913749117019e+04,4.047570305931783707e+01
1.014093915633796314e+04,4.047807181404388643e+01
1.014093917518475428e+04,4.048044062054735548e+01
1.014093919403154723e+04,4.048280947928346052e+01
1.014093921287833837e+04,4.048517838979291383e+01
1.014093923172513132e+04,4.048754735253095305e+01
1.014093925057192246e+04,4.048991636703829755e+01
1.014093926941871541e+04,4.049228543377019918e+01
1.014093928826550655e+04,4.049465455226733468e+01
1.014093930711229950e+04,4.049702372298497721e+01
1.014093932595909064e+04,4.049939294546378932e+01
1.014093934480588359e+04,4.050176222015907967e+01
1.014093936365267473e+04,4.050413154661146109e+01
1.014093938249946768e+04,4.050650092527629909e+01
1.014093940134626064e+04,4.050887035592286622e+01
1.014093942019305177e+04,4.051123983832044217e+01
1.014093943903984473e+04,4.051360937292439246e+01
1.014093945788663586e+04,4.051597895927528725e+01
1.014093947673342882e+04,4.051834859782852760e+01
1.014093949558021995e+04,4.052071828812464105e+01
1.014093951442701291e+04,4.052308803061904285e+01
1.014093953327380405e+04,4.052545782485228898e+01
1.014093955212059700e+04,4.052782767127977337e+01
1.014093957096738814e+04,4.053019756944201646e+01
1.014093958981418109e+04,4.053256751979445482e+01
1.014093960866097223e+04,4.053493752187760180e+01
1.014093962750776518e+04,4.053730757614691527e+01
1.014093964635455632e+04,4.053967768214287304e+01
1.014093966520134927e+04,4.054204784032094011e+01
1.014093968404814041e+04,4.054441805022158007e+01
1.014093970289493336e+04,4.054678831230029346e+01
1.014093972174172450e+04,4.054915862609752253e+01
1.014093974058851745e+04,4.055152899206877493e+01
1.014093975943530859e+04,4.055389940975450713e+01
1.014093977828210154e+04,4.055626987961019125e+01
1.014093979712889450e+04,4.055864040140507143e+01
1.014093981597568563e+04,4.056101097490829943e+01
1.014093983482247859e+04,4.056338160057546105e+01
1.014093985366926972e+04,4.056575227794690619e+01
1.014093987251606268e+04,4.056812300747823485e+01
1.014093989136285381e+04,4.057049378870977563e+01
1.014093991020964677e+04,4.057286462209716404e+01
1.014093992905643790e+04,4.057523550718072869e+01
1.014093994790323086e+04,4.057760644441606246e+01
1.014093996675002199e+04,4.057997743334349394e+01
1.014093998559681495e+04,4.058234847441867288e+01
1.014094000444360609e+04,4.058471956718188522e+01
1.014094002329039904e+04,4.058709071208880204e+01
1.014094004213719018e+04,4.058946190867970216e+01
1.014094006098398313e+04,4.059183315741023534e+01
1.014094007983077427e+04,4.059420445782068043e+01
1.014094009867756722e+04,4.059657581036674401e+01
1.014094011752435836e+04,4.059894721458864097e+01
1.014094013637115131e+04,4.060131867094209213e+01
1.014094015521794245e+04,4.060369017896734789e+01
1.014094017406473540e+04,4.060606173912010064e+01
1.014094019291152654e+04,4.060843335094056528e+01
1.014094021175831949e+04,4.061080501488449812e+01
1.014094023060511245e+04,4.061317673072100121e+01
1.014094024945190358e+04,4.061554849821910551e+01
1.014094026829869654e+04,4.061792031783460999e+01
1.014094028714548767e+04,4.062029218910767980e+01
1.014094030599228063e+04,4.062266411249409970e+01
1.014094032483907176e+04,4.062503608753399220e+01
1.014094034368586472e+04,4.062740811468319890e+01
1.014094036253265585e+04,4.062978019348182812e+01
1.014094038137944881e+04,4.063215232438570723e+01
1.014094040022623994e+04,4.063452450693496587e+01
1.014094041907303290e+04,4.063689674158541720e+01
1.014094043791982403e+04,4.063926902787716244e+01
1.014094045676661699e+04,4.064164136626607160e+01
1.014094047561340813e+04,4.064401375629218904e+01
1.014094049446020108e+04,4.064638619841145584e+01
1.014094051330699222e+04,4.064875869216385240e+01
1.014094053215378517e+04,4.065113123800532691e+01
1.014094055100057631e+04,4.065350383547590241e+01
1.014094056984736926e+04,4.065587648503151286e+01
1.014094058869416040e+04,4.065824918621211026e+01
1.014094060754095335e+04,4.066062193947370673e+01
1.014094062638774631e+04,4.066299474458526220e+01
1.014094064523453744e+04,4.066536760131572237e+01
1.014094066408133040e+04,4.066774051012110647e+01
1.014094068292812153e+04,4.067011347054133097e+01
1.014094070177491449e+04,4.067248648303243641e+01
1.014094072062170562e+04,4.067485954713428953e+01
1.014094073946849858e+04,4.067723266330298060e+01
1.014094075831528971e+04,4.067960583107837635e+01
1.014094077716208267e+04,4.068197905091654576e+01
1.014094079600887380e+04,4.068435232235735555e+01
1.014094081485566676e+04,4.068672564585688178e+01
1.014094083370245789e+04,4.068909902095496989e+01
1.014094085254925085e+04,4.069147244810775987e+01
1.014094087139604198e+04,4.069384592685501900e+01
1.014094089024283494e+04,4.069621945765292992e+01
1.014094090908962608e+04,4.069859304004127409e+01
1.014094092793641903e+04,4.070096667447618444e+01
1.014094094678321017e+04,4.070334036049745663e+01
1.014094096563000312e+04,4.070571409856125911e+01
1.014094098447679426e+04,4.070808788820737334e+01
1.014094100332358721e+04,4.071046172989194645e+01
