Time (BJD_TBD - 2450000), F_star + F_e (mJy)
9.903683680555783212e+03,2.557686548776430424e+00
9.903683703452748887e+03,2.557686543721324757e+00
9.903683726349714561e+03,2.557686538666248843e+00
9.903683749246680236e+03,2.557686533611201796e+00
9.903683772143645911e+03,2.557686528556183614e+00
9.903683795040611585e+03,2.557686523501194298e+00
9.903683817937577260e+03,2.557686518446234292e+00
9.903683840834542934e+03,2.557686513391302707e+00
9.903683863731508609e+03,2.557686508336400433e+00
9.903683886628474283e+03,2.557686503281527912e+00
9.903683909525439958e+03,2.557686498226683369e+00
9.903683932422405633e+03,2.557686493171868136e+00
9.903683955319371307e+03,2.557686488117082213e+00
9.903683978216336982e+03,2.557686483062324712e+00
9.903684001113302656e+03,2.557686478007596520e+00
9.903684024010268331e+03,2.557686472952897638e+00
9.903684046907234006e+03,2.557686467898227178e+00
9.903684069804199680e+03,2.557686462843586028e+00
9.903684092701163536e+03,2.557686457788974632e+00
9.903684115598129210e+03,2.557686452734391214e+00
9.903684138495094885e+03,2.557686447679837549e+00
9.903684161392060560e+03,2.557686442625312306e+00
9.903684184289026234e+03,2.557686437570816818e+00
9.903684207185991909e+03,2.557686432516349306e+00
9.903684230082957583e+03,2.557686427461911549e+00
9.903684252979923258e+03,2.557686422407503102e+00
9.903684275876888933e+03,2.557686417353123076e+00
9.903684298773854607e+03,2.557686412298772360e+00
9.903684321670820282e+03,2.557686407244450955e+00
9.903684344567785956e+03,2.557686402190158415e+00
9.903684367464751631e+03,2.557686397135894296e+00
9.903684390361717305e+03,2.557686392081659932e+00
9.903684413258682980e+03,2.557686387027454433e+00
9.903684436155648655e+03,2.557686381973278689e+00
9.903684459052614329e+03,2.557686376919130922e+00
9.903684481949580004e+03,2.557686371865012909e+00
9.903684504846545678e+03,2.557686366810923762e+00
9.903684527743511353e+03,2.557686361756863480e+00
9.903684550640477028e+03,2.557686356702832509e+00
9.903684573537442702e+03,2.557686351648830847e+00
9.903684596434408377e+03,2.557686346594858051e+00
9.903684619331374051e+03,2.557686341540914565e+00
9.903684642228339726e+03,2.557686336486999945e+00
9.903684665125305401e+03,2.557686331433113747e+00
9.903684688022271075e+03,2.557686326379257746e+00
9.903684710919236750e+03,2.557686321325430612e+00
9.903684733816202424e+03,2.557686316271631899e+00
9.903684756713168099e+03,2.557686311217863384e+00
9.903684779610133774e+03,2.557686306164122847e+00
9.903684802507099448e+03,2.557686301110412064e+00
9.903684825404065123e+03,2.557686296056730590e+00
9.903684848301030797e+03,2.557686291003077539e+00
9.903684871197996472e+03,2.557686285949454241e+00
9.903684894094960327e+03,2.557686280895860254e+00
9.903684916991926002e+03,2.557686275842294688e+00
9.903684939888891677e+03,2.557686270788758875e+00
9.903684962785857351e+03,2.557686265735251929e+00
9.903684985682823026e+03,2.557686260681773849e+00
9.903685008579788700e+03,2.557686255628325522e+00
9.903685031476754375e+03,2.557686250574905618e+00
9.903685054373720050e+03,2.557686245521515023e+00
9.903685077270685724e+03,2.557686240468154182e+00
9.903685100167651399e+03,2.557686235414822207e+00
9.903685123064617073e+03,2.557686230361519097e+00
9.903685145961582748e+03,2.557686225308244854e+00
9.903685168858548423e+03,2.557686220254999920e+00
9.903685191755514097e+03,2.557686215201784741e+00
9.903685214652479772e+03,2.557686210148598427e+00
9.903685237549445446e+03,2.557686205095440979e+00
9.903685260446411121e+03,2.557686200042313285e+00
9.903685283343376796e+03,2.557686194989214012e+00
9.903685306240342470e+03,2.557686189936144494e+00
9.903685329137308145e+03,2.557686184883104286e+00
9.903685352034273819e+03,2.557686179830092943e+00
9.903685374931239494e+03,2.557686174777110466e+00
9.903685397828205168e+03,2.557686169724157743e+00
9.903685420725170843e+03,2.557686164671233886e+00
9.903685443622136518e+03,2.557686159618339339e+00
9.903685466519102192e+03,2.557686154565474101e+00
9.903685489416067867e+03,2.557686149512637730e+00
9.903685512313033541e+03,2.557686144459830668e+00
9.903685535209999216e+03,2.557686139407052917e+00
9.903685558106964891e+03,2.557686134354304475e+00
9.903685581003930565e+03,2.557686129301585343e+00
9.903685603900896240e+03,2.557686124248895077e+00
9.903685626797861914e+03,2.557686119196234120e+00
9.903685649694827589e+03,2.557686114143602030e+00
9.903685672591793264e+03,2.557686109090999693e+00
9.903685695488757119e+03,2.557686104038427111e+00
9.903685718385722794e+03,2.557686098985882950e+00
9.903685741282688468e+03,2.557686093933368099e+00
9.903685764179654143e+03,2.557686088880882114e+00
