Time (BJD_TBD - 2450000), L_b/L_star (ppm)
9.880038437500130385e+03,4.439960544508699058e+02
9.880038456059855889e+03,4.439644093585055771e+02
9.880038474619583212e+03,4.439327640684663265e+02
9.880038493179308716e+03,4.439011185871431167e+02
9.880038511739036039e+03,4.438694729085219706e+02
9.880038530298761543e+03,4.438378270389943623e+02
9.880038548858488866e+03,4.438061809725458602e+02
9.880038567418214370e+03,4.437745347155678814e+02
9.880038585977941693e+03,4.437428882620453123e+02
9.880038604537667197e+03,4.437112416183708774e+02
9.880038623097394520e+03,4.436795947785294061e+02
9.880038641657120024e+03,4.436479477489126566e+02
9.880038660216847347e+03,4.436163005235059131e+02
9.880038678776572851e+03,4.435846531087007634e+02
9.880038697336298355e+03,4.435530055015842663e+02
9.880038715896025678e+03,4.435213576992435947e+02
9.880038734455751182e+03,4.434897097080701656e+02
9.880038753015478505e+03,4.434580615220493200e+02
9.880038771575204009e+03,4.434264131475730437e+02
9.880038790134931332e+03,4.433947645786264502e+02
9.880038808694656836e+03,4.433631158216013546e+02
9.880038827254384159e+03,4.433314668704829842e+02
9.880038845814109663e+03,4.432998177316632678e+02
9.880038864373836986e+03,4.432681683991273189e+02
9.880038882933562491e+03,4.432365188792673507e+02
9.880038901493289814e+03,4.432048691660680788e+02
9.880038920053015318e+03,4.431732192659214320e+02
9.880038938612740822e+03,4.431415691759149240e+02
9.880038957172468145e+03,4.431099188931344770e+02
9.880038975732193649e+03,4.430782684239729861e+02
9.880038994291920972e+03,4.430466177624146553e+02
9.880039012851646476e+03,4.430149669148520957e+02
9.880039031411373799e+03,4.429833158752698523e+02
9.880039049971099303e+03,4.429516646500608203e+02
9.880039068530826626e+03,4.429200132332090902e+02
9.880039087090552130e+03,4.428883616311075002e+02
9.880039105650279453e+03,4.428567098377404818e+02
9.880039124210004957e+03,4.428250578595007596e+02
9.880039142769732280e+03,4.427934056903726514e+02
9.880039161329457784e+03,4.427617533367487681e+02
9.880039179889183288e+03,4.427301007957158845e+02
9.880039198448910611e+03,4.426984480643602637e+02
9.880039217008636115e+03,4.426667951490749147e+02
9.880039235568363438e+03,4.426351420438437572e+02
9.880039254128088942e+03,4.426034887550597432e+02
9.880039272687816265e+03,4.425718352767073611e+02
9.880039291247541769e+03,4.425401816151793923e+02
9.880039309807269092e+03,4.425085277644598705e+02
9.880039328366994596e+03,4.424768737309423159e+02
9.880039346926721919e+03,4.424452195086098527e+02
9.880039365486447423e+03,4.424135651038563992e+02
9.880039384046174746e+03,4.423819105106657616e+02
9.880039402605900250e+03,4.423502557354312330e+02
9.880039421165625754e+03,4.423186007752386786e+02
9.880039439725353077e+03,4.422869456271744752e+02
9.880039458285078581e+03,4.422552902976322002e+02
9.880039476844805904e+03,4.422236347805954324e+02
9.880039495404531408e+03,4.421919790824574648e+02
9.880039513964258731e+03,4.421603231972020467e+02
9.880039532523984235e+03,4.421286671312230965e+02
9.880039551083711558e+03,4.420970108785037382e+02
9.880039569643437062e+03,4.420653544454377197e+02
9.880039588203164385e+03,4.420336978260084493e+02
9.880039606762889889e+03,4.420020410266099020e+02
9.880039625322617212e+03,4.419703840412253726e+02
9.880039643882342716e+03,4.419387268762487793e+02
9.880039662442068220e+03,4.419070695287656463e+02
9.880039681001795543e+03,4.418754119958621231e+02
9.880039699561521047e+03,4.418437542839324692e+02
9.880039718121248370e+03,4.418120963869596380e+02
9.880039736680973874e+03,4.417804383113374911e+02
9.880039755240701197e+03,4.417487800510494935e+02
9.880039773800426701e+03,4.417171216124892794e+02
9.880039792360154024e+03,4.416854629896404276e+02
9.880039810919879528e+03,4.416538041888966859e+02
9.880039829479606851e+03,4.416221452042414057e+02
9.880039848039332355e+03,4.415904860420684486e+02
9.880039866599059678e+03,4.415588266963611090e+02
9.880039885158785182e+03,4.415271671735135328e+02
9.880039903718510686e+03,4.414955074706111873e+02
9.880039922278238009e+03,4.414638475847401651e+02
9.880039940837963513e+03,4.414321875222949529e+02
9.880039959397690836e+03,4.414005272772579360e+02
9.880039977957416340e+03,4.413688668560238852e+02
9.880039996517143663e+03,4.413372062525754131e+02
9.880040015076869167e+03,4.413055454733066654e+02
9.880040033636596490e+03,4.412738845122010503e+02
9.880040052196321994e+03,4.412422233756526566e+02
9.880040070756049317e+03,4.412105620576442107e+02
9.880040089315774821e+03,4.411789005645702559e+02
9.880040107875502144e+03,4.411472388904134050e+02
9.880040126435227648e+03,4.411155770415684856e+02
9.880040144994953152e+03,4.410839150151210220e+02
9.880040163554680475e+03,4.410522528081564815e+02
9.880040182114405980e+03,4.410205904270695214e+02
9.880040200674133303e+03,4.409889278658429248e+02
9.880040219233858807e+03,4.409572651308712352e+02
9.880040237793586130e+03,4.409256022161368378e+02
9.880040256353311634e+03,4.408939391280346740e+02
9.880040274913038957e+03,4.408622758605472427e+02
9.880040293472764461e+03,4.408306124200694285e+02
9.880040312032491784e+03,4.407989488005833323e+02
9.880040330592217288e+03,4.407672850084837251e+02
9.880040349151944611e+03,4.407356210377534467e+02
9.880040367711670115e+03,4.407039568947873818e+02
9.880040386271395619e+03,4.406722925766708272e+02
9.880040404831122942e+03,4.406406280804887956e+02
9.880040423390848446e+03,4.406089634126370242e+02
9.880040441950575769e+03,4.405772985670973299e+02
9.880040460510301273e+03,4.405456335502649949e+02
9.880040479070028596e+03,4.405139683561218362e+02
9.880040497629754100e+03,4.404823029910634773e+02
9.880040516189481423e+03,4.404506374490716212e+02
9.880040534749206927e+03,4.404189717365418346e+02
9.880040553308934250e+03,4.403873058474555364e+02
9.880040571868659754e+03,4.403556397882085776e+02
9.880040590428387077e+03,4.403239735527829453e+02
9.880040608988112581e+03,4.402923071475738652e+02
9.880040627547838085e+03,4.402606405696665774e+02
9.880040646107565408e+03,4.402289738161460946e+02
9.880040664667290912e+03,4.401973068934078697e+02
9.880040683227018235e+03,4.401656397954341173e+02
9.880040701786743739e+03,4.401339725286204612e+02
9.880040720346471062e+03,4.401023050869479789e+02
