Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.065014266203716397e+04,4.134686413258114612e+01
1.065014268332748725e+04,4.134847904284189468e+01
1.065014270461781052e+04,4.135009397469524828e+01
1.065014272590813380e+04,4.135170892814041821e+01
1.065014274719845707e+04,4.135332390317659446e+01
1.065014276848878217e+04,4.135493889994100414e+01
1.065014278977910544e+04,4.135655391815692639e+01
1.065014281106942872e+04,4.135816895796153148e+01
1.065014283235975199e+04,4.135978401935408755e+01
1.065014285365007527e+04,4.136139910233375616e+01
1.065014287494039854e+04,4.136301420689980546e+01
1.065014289623072182e+04,4.136462933305146095e+01
1.065014291752104509e+04,4.136624448078792682e+01
1.065014293881136837e+04,4.136785965010841437e+01
1.065014296010169346e+04,4.136947484115017915e+01
1.065014298139201674e+04,4.137109005363641501e+01
1.065014300268234001e+04,4.137270528770437750e+01
1.065014302397266329e+04,4.137432054335327081e+01
1.065014304526298656e+04,4.137593582058230623e+01
1.065014306655330984e+04,4.137755111939071639e+01
1.065014308784363311e+04,4.137916643977774811e+01
1.065014310913395639e+04,4.138078178174259136e+01
1.065014313042427966e+04,4.138239714528447877e+01
1.065014315171460476e+04,4.138401253054065165e+01
1.065014317300492803e+04,4.138562793723430389e+01
1.065014319429525131e+04,4.138724336550267680e+01
1.065014321558557458e+04,4.138885881534498878e+01
1.065014323687589786e+04,4.139047428676045115e+01
1.065014325816622113e+04,4.139208977974829651e+01
1.065014327945654441e+04,4.139370529430777168e+01
1.065014330074686768e+04,4.139532083043805244e+01
1.065014332203719096e+04,4.139693638813841403e+01
1.065014334332751605e+04,4.139855196754606936e+01
1.065014336461783932e+04,4.140016756838418388e+01
1.065014338590816260e+04,4.140178319079004154e+01
1.065014340719848587e+04,4.140339883476283944e+01
1.065014342848880915e+04,4.140501450030179598e+01
1.065014344977913242e+04,4.140663018740613666e+01
1.065014347106945570e+04,4.140824589607510831e+01
1.065014349235977897e+04,4.140986162630790801e+01
1.065014351365010225e+04,4.141147737810377549e+01
1.065014353494042734e+04,4.141309315159996629e+01
1.065014355623075062e+04,4.141470894651961032e+01
1.065014357752107389e+04,4.141632476299999865e+01
1.065014359881139717e+04,4.141794060104033548e+01
1.065014362010172044e+04,4.141955646063983920e+01
1.065014364139204372e+04,4.142117234179773533e+01
1.065014366268236699e+04,4.142278824451326358e+01
1.065014368397269027e+04,4.142440416878562104e+01
1.065014370526301354e+04,4.142602011461406164e+01
1.065014372655333864e+04,4.142763608213584803e+01
1.065014374784366191e+04,4.142925207107406749e+01
1.065014376913398519e+04,4.143086808156603951e+01
1.065014379042430846e+04,4.143248411361096117e+01
1.065014381171463174e+04,4.143410016720805089e+01
1.065014383300495501e+04,4.143571624235654838e+01
1.065014385429527829e+04,4.143733233905568625e+01
1.065014387558560156e+04,4.143894845730464027e+01
1.065014389687592484e+04,4.144056459710269280e+01
1.065014391816624993e+04,4.144218075858710648e+01
1.065014393945657321e+04,4.144379694148094728e+01
1.065014396074689648e+04,4.144541314592154180e+01
1.065014398203721976e+04,4.144702937190808711e+01
1.065014400332754303e+04,4.144864561943982295e+01
1.065014402461786631e+04,4.145026188851595350e+01
1.065014404590818958e+04,4.145187817913572559e+01
1.065014406719851286e+04,4.145349449129832919e+01
1.065014408848883613e+04,4.145511082500303246e+01
1.065014410977916123e+04,4.145672718038711224e+01
1.065014413106948450e+04,4.145834355717361319e+01
1.065014415235980778e+04,4.145995995549986191e+01
1.065014417365013105e+04,4.146157637536506257e+01
1.065014419494045433e+04,4.146319281676846913e+01
1.065014421623077760e+04,4.146480927970927155e+01
1.065014423752110088e+04,4.146642576418670245e+01
1.065014425881142415e+04,4.146804227019998734e+01
1.065014428010174743e+04,4.146965879774834463e+01
1.065014430139207252e+04,4.147127534696913642e+01
1.065014432268239580e+04,4.147289191758531501e+01
1.065014434397271907e+04,4.147450850973424963e+01
1.065014436526304235e+04,4.147612512341513735e+01
1.065014438655336562e+04,4.147774175862723212e+01
1.065014440784368890e+04,4.147935841536972390e+01
1.065014442913401217e+04,4.148097509364185242e+01
1.065014445042433545e+04,4.148259179344282899e+01
1.065014447171465872e+04,4.148420851477187909e+01
1.065014449300498381e+04,4.148582525776639329e+01
1.065014451429530709e+04,4.148744202214927412e+01
1.065014453558563036e+04,4.148905880805790503e+01
1.065014455687595364e+04,4.149067561549149730e+01
1.065014457816627691e+04,4.149229244444930487e+01
1.065014459945660019e+04,4.149390929493050351e+01
1.065014462074692347e+04,4.149552616693433293e+01
1.065014464203724674e+04,4.149714306046002577e+01
1.065014466332757002e+04,4.149875997550678619e+01
1.065014468461789511e+04,4.150037691221202607e+01
1.065014470590821838e+04,4.150199387029861242e+01
1.065014472719854166e+04,4.150361084990397131e+01
1.065014474848886493e+04,4.150522785102727141e+01
1.065014476977918821e+04,4.150684487366777375e+01
1.065014479106951148e+04,4.150846191782471095e+01
1.065014481235983476e+04,4.151007898349725878e+01
1.065014483365015803e+04,4.151169607068465695e+01
1.065014485494048131e+04,4.151331317938615939e+01
1.065014487623080640e+04,4.151493030973911402e+01
1.065014489752112968e+04,4.151654746146642339e+01
1.065014491881145295e+04,4.151816463470549934e+01
1.065014494010177623e+04,4.151978182945551055e+01
1.065014496139209950e+04,4.152139904571573226e+01
1.065014498268242278e+04,4.152301628348537577e+01
1.065014500397274605e+04,4.152463354276364527e+01
1.065014502526306933e+04,4.152625082354977337e+01
1.065014504655339260e+04,4.152786812584297849e+01
1.065014506784371770e+04,4.152948544978066536e+01
1.065014508913404097e+04,4.153110279508570812e+01
1.065014511042436425e+04,4.153272016189547600e+01
1.065014513171468752e+04,4.153433755020920870e+01
1.065014515300501080e+04,4.153595496002613174e+01
1.065014517429533407e+04,4.153757239134549195e+01
1.065014519558565735e+04,4.153918984416647220e+01
1.065014521687598062e+04,4.154080731848830510e+01
1.065014523816630390e+04,4.154242481431022327e+01
1.065014525945662899e+04,4.154404233176962435e+01
1.065014528074695227e+04,4.154565987058936116e+01
1.065014530203727554e+04,4.154727743090683845e+01
1.065014532332759882e+04,4.154889501272126751e+01
1.065014534461792209e+04,4.155051261603189516e+01
1.065014536590824537e+04,4.155213024083794693e+01
1.065014538719856864e+04,4.155374788713862699e+01
1.065014540848889192e+04,4.155536555493314665e+01
1.065014542977921519e+04,4.155698324422075274e+01
1.065014545106954029e+04,4.155860095513885000e+01
