Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.013184277777792886e+04,6.582296185339121166e+02
1.013184279854968190e+04,6.582483384096979080e+02
1.013184281932143494e+04,6.582670560957802763e+02
1.013184284009318799e+04,6.582857715920198416e+02
1.013184286086494103e+04,6.583044848982766553e+02
1.013184288163669407e+04,6.583231960144111099e+02
1.013184290240844712e+04,6.583419049402839391e+02
1.013184292318020016e+04,6.583606116757551945e+02
1.013184294395195320e+04,6.583793162206852685e+02
1.013184296472370625e+04,6.583980185749347811e+02
1.013184298549545929e+04,6.584167187383640112e+02
1.013184300626721233e+04,6.584354167108336924e+02
1.013184302703896537e+04,6.584541124922038762e+02
1.013184304781071842e+04,6.584728060823355236e+02
1.013184306858247146e+04,6.584914974810887998e+02
1.013184308935422450e+04,6.585101866883245521e+02
1.013184311012597936e+04,6.585288737055394677e+02
1.013184313089773241e+04,6.585475585293210088e+02
1.013184315166948545e+04,6.585662411611666585e+02
1.013184317244123849e+04,6.585849216009369229e+02
1.013184319321299154e+04,6.586035998484921947e+02
1.013184321398474458e+04,6.586222759036933212e+02
1.013184323475649762e+04,6.586409497664010360e+02
1.013184325552825067e+04,6.586596214364758453e+02
1.013184327630000371e+04,6.586782909137782553e+02
1.013184329707175675e+04,6.586969581981692272e+02
1.013184331784350979e+04,6.587156232895093808e+02
1.013184333861526284e+04,6.587342861876596771e+02
1.013184335938701588e+04,6.587529468924802813e+02
1.013184338015876892e+04,6.587716054038323819e+02
1.013184340093052197e+04,6.587902617215767123e+02
1.013184342170227501e+04,6.588089158455738925e+02
1.013184344247402805e+04,6.588275677756849973e+02
1.013184346324578109e+04,6.588462175117706465e+02
1.013184348401753414e+04,6.588648650536918012e+02
1.013184350478928718e+04,6.588835104013090813e+02
1.013184352556104022e+04,6.589021535544835615e+02
1.013184354633279327e+04,6.589207945130762027e+02
1.013184356710454631e+04,6.589394332769477387e+02
1.013184358787629935e+04,6.589580698459591304e+02
1.013184360864805240e+04,6.589767042199713387e+02
1.013184362941980544e+04,6.589953363988454385e+02
1.013184365019155848e+04,6.590139663824422769e+02
1.013184367096331152e+04,6.590325941706227013e+02
1.013184369173506457e+04,6.590512197632479001e+02
1.013184371250681761e+04,6.590698431601788343e+02
1.013184373327857065e+04,6.590884643612765785e+02
1.013184375405032551e+04,6.591070833680325904e+02
1.013184377482207856e+04,6.591257001770469515e+02
1.013184379559383160e+04,6.591443147898112329e+02
1.013184381636558464e+04,6.591629272061866232e+02
1.013184383713733769e+04,6.591815374260341969e+02
1.013184385790909073e+04,6.592001454492152561e+02
1.013184387868084377e+04,6.592187512755907619e+02
1.013184389945259682e+04,6.592373549050217889e+02
1.013184392022434986e+04,6.592559563373697529e+02
1.013184394099610290e+04,6.592745555724957285e+02
1.013184396176785594e+04,6.592931526102610178e+02
1.013184398253960899e+04,6.593117474505268092e+02
1.013184400331136203e+04,6.593303400931544047e+02
1.013184402408311507e+04,6.593489305380049927e+02
1.013184404485486812e+04,6.593675187849397616e+02
1.013184406562662116e+04,6.593861048338202409e+02
1.013184408639837420e+04,6.594046886845076187e+02
1.013184410717012724e+04,6.594232703368631974e+02
1.013184412794188029e+04,6.594418497907482788e+02
1.013184414871363333e+04,6.594604270460243924e+02
1.013184416948538637e+04,6.594790021025527267e+02
1.013184419025713942e+04,6.594975749601949246e+02
1.013184421102889246e+04,6.595161456188124021e+02
1.013184423180064550e+04,6.595347140782661199e+02
1.013184425257239855e+04,6.595532803384180625e+02
1.013184427334415159e+04,6.595718443991294180e+02
1.013184429411590463e+04,6.595904062602617159e+02
1.013184431488765767e+04,6.596089659216764858e+02
1.013184433565941072e+04,6.596275233832351432e+02
1.013184435643116376e+04,6.596460786447993314e+02
1.013184437720291680e+04,6.596646317062305798e+02
1.013184439797466985e+04,6.596831825673905314e+02
1.013184441874642471e+04,6.597017312297647322e+02
1.013184443951817775e+04,6.597202776899663377e+02
1.013184446028993079e+04,6.597388219494812347e+02
1.013184448106168384e+04,6.597573640081711801e+02
1.013184450183343688e+04,6.597759038658978170e+02
1.013184452260518992e+04,6.597944415225226749e+02
1.013184454337694297e+04,6.598129769779076241e+02
1.013184456414869601e+04,6.598315102319141943e+02
1.013184458492044905e+04,6.598500412844041421e+02
1.013184460569220209e+04,6.598685701352391106e+02
1.013184462646395514e+04,6.598870967842810842e+02
1.013184464723570818e+04,6.599056212313914784e+02
1.013184466800746122e+04,6.599241434764323913e+02
1.013184468877921427e+04,6.599426635192654658e+02
1.013184470955096731e+04,6.599611813597524588e+02
1.013184473032272035e+04,6.599796969977552408e+02
1.013184475109447339e+04,6.599982104331357959e+02
1.013184477186622644e+04,6.600167216657557674e+02
1.013184479263797948e+04,6.600352306954770256e+02
1.013184481340973252e+04,6.600537375221616685e+02
1.013184483418148557e+04,6.600722421456714528e+02
1.013184485495323861e+04,6.600907445658682491e+02
1.013184487572499165e+04,6.601092447826141552e+02
1.013184489649674470e+04,6.601277427957709278e+02
1.013184491726849774e+04,6.601462386052006650e+02
1.013184493804025078e+04,6.601647322107654645e+02
1.013184495881200382e+04,6.601832236123271969e+02
1.013184497958375687e+04,6.602017128097478462e+02
1.013184500035550991e+04,6.602201998028895105e+02
1.013184502112726295e+04,6.602386845916141738e+02
1.013184504189901600e+04,6.602571671757839340e+02
1.013184506267077086e+04,6.602756475568792212e+02
1.013184508344252390e+04,6.602941257315254688e+02
1.013184510421427694e+04,6.603126017012029934e+02
1.013184512498602999e+04,6.603310754657741199e+02
1.013184514575778303e+04,6.603495470251011739e+02
1.013184516652953607e+04,6.603680163790459119e+02
1.013184518730128912e+04,6.603864835274707730e+02
1.013184520807304216e+04,6.604049484702379686e+02
1.013184522884479520e+04,6.604234112072095968e+02
1.013184524961654824e+04,6.604418717382479826e+02
1.013184527038830129e+04,6.604603300632153378e+02
1.013184529116005433e+04,6.604787861819738737e+02
1.013184531193180737e+04,6.604972400943860293e+02
1.013184533270356042e+04,6.605156918003140163e+02
1.013184535347531346e+04,6.605341412996201598e+02
1.013184537424706650e+04,6.605525885921668987e+02
1.013184539501881954e+04,6.605710336778163310e+02
1.013184541579057259e+04,6.605894765564310092e+02
1.013184543656232563e+04,6.606079172278732585e+02
1.013184545733407867e+04,6.606263556920055180e+02
1.013184547810583172e+04,6.606447919486901128e+02
1.013184549887758476e+04,6.606632259977897093e+02
1.013184551964933780e+04,6.606816578391664052e+02
1.013184554042109085e+04,6.607000874726828670e+02
1.013184556119284389e+04,6.607185148982017608e+02
1.013184558196459693e+04,6.607369401155852984e+02
1.013184560273634997e+04,6.607553631246960322e+02
1.013184562350810302e+04,6.607737839253964012e+02
1.013184564427985606e+04,6.607922025175491854e+02
1.013184566505160910e+04,6.608106189010169373e+02
1.013184568582336215e+04,6.608290330756620961e+02
1.013184570659511701e+04,6.608474450429596345e+02
1.013184572736687005e+04,6.608658547995473782e+02
1.013184574813862309e+04,6.608842623469004138e+02
1.013184576891037614e+04,6.609026676848812940e+02
1.013184578968212918e+04,6.609210708133529124e+02
1.013184581045388222e+04,6.609394717321778217e+02
1.013184583122563527e+04,6.609578704412186880e+02
1.013184585199738831e+04,6.609762669403382915e+02
1.013184587276914135e+04,6.609946612293992985e+02
1.013184589354089439e+04,6.610130533082646025e+02
1.013184591431264744e+04,6.610314431767967562e+02
1.013184593508440048e+04,6.610498308348586534e+02
1.013184595585615352e+04,6.610682162823129602e+02
1.013184597662790657e+04,6.610865995190226840e+02
1.013184599739965961e+04,6.611049805448506049e+02
1.013184601817141265e+04,6.611233593596593892e+02
1.013184603894316569e+04,6.611417359633121578e+02
1.013184605971491874e+04,6.611601103556714634e+02
1.013184608048667178e+04,6.611784825366007681e+02
1.013184610125842482e+04,6.611968525059622834e+02
1.013184612203017787e+04,6.612152202636194716e+02
1.013184614280193091e+04,6.612335858094349987e+02
1.013184616357368395e+04,6.612519491432718723e+02
1.013184618434543700e+04,6.612703102649930997e+02
1.013184620511719004e+04,6.612886691744616883e+02
1.013184622588894308e+04,6.613070258715406453e+02
1.013184624666069612e+04,6.613253803560928645e+02
1.013184626743244917e+04,6.613437326279815807e+02
1.013184628820420221e+04,6.613620826870700284e+02
1.013184630897595525e+04,6.613804305332207605e+02
1.013184632974770830e+04,6.613987761662972389e+02
1.013184635051946316e+04,6.614171195877684113e+02
1.013184637129121620e+04,6.614354607942852908e+02
1.013184639206296924e+04,6.614537997873172799e+02
1.013184641283472229e+04,6.614721365667272721e+02
1.013184643360647533e+04,6.614904711323787296e+02
1.013184645437822837e+04,6.615088034841346598e+02
1.013184647514998142e+04,6.615271336218584111e+02
1.013184649592173446e+04,6.615454615454131044e+02
1.013184651669348750e+04,6.615637872546619747e+02
1.013184653746524054e+04,6.615821107494683702e+02
1.013184655823699359e+04,6.616004320296955257e+02
1.013184657900874663e+04,6.616187510952066759e+02
1.013184659978049967e+04,6.616370679458650557e+02
1.013184662055225272e+04,6.616553825815343544e+02
1.013184664132400576e+04,6.616736950020776931e+02
1.013184666209575880e+04,6.616920052073581928e+02
1.013184668286751184e+04,6.617103131972394294e+02
1.013184670363926489e+04,6.617286189715848650e+02
1.013184672441101793e+04,6.617469225302578479e+02
1.013184674518277097e+04,6.617652238731217267e+02
1.013184676595452402e+04,6.617835230000399633e+02
1.013184678672627706e+04,6.618018199108761337e+02
1.013184680749803010e+04,6.618201146054935862e+02
1.013184682826978315e+04,6.618384070837560103e+02
1.013184684904153619e+04,6.618566973455266407e+02
1.013184686981328923e+04,6.618749853906690532e+02
1.013184689058504227e+04,6.618932712190468237e+02
1.013184691135679532e+04,6.619115548305236416e+02
1.013184693212854836e+04,6.619298362249629690e+02
1.013184695290030140e+04,6.619481154022282681e+02
1.013184697367205445e+04,6.619663923621833419e+02
1.013184699444380749e+04,6.619846671046916526e+02
1.013184701521556235e+04,6.620029396312171457e+02
1.013184703598731539e+04,6.620212099384227713e+02
1.013184705675906844e+04,6.620394780277728159e+02
1.013184707753082148e+04,6.620577438991308554e+02
1.013184709830257452e+04,6.620760075523603518e+02
1.013184711907432757e+04,6.620942689873254494e+02
1.013184713984608061e+04,6.621125282038897240e+02
1.013184716061783365e+04,6.621307852019167512e+02
1.013184718138958669e+04,6.621490399812704482e+02
1.013184720216133974e+04,6.621672925418147315e+02
1.013184722293309278e+04,6.621855428834130635e+02
1.013184724370484582e+04,6.622037910059294745e+02
1.013184726447659887e+04,6.622220369092277679e+02
1.013184728524835191e+04,6.622402805931718603e+02
1.013184730602010495e+04,6.622585220576255551e+02
1.013184732679185799e+04,6.622767613024527691e+02
1.013184734756361104e+04,6.622949983275173054e+02
1.013184736833536408e+04,6.623132331326833082e+02
1.013184738910711712e+04,6.623314657178144671e+02
1.013184740987887017e+04,6.623496960827749263e+02
1.013184743065062321e+04,6.623679242274283752e+02
1.013184745142237625e+04,6.623861501516391854e+02
1.013184747219412930e+04,6.624043738552710465e+02
1.013184749296588234e+04,6.624225953381882164e+02
1.013184751373763538e+04,6.624408146002543845e+02
1.013184753450938842e+04,6.624590316413340361e+02
1.013184755528114147e+04,6.624772464612910881e+02
1.013184757605289451e+04,6.624954590599894573e+02
1.013184759682464755e+04,6.625136694372932880e+02
1.013184761759640060e+04,6.625318775930668380e+02
1.013184763836815364e+04,6.625500835271741380e+02
1.013184765913990850e+04,6.625682872410733353e+02
1.013184767991166154e+04,6.625864887314404541e+02
1.013184770068341459e+04,6.626046879997339829e+02
