Time (BJD_TBD - 2450000), F_h/L_star (ppm)
1.014093855324061587e+04,6.083249894372690925e-01
1.014093857208740883e+04,6.083441187852922649e-01
1.014093859093419996e+04,6.083632484201245694e-01
1.014093860978099292e+04,6.083823783454571643e-01
1.014093862862778406e+04,6.084015085575968929e-01
1.014093864747457701e+04,6.084206390602353576e-01
1.014093866632136815e+04,6.084397698496801787e-01
1.014093868516816110e+04,6.084589009296217377e-01
1.014093870401495224e+04,6.084780322963672106e-01
1.014093872286174519e+04,6.084971639536094212e-01
1.014093874170853633e+04,6.085162958976536585e-01
1.014093876055532928e+04,6.085354281321921910e-01
1.014093877940212042e+04,6.085545606535326391e-01
1.014093879824891337e+04,6.085736934653647179e-01
1.014093881709570451e+04,6.085928265639971579e-01
1.014093883594249746e+04,6.086119599531211177e-01
1.014093885478928860e+04,6.086310936290427742e-01
1.014093887363608155e+04,6.086502275954542851e-01
1.014093889248287269e+04,6.086693618486608282e-01
1.014093891132966564e+04,6.086884963923581138e-01
1.014093893017645678e+04,6.087076312228495434e-01
1.014093894902324973e+04,6.087267663438273857e-01
1.014093896787004269e+04,6.087459017534445627e-01
1.014093898671683382e+04,6.087650374498551065e-01
1.014093900556362678e+04,6.087841734367501756e-01
1.014093902441041791e+04,6.088033097104359470e-01
1.014093904325721087e+04,6.088224462746055776e-01
1.014093906210400201e+04,6.088415831255640231e-01
1.014093908095079496e+04,6.088607202670036633e-01
1.014093909979758610e+04,6.088798576952313413e-01
1.014093911864437905e+04,6.088989954139402139e-01
1.014093913749117019e+04,6.089181334194344597e-01
1.014093915633796314e+04,6.089372717154081238e-01
1.014093917518475428e+04,6.089564102981654958e-01
1.014093919403154723e+04,6.089755491714013980e-01
1.014093921287833837e+04,6.089946883314191206e-01
1.014093923172513132e+04,6.090138277819138191e-01
1.014093925057192246e+04,6.090329675191885617e-01
1.014093926941871541e+04,6.090521075469392809e-01
1.014093928826550655e+04,6.090712478614684899e-01
1.014093930711229950e+04,6.090903884664717882e-01
1.014093932595909064e+04,6.091095293582526882e-01
1.014093934480588359e+04,6.091286705405060120e-01
1.014093936365267473e+04,6.091478120095342730e-01
1.014093938249946768e+04,6.091669537690341807e-01
1.014093940134626064e+04,6.091860958171559925e-01
1.014093942019305177e+04,6.092052381520518534e-01
1.014093943903984473e+04,6.092243807774158082e-01
1.014093945788663586e+04,6.092435236895520356e-01
1.014093947673342882e+04,6.092626668921546917e-01
1.014093949558021995e+04,6.092818103815287323e-01
1.014093951442701291e+04,6.093009541613682023e-01
1.014093953327380405e+04,6.093200982279766142e-01
1.014093955212059700e+04,6.093392425850477911e-01
1.014093957096738814e+04,6.093583872288869108e-01
1.014093958981418109e+04,6.093775321631897945e-01
1.014093960866097223e+04,6.093966773842580675e-01
1.014093962750776518e+04,6.094158228957865520e-01
1.014093964635455632e+04,6.094349686940794264e-01
1.014093966520134927e+04,6.094541147828326233e-01
1.014093968404814041e+04,6.094732611583484339e-01
1.014093970289493336e+04,6.094924078243220134e-01
1.014093972174172450e+04,6.095115547770564302e-01
1.014093974058851745e+04,6.095307020202485049e-01
1.014093975943530859e+04,6.095498495501989744e-01
1.014093977828210154e+04,6.095689973706053255e-01
1.014093979712889450e+04,6.095881454796178156e-01
1.014093981597568563e+04,6.096072938753861470e-01
1.014093983482247859e+04,6.096264425616094718e-01
1.014093985366926972e+04,6.096455915345876386e-01
1.014093987251606268e+04,6.096647407980172462e-01
1.014093989136285381e+04,6.096838903482000305e-01
1.014093991020964677e+04,6.097030401888343665e-01
1.014093992905643790e+04,6.097221903162201029e-01
1.014093994790323086e+04,6.097413407340546154e-01
1.014093996675002199e+04,6.097604914386397512e-01
1.014093998559681495e+04,6.097796424336728860e-01
1.014094000444360609e+04,6.097987937154538685e-01
1.014094002329039904e+04,6.098179452876810736e-01
1.014094004213719018e+04,6.098370971466562374e-01
1.014094006098398313e+04,6.098562492960759585e-01
1.014094007983077427e+04,6.098754017322408627e-01
1.014094009867756722e+04,6.098945544588486589e-01
1.014094011752435836e+04,6.099137074722016383e-01
1.014094013637115131e+04,6.099328607759957332e-01
1.014094015521794245e+04,6.099520143665324579e-01
1.014094017406473540e+04,6.099711682475084107e-01
1.014094019291152654e+04,6.099903224152262160e-01
1.014094021175831949e+04,6.100094768733824724e-01
1.014094023060511245e+04,6.100286316201274373e-01
1.014094024945190358e+04,6.100477866536107019e-01
1.014094026829869654e+04,6.100669419775306412e-01
1.014094028714548767e+04,6.100860975881872150e-01
1.014094030599228063e+04,6.101052534892794643e-01
1.014094032483907176e+04,6.101244096771066827e-01
1.014094034368586472e+04,6.101435661553678003e-01
1.014094036253265585e+04,6.101627229203628877e-01
1.014094038137944881e+04,6.101818799757894318e-01
1.014094040022623994e+04,6.102010373179490577e-01
1.014094041907303290e+04,6.102201949505374756e-01
1.014094043791982403e+04,6.102393528698589753e-01
1.014094045676661699e+04,6.102585110796084900e-01
1.014094047561340813e+04,6.102776695760866454e-01
1.014094049446020108e+04,6.102968283629927049e-01
1.014094051330699222e+04,6.103159874366266280e-01
1.014094053215378517e+04,6.103351468006866787e-01
1.014094055100057631e+04,6.103543064514729277e-01
1.014094056984736926e+04,6.103734663926827508e-01
1.014094058869416040e+04,6.103926266206185502e-01
1.014094060754095335e+04,6.104117871389762584e-01
1.014094062638774631e+04,6.104309479459062437e-01
1.014094064523453744e+04,6.104501090395596519e-01
1.014094066408133040e+04,6.104692704236339695e-01
1.014094068292812153e+04,6.104884320944282683e-01
1.014094070177491449e+04,6.105075940556418113e-01
1.014094072062170562e+04,6.105267563035745582e-01
1.014094073946849858e+04,6.105459188419255501e-01
1.014094075831528971e+04,6.105650816669938585e-01
1.014094077716208267e+04,6.105842447824779695e-01
1.014094079600887380e+04,6.106034081846786199e-01
1.014094081485566676e+04,6.106225718772931854e-01
1.014094083370245789e+04,6.106417358566232911e-01
1.014094085254925085e+04,6.106609001263666459e-01
1.014094087139604198e+04,6.106800646828228762e-01
1.014094089024283494e+04,6.106992295296896911e-01
1.014094090908962608e+04,6.107183946632694926e-01
1.014094092793641903e+04,6.107375600872588794e-01
1.014094094678321017e+04,6.107567257979578113e-01
1.014094096563000312e+04,6.107758917990655512e-01
1.014094098447679426e+04,6.107950580868818369e-01
1.014094100332358721e+04,6.108142246651051543e-01
1.014094102217037835e+04,6.108333915300362404e-01
1.014094104101717130e+04,6.108525586853716938e-01
1.014094105986396426e+04,6.108717261292627709e-01
1.014094107871075539e+04,6.108908938598581750e-01
1.014094109755754835e+04,6.109100618808570582e-01
1.014094111640433948e+04,6.109292301885593801e-01
1.014094113525113244e+04,6.109483987866634047e-01
1.014094115409792357e+04,6.109675676714683146e-01
1.014094117294471653e+04,6.109867368466740389e-01
1.014094119179150766e+04,6.110059063085787612e-01
1.014094121063830062e+04,6.110250760608836318e-01
1.014094122948509175e+04,6.110442460998866121e-01
1.014094124833188471e+04,6.110634164292860770e-01
1.014094126717867584e+04,6.110825870453828745e-01
1.014094128602546880e+04,6.111017579518753795e-01
1.014094130487225993e+04,6.111209291450634407e-01
1.014094132371905289e+04,6.111401006286462101e-01
1.014094134256584402e+04,6.111592723989219822e-01
1.014094136141263698e+04,6.111784444595906862e-01
1.014094138025942812e+04,6.111976168069507276e-01
1.014094139910622107e+04,6.112167894447037009e-01
1.014094141795301221e+04,6.112359623691470123e-01
1.014094143679980516e+04,6.112551355839790368e-01
1.014094145564659811e+04,6.112743090873510310e-01
1.014094147449338925e+04,6.112934828774115870e-01
1.014094149334018221e+04,6.113126569578589686e-01
1.014094151218697334e+04,6.113318313249932467e-01
1.014094153103376630e+04,6.113510059825136844e-01
1.014094154988055743e+04,6.113701809267190201e-01
1.014094156872735039e+04,6.113893561613096272e-01
1.014094158757414152e+04,6.114085316825835781e-01
1.014094160642093448e+04,6.114277074942401358e-01
1.014094162526772561e+04,6.114468835925791490e-01
1.014094164411451857e+04,6.114660599812998809e-01
1.014094166296130970e+04,6.114852366567004038e-01
1.014094168180810266e+04,6.115044136224817573e-01
1.014094170065489379e+04,6.115235908749421245e-01
1.014094171950168675e+04,6.115427684177806578e-01
1.014094173834847788e+04,6.115619462472964285e-01
1.014094175719527084e+04,6.115811243671895880e-01
1.014094177604206197e+04,6.116003027737582087e-01
1.014094179488885493e+04,6.116194814707033300e-01
1.014094181373564606e+04,6.116386604543221361e-01
1.014094183258243902e+04,6.116578397283147783e-01
1.014094185142923016e+04,6.116770192889794400e-01
1.014094187027602311e+04,6.116961991400188259e-01
1.014094188912281606e+04,6.117153792795789746e-01
1.014094190796960720e+04,6.117345597058075901e-01
1.014094192681640016e+04,6.117537404224091535e-01
1.014094194566319129e+04,6.117729214256784065e-01
1.014094196450998425e+04,6.117921027193162775e-01
1.014094198335677538e+04,6.118112842996208389e-01
1.014094200220356834e+04,6.118304661702950176e-01
1.014094202105035947e+04,6.118496483276332221e-01
1.014094203989715243e+04,6.118688307753374911e-01
1.014094205874394356e+04,6.118880135097048978e-01
1.014094207759073652e+04,6.119071965344393682e-01
1.014094209643752765e+04,6.119263798458334236e-01
1.014094211528432061e+04,6.119455634475927663e-01
1.014094213413111174e+04,6.119647473360109169e-01
1.014094215297790470e+04,6.119839315147924674e-01
1.014094217182469583e+04,6.120031159802321596e-01
1.014094219067148879e+04,6.120223007360333645e-01
1.014094220951827992e+04,6.120414857784900464e-01
1.014094222836507288e+04,6.120606711113074638e-01
1.014094224721186401e+04,6.120798567307793592e-01
1.014094226605865697e+04,6.120990426406095475e-01
1.014094228490544992e+04,6.121182288389455106e-01
1.014094230375224106e+04,6.121374153239335092e-01
1.014094232259903401e+04,6.121566020992778023e-01
1.014094234144582515e+04,6.121757891612740199e-01
1.014094236029261810e+04,6.121949765136233124e-01
1.014094237913940924e+04,6.122141641526226419e-01
1.014094239798620220e+04,6.122333520819758235e-01
1.014094241683299333e+04,6.122525402979764886e-01
1.014094243567978629e+04,6.122717288043283412e-01
1.014094245452657742e+04,6.122909175973260121e-01
1.014094247337337038e+04,6.123101066806748705e-01
1.014094249222016151e+04,6.123292960506678817e-01
1.014094251106695447e+04,6.123484857110093049e-01
1.014094252991374560e+04,6.123676756579948810e-01
1.014094254876053856e+04,6.123868658953273147e-01
1.014094256760732969e+04,6.124060564193011258e-01
1.014094258645412265e+04,6.124252472336200182e-01
1.014094260530091378e+04,6.124444383345802878e-01
1.014094262414770674e+04,6.124636297258839734e-01
1.014094264299449787e+04,6.124828214038255947e-01
1.014094266184129083e+04,6.125020133721105209e-01
1.014094268068808196e+04,6.125212056270324945e-01
1.014094269953487492e+04,6.125403981722952196e-01
1.014094271838166787e+04,6.125595910060465110e-01
1.014094273722845901e+04,6.125787841264311862e-01
1.014094275607525196e+04,6.125979775371567237e-01
1.014094277492204310e+04,6.126171712345132025e-01
1.014094279376883605e+04,6.126363652222086564e-01
1.014094281261562719e+04,6.126555594965341633e-01
1.014094283146242014e+04,6.126747540611968690e-01
1.014094285030921128e+04,6.126939489124888505e-01
1.014094286915600424e+04,6.127131440541154772e-01
1.014094288800279537e+04,6.127323394823703806e-01
1.014094290684958833e+04,6.127515352009582639e-01
1.014094292569637946e+04,6.127707312061726475e-01
1.014094294454317242e+04,6.127899275017190117e-01
1.014094296338996355e+04,6.128091240838903220e-01
1.014094298223675651e+04,6.128283209563909484e-01
1.014094300108354764e+04,6.128475181155164098e-01
1.014094301993034060e+04,6.128667155649704101e-01
1.014094303877713173e+04,6.128859133010449156e-01
1.014094305762392469e+04,6.129051113274470719e-01
1.014094307647071582e+04,6.129243096404705105e-01
1.014094309531750878e+04,6.129435082438190463e-01
1.014094311416430173e+04,6.129627071356384960e-01
1.014094313301109287e+04,6.129819063140776736e-01
1.014094315185788582e+04,6.130011057828391730e-01
1.014094317070467696e+04,6.130203055382177357e-01
1.014094318955146991e+04,6.130395055839169549e-01
1.014094320839826105e+04,6.130587059162322383e-01
1.014094322724505400e+04,6.130779065388682891e-01
1.014094324609184514e+04,6.130971074481168515e-01
1.014094326493863809e+04,6.131163086476844049e-01
1.014094328378542923e+04,6.131355101338636926e-01
1.014094330263222218e+04,6.131547119103601950e-01
1.014094332147901332e+04,6.131739139734675437e-01
1.014094334032580628e+04,6.131931163268903306e-01
1.014094335917259741e+04,6.132123189669221874e-01
1.014094337801939037e+04,6.132315218972678172e-01
1.014094339686618150e+04,6.132507251142208515e-01
1.014094341571297446e+04,6.132699286214875478e-01
1.014094343455976559e+04,6.132891324153589840e-01
1.014094345340655855e+04,6.133083364995415288e-01
1.014094347225334968e+04,6.133275408703289244e-01
1.014094349110014264e+04,6.133467455314255412e-01
1.014094350994693377e+04,6.133659504791252326e-01
1.014094352879372673e+04,6.133851557171323687e-01
1.014094354764051968e+04,6.134043612435949866e-01
1.014094356648731082e+04,6.134235670566562382e-01
1.014094358533410377e+04,6.134427731600250455e-01
1.014094360418089491e+04,6.134619795499915984e-01
1.014094362302768786e+04,6.134811862302631535e-01
1.014094364187447900e+04,6.135003931971307889e-01
1.014094366072127195e+04,6.135196004543025383e-01
1.014094367956806309e+04,6.135388079980693687e-01
1.014094369841485604e+04,6.135580158321377597e-01
1.014094371726164718e+04,6.135772239528004546e-01
1.014094373610844013e+04,6.135964323637628226e-01
1.014094375495523127e+04,6.136156410613177181e-01
1.014094377380202423e+04,6.136348500491715097e-01
1.014094379264881536e+04,6.136540593236161634e-01
1.014094381149560832e+04,6.136732688883570486e-01
1.014094383034239945e+04,6.136924787396879077e-01
1.014094384918919241e+04,6.137116888813139992e-01
1.014094386803598354e+04,6.137308993095275111e-01
1.014094388688277650e+04,6.137501100280354782e-01
1.014094390572956763e+04,6.137693210331299776e-01
1.014094392457636059e+04,6.137885323285171557e-01
1.014094394342315354e+04,6.138077439123412749e-01
1.014094396226994468e+04,6.138269557827502609e-01
1.014094398111673763e+04,6.138461679434492613e-01
1.014094399996352877e+04,6.138653803907303530e-01
1.014094401881032172e+04,6.138845931283006818e-01
1.014094403765711286e+04,6.139038061524514367e-01
1.014094405650390581e+04,6.139230194668896523e-01
