Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.027292596064833924e+04,1.334901650652746525e+02
1.027292604692779969e+04,1.334975029583128219e+02
1.027292613320726196e+04,1.335048405259118169e+02
1.027292621948672240e+04,1.335121777677042303e+02
1.027292630576618467e+04,1.335195146839415088e+02
1.027292639204564512e+04,1.335268512742563018e+02
1.027292647832510738e+04,1.335341875389000563e+02
1.027292656460456783e+04,1.335415234775054500e+02
1.027292665088403010e+04,1.335488590903238730e+02
1.027292673716349054e+04,1.335561943769880884e+02
1.027292682344295281e+04,1.335635293377493724e+02
1.027292690972241326e+04,1.335708639722406019e+02
1.027292699600187370e+04,1.335781982805584391e+02
1.027292708228133597e+04,1.335855322627995747e+02
1.027292716856079642e+04,1.335928659185968002e+02
1.027292725484025868e+04,1.336001992482014771e+02
1.027292734111971913e+04,1.336075322512464254e+02
1.027292742739918140e+04,1.336148649279829215e+02
1.027292751367864184e+04,1.336221972780438989e+02
1.027292759995810411e+04,1.336295293016805772e+02
1.027292768623756456e+04,1.336368609985258047e+02
1.027292777251702682e+04,1.336441923688309714e+02
1.027292785879648727e+04,1.336515234122289257e+02
1.027292794507594954e+04,1.336588541289709156e+02
1.027292803135540998e+04,1.336661845186898745e+02
1.027292811763487043e+04,1.336735145814825501e+02
1.027292820391433270e+04,1.336808443174454908e+02
1.027292829019379315e+04,1.336881737262118008e+02
1.027292837647325541e+04,1.336955028080325576e+02
1.027292846275271586e+04,1.337028315625408652e+02
1.027292854903217813e+04,1.337101599899878863e+02
1.027292863531163857e+04,1.337174880900066967e+02
1.027292872159110084e+04,1.337248158628484020e+02
1.027292880787056129e+04,1.337321433081461350e+02
1.027292889415002355e+04,1.337394704261510014e+02
1.027292898042948400e+04,1.337467972164961907e+02
1.027292906670894445e+04,1.337541236792782513e+02
1.027292915298840671e+04,1.337614498145938171e+02
1.027292923926786716e+04,1.337687756220760491e+02
1.027292932554732943e+04,1.337761011019760247e+02
1.027292941182678987e+04,1.337834262539269332e+02
1.027292949810625214e+04,1.337907510781799090e+02
1.027292958438571259e+04,1.337980755743681414e+02
1.027292967066517485e+04,1.338053997427425941e+02
1.027292975694463530e+04,1.338127235829366555e+02
1.027292984322409757e+04,1.338200470952012324e+02
1.027292992950355801e+04,1.338273702791697417e+02
1.027293001578302028e+04,1.338346931350930333e+02
1.027293010206248073e+04,1.338420156626045241e+02
1.027293018834194118e+04,1.338493378618007625e+02
1.027293027462140344e+04,1.338566597327783825e+02
1.027293036090086389e+04,1.338639812751706302e+02
1.027293044718032615e+04,1.338713024892285262e+02
1.027293053345978660e+04,1.338786233745854304e+02
1.027293061973924887e+04,1.338859439314923634e+02
1.027293070601870932e+04,1.338932641595826283e+02
1.027293079229817158e+04,1.339005840591072456e+02
1.027293087857763203e+04,1.339079036296995753e+02
1.027293096485709430e+04,1.339152228716105526e+02
1.027293105113655474e+04,1.339225417844736796e+02
1.027293113741601519e+04,1.339298603683855049e+02
1.027293122369547746e+04,1.339371786234425201e+02
1.027293130997493790e+04,1.339444965492782273e+02
1.027293139625440017e+04,1.339518141461435334e+02
1.027293148253386062e+04,1.339591314136719689e+02
1.027293156881332288e+04,1.339664483521143836e+02
1.027293165509278333e+04,1.339737649611043082e+02
1.027293174137224560e+04,1.339810812408925642e+02
1.027293182765170604e+04,1.339883971911128242e+02
1.027293191393116831e+04,1.339957128120158529e+02
1.027293200021062876e+04,1.340030281032352946e+02
1.027293208649008920e+04,1.340103430648676408e+02
1.027293217276955147e+04,1.340176576970093265e+02
1.027293225904901192e+04,1.340249719992941664e+02
1.027293234532847418e+04,1.340322859719727546e+02
1.027293243160793463e+04,1.340395996146789628e+02
1.027293251788739690e+04,1.340469129276633566e+02
1.027293260416685735e+04,1.340542259105598077e+02
1.027293269044631961e+04,1.340615385636189671e+02
1.027293277672578006e+04,1.340688508864746495e+02
1.027293286300524233e+04,1.340761628793774491e+02
1.027293294928470277e+04,1.340834745419613512e+02
1.027293303556416504e+04,1.340907858744767793e+02
1.027293312184362549e+04,1.340980968765578041e+02
1.027293320812308593e+04,1.341054075483007750e+02
1.027293329440254820e+04,1.341127178898020986e+02
1.027293338068200865e+04,1.341200279006956748e+02
1.027293346696147091e+04,1.341273375812321547e+02
1.027293355324093136e+04,1.341346469310454665e+02
1.027293363952039363e+04,1.341419559503861194e+02
1.027293372579985407e+04,1.341492646388882122e+02
