Time (BJD_TBD - 2450000), L_b/L_star (ppm)
9.882460428240709007e+03,6.325199418724470206e+02
9.882460446256400246e+03,6.325459195297012229e+02
9.882460464272089666e+03,6.325718959424808645e+02
9.882460482287780906e+03,6.325978711158855958e+02
9.882460500303470326e+03,6.326238450445245007e+02
9.882460518319161565e+03,6.326498177334965476e+02
9.882460536334850985e+03,6.326757891774112750e+02
9.882460554350542225e+03,6.327017593813675376e+02
9.882460572366233464e+03,6.327277283425970609e+02
9.882460590381922884e+03,6.327536960583325936e+02
9.882460608397614124e+03,6.327796625336715124e+02
9.882460626413303544e+03,6.328056277632252886e+02
9.882460644428994783e+03,6.328315917520909579e+02
9.882460662444684203e+03,6.328575544948797642e+02
9.882460680460375443e+03,6.328835159966890842e+02
9.882460698476066682e+03,6.329094762547515529e+02
9.882460716491756102e+03,6.329354352663003738e+02
9.882460734507447341e+03,6.329613930364321277e+02
9.882460752523136762e+03,6.329873495597590818e+02
9.882460770538828001e+03,6.330133048413772485e+02
9.882460788554517421e+03,6.330392588758994634e+02
9.882460806570208661e+03,6.330652116684213979e+02
9.882460824585899900e+03,6.330911632161765965e+02
9.882460842601589320e+03,6.331171135163991721e+02
9.882460860617280559e+03,6.331430625741841141e+02
9.882460878632969980e+03,6.331690103841452810e+02
9.882460896648661219e+03,6.331949569513773213e+02
9.882460914664350639e+03,6.332209022704947756e+02
9.882460932680041878e+03,6.332468463465910418e+02
9.882460950695733118e+03,6.332727891769012558e+02
9.882460968711422538e+03,6.332987307586603265e+02
9.882460986727113777e+03,6.333246710969613105e+02
9.882461004742803198e+03,6.333506101864202265e+02
9.882461022758494437e+03,6.333765480321295627e+02
9.882461040774183857e+03,6.334024846287060200e+02
9.882461058789875096e+03,6.334284199812412908e+02
9.882461076805566336e+03,6.334543540869711933e+02
9.882461094821255756e+03,6.334802869431317731e+02
9.882461112836946995e+03,6.335062185548141542e+02
9.882461130852636416e+03,6.335321489166366291e+02
9.882461148868327655e+03,6.335580780336894122e+02
9.882461166884017075e+03,6.335840059005911371e+02
9.882461184899708314e+03,6.336099325224322456e+02
9.882461202915399554e+03,6.336358578964488970e+02
9.882461220931088974e+03,6.336617820198783875e+02
9.882461238946780213e+03,6.336877048978102493e+02
9.882461256962469633e+03,6.337136265248637983e+02
9.882461274978160873e+03,6.337395469061286803e+02
9.882461292993850293e+03,6.337654660362247796e+02
9.882461311009541532e+03,6.337913839202403778e+02
9.882461329025232772e+03,6.338173005554135671e+02
9.882461347040922192e+03,6.338432159389817571e+02
9.882461365056613431e+03,6.338691300760328886e+02
9.882461383072302851e+03,6.338950429611887785e+02
9.882461401087994091e+03,6.339209545995364579e+02
9.882461419103683511e+03,6.339468649856977436e+02
9.882461437119374750e+03,6.339727741247600079e+02
9.882461455135065989e+03,6.339986820139612291e+02
9.882461473150755410e+03,6.340245886505405224e+02
9.882461491166446649e+03,6.340504940395837821e+02
9.882461509182136069e+03,6.340763981757144165e+02
9.882461527197827309e+03,6.341023010640180928e+02
9.882461545213516729e+03,6.341282026991186740e+02
9.882461563229207968e+03,6.341541030861012587e+02
9.882461581244899207e+03,6.341800022222048483e+02
9.882461599260588628e+03,6.342059001046698086e+02
9.882461617276279867e+03,6.342317967385801012e+02
9.882461635291969287e+03,6.342576921185611809e+02
9.882461653307660526e+03,6.342835862496965547e+02
9.882461671323349947e+03,6.343094791266123593e+02
9.882461689339041186e+03,6.343353707543914197e+02
9.882461707354732425e+03,6.343612611302743289e+02
9.882461725370421846e+03,6.343871502515021348e+02
9.882461743386113085e+03,6.344130381231567526e+02
9.882461761401802505e+03,6.344389247398659109e+02
9.882461779417493744e+03,6.344648101067112975e+02
9.882461797433183165e+03,6.344906942183201863e+02
9.882461815448874404e+03,6.345165770797750611e+02
9.882461833464563824e+03,6.345424586857031954e+02
9.882461851480255064e+03,6.345683390411860501e+02
9.882461869495946303e+03,6.345942181434651275e+02
9.882461887511635723e+03,6.346200959897822713e+02
9.882461905527326962e+03,6.346459725852179190e+02
9.882461923543016383e+03,6.346718479244013906e+02
9.882461941558707622e+03,6.346977220124127825e+02
9.882461959574397042e+03,6.347235948438817559e+02
9.882461977590088281e+03,6.347494664238878386e+02
9.882461995605779521e+03,6.347753367496733290e+02
9.882462013621468941e+03,6.348012058184810940e+02
9.882462031637160180e+03,6.348270736353900929e+02
9.882462049652849601e+03,6.348529401950313513e+02
9.882462067668540840e+03,6.348788055024828054e+02
9.882462085684230260e+03,6.349046695523766175e+02
9.882462103699921499e+03,6.349305323497901554e+02
9.882462121715612739e+03,6.349563938919666271e+02
9.882462139731302159e+03,6.349822541761503771e+02
9.882462157746993398e+03,6.350081132074180914e+02
9.882462175762682818e+03,6.350339709804023869e+02
9.882462193778374058e+03,6.350598275001802904e+02
9.882462211794063478e+03,6.350856827613851010e+02
9.882462229809754717e+03,6.351115367690927087e+02
9.882462247825445957e+03,6.351373895205475719e+02
9.882462265841135377e+03,6.351632410129943764e+02
9.882462283856826616e+03,6.351890912515081027e+02
9.882462301872516036e+03,6.352149402307242099e+02
9.882462319888207276e+03,6.352407879557166552e+02
9.882462337903896696e+03,6.352666344211214664e+02
9.882462355919587935e+03,6.352924796320123733e+02
9.882462373935279174e+03,6.353183235856347437e+02
9.882462391950968595e+03,6.353441662792344005e+02
9.882462409966659834e+03,6.353700077178849597e+02
9.882462427982349254e+03,6.353958478962226764e+02
9.882462445998040494e+03,6.354216868193207119e+02
9.882462464013729914e+03,6.354475244818164583e+02
9.882462482029421153e+03,6.354733608887822811e+02
