Time (BJD_TBD - 2450000), F_star + F_d (mJy)
1.014846018518507481e+04,2.652887503548870818e+00
1.014846020605984813e+04,2.652887503789904677e+00
1.014846022693461964e+04,2.652887504031202326e+00
1.014846024780939297e+04,2.652887504272762875e+00
1.014846026868416629e+04,2.652887504514586325e+00
1.014846028955893780e+04,2.652887504756673120e+00
1.014846031043371113e+04,2.652887504999022816e+00
1.014846033130848264e+04,2.652887505241634969e+00
1.014846035218325596e+04,2.652887505484511355e+00
1.014846037305802929e+04,2.652887505727650197e+00
1.014846039393280080e+04,2.652887505971051940e+00
1.014846041480757413e+04,2.652887506214717028e+00
1.014846043568234745e+04,2.652887506458645461e+00
1.014846045655711896e+04,2.652887506702836795e+00
1.014846047743189229e+04,2.652887506947291030e+00
1.014846049830666561e+04,2.652887507192008165e+00
1.014846051918143712e+04,2.652887507436989090e+00
1.014846054005621045e+04,2.652887507682232027e+00
1.014846056093098196e+04,2.652887507927739197e+00
1.014846058180575528e+04,2.652887508173508824e+00
1.014846060268052861e+04,2.652887508419541795e+00
1.014846062355530012e+04,2.652887508665837668e+00
1.014846064443007344e+04,2.652887508912396441e+00
1.014846066530484677e+04,2.652887509159219004e+00
1.014846068617961828e+04,2.652887509406304023e+00
1.014846070705439161e+04,2.652887509653652387e+00
1.014846072792916493e+04,2.652887509901263652e+00
1.014846074880393644e+04,2.652887510149137817e+00
1.014846076967870977e+04,2.652887510397275772e+00
1.014846079055348127e+04,2.652887510645676183e+00
1.014846081142825460e+04,2.652887510894339940e+00
1.014846083230302793e+04,2.652887511143266153e+00
1.014846085317779944e+04,2.652887511392456155e+00
1.014846087405257276e+04,2.652887511641909057e+00
1.014846089492734609e+04,2.652887511891624861e+00
1.014846091580211760e+04,2.652887512141604009e+00
1.014846093667689092e+04,2.652887512391845615e+00
1.014846095755166243e+04,2.652887512642351009e+00
1.014846097842643576e+04,2.652887512893119304e+00
1.014846099930120909e+04,2.652887513144150500e+00
1.014846102017598059e+04,2.652887513395445040e+00
1.014846104105075392e+04,2.652887513647002926e+00
1.014846106192552725e+04,2.652887513898823268e+00
1.014846108280029875e+04,2.652887514150907400e+00
1.014846110367507208e+04,2.652887514403253544e+00
1.014846112454984541e+04,2.652887514655863477e+00
1.014846114542461692e+04,2.652887514908736311e+00
1.014846116629939024e+04,2.652887515161872489e+00
1.014846118717416175e+04,2.652887515415271125e+00
1.014846120804893508e+04,2.652887515668933549e+00
1.014846122892370840e+04,2.652887515922858874e+00
1.014846124979847991e+04,2.652887516177046656e+00
1.014846127067325324e+04,2.652887516431498227e+00
1.014846129154802657e+04,2.652887516686212699e+00
1.014846131242279807e+04,2.652887516941190071e+00
1.014846133329757140e+04,2.652887517196430345e+00
1.014846135417234473e+04,2.652887517451934407e+00
1.014846137504711623e+04,2.652887517707700926e+00
1.014846139592188956e+04,2.652887517963730346e+00
