Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.013184277777792886e+04,6.151678677887028925e+02
1.013184279854968190e+04,6.151853629997175403e+02
1.013184281932143494e+04,6.152028561642805471e+02
1.013184284009318799e+04,6.152203472822614003e+02
1.013184286086494103e+04,6.152378363535294739e+02
1.013184288163669407e+04,6.152553233779542552e+02
1.013184290240844712e+04,6.152728083554054592e+02
1.013184292318020016e+04,6.152902912857523461e+02
1.013184294395195320e+04,6.153077721688646307e+02
1.013184296472370625e+04,6.153252510046118005e+02
1.013184298549545929e+04,6.153427277928634567e+02
1.013184300626721233e+04,6.153602025334893142e+02
1.013184302703896537e+04,6.153776752263587468e+02
1.013184304781071842e+04,6.153951458713415832e+02
1.013184306858247146e+04,6.154126144683071971e+02
1.013184308935422450e+04,6.154300810171256444e+02
1.013184311012597936e+04,6.154475455191956144e+02
1.013184313089773241e+04,6.154650079713279638e+02
1.013184315166948545e+04,6.154824683749219503e+02
1.013184317244123849e+04,6.154999267298475161e+02
1.013184319321299154e+04,6.155173830359739213e+02
1.013184321398474458e+04,6.155348372931712220e+02
1.013184323475649762e+04,6.155522895013092466e+02
1.013184325552825067e+04,6.155697396602577101e+02
1.013184327630000371e+04,6.155871877698862136e+02
1.013184329707175675e+04,6.156046338300646994e+02
1.013184331784350979e+04,6.156220778406628824e+02
1.013184333861526284e+04,6.156395198015509322e+02
1.013184335938701588e+04,6.156569597125983364e+02
1.013184338015876892e+04,6.156743975736750372e+02
1.013184340093052197e+04,6.156918333846509768e+02
1.013184342170227501e+04,6.157092671453960975e+02
1.013184344247402805e+04,6.157266988557802279e+02
1.013184346324578109e+04,6.157441285156734239e+02
1.013184348401753414e+04,6.157615561249455141e+02
1.013184350478928718e+04,6.157789816834663270e+02
1.013184352556104022e+04,6.157964051911060324e+02
1.013184354633279327e+04,6.158138266477346860e+02
1.013184356710454631e+04,6.158312460532221166e+02
1.013184358787629935e+04,6.158486634074383801e+02
1.013184360864805240e+04,6.158660787102535323e+02
1.013184362941980544e+04,6.158834919615376293e+02
1.013184365019155848e+04,6.159009031611608407e+02
1.013184367096331152e+04,6.159183123089931087e+02
1.013184369173506457e+04,6.159357194049044892e+02
