Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
9.891595520833507180e+03,3.420266146974720414e+02
9.891595543725843527e+03,3.420244689458162952e+02
9.891595566618178054e+03,3.420223231111949076e+02
9.891595589510514401e+03,3.420201771932698307e+02
9.891595612402848928e+03,3.420180311923849104e+02
9.891595635295185275e+03,3.420158851082020419e+02
9.891595658187519803e+03,3.420137389410650712e+02
9.891595681079856149e+03,3.420115926906358368e+02
9.891595703972190677e+03,3.420094463572582413e+02
9.891595726864527023e+03,3.420072999405941232e+02
9.891595749756863370e+03,3.420051534408168550e+02
9.891595772649197897e+03,3.420030068580999227e+02
9.891595795541534244e+03,3.420008601921048808e+02
9.891595818433868772e+03,3.419987134431758591e+02
9.891595841326205118e+03,3.419965666109747531e+02
9.891595864218539646e+03,3.419944196958454086e+02
9.891595887110875992e+03,3.419922726974494367e+02
9.891595910003210520e+03,3.419901256161311380e+02
9.891595932895546866e+03,3.419879784515518395e+02
9.891595955787881394e+03,3.419858312040560691e+02
9.891595978680217740e+03,3.419836838733050968e+02
9.891596001572554087e+03,3.419815364594725793e+02
9.891596024464888615e+03,3.419793889627318890e+02
9.891596047357224961e+03,3.419772413827447508e+02
9.891596070249559489e+03,3.419750937198553515e+02
9.891596093141895835e+03,3.419729459737251887e+02
9.891596116034230363e+03,3.419707981446983922e+02
9.891596138926566709e+03,3.419686502324365733e+02
9.891596161818901237e+03,3.419665022372839189e+02
9.891596184711237584e+03,3.419643541589019833e+02
9.891596207603573930e+03,3.419622059974643093e+02
9.891596230495908458e+03,3.419600577531444401e+02
9.891596253388244804e+03,3.419579094256037592e+02
9.891596276280579332e+03,3.419557610151867379e+02
9.891596299172915678e+03,3.419536125215546463e+02
9.891596322065250206e+03,3.419514639450520121e+02
9.891596344957586552e+03,3.419493152853400488e+02
9.891596367849921080e+03,3.419471665427631137e+02
9.891596390742257427e+03,3.419450177169826475e+02
9.891596413634591954e+03,3.419428688083430643e+02
9.891596436526928301e+03,3.419407198165056911e+02
9.891596459419264647e+03,3.419385707416441846e+02
9.891596482311599175e+03,3.419364215839320309e+02
9.891596505203935521e+03,3.419342723430307842e+02
9.891596528096270049e+03,3.419321230192846883e+02
9.891596550988606396e+03,3.419299736123551270e+02
9.891596573880940923e+03,3.419278241225865145e+02
9.891596596773277270e+03,3.419256745496402345e+02
9.891596619665611797e+03,3.419235248938607015e+02
9.891596642557948144e+03,3.419213751549090716e+02
9.891596665450284490e+03,3.419192253329591722e+02
9.891596688342619018e+03,3.419170754281846598e+02
9.891596711234955364e+03,3.419149254402468046e+02
9.891596734127289892e+03,3.419127753694900207e+02
9.891596757019626239e+03,3.419106252155755215e+02
9.891596779911960766e+03,3.419084749788480053e+02
9.891596802804297113e+03,3.419063246589684582e+02
9.891596825696631640e+03,3.419041742562816353e+02
9.891596848588967987e+03,3.419020237704486362e+02
9.891596871481304333e+03,3.418998732016431745e+02
9.891596894373638861e+03,3.418977225500389636e+02
9.891596917265975208e+03,3.418955718152971599e+02
9.891596940158309735e+03,3.418934209977624619e+02
9.891596963050646082e+03,3.418912700970959122e+02
9.891596985942980609e+03,3.418891191136420957e+02
9.891597008835316956e+03,3.418869680470621688e+02
9.891597031727651483e+03,3.418848168977010005e+02
9.891597054619987830e+03,3.418826656652192924e+02
9.891597077512322358e+03,3.418805143499619703e+02
9.891597100404658704e+03,3.418783629515899634e+02
9.891597123296995051e+03,3.418762114702771555e+02
9.891597146189329578e+03,3.418740599061973739e+02
9.891597169081665925e+03,3.418719082590115477e+02
9.891597191974000452e+03,3.418697565290643183e+02
9.891597214866336799e+03,3.418676047160170128e+02
9.891597237758671326e+03,3.418654528202141023e+02
9.891597260651007673e+03,3.418633008413168000e+02
9.891597283543342201e+03,3.418611487796696338e+02
9.891597306435678547e+03,3.418589966349337601e+02
9.891597329328014894e+03,3.418568444072828356e+02
9.891597352220349421e+03,3.418546920968908580e+02
9.891597375112685768e+03,3.418525397034186994e+02
9.891597398005020295e+03,3.418503872272112289e+02
9.891597420897356642e+03,3.418482346679293187e+02
9.891597443789691170e+03,3.418460820259179513e+02
9.891597466682027516e+03,3.418439293008377149e+02
9.891597489574362044e+03,3.418417764930339331e+02
9.891597512466698390e+03,3.418396236021669665e+02
9.891597535359032918e+03,3.418374706285821389e+02
9.891597558251369264e+03,3.418353175719400383e+02
9.891597581143705611e+03,3.418331644324146055e+02
9.891597604036040138e+03,3.418310112101798381e+02
9.891597626928376485e+03,3.418288579048964948e+02
9.891597649820711013e+03,3.418267045169096150e+02
9.891597672713047359e+03,3.418245510458797867e+02
9.891597695605381887e+03,3.418223974921522768e+02
9.891597718497718233e+03,3.418202438553875595e+02
9.891597741390052761e+03,3.418180901359307313e+02
9.891597764282389107e+03,3.418159363334427781e+02
9.891597787174725454e+03,3.418137824480971858e+02
9.891597810067059982e+03,3.418116284800682934e+02
9.891597832959396328e+03,3.418094744290166886e+02
9.891597855851730856e+03,3.418073202952875818e+02
9.891597878744067202e+03,3.418051660785412764e+02
9.891597901636401730e+03,3.418030117791232669e+02
9.891597924528738076e+03,3.418008573966939707e+02
9.891597947421072604e+03,3.417987029315985978e+02
9.891597970313408950e+03,3.417965483834976794e+02
9.891597993205745297e+03,3.417943937525653268e+02
9.891598016098079825e+03,3.417922390389755378e+02
9.891598038990416171e+03,3.417900842423889571e+02
9.891598061882750699e+03,3.417879293631507380e+02
9.891598084775087045e+03,3.417857744009214116e+02
9.891598107667421573e+03,3.417836193560461311e+02
9.891598130559757919e+03,3.417814642281855981e+02
9.891598153452092447e+03,3.417793090176848523e+02
9.891598176344428794e+03,3.417771537242045952e+02
9.891598199236763321e+03,3.417749983480898663e+02
9.891598222129099668e+03,3.417728428890014811e+02
9.891598245021436014e+03,3.417706873471131530e+02
9.891598267913770542e+03,3.417685317225993913e+02
9.891598290806106888e+03,3.417663760151202155e+02
9.891598313698441416e+03,3.417642202250212335e+02
9.891598336590777762e+03,3.417620643519627492e+02
9.891598359483112290e+03,3.417599083962901432e+02
9.891598382375448637e+03,3.417577523576637759e+02
9.891598405267783164e+03,3.417555962364292554e+02
9.891598428160119511e+03,3.417534400322464876e+02
9.891598451052455857e+03,3.417512837452901522e+02
9.891598473944790385e+03,3.417491273757341332e+02
9.891598496837126731e+03,3.417469709232387345e+02
9.891598519729461259e+03,3.417448143881493365e+02
9.891598542621797606e+03,3.417426577701264705e+02
9.891598565514132133e+03,3.417405010695154601e+02
9.891598588406468480e+03,3.417383442859766660e+02
9.891598611298803007e+03,3.417361874198556393e+02
9.891598634191139354e+03,3.417340304708123995e+02
9.891598657083473881e+03,3.417318734391927819e+02
