Time (BJD_TBD - 2450000), L_b/L_star (ppm)
1.013335255787055939e+04,7.407382348207248697e+02
1.013335257878931770e+04,7.407596560667748236e+02
1.013335259970807601e+04,7.407810748195610131e+02
1.013335262062683432e+04,7.408024910789213209e+02
1.013335264154559445e+04,7.408239048465553651e+02
1.013335266246435276e+04,7.408453161185772160e+02
1.013335268338311107e+04,7.408667248966871739e+02
1.013335270430186938e+04,7.408881311807227803e+02
1.013335272522062769e+04,7.409095349705220315e+02
1.013335274613938600e+04,7.409309362659232647e+02
1.013335276705814431e+04,7.409523350667647037e+02
1.013335278797690262e+04,7.409737313728838899e+02
1.013335280889566275e+04,7.409951251859794183e+02
1.013335282981442106e+04,7.410165165021684288e+02
1.013335285073317937e+04,7.410379053231498574e+02
1.013335287165193768e+04,7.410592916487618140e+02
1.013335289257069599e+04,7.410806754788421813e+02
1.013335291348945429e+04,7.411020568132292965e+02
1.013335293440821260e+04,7.411234356517613833e+02
1.013335295532697091e+04,7.411448119942764379e+02
1.013335297624573104e+04,7.411661858424713500e+02
1.013335299716448935e+04,7.411875571924672386e+02
1.013335301808324766e+04,7.412089260459608795e+02
1.013335303900200597e+04,7.412302924027907238e+02
1.013335305992076428e+04,7.412516562627951089e+02
1.013335308083952259e+04,7.412730176258121446e+02
1.013335310175828090e+04,7.412943764916805094e+02
1.013335312267703921e+04,7.413157328602379721e+02
1.013335314359579934e+04,7.413370867331802856e+02
1.013335316451455765e+04,7.413584381066318656e+02
1.013335318543331596e+04,7.413797869822878965e+02
1.013335320635207427e+04,7.414011333599872842e+02
1.013335322727083258e+04,7.414224772395683658e+02
1.013335324818959089e+04,7.414438186208691377e+02
1.013335326910834920e+04,7.414651575037285056e+02
1.013335329002710751e+04,7.414864938879850342e+02
1.013335331094586763e+04,7.415078277753322027e+02
1.013335333186462594e+04,7.415291591618980647e+02
1.013335335278338425e+04,7.415504880493767814e+02
1.013335337370214256e+04,7.415718144376068039e+02
1.013335339462090087e+04,7.415931383264263559e+02
1.013335341553965918e+04,7.416144597156746840e+02
1.013335343645841749e+04,7.416357786051903531e+02
1.013335345737717762e+04,7.416570949966649096e+02
1.013335347829593593e+04,7.416784088862303861e+02
1.013335349921469424e+04,7.416997202755792387e+02
1.013335352013345255e+04,7.417210291645500320e+02
1.013335354105221086e+04,7.417423355529812170e+02
1.013335356197096917e+04,7.417636394407119269e+02
