Time (BJD_TBD - 2450000), L_d/L_star (ppm)
1.027127336805546656e+04,1.646336665256053209e+02
1.027127353332662278e+04,1.646583327844046210e+02
1.027127369859778082e+04,1.646829954776616205e+02
1.027127386386893704e+04,1.647076546032118074e+02
1.027127402914009326e+04,1.647323101597053778e+02
1.027127419441124948e+04,1.647569621455212427e+02
1.027127435968240752e+04,1.647816105593097973e+02
1.027127452495356374e+04,1.648062553989078651e+02
1.027127469022471996e+04,1.648308966629664383e+02
1.027127485549587800e+04,1.648555343501363950e+02
1.027127502076703422e+04,1.648801684582555822e+02
1.027127518603819044e+04,1.649047989859754466e+02
1.027127535130934666e+04,1.649294259316765761e+02
1.027127551658050470e+04,1.649540492940108152e+02
1.027127568185166092e+04,1.649786690708171193e+02
1.027127584712281714e+04,1.650032852607477594e+02
1.027127601239397518e+04,1.650278978624551200e+02
1.027127617766513140e+04,1.650525068737792651e+02
1.027127634293628762e+04,1.650771122933729202e+02
1.027127650820744384e+04,1.651017141196184070e+02
1.027127667347860188e+04,1.651263123511688491e+02
1.027127683874975810e+04,1.651509069858654755e+02
1.027127700402091432e+04,1.651754980223619214e+02
1.027127716929207236e+04,1.652000854593119925e+02
1.027127733456322858e+04,1.652246692945578843e+02
1.027127749983438480e+04,1.652492495267536867e+02
1.027127766510554284e+04,1.652738261545539729e+02
1.027127783037669906e+04,1.652983991758017055e+02
1.027127799564785528e+04,1.653229685891517988e+02
1.027127816091901150e+04,1.653475343929888481e+02
1.027127832619016954e+04,1.653720965859678813e+02
1.027127849146132576e+04,1.653966551659333959e+02
1.027127865673248198e+04,1.654212101315410166e+02
1.027127882200364002e+04,1.654457614814464534e+02
1.027127898727479624e+04,1.654703092134949713e+02
1.027127915254595246e+04,1.654948533263429908e+02
1.027127931781710868e+04,1.655193938183765283e+02
1.027127948308826672e+04,1.655439306882523169e+02
1.027127964835942294e+04,1.655684639338167585e+02
1.027127981363057916e+04,1.655929935537270126e+02
1.027127997890173719e+04,1.656175195466402101e+02
1.027128014417289342e+04,1.656420419104038331e+02
1.027128030944404964e+04,1.656665606436755809e+02
1.027128047471520586e+04,1.656910757448432889e+02
1.027128063998636389e+04,1.657155872125649125e+02
1.027128080525752011e+04,1.657400950446892693e+02
1.027128097052867633e+04,1.657645992398747978e+02
1.027128113579983437e+04,1.657890997967800217e+02
1.027128130107099059e+04,1.658135967132547535e+02
1.027128146634214681e+04,1.658380899879578863e+02
1.027128163161330303e+04,1.658625796192791313e+02
1.027128179688446107e+04,1.658870656058776945e+02
1.027128196215561729e+04,1.659115479456047808e+02
1.027128212742677351e+04,1.659360266371201078e+02
1.027128229269793155e+04,1.659605016790835066e+02
1.027128245796908777e+04,1.659849730693472338e+02
1.027128262324024399e+04,1.660094408065714902e+02
1.027128278851140021e+04,1.660339048891477205e+02
1.027128295378255825e+04,1.660583653157364097e+02
1.027128311905371447e+04,1.660828220841910365e+02
1.027128328432487069e+04,1.661072751931728249e+02
1.027128344959602873e+04,1.661317246413430269e+02
1.027128361486718495e+04,1.661561704265558603e+02
1.027128378013834117e+04,1.661806125474732880e+02
1.027128394540949739e+04,1.662050510024880907e+02
1.027128411068065543e+04,1.662294857902624869e+02
1.027128427595181165e+04,1.662539169086520587e+02
1.027128444122296787e+04,1.662783443563193373e+02
1.027128460649412591e+04,1.663027681319271096e+02
1.027128477176528213e+04,1.663271882333318388e+02
1.027128493703643835e+04,1.663516046591968234e+02
1.027128510230759457e+04,1.663760174079165779e+02
1.027128526757875261e+04,1.664004264781548272e+02
1.027128543284990883e+04,1.664248318677692282e+02
1.027128559812106505e+04,1.664492335754238184e+02
1.027128576339222309e+04,1.664736315997827489e+02
1.027128592866337931e+04,1.664980259387048420e+02
1.027128609393453553e+04,1.665224165908546468e+02
1.027128625920569357e+04,1.665468035548969397e+02
1.027128642447684979e+04,1.665711868286915376e+02
1.027128658974800601e+04,1.665955664109035581e+02
1.027128675501916223e+04,1.666199422999301589e+02
1.027128692029032027e+04,1.666443144944367987e+02
1.027128708556147649e+04,1.666686829922846016e+02
1.027128725083263271e+04,1.666930477921396232e+02
1.027128741610379075e+04,1.667174088926679758e+02
1.027128758137494697e+04,1.667417662917316648e+02
1.027128774664610319e+04,1.667661199879973424e+02
1.027128791191725941e+04,1.667904699798638148e+02
1.027128807718841745e+04,1.668148162659979903e+02
1.027128824245957367e+04,1.668391588442632383e+02
1.027128840773072989e+04,1.668634977133270354e+02
1.027128857300188793e+04,1.668878328718568866e+02
1.027128873827304415e+04,1.669121643177170711e+02
1.027128890354420037e+04,1.669364920495758327e+02
1.027128906881535659e+04,1.669608160658334270e+02
1.027128923408651463e+04,1.669851363651583824e+02
1.027128939935767085e+04,1.670094529454162284e+02
1.027128956462882707e+04,1.670337658052759480e+02
1.027128972989998510e+04,1.670580749434064103e+02
1.027128989517114132e+04,1.670823803576742819e+02
1.027129006044229754e+04,1.671066820467490288e+02
1.027129022571345376e+04,1.671309800090328110e+02
1.027129039098461180e+04,1.671552742431954357e+02
1.027129055625576802e+04,1.671795647471049335e+02
1.027129072152692424e+04,1.672038515194314812e+02
1.027129088679808228e+04,1.672281345588454542e+02
1.027129105206923850e+04,1.672524138632158781e+02
1.027129121734039472e+04,1.672766894312135548e+02
1.027129138261155094e+04,1.673009612612424633e+02
1.027129154788270898e+04,1.673252293519738600e+02
1.027129171315386520e+04,1.673494937012777939e+02
1.027129187842502142e+04,1.673737543078261183e+02
