Time (BJD_TBD - 2450000), L_c/L_star (ppm)
9.917309675925876945e+03,1.188549009031140145e+02
9.917309697571559809e+03,1.188439544158448484e+02
9.917309719217242673e+03,1.188330082452885961e+02
9.917309740862925537e+03,1.188220623914797471e+02
9.917309762508608401e+03,1.188111168544527771e+02
9.917309784154293084e+03,1.188001716333225488e+02
9.917309805799975948e+03,1.187892267299630760e+02
9.917309827445658811e+03,1.187782821434891360e+02
9.917309849091341675e+03,1.187673378739350909e+02
9.917309870737024539e+03,1.187563939213357571e+02
9.917309892382707403e+03,1.187454502857253118e+02
9.917309914028390267e+03,1.187345069671384721e+02
9.917309935674073131e+03,1.187235639656096993e+02
9.917309957319757814e+03,1.187126212802539271e+02
9.917309978965440678e+03,1.187016789129448000e+02
9.917310000611123542e+03,1.186907368627973938e+02
9.917310022256806405e+03,1.186797951298459424e+02
9.917310043902489269e+03,1.186688537141251629e+02
9.917310065548172133e+03,1.186579126156695310e+02
9.917310087193854997e+03,1.186469718345134936e+02
9.917310108839537861e+03,1.186360313706916259e+02
9.917310130485222544e+03,1.186250912233189183e+02
9.917310152130905408e+03,1.186141513942688448e+02
9.917310173776588272e+03,1.186032118826563675e+02
9.917310195422271136e+03,1.185922726885160472e+02
9.917310217067954000e+03,1.185813338118822600e+02
9.917310238713636863e+03,1.185703952527898082e+02
9.917310260359319727e+03,1.185594570112728405e+02
9.917310282005002591e+03,1.185485190873660173e+02
9.917310303650687274e+03,1.185375814801847412e+02
9.917310325296370138e+03,1.185266441916017186e+02
9.917310346942053002e+03,1.185157072207322386e+02
9.917310368587735866e+03,1.185047705676110326e+02
9.917310390233418730e+03,1.184938342322722491e+02
9.917310411879101594e+03,1.184828982147506622e+02
9.917310433524784457e+03,1.184719625150806337e+02
9.917310455170467321e+03,1.184610271332965823e+02
9.917310476816152004e+03,1.184500920685142518e+02
9.917310498461834868e+03,1.184391573226058938e+02
9.917310520107517732e+03,1.184282228946870816e+02
9.917310541753200596e+03,1.184172887847922766e+02
9.917310563398883460e+03,1.184063549929559542e+02
9.917310585044566324e+03,1.183954215192125332e+02
9.917310606690249188e+03,1.183844883635966738e+02
9.917310628335932051e+03,1.183735555261427095e+02
9.917310649981616734e+03,1.183626230059664550e+02
9.917310671627299598e+03,1.183516908049397927e+02
9.917310693272982462e+03,1.183407589221786651e+02
9.917310714918665326e+03,1.183298273577172068e+02
9.917310736564348190e+03,1.183188961115901208e+02
9.917310758210031054e+03,1.183079651838318682e+02
9.917310779855713918e+03,1.182970345744768110e+02
9.917310801501396782e+03,1.182861042835596805e+02
9.917310823147079645e+03,1.182751743111145828e+02
9.917310844792764328e+03,1.182642446562577732e+02
9.917310866438447192e+03,1.182533153208606223e+02
9.917310888084130056e+03,1.182423863040391012e+02
9.917310909729812920e+03,1.182314576058276998e+02
9.917310931375495784e+03,1.182205292262607657e+02
9.917310953021178648e+03,1.182096011653729022e+02
9.917310974666861512e+03,1.181986734231985423e+02
9.917310996312544376e+03,1.181877459997721758e+02
9.917311017958229058e+03,1.181768188942099016e+02
9.917311039603911922e+03,1.181658921083827636e+02
9.917311061249594786e+03,1.181549656414071165e+02
9.917311082895277650e+03,1.181440394933171092e+02
9.917311104540960514e+03,1.181331136641473876e+02
9.917311126186643378e+03,1.181221881539324556e+02
9.917311147832326242e+03,1.181112629627065473e+02
9.917311169478009106e+03,1.181003380905044367e+02
9.917311191123693789e+03,1.180894135364422937e+02
9.917311212769376652e+03,1.180784893023906932e+02
9.917311234415059516e+03,1.180675653874661322e+02
9.917311256060742380e+03,1.180566417917030009e+02
9.917311277706425244e+03,1.180457185151356754e+02
9.917311299352108108e+03,1.180347955577987591e+02
9.917311320997790972e+03,1.180238729197266707e+02
9.917311342643473836e+03,1.180129506009538005e+02
9.917311364289158519e+03,1.180020286005967449e+02
9.917311385934841383e+03,1.179911069205256950e+02
9.917311407580524246e+03,1.179801855598571194e+02
9.917311429226207110e+03,1.179692645186256357e+02
9.917311450871889974e+03,1.179583437968656341e+02
9.917311472517572838e+03,1.179474233946114197e+02
9.917311494163255702e+03,1.179365033118976953e+02
9.917311515808938566e+03,1.179255835487585813e+02
9.917311537454623249e+03,1.179146641043111572e+02
9.917311559100306113e+03,1.179037449804251168e+02
