Time (BJD_TBD - 2450000), F_star + F_f (mJy)
1.013184277777792886e+04,3.860321702489811990e+00
1.013184279854968190e+04,3.860321704910700369e+00
1.013184281932143494e+04,3.860321707331589192e+00
1.013184284009318799e+04,3.860321709752479791e+00
1.013184286086494103e+04,3.860321712173371278e+00
1.013184288163669407e+04,3.860321714594264542e+00
1.013184290240844712e+04,3.860321717015159582e+00
1.013184292318020016e+04,3.860321719436055066e+00
1.013184294395195320e+04,3.860321721856952770e+00
1.013184296472370625e+04,3.860321724277851807e+00
1.013184298549545929e+04,3.860321726698751732e+00
1.013184300626721233e+04,3.860321729119653877e+00
1.013184302703896537e+04,3.860321731540557355e+00
1.013184304781071842e+04,3.860321733961461721e+00
1.013184306858247146e+04,3.860321736382366531e+00
1.013184308935422450e+04,3.860321738803274449e+00
1.013184311012597936e+04,3.860321741224183256e+00
1.013184313089773241e+04,3.860321743645093395e+00
1.013184315166948545e+04,3.860321746066004867e+00
1.013184317244123849e+04,3.860321748486917670e+00
1.013184319321299154e+04,3.860321750907831362e+00
1.013184321398474458e+04,3.860321753328746830e+00
1.013184323475649762e+04,3.860321755749664074e+00
1.013184325552825067e+04,3.860321758170582207e+00
1.013184327630000371e+04,3.860321760591502116e+00
1.013184329707175675e+04,3.860321763012422469e+00
1.013184331784350979e+04,3.860321765433345931e+00
1.013184333861526284e+04,3.860321767854268948e+00
1.013184335938701588e+04,3.860321770275194631e+00
1.013184338015876892e+04,3.860321772696121201e+00
1.013184340093052197e+04,3.860321775117048659e+00
1.013184342170227501e+04,3.860321777537977894e+00
1.013184344247402805e+04,3.860321779958908905e+00
1.013184346324578109e+04,3.860321782379841693e+00
1.013184348401753414e+04,3.860321784800774925e+00
1.013184350478928718e+04,3.860321787221709489e+00
1.013184352556104022e+04,3.860321789642646273e+00
1.013184354633279327e+04,3.860321792063583057e+00
1.013184356710454631e+04,3.860321794484522950e+00
1.013184358787629935e+04,3.860321796905463287e+00
1.013184360864805240e+04,3.860321799326404957e+00
1.013184362941980544e+04,3.860321801747347958e+00
1.013184365019155848e+04,3.860321804168292736e+00
1.013184367096331152e+04,3.860321806589238403e+00
1.013184369173506457e+04,3.860321809010185401e+00
1.013184371250681761e+04,3.860321811431134176e+00
1.013184373327857065e+04,3.860321813852084283e+00
1.013184375405032551e+04,3.860321816273035722e+00
1.013184377482207856e+04,3.860321818693988938e+00
1.013184379559383160e+04,3.860321821114943042e+00
1.013184381636558464e+04,3.860321823535898478e+00
1.013184383713733769e+04,3.860321825956855246e+00
1.013184385790909073e+04,3.860321828377813791e+00
1.013184387868084377e+04,3.860321830798772780e+00
1.013184389945259682e+04,3.860321833219734433e+00
1.013184392022434986e+04,3.860321835640696531e+00
1.013184394099610290e+04,3.860321838061660848e+00
1.013184396176785594e+04,3.860321840482625166e+00
1.013184398253960899e+04,3.860321842903592149e+00
1.013184400331136203e+04,3.860321845324559575e+00
1.013184402408311507e+04,3.860321847745529222e+00
1.013184404485486812e+04,3.860321850166499758e+00
1.013184406562662116e+04,3.860321852587471625e+00
1.013184408639837420e+04,3.860321855008444381e+00
1.013184410717012724e+04,3.860321857429419357e+00
