Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.062594821759266779e+04,5.499030766253334832e+02
1.062594823627046208e+04,5.499088751407165319e+02
1.062594825494825454e+04,5.499146730404523851e+02
1.062594827362604883e+04,5.499204703256568791e+02
1.062594829230384312e+04,5.499262669957519165e+02
1.062594831098163559e+04,5.499320630501590585e+02
1.062594832965942987e+04,5.499378584899939142e+02
1.062594834833722416e+04,5.499436533146781585e+02
1.062594836701501663e+04,5.499494475236341486e+02
1.062594838569281092e+04,5.499552411179765841e+02
1.062594840437060520e+04,5.499610340971279356e+02
1.062594842304839767e+04,5.499668264605101058e+02
1.062594844172619196e+04,5.499726182092379076e+02
1.062594846040398625e+04,5.499784093427336984e+02
1.062594847908178053e+04,5.499841998609837219e+02
1.062594849775957300e+04,5.499899897634104491e+02
1.062594851643736729e+04,5.499957790511283520e+02
1.062594853511516158e+04,5.500015677235596741e+02
1.062594855379295404e+04,5.500073557801272273e+02
1.062594857247074833e+04,5.500131432219448016e+02
1.062594859114854262e+04,5.500189300484350952e+02
1.062594860982633509e+04,5.500247162590210337e+02
1.062594862850412937e+04,5.500305018548160660e+02
1.062594864718192366e+04,5.500362868352431178e+02
1.062594866585971613e+04,5.500420711997252283e+02
1.062594868453751042e+04,5.500478549493753917e+02
1.062594870321530470e+04,5.500536380836167609e+02
1.062594872189309717e+04,5.500594206018727164e+02
1.062594874057089146e+04,5.500652025052557974e+02
1.062594875924868575e+04,5.500709837931894981e+02
1.062594877792647821e+04,5.500767644650971988e+02
1.062594879660427250e+04,5.500825445220910979e+02
1.062594881528206679e+04,5.500883239635946893e+02
1.062594883395985926e+04,5.500941027890318082e+02
1.062594885263765354e+04,5.500998809995141983e+02
1.062594887131544783e+04,5.501056585944658082e+02
1.062594888999324030e+04,5.501114355733102457e+02
1.062594890867103459e+04,5.501172119371592544e+02
1.062594892734882887e+04,5.501229876854365557e+02
1.062594894602662316e+04,5.501287628181286209e+02
1.062594896470441563e+04,5.501345373346596261e+02
1.062594898338220992e+04,5.501403112361407466e+02
1.062594900206000420e+04,5.501460845219958173e+02
1.062594902073779667e+04,5.501518571916493556e+02
1.062594903941559096e+04,5.501576292462120819e+02
1.062594905809338525e+04,5.501634006851082859e+02
1.062594907677117772e+04,5.501691715077623712e+02
1.062594909544897200e+04,5.501749417152848309e+02
1.062594911412676629e+04,5.501807113071000686e+02
1.062594913280455876e+04,5.501864802826326013e+02
1.062594915148235305e+04,5.501922486429929222e+02
