Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.913946643518749624e+03,2.890227470490526196e-01
9.913946661622412648e+03,2.890635028087346070e-01
9.913946679726073853e+03,2.891042614253971910e-01
9.913946697829736877e+03,2.891450229072248801e-01
9.913946715933398082e+03,2.891857872460255607e-01
9.913946734037061105e+03,2.892265544499799668e-01
9.913946752140722310e+03,2.892673245109035896e-01
9.913946770244385334e+03,2.893080974369809932e-01
9.913946788348046539e+03,2.893488732200124591e-01
9.913946806451709563e+03,2.893896518681901564e-01
9.913946824555372586e+03,2.894304333774180282e-01
9.913946842659033791e+03,2.894712177435886380e-01
9.913946860762696815e+03,2.895120049748978741e-01
9.913946878866358020e+03,2.895527950631423542e-01
9.913946896970021044e+03,2.895935880165216858e-01
9.913946915073682248e+03,2.896343838268248816e-01
9.913946933177345272e+03,2.896751825022591542e-01
9.913946951281006477e+03,2.897159840346135717e-01
9.913946969384669501e+03,2.897567884320839116e-01
9.913946987488332525e+03,2.897975956905741723e-01
9.913947005591993729e+03,2.898384058059732538e-01
9.913947023695656753e+03,2.898792187864807079e-01
9.913947041799317958e+03,2.899200346238930970e-01
9.913947059902980982e+03,2.899608533264101951e-01
9.913947078006642187e+03,2.900016748858209037e-01
9.913947096110305210e+03,2.900424993103286608e-01
9.913947114213966415e+03,2.900833265917225900e-01
9.913947132317629439e+03,2.901241567382097375e-01
9.913947150421292463e+03,2.901649897456790583e-01
9.913947168524953668e+03,2.902058256100268907e-01
9.913947186628616691e+03,2.902466643394566725e-01
9.913947204732277896e+03,2.902875059257574719e-01
9.913947222835940920e+03,2.903283503771288965e-01
9.913947240939602125e+03,2.903691976853637335e-01
9.913947259043265149e+03,2.904100478586653655e-01
9.913947277146926353e+03,2.904509008888229160e-01
9.913947295250589377e+03,2.904917567840434867e-01
9.913947313354252401e+03,2.905326155402160326e-01
9.913947331457913606e+03,2.905734771532330618e-01
9.913947349561576630e+03,2.906143416313017869e-01
9.913947367665237834e+03,2.906552089662037819e-01
9.913947385768900858e+03,2.906960791661536425e-01
9.913947403872562063e+03,2.907369522229329983e-01
9.913947421976225087e+03,2.907778281447488955e-01
9.913947440079888111e+03,2.908187069274978387e-01
9.913947458183549315e+03,2.908595885670611225e-01
9.913947476287212339e+03,2.909004730716533982e-01
9.913947494390873544e+03,2.909413604330600145e-01
9.913947512494536568e+03,2.909822506594842983e-01
9.913947530598197773e+03,2.910231437427153733e-01
9.913947548701860796e+03,2.910640396909603966e-01
9.913947566805522001e+03,2.911049384960007758e-01
9.913947584909185025e+03,2.911458401660551587e-01
9.913947603012848049e+03,2.911867446970047291e-01
9.913947621116509254e+03,2.912276520847383865e-01
9.913947639220172277e+03,2.912685623374708377e-01
9.913947657323833482e+03,2.913094754469836567e-01
9.913947675427496506e+03,2.913503914214876644e-01
9.913947693531157711e+03,2.913913102527606602e-01
9.913947711634820735e+03,2.914322319490211255e-01
9.913947729738481939e+03,2.914731565020430293e-01
9.913947747842144963e+03,2.915140839200486278e-01
9.913947765945807987e+03,2.915550141989229904e-01
9.913947784049469192e+03,2.915959473345436925e-01
9.913947802153132216e+03,2.916368833351367096e-01
9.913947820256793420e+03,2.916778221924722359e-01
9.913947838360456444e+03,2.917187639147763578e-01
9.913947856464117649e+03,2.917597084938117202e-01
9.913947874567780673e+03,2.918006559378080178e-01
9.913947892671441878e+03,2.918416062385317811e-01
9.913947910775104901e+03,2.918825594042089855e-01
9.913947928878767925e+03,2.919235154307209812e-01
9.913947946982429130e+03,2.919644743139490628e-01
9.913947965086092154e+03,2.920054360621230360e-01
9.913947983189753359e+03,2.920464006670017154e-01
