Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.061386530092591420e+04,2.021521689619083872e+02
1.061386531688121431e+04,2.021519348968756731e+02
1.061386533283651261e+04,2.021517008704502700e+02
1.061386534879181272e+04,2.021514668825790295e+02
1.061386536474711102e+04,2.021512329333156117e+02
1.061386538070241113e+04,2.021509990226068112e+02
1.061386539665770943e+04,2.021507651505062881e+02
1.061386541261300954e+04,2.021505313169608087e+02
1.061386542856830783e+04,2.021502975220239762e+02
1.061386544452360795e+04,2.021500637656426989e+02
1.061386546047890624e+04,2.021498300478704095e+02
1.061386547643420636e+04,2.021495963686541870e+02
1.061386549238950465e+04,2.021493627280474357e+02
1.061386550834480477e+04,2.021491291259970353e+02
1.061386552430010306e+04,2.021488955625565893e+02
1.061386554025540318e+04,2.021486620376730343e+02
1.061386555621070147e+04,2.021484285513997747e+02
1.061386557216600158e+04,2.021481951036838609e+02
1.061386558812129988e+04,2.021479616945786688e+02
1.061386560407659999e+04,2.021477283240312488e+02
1.061386562003189829e+04,2.021474949920950337e+02
1.061386563598719840e+04,2.021472616987169886e+02
1.061386565194249670e+04,2.021470284439505463e+02
1.061386566789779681e+04,2.021467952277427855e+02
1.061386568385309511e+04,2.021465620501469971e+02
1.061386569980839522e+04,2.021463289111103450e+02
1.061386571576369352e+04,2.021460958106861483e+02
1.061386573171899363e+04,2.021458627488215143e+02
1.061386574767429192e+04,2.021456297255696768e+02
1.061386576362959204e+04,2.021453967408778283e+02
1.061386577958489033e+04,2.021451637947993163e+02
1.061386579554019045e+04,2.021449308872812196e+02
1.061386581149549056e+04,2.021446980183502831e+02
1.061386582745078886e+04,2.021444651880333083e+02
1.061386584340608897e+04,2.021442323962774310e+02
1.061386585936138727e+04,2.021439996431359134e+02
1.061386587531668738e+04,2.021437669285559195e+02
1.061386589127198567e+04,2.021435342525906833e+02
1.061386590722728579e+04,2.021433016151873971e+02
1.061386592318258408e+04,2.021430690163993802e+02
1.061386593913788420e+04,2.021428364561737681e+02
1.061386595509318249e+04,2.021426039345637378e+02
1.061386597104848261e+04,2.021423714515165670e+02
1.061386598700378090e+04,2.021421390070855182e+02
1.061386600295908102e+04,2.021419066012177268e+02
1.061386601891437931e+04,2.021416742339664268e+02
1.061386603486967942e+04,2.021414419052788105e+02
1.061386605082497772e+04,2.021412096152081688e+02
1.061386606678027783e+04,2.021409773637016940e+02
