Time (BJD_TBD - 2450000), F_star + F_b (mJy)
9.878538437500130385e+03,3.861518400954194519e+00
9.878546170748528311e+03,3.861476126787612539e+00
9.878553903996924419e+03,3.861433848906127064e+00
9.878561637245322345e+03,3.861391611031418147e+00
9.878569370493720271e+03,3.861349456843819361e+00
9.878577103742116378e+03,3.861307429937119728e+00
9.878584836990514304e+03,3.861265573773450921e+00
9.878592570238912231e+03,3.861223931638401830e+00
9.878600303487308338e+03,3.861182546596220622e+00
9.878608036735706264e+03,3.861141461445255718e+00
9.878615769984104190e+03,3.861100718673752041e+00
9.878623503232500298e+03,3.861060360415881298e+00
9.878631236480898224e+03,3.861020428408140859e+00
9.878638969729294331e+03,3.860980963946261557e+00
9.878646702977692257e+03,3.860942007842421919e+00
9.878654436226090183e+03,3.860903600383110756e+00
9.878662169474486291e+03,3.860865781287435183e+00
9.878669902722884217e+03,3.860828589666019273e+00
9.878677635971282143e+03,3.860792063980608813e+00
9.878685369219678250e+03,3.860756242004273364e+00
9.878693102468076177e+03,3.860721160782315309e+00
9.878700835716474103e+03,3.860686856594011118e+00
9.878708568964870210e+03,3.860653364915065833e+00
9.878716302213268136e+03,3.860620720380904203e+00
9.878724035461666062e+03,3.860588956750899747e+00
9.878731768710062170e+03,3.860558106873438255e+00
9.878739501958460096e+03,3.860528202651923646e+00
9.878747235206858022e+03,3.860499275011834541e+00
9.878754968455254129e+03,3.860471353868712985e+00
9.878762701703652056e+03,3.860444468097213644e+00
9.878770434952049982e+03,3.860418645501280110e+00
9.878778168200446089e+03,3.860393912785372805e+00
9.878785901448844015e+03,3.860370295526833750e+00
9.878793634697241941e+03,3.860347818149471255e+00
9.878801367945638049e+03,3.860326503898283690e+00
9.878809101194035975e+03,3.860306374815406727e+00
9.878816834442433901e+03,3.860287451717350216e+00
9.878824567690830008e+03,3.860269754173451862e+00
9.878832300939227935e+03,3.860253300485628092e+00
9.878840034187624042e+03,3.860238107669478946e+00
9.878847767436021968e+03,3.860224191436658181e+00
9.878855500684419894e+03,3.860211566178650244e+00
9.878863233932816001e+03,3.860200244951874637e+00
9.878870967181213928e+03,3.860190239464181605e+00
9.878878700429611854e+03,3.860181560062754258e+00
9.878886433678007961e+03,3.860174215723403357e+00
9.878894166926405887e+03,3.860168214041277412e+00
9.878901900174803814e+03,3.860163561223022288e+00
9.878909633423199921e+03,3.860160262080354343e+00
9.878917366671597847e+03,3.860158320025079970e+00
9.878925099919995773e+03,3.860157737065580186e+00
9.878932833168391880e+03,3.860158513804722968e+00
9.878940566416789807e+03,3.860160649439241087e+00
9.878948299665187733e+03,3.860164141760567436e+00
9.878956032913583840e+03,3.860168987157116316e+00
9.878963766161981766e+03,3.860175180618017787e+00
9.878971499410379693e+03,3.860182715738300185e+00
9.878979232658775800e+03,3.860191584725513270e+00
9.878986965907173726e+03,3.860201778407790218e+00
9.878994699155571652e+03,3.860213286243328046e+00
9.879002432403967759e+03,3.860226096331287327e+00
9.879010165652365686e+03,3.860240195424113896e+00
9.879017898900763612e+03,3.860255568941219462e+00
9.879025632149159719e+03,3.860272200984067759e+00
9.879033365397557645e+03,3.860290074352628498e+00
9.879041098645953753e+03,3.860309170563137826e+00
9.879048831894351679e+03,3.860329469867248342e+00
9.879056565142749605e+03,3.860350951272415898e+00
9.879064298391145712e+03,3.860373592563627110e+00
9.879072031639543638e+03,3.860397370326387634e+00
9.879079764887941565e+03,3.860422259970903269e+00
9.879087498136337672e+03,3.860448235757527602e+00
9.879095231384735598e+03,3.860475270823395366e+00
9.879102964633133524e+03,3.860503337210171804e+00
9.879110697881529632e+03,3.860532405892976637e+00
9.879118431129927558e+03,3.860562446810429371e+00
9.879126164378325484e+03,3.860593428895688461e+00
9.879133897626721591e+03,3.860625320108602931e+00
9.879141630875119517e+03,3.860658087468872068e+00
9.879149364123517444e+03,3.860691697090099517e+00
9.879157097371913551e+03,3.860726114214869220e+00
9.879164830620311477e+03,3.860761303250705101e+00
9.879172563868709403e+03,3.860797227806835874e+00
9.879180297117105511e+03,3.860833850731849370e+00
9.879188030365503437e+03,3.860871134152143558e+00
9.879195763613901363e+03,3.860909039511038365e+00
9.879203496862297470e+03,3.860947527608672214e+00
9.879211230110695396e+03,3.860986558642573563e+00
9.879218963359091504e+03,3.861026092248756481e+00
9.879226696607489430e+03,3.861066087543536085e+00
9.879234429855887356e+03,3.861106503165743664e+00
9.879242163104283463e+03,3.861147297319528882e+00
9.879249896352681390e+03,3.861188427817611402e+00
9.879257629601079316e+03,3.861229852124850037e+00
9.879265362849475423e+03,3.861271527402264425e+00
9.879273096097873349e+03,3.861313410551357794e+00
9.879280829346271275e+03,3.861355458258636908e+00
9.879288562594667383e+03,3.861397627040427771e+00
9.879296295843065309e+03,3.861439873287880076e+00
9.879304029091463235e+03,3.861482153311999177e+00
9.879311762339859342e+03,3.861524423388862814e+00
9.879319495588257269e+03,3.861566639804863588e+00
9.879327228836655195e+03,3.861608758901859506e+00
9.879334962085051302e+03,3.861650737122349408e+00
9.879342695333449228e+03,3.861692531054551125e+00
9.879350428581847154e+03,3.861734097477232286e+00
9.879358161830243262e+03,3.861775393404442536e+00
9.879365895078641188e+03,3.861816376129992179e+00
9.879373628327039114e+03,3.861857003271560007e+00
9.879381361575435221e+03,3.861897232814551995e+00
9.879389094823833148e+03,3.861937023155581183e+00
9.879396828072231074e+03,3.861976333145432871e+00
9.879404561320627181e+03,3.862015122131645217e+00
9.879412294569025107e+03,3.862053350000584473e+00
9.879420027817421214e+03,3.862090977218855858e+00
9.879427761065819141e+03,3.862127964874267239e+00
9.879435494314217067e+03,3.862164274716002765e+00
9.879443227562613174e+03,3.862199869194208546e+00
9.879450960811011100e+03,3.862234711498848672e+00
9.879458694059409027e+03,3.862268765597725029e+00
9.879466427307805134e+03,3.862301996273761251e+00
9.879474160556203060e+03,3.862334369161449121e+00
9.879481893804600986e+03,3.862365850782337962e+00
9.879489627052997093e+03,3.862396408579683804e+00
9.879497360301395020e+03,3.862426010952134892e+00
9.879505093549792946e+03,3.862454627286372677e+00
9.879512826798189053e+03,3.862482227988790484e+00
9.879520560046586979e+03,3.862508784516117899e+00
9.879528293294984906e+03,3.862534269404899412e+00
9.879536026543381013e+03,3.862558656299914350e+00
9.879543759791778939e+03,3.862581919981453282e+00
9.879551493040176865e+03,3.862604036391358076e+00
9.879559226288572972e+03,3.862624982657926420e+00
9.879566959536970899e+03,3.862644737119571570e+00
9.879574692785368825e+03,3.862663279347200884e+00
9.879582426033764932e+03,3.862680590165353589e+00
9.879590159282162858e+03,3.862696651672046233e+00
9.879597892530560785e+03,3.862711447257254793e+00
9.879605625778956892e+03,3.862724961620113362e+00
9.879613359027354818e+03,3.862737180784742375e+00
9.879621092275750925e+03,3.862748092114678844e+00
9.879628825524148851e+03,3.862757684325969443e+00
9.879636558772546778e+03,3.862765947498819852e+00
9.879644292020942885e+03,3.862772873087862990e+00
9.879652025269340811e+03,3.862778453931000833e+00
9.879659758517738737e+03,3.862782684256798493e+00
9.879667491766134845e+03,3.860157733612590292e+00
9.879675225014532771e+03,3.860157733612590292e+00
9.879682958262930697e+03,3.860157733612590292e+00
9.879690691511326804e+03,3.860157733612590292e+00
9.879698424759724730e+03,3.862783474102994496e+00
9.879706158008122657e+03,3.862779558571891592e+00
9.879713891256518764e+03,3.862774291381084524e+00
9.879721624504916690e+03,3.862767677977639647e+00
9.879729357753314616e+03,3.862759725200814120e+00
9.879737091001710724e+03,3.862750441274978019e+00
9.879744824250108650e+03,3.862739835801106025e+00
9.879752557498506576e+03,3.862727919746856919e+00
9.879760290746902683e+03,3.862714705435229767e+00
9.879768023995300609e+03,3.862700206531805680e+00
9.879775757243698536e+03,3.862684438030638656e+00
9.879783490492094643e+03,3.862667416238736440e+00
9.879791223740492569e+03,3.862649158759190904e+00
9.879798956988890495e+03,3.862629684472986380e+00
9.879806690237286602e+03,3.862609013519475720e+00
9.879814423485684529e+03,3.862587167275526312e+00
9.879822156734080636e+03,3.862564168333458170e+00
9.879829889982478562e+03,3.862540040477627556e+00
9.879837623230876488e+03,3.862514808659879062e+00
9.879845356479272596e+03,3.862488498973718709e+00
9.879853089727670522e+03,3.862461138627311552e+00
9.879860822976068448e+03,3.862432755915385041e+00
9.879868556224464555e+03,3.862403380189942670e+00
9.879876289472862481e+03,3.862373041829897602e+00
9.879884022721260408e+03,3.862341772209689772e+00
9.879891755969656515e+03,3.862309603666823410e+00
9.879899489218054441e+03,3.862276569468403586e+00
9.879907222466452367e+03,3.862242703776773922e+00
9.879914955714848475e+03,3.862208041614167975e+00
9.879922688963246401e+03,3.862172618826467563e+00
9.879930422211644327e+03,3.862136472046178604e+00
9.879938155460040434e+03,3.862099638654524991e+00
9.879945888708438360e+03,3.862062156742764873e+00
9.879953621956836287e+03,3.862024065072848789e+00
9.879961355205232394e+03,3.861985403037309972e+00
9.879969088453630320e+03,3.861946210618499187e+00
9.879976821702028246e+03,3.861906528347289314e+00
9.879984554950424354e+03,3.861866397261134676e+00
9.879992288198822280e+03,3.861825858861605898e+00
9.880000021447218387e+03,3.861784955071531300e+00
9.880007754695616313e+03,3.861743728191572078e+00
9.880015487944014239e+03,3.861702220856543022e+00
9.880023221192410347e+03,3.861660475991289143e+00
9.880030954440808273e+03,3.861618536766268761e+00
9.880038687689206199e+03,3.861576446552969166e+00
9.880046420937602306e+03,3.861534248879018971e+00
9.880054154186000233e+03,3.861491987383149471e+00
9.880061887434398159e+03,3.861449705770123142e+00
9.880069620682794266e+03,3.861407447765506706e+00
9.880077353931192192e+03,3.861365257070421553e+00
9.880085087179590118e+03,3.861323177316411837e+00
9.880092820427986226e+03,3.861281252020291710e+00
9.880100553676384152e+03,3.861239524539111567e+00
9.880108286924782078e+03,3.861198038025381862e+00
9.880116020173178185e+03,3.861156835382417274e+00
9.880123753421576112e+03,3.861115959219936222e+00
9.880131486669974038e+03,3.861075451810058290e+00
9.880139219918370145e+03,3.861035355043555661e+00
9.880146953166768071e+03,3.860995710386506019e+00
9.880154686415165997e+03,3.860956558837465025e+00
9.880162419663562105e+03,3.860917940885041144e+00
9.880170152911960031e+03,3.860879896465995831e+00
9.880177886160357957e+03,3.860842464923997852e+00
9.880185619408754064e+03,3.860805684968907414e+00
9.880193352657151991e+03,3.860769594636721536e+00
9.880201085905548098e+03,3.860734231250296133e+00
9.880208819153946024e+03,3.860699631380684060e+00
9.880216552402343950e+03,3.860665830809369758e+00
9.880224285650740057e+03,3.860632864491241989e+00
9.880232018899137984e+03,3.860600766518424987e+00
9.880239752147535910e+03,3.860569570085064406e+00
9.880247485395932017e+03,3.860539307452977464e+00
9.880255218644329943e+03,3.860510009918272534e+00
9.880262951892727870e+03,3.860481707779017668e+00
9.880270685141123977e+03,3.860454430303895901e+00
9.880278418389521903e+03,3.860428205701911697e+00
9.880286151637919829e+03,3.860403061093260035e+00
9.880293884886315936e+03,3.860379022481259081e+00
9.880301618134713863e+03,3.860356114725444154e+00
9.880309351383111789e+03,3.860334361515890045e+00
9.880317084631507896e+03,3.860313785348696403e+00
9.880324817879905822e+03,3.860294407502709912e+00
9.880332551128303749e+03,3.860276248017548095e+00
9.880340284376699856e+03,3.860259325672856789e+00
9.880348017625097782e+03,3.860243657968881248e+00
9.880355750873495708e+03,3.860229261108391707e+00
9.880363484121891815e+03,3.860216149979913691e+00
9.880371217370289742e+03,3.860204338142321667e+00
9.880378950618687668e+03,3.860193837810840023e+00
9.880386683867083775e+03,3.860184659844392296e+00
9.880394417115481701e+03,3.860176813734377266e+00
9.880402150363877809e+03,3.860170307594855466e+00
9.880409883612275735e+03,3.860165148154153236e+00
9.880417616860673661e+03,3.860161340747910508e+00
9.880425350109069768e+03,3.860158889313559438e+00
9.880433083357467694e+03,3.860157796386251672e+00
9.880440816605865621e+03,3.860158063096239545e+00
9.880448549854261728e+03,3.860159689167703245e+00
9.880456283102659654e+03,3.860162672919042137e+00
9.880464016351057580e+03,3.860167011264605819e+00
9.880471749599453688e+03,3.860172699717892453e+00
9.880479482847851614e+03,3.860179732396184171e+00
9.880487216096249540e+03,3.860188102026633317e+00
9.880494949344645647e+03,3.860197799953778652e+00
9.880502682593043573e+03,3.860208816148506639e+00
9.880510415841441500e+03,3.860221139218411146e+00
9.880518149089837607e+03,3.860234756419578250e+00
9.880525882338235533e+03,3.860249653669777015e+00
9.880533615586633459e+03,3.860265815563004743e+00
9.880541348835029567e+03,3.860283225385423567e+00
9.880549082083427493e+03,3.860301865132663934e+00
9.880556815331825419e+03,3.860321715528415076e+00
9.880564548580221526e+03,3.860342756044373935e+00
9.880572281828619452e+03,3.860364964921486397e+00
9.880580015077015560e+03,3.860388319192418649e+00
9.880587748325413486e+03,3.860412794705348372e+00
9.880595481573811412e+03,3.860438366148901679e+00
9.880603214822207519e+03,3.860465007078349053e+00
9.880610948070605446e+03,3.860492689942968347e+00
9.880618681319003372e+03,3.860521386114502906e+00
9.880626414567399479e+03,3.860551065916781432e+00
9.880634147815797405e+03,3.860581698656431193e+00
9.880641881064195331e+03,3.860613252654578886e+00
9.880649614312591439e+03,3.860645695279629308e+00
9.880657347560989365e+03,3.860678992981038338e+00
9.880665080809387291e+03,3.860713111323959001e+00
9.880672814057783398e+03,3.860748015024876523e+00
9.880680547306181325e+03,3.860783667988124890e+00
9.880688280554579251e+03,3.860820033343159707e+00
9.880696013802975358e+03,3.860857073482719670e+00
9.880703747051373284e+03,3.860894750101737216e+00
9.880711480299771210e+03,3.860933024236905986e+00
9.880719213548167318e+03,3.860971856306994354e+00
9.880726946796565244e+03,3.861011206153812658e+00
9.880734680044963170e+03,3.861051033083682693e+00
9.880742413293359277e+03,3.861091295909549803e+00
9.880750146541757204e+03,3.861131952993607008e+00
9.880757879790155130e+03,3.861172962290296606e+00
9.880765613038551237e+03,3.861214281389818481e+00
9.880773346286949163e+03,3.861255867562018551e+00
9.880781079535345270e+03,3.861297677800513029e+00
9.880788812783743197e+03,3.861339668867236785e+00
9.880796546032141123e+03,3.861381797337091637e+00
9.880804279280537230e+03,3.861424019642884620e+00
9.880812012528935156e+03,3.861466292120412813e+00
9.880819745777333083e+03,3.861508571053555272e+00
9.880827479025729190e+03,3.861550812719517722e+00
9.880835212274127116e+03,3.861592973434075482e+00
9.880842945522525042e+03,3.861635009596688040e+00
