Time (BJD_TBD - 2450000), F_star + F_d (mJy)
9.882460428240709007e+03,2.557861548814620800e+00
9.882460446256400246e+03,2.557861554961268435e+00
9.882460464272089666e+03,2.557861561107835691e+00
9.882460482287780906e+03,2.557861567254324342e+00
9.882460500303470326e+03,2.557861573400733946e+00
9.882460518319161565e+03,2.557861579547064057e+00
9.882460536334850985e+03,2.557861585693314677e+00
9.882460554350542225e+03,2.557861591839487136e+00
9.882460572366233464e+03,2.557861597985579660e+00
9.882460590381922884e+03,2.557861604131593136e+00
9.882460608397614124e+03,2.557861610277527120e+00
9.882460626413303544e+03,2.557861616423382500e+00
9.882460644428994783e+03,2.557861622569157944e+00
9.882460662444684203e+03,2.557861628714854341e+00
9.882460680460375443e+03,2.557861634860471689e+00
9.882460698476066682e+03,2.557861641006009989e+00
9.882460716491756102e+03,2.557861647151468798e+00
9.882460734507447341e+03,2.557861653296848559e+00
9.882460752523136762e+03,2.557861659442148383e+00
9.882460770538828001e+03,2.557861665587369604e+00
9.882460788554517421e+03,2.557861671732511777e+00
9.882460806570208661e+03,2.557861677877574014e+00
9.882460824585899900e+03,2.557861684022558091e+00
9.882460842601589320e+03,2.557861690167461344e+00
9.882460860617280559e+03,2.557861696312286437e+00
9.882460878632969980e+03,2.557861702457031150e+00
9.882460896648661219e+03,2.557861708601697703e+00
9.882460914664350639e+03,2.557861714746284321e+00
9.882460932680041878e+03,2.557861720890792334e+00
9.882460950695733118e+03,2.557861727035220412e+00
9.882460968711422538e+03,2.557861733179568997e+00
9.882460986727113777e+03,2.557861739323838979e+00
9.882461004742803198e+03,2.557861745468029024e+00
9.882461022758494437e+03,2.557861751612140022e+00
9.882461040774183857e+03,2.557861757756171084e+00
9.882461058789875096e+03,2.557861763900123986e+00
9.882461076805566336e+03,2.557861770043997396e+00
9.882461094821255756e+03,2.557861776187790426e+00
9.882461112836946995e+03,2.557861782331504408e+00
9.882461130852636416e+03,2.557861788475139342e+00
9.882461148868327655e+03,2.557861794618695228e+00
9.882461166884017075e+03,2.557861800762170734e+00
9.882461184899708314e+03,2.557861806905568081e+00
9.882461202915399554e+03,2.557861813048885047e+00
9.882461220931088974e+03,2.557861819192122965e+00
9.882461238946780213e+03,2.557861825335282280e+00
9.882461256962469633e+03,2.557861831478361214e+00
9.882461274978160873e+03,2.557861837621361101e+00
9.882461292993850293e+03,2.557861843764281051e+00
9.882461311009541532e+03,2.557861849907122398e+00
9.882461329025232772e+03,2.557861856049884253e+00
9.882461347040922192e+03,2.557861862192566171e+00
9.882461365056613431e+03,2.557861868335169486e+00
9.882461383072302851e+03,2.557861874477692421e+00
9.882461401087994091e+03,2.557861880620136752e+00
9.882461419103683511e+03,2.557861886762501147e+00
9.882461437119374750e+03,2.557861892904786050e+00
9.882461455135065989e+03,2.557861899046991905e+00
9.882461473150755410e+03,2.557861905189118268e+00
9.882461491166446649e+03,2.557861911331165139e+00
9.882461509182136069e+03,2.557861917473132074e+00
9.882461527197827309e+03,2.557861923615019961e+00
9.882461545213516729e+03,2.557861929756828356e+00
9.882461563229207968e+03,2.557861935898557260e+00
9.882461581244899207e+03,2.557861942040207115e+00
9.882461599260588628e+03,2.557861948181776590e+00
9.882461617276279867e+03,2.557861954323267462e+00
9.882461635291969287e+03,2.557861960464678397e+00
9.882461653307660526e+03,2.557861966606009396e+00
9.882461671323349947e+03,2.557861972747261348e+00
9.882461689339041186e+03,2.557861978888434251e+00
9.882461707354732425e+03,2.557861985029527219e+00
9.882461725370421846e+03,2.557861991170540694e+00
9.882461743386113085e+03,2.557861997311474234e+00
9.882461761401802505e+03,2.557862003452328725e+00
9.882461779417493744e+03,2.557862009593103725e+00
9.882461797433183165e+03,2.557862015733798788e+00
9.882461815448874404e+03,2.557862021874414804e+00
9.882461833464563824e+03,2.557862028014950884e+00
9.882461851480255064e+03,2.557862034155407915e+00
9.882461869495946303e+03,2.557862040295785455e+00
9.882461887511635723e+03,2.557862046436082615e+00
9.882461905527326962e+03,2.557862052576300727e+00
9.882461923543016383e+03,2.557862058716438902e+00
9.882461941558707622e+03,2.557862064856498474e+00
9.882461959574397042e+03,2.557862070996477222e+00
9.882461977590088281e+03,2.557862077136377366e+00
9.882461995605779521e+03,2.557862083276197573e+00
9.882462013621468941e+03,2.557862089415937845e+00
9.882462031637160180e+03,2.557862095555599069e+00
9.882462049652849601e+03,2.557862101695179913e+00
9.882462067668540840e+03,2.557862107834682153e+00
9.882462085684230260e+03,2.557862113974104012e+00
9.882462103699921499e+03,2.557862120113446824e+00
9.882462121715612739e+03,2.557862126252710144e+00
9.882462139731302159e+03,2.557862132391893084e+00
9.882462157746993398e+03,2.557862138530996976e+00
9.882462175762682818e+03,2.557862144670020932e+00
9.882462193778374058e+03,2.557862150808965396e+00
9.882462211794063478e+03,2.557862156947829924e+00
9.882462229809754717e+03,2.557862163086615404e+00
9.882462247825445957e+03,2.557862169225320947e+00
9.882462265841135377e+03,2.557862175363946111e+00
9.882462283856826616e+03,2.557862181502492671e+00
9.882462301872516036e+03,2.557862187640959295e+00
9.882462319888207276e+03,2.557862193779345983e+00
9.882462337903896696e+03,2.557862199917652735e+00
9.882462355919587935e+03,2.557862206055880883e+00
9.882462373935279174e+03,2.557862212194028650e+00
9.882462391950968595e+03,2.557862218332096038e+00
9.882462409966659834e+03,2.557862224470085266e+00
9.882462427982349254e+03,2.557862230607993226e+00
9.882462445998040494e+03,2.557862236745822582e+00
9.882462464013729914e+03,2.557862242883571557e+00
9.882462482029421153e+03,2.557862249021241041e+00
9.882462500045112392e+03,2.557862255158831477e+00
9.882462518060801813e+03,2.557862261296341089e+00
9.882462536076493052e+03,2.557862267433771652e+00
9.882462554092182472e+03,2.557862273571121836e+00
9.882462572107873712e+03,2.557862279708392972e+00
9.882462590123563132e+03,2.557862285845583727e+00
9.882462608139254371e+03,2.557862291982695879e+00
9.882462626154945610e+03,2.557862298119727651e+00
9.882462644170635031e+03,2.557862304256679042e+00
9.882462662186326270e+03,2.557862310393551386e+00
9.882462680202015690e+03,2.557862316530343794e+00
9.882462698217706929e+03,2.557862322667056709e+00
9.882462716233396350e+03,2.557862328803688801e+00
9.882462734249087589e+03,2.557862334940242288e+00
9.882462752264778828e+03,2.557862341076715396e+00
9.882462770280468249e+03,2.557862347213108567e+00
9.882462788296159488e+03,2.557862353349422690e+00
