Time (BJD_TBD - 2450000), L_g/L_star (ppm)
9.896128576389048249e+03,4.696597251558356589e+01
9.896128599245501391e+03,4.696583515921716412e+01
9.896128622101952715e+03,4.696569779988901416e+01
9.896128644958405857e+03,4.696556043757723842e+01
9.896128667814857181e+03,4.696542307230375712e+01
9.896128690671310324e+03,4.696528570404670688e+01
9.896128713527761647e+03,4.696514833282796531e+01
9.896128736384214790e+03,4.696501095862569741e+01
9.896128759240666113e+03,4.696487358146179503e+01
9.896128782097119256e+03,4.696473620131438054e+01
9.896128804953570580e+03,4.696459881820538129e+01
9.896128827810023722e+03,4.696446143211290547e+01
9.896128850666476865e+03,4.696432404304793096e+01
9.896128873522928188e+03,4.696418665102140011e+01
9.896128896379381331e+03,4.696404925601147795e+01
9.896128919235832655e+03,4.696391185804002077e+01
9.896128942092285797e+03,4.696377445708521492e+01
9.896128964948737121e+03,4.696363705316893800e+01
9.896128987805190263e+03,4.696349964626931950e+01
9.896129010661641587e+03,4.696336223640825835e+01
9.896129033518094730e+03,4.696322482356392669e+01
9.896129056374546053e+03,4.696308740775818791e+01
9.896129079230999196e+03,4.696294998896917861e+01
9.896129102087450519e+03,4.696281256721881192e+01
9.896129124943903662e+03,4.696267514248523156e+01
9.896129147800356805e+03,4.696253771477937988e+01
9.896129170656808128e+03,4.696240028411223477e+01
9.896129193513261271e+03,4.696226285046191151e+01
9.896129216369712594e+03,4.696212541385033035e+01
9.896129239226165737e+03,4.696198797425561366e+01
9.896129262082617061e+03,4.696185053169967460e+01
9.896129284939070203e+03,4.696171308616063556e+01
9.896129307795521527e+03,4.696157563766040255e+01
9.896129330651974669e+03,4.696143818617711929e+01
9.896129353508425993e+03,4.696130073173267050e+01
9.896129376364879136e+03,4.696116327430520698e+01
9.896129399221332278e+03,4.696102581390569242e+01
9.896129422077783602e+03,4.696088835054507626e+01
9.896129444934236744e+03,4.696075088420148802e+01
9.896129467790688068e+03,4.696061341489684082e+01
9.896129490647141211e+03,4.696047594260928548e+01
9.896129513503592534e+03,4.696033846736069961e+01
9.896129536360045677e+03,4.696020098912919138e+01
9.896129559216497000e+03,4.696006350793672368e+01
9.896129582072950143e+03,4.695992602376141889e+01
9.896129604929401467e+03,4.695978853662514751e+01
9.896129627785854609e+03,4.695965104650605326e+01
9.896129650642307752e+03,4.695951355341511402e+01
9.896129673498759075e+03,4.695937605736327924e+01
9.896129696355212218e+03,4.695923855832868554e+01
9.896129719211663542e+03,4.695910105633323894e+01
9.896129742068116684e+03,4.695896355135505473e+01
9.896129764924568008e+03,4.695882604341606736e+01
9.896129787781021150e+03,4.695868853249439212e+01
9.896129810637472474e+03,4.695855101861192793e+01
