Time (BJD_TBD - 2450000), L_g/L_star (ppm)
9.917309675925876945e+03,3.163172724476401143e+01
9.917309697571559809e+03,3.163199217083232639e+01
9.917309719217242673e+03,3.163225709609307046e+01
9.917309740862925537e+03,3.163252202054622586e+01
9.917309762508608401e+03,3.163278694419176773e+01
9.917309784154293084e+03,3.163305186705191474e+01
9.917309805799975948e+03,3.163331678908210876e+01
9.917309827445658811e+03,3.163358171030457910e+01
9.917309849091341675e+03,3.163384663071929381e+01
9.917309870737024539e+03,3.163411155032622801e+01
9.917309892382707403e+03,3.163437646912534618e+01
9.917309914028390267e+03,3.163464138711662343e+01
9.917309935674073131e+03,3.163490630430000294e+01
9.917309957319757814e+03,3.163517122069774601e+01
9.917309978965440678e+03,3.163543613626526962e+01
9.917310000611123542e+03,3.163570105102483154e+01
9.917310022256806405e+03,3.163596596497637492e+01
9.917310043902489269e+03,3.163623087811988555e+01
9.917310065548172133e+03,3.163649579045530658e+01
9.917310087193854997e+03,3.163676070198263446e+01
9.917310108839537861e+03,3.163702561270183011e+01
9.917310130485222544e+03,3.163729052263510511e+01
9.917310152130905408e+03,3.163755543173791906e+01
9.917310173776588272e+03,3.163782034003249777e+01
9.917310195422271136e+03,3.163808524751881990e+01
9.917310217067954000e+03,3.163835015419682861e+01
9.917310238713636863e+03,3.163861506006651325e+01
9.917310260359319727e+03,3.163887996512784895e+01
9.917310282005002591e+03,3.163914486938077886e+01
9.917310303650687274e+03,3.163940977284754297e+01
9.917310325296370138e+03,3.163967467548358314e+01
9.917310346942053002e+03,3.163993957731113582e+01
9.917310368587735866e+03,3.164020447833016547e+01
9.917310390233418730e+03,3.164046937854064012e+01
9.917310411879101594e+03,3.164073427794254201e+01
9.917310433524784457e+03,3.164099917653580363e+01
9.917310455170467321e+03,3.164126407432042498e+01
9.917310476816152004e+03,3.164152897131861408e+01
9.917310498461834868e+03,3.164179386748583767e+01
9.917310520107517732e+03,3.164205876284431440e+01
9.917310541753200596e+03,3.164232365739400876e+01
9.917310563398883460e+03,3.164258855113489233e+01
9.917310585044566324e+03,3.164285344406692246e+01
9.917310606690249188e+03,3.164311833619008496e+01
9.917310628335932051e+03,3.164338322750433719e+01
9.917310649981616734e+03,3.164364811803191557e+01
9.917310671627299598e+03,3.164391300772824778e+01
9.917310693272982462e+03,3.164417789661558800e+01
9.917310714918665326e+03,3.164444278469388294e+01
9.917310736564348190e+03,3.164470767196311485e+01
9.917310758210031054e+03,3.164497255842324464e+01
9.917310779855713918e+03,3.164523744407424388e+01
9.917310801501396782e+03,3.164550232891606640e+01
9.917310823147079645e+03,3.164576721294870154e+01
9.917310844792764328e+03,3.164603209619436441e+01
9.917310866438447192e+03,3.164629697860851465e+01
9.917310888084130056e+03,3.164656186021336381e+01
9.917310909729812920e+03,3.164682674100889415e+01
9.917310931375495784e+03,3.164709162099504880e+01
9.917310953021178648e+03,3.164735650017182778e+01
9.917310974666861512e+03,3.164762137853918134e+01
9.917310996312544376e+03,3.164788625609709172e+01
9.917311017958229058e+03,3.164815113286776338e+01
9.917311039603911922e+03,3.164841600880665951e+01
9.917311061249594786e+03,3.164868088393600942e+01
9.917311082895277650e+03,3.164894575825576695e+01
9.917311104540960514e+03,3.164921063176591787e+01
9.917311126186643378e+03,3.164947550446642310e+01
9.917311147832326242e+03,3.164974037635725423e+01
9.917311169478009106e+03,3.165000524743835797e+01
9.917311191123693789e+03,3.165027011773199916e+01
9.917311212769376652e+03,3.165053498719358060e+01
9.917311234415059516e+03,3.165079985584537070e+01
9.917311256060742380e+03,3.165106472368732682e+01
9.917311277706425244e+03,3.165132959071940633e+01
9.917311299352108108e+03,3.165159445694157725e+01
9.917311320997790972e+03,3.165185932235381827e+01
9.917311342643473836e+03,3.165212418695609031e+01
9.917311364289158519e+03,3.165238905077061915e+01
9.917311385934841383e+03,3.165265391375286441e+01
9.917311407580524246e+03,3.165291877592503766e+01
9.917311429226207110e+03,3.165318363728711404e+01
9.917311450871889974e+03,3.165344849783906866e+01
9.917311472517572838e+03,3.165371335758086246e+01
9.917311494163255702e+03,3.165397821651246346e+01
9.917311515808938566e+03,3.165424307463383968e+01
9.917311537454623249e+03,3.165450793196721690e+01
9.917311559100306113e+03,3.165477278846804410e+01
9.917311580745988977e+03,3.165503764415855059e+01
9.917311602391671840e+03,3.165530249903870441e+01
9.917311624037354704e+03,3.165556735310847714e+01
9.917311645683037568e+03,3.165583220636783679e+01
9.917311667328720432e+03,3.165609705881673719e+01
9.917311688974403296e+03,3.165636191045516767e+01
9.917311710620087979e+03,3.165662676130532915e+01
9.917311732265770843e+03,3.165689161132269192e+01
9.917311753911453707e+03,3.165715646052948173e+01
9.917311775557136571e+03,3.165742130892566664e+01
9.917311797202819434e+03,3.165768615651119333e+01
9.917311818848502298e+03,3.165795100328605471e+01
9.917311840494185162e+03,3.165821584925021170e+01
9.917311862139868026e+03,3.165848069440364299e+01
9.917311883785550890e+03,3.165874553874627750e+01
9.917311905431235573e+03,3.165901038230038367e+01
9.917311927076918437e+03,3.165927522502140690e+01
9.917311948722601301e+03,3.165954006693154099e+01
9.917311970368284165e+03,3.165980490803078595e+01
9.917311992013967028e+03,3.166006974831910625e+01
9.917312013659649892e+03,3.166033458779645926e+01
9.917312035305332756e+03,3.166059942646280945e+01
9.917312056951015620e+03,3.166086426431814260e+01
9.917312078596700303e+03,3.166112910138467385e+01
9.917312100242383167e+03,3.166139393761785215e+01
9.917312121888066031e+03,3.166165877303991039e+01
9.917312143533748895e+03,3.166192360765081659e+01
9.917312165179431759e+03,3.166218844145052458e+01
9.917312186825114622e+03,3.166245327443902369e+01
9.917312208470797486e+03,3.166271810661627484e+01
9.917312230116480350e+03,3.166298293798223185e+01
9.917312251762165033e+03,3.166324776855912759e+01
9.917312273407847897e+03,3.166351259830242526e+01
9.917312295053530761e+03,3.166377742723434352e+01
9.917312316699213625e+03,3.166404225535484329e+01
9.917312338344896489e+03,3.166430708266390326e+01
9.917312359990579353e+03,3.166457190916149500e+01
9.917312381636262216e+03,3.166483673484756878e+01
9.917312403281945080e+03,3.166510155972209617e+01
9.917312424927629763e+03,3.166536638380731361e+01
9.917312446573312627e+03,3.166563120705866297e+01
9.917312468218995491e+03,3.166589602949839843e+01
9.917312489864678355e+03,3.166616085112644186e+01
9.917312511510361219e+03,3.166642567194280034e+01
9.917312533156044083e+03,3.166669049194740282e+01
9.917312554801726947e+03,3.166695531114025641e+01
9.917312576447409810e+03,3.166722012952131493e+01
9.917312598093094493e+03,3.166748494711279349e+01
9.917312619738777357e+03,3.166774976387015883e+01
9.917312641384460221e+03,3.166801457981563672e+01
9.917312663030143085e+03,3.166827939494916677e+01
9.917312684675825949e+03,3.166854420927076319e+01
9.917312706321508813e+03,3.166880902278035137e+01
9.917312727967191677e+03,3.166907383547793131e+01
9.917312749612874541e+03,3.166933864736344617e+01
9.917312771258559223e+03,3.166960345845913949e+01
9.917312792904242087e+03,3.166986826872045668e+01
9.917312814549924951e+03,3.167013307816961998e+01
9.917312836195607815e+03,3.167039788680659740e+01
9.917312857841290679e+03,3.167066269463137473e+01
9.917312879486973543e+03,3.167092750164390225e+01
9.917312901132656407e+03,3.167119230784413020e+01
9.917312922778339271e+03,3.167145711323207635e+01
9.917312944424022135e+03,3.167172191780765900e+01
9.917312966069706818e+03,3.167198672159312522e+01
9.917312987715389681e+03,3.167225152454394177e+01
9.917313009361072545e+03,3.167251632668230243e+01
9.917313031006755409e+03,3.167278112800820011e+01
9.917313052652438273e+03,3.167304592852159217e+01
9.917313074298121137e+03,3.167331072822245019e+01
9.917313095943804001e+03,3.167357552711074220e+01
9.917313117589486865e+03,3.167384032518642201e+01
9.917313139235171548e+03,3.167410512247174381e+01
9.917313160880854412e+03,3.167436991892213527e+01
9.917313182526537275e+03,3.167463471455982926e+01
9.917313204172220139e+03,3.167489950938480447e+01
9.917313225817903003e+03,3.167516430339702183e+01
9.917313247463585867e+03,3.167542909659642802e+01
9.917313269109268731e+03,3.167569388898301952e+01
9.917313290754951595e+03,3.167595868055675723e+01
9.917313312400636278e+03,3.167622347133985627e+01
9.917313334046319142e+03,3.167648826128779049e+01
9.917313355692002006e+03,3.167675305042277145e+01
9.917313377337684869e+03,3.167701783874476007e+01
9.917313398983367733e+03,3.167728262625372082e+01
9.917313420629050597e+03,3.167754741294964660e+01
9.917313442274733461e+03,3.167781219883249832e+01
9.917313463920416325e+03,3.167807698390222981e+01
9.917313485566101008e+03,3.167834176818105973e+01
9.917313507211783872e+03,3.167860655162446903e+01
9.917313528857466736e+03,3.167887133425466573e+01
9.917313550503149600e+03,3.167913611607162139e+01
9.917313572148832463e+03,3.167940089707530760e+01
9.917313593794515327e+03,3.167966567726568172e+01
9.917313615440198191e+03,3.167993045664272245e+01
9.917313637085881055e+03,3.168019523520639424e+01
9.917313658731565738e+03,3.168046001297890868e+01
9.917313680377248602e+03,3.168072478991574314e+01
9.917313702022931466e+03,3.168098956603910565e+01
9.917313723668614330e+03,3.168125434134897844e+01
9.917313745314297194e+03,3.168151911584531888e+01
9.917313766959980057e+03,3.168178388952808788e+01
9.917313788605662921e+03,3.168204866239727124e+01
9.917313810251345785e+03,3.168231343445282278e+01
9.917313831897030468e+03,3.168257820571696826e+01
9.917313853542713332e+03,3.168284297614517087e+01
9.917313875188396196e+03,3.168310774575965638e+01
9.917313896834079060e+03,3.168337251456037151e+01
9.917313918479761924e+03,3.168363728254731981e+01
9.917313940125444788e+03,3.168390204972043733e+01
9.917313961771127651e+03,3.168416681607970986e+01
