Time (BJD_TBD - 2450000), L_c/L_star (ppm)
1.027127336805546656e+04,1.345546262749572453e+00
1.027127353332662278e+04,1.335166508836438615e+00
1.027127369859778082e+04,1.324826823235897733e+00
1.027127386386893704e+04,1.314527208076532450e+00
1.027127402914009326e+04,1.304267665137960552e+00
1.027127419441124948e+04,1.294048196306521570e+00
1.027127435968240752e+04,1.283868803349295318e+00
1.027127452495356374e+04,1.273729488361879492e+00
1.027127469022471996e+04,1.263630253096237332e+00
1.027127485549587800e+04,1.253571099298659286e+00
1.027127502076703422e+04,1.243552029040033924e+00
1.027127518603819044e+04,1.233573044051510692e+00
1.027127535130934666e+04,1.223634146167771553e+00
1.027127551658050470e+04,1.213735337107404444e+00
1.027127568185166092e+04,1.203876618908312768e+00
1.027127584712281714e+04,1.194057993273917928e+00
1.027127601239397518e+04,1.184279461901993624e+00
1.027127617766513140e+04,1.174541026805685506e+00
1.027127634293628762e+04,1.164842689667601627e+00
1.027127650820744384e+04,1.155184452270840101e+00
1.027127667347860188e+04,1.145566316285520525e+00
1.027127683874975810e+04,1.135988283691681033e+00
1.027127700402091432e+04,1.126450356144275355e+00
1.027127716929207236e+04,1.116952535292560444e+00
1.027127733456322858e+04,1.107494823091889957e+00
1.027127749983438480e+04,1.098077221176330553e+00
1.027127766510554284e+04,1.088699731174398666e+00
1.027127783037669906e+04,1.079362355016641573e+00
1.027127799564785528e+04,1.070065094316336785e+00
1.027127816091901150e+04,1.060807950782894027e+00
1.027127832619016954e+04,1.051590926017029748e+00
1.027127849146132576e+04,1.042414021916280964e+00
1.027127865673248198e+04,1.033277240066197811e+00
1.027127882200364002e+04,1.024180582046755328e+00
1.027127898727479624e+04,1.015124049730684819e+00
1.027127915254595246e+04,1.006107644682722402e+00
1.027127931781710868e+04,9.971313685605966981e-01
1.027127948308826672e+04,9.881952229165550383e-01
1.027127964835942294e+04,9.792992095902463001e-01
1.027127981363057916e+04,9.704433301186787819e-01
1.027127997890173719e+04,9.616275860333107772e-01
1.027128014417289342e+04,9.528519791489845625e-01
1.027128030944404964e+04,9.441165109819192880e-01
1.027128047471520586e+04,9.354211831381861186e-01
1.027128063998636389e+04,9.267659971214674552e-01
1.027128080525752011e+04,9.181509547135713323e-01
1.027128097052867633e+04,9.095760574029402301e-01
1.027128113579983437e+04,9.010413066724429765e-01
1.027128130107099059e+04,8.925467042791056516e-01
1.027128146634214681e+04,8.840922516905816986e-01
1.027128163161330303e+04,8.756779504612365317e-01
1.027128179688446107e+04,8.673038020461868447e-01
1.027128196215561729e+04,8.589698081694244758e-01
1.027128212742677351e+04,8.506759702707782367e-01
1.027128229269793155e+04,8.424222897845263791e-01
1.027128245796908777e+04,8.342087684098302702e-01
1.027128262324024399e+04,8.260354075657780903e-01
1.027128278851140021e+04,8.179022087550780196e-01
1.027128295378255825e+04,8.098091733842078810e-01
1.027128311905371447e+04,8.017563031192949108e-01
1.027128328432487069e+04,7.937435993516022137e-01
1.027128344959602873e+04,7.857710634668183536e-01
1.027128361486718495e+04,7.778386971062154487e-01
1.027128378013834117e+04,7.699465016402430306e-01
1.027128394540949739e+04,7.620944785199519345e-01
1.027128411068065543e+04,7.542826291032306285e-01
1.027128427595181165e+04,7.465109549983167669e-01
1.027128444122296787e+04,7.387794575478346948e-01
1.027128460649412591e+04,7.310881380888835102e-01
1.027128477176528213e+04,7.234369982048459713e-01
1.027128493703643835e+04,7.158260392175572751e-01
1.027128510230759457e+04,7.082552625263870416e-01
1.027128526757875261e+04,7.007246694405602216e-01
