Time (BJD_TBD - 2450000), F_star + F_d (mJy)
1.063802708333311602e+04,2.557562742518954213e+00
1.063802710516863226e+04,2.557562737771842176e+00
1.063802712700415032e+04,2.557562733024956625e+00
1.063802714883966655e+04,2.557562728278297559e+00
1.063802717067518279e+04,2.557562723531865423e+00
1.063802719251070084e+04,2.557562718785659328e+00
1.063802721434621708e+04,2.557562714039680163e+00
1.063802723618173331e+04,2.557562709293928371e+00
1.063802725801725137e+04,2.557562704548402177e+00
1.063802727985276761e+04,2.557562699803103357e+00
1.063802730168828566e+04,2.557562695058030577e+00
1.063802732352380190e+04,2.557562690313185172e+00
1.063802734535931813e+04,2.557562685568566252e+00
1.063802736719483619e+04,2.557562680824173817e+00
1.063802738903035242e+04,2.557562676080008757e+00
1.063802741086586866e+04,2.557562671336069737e+00
1.063802743270138672e+04,2.557562666592357647e+00
1.063802745453690295e+04,2.557562661848872043e+00
1.063802747637241919e+04,2.557562657105613368e+00
1.063802749820793724e+04,2.557562652362581179e+00
1.063802752004345348e+04,2.557562647619775920e+00
1.063802754187896971e+04,2.557562642877198034e+00
1.063802756371448777e+04,2.557562638134846189e+00
1.063802758555000401e+04,2.557562633392720830e+00
1.063802760738552206e+04,2.557562628650822401e+00
1.063802762922103830e+04,2.557562623909150901e+00
1.063802765105655453e+04,2.557562619167706330e+00
1.063802767289207259e+04,2.557562614426488690e+00
1.063802769472758882e+04,2.557562609685497090e+00
1.063802771656310506e+04,2.557562604944733309e+00
1.063802773839862311e+04,2.557562600204195125e+00
1.063802776023413935e+04,2.557562595463884758e+00
1.063802778206965559e+04,2.557562590723800877e+00
1.063802780390517364e+04,2.557562585983943038e+00
1.063802782574068988e+04,2.557562581244313016e+00
1.063802784757620611e+04,2.557562576504909480e+00
1.063802786941172417e+04,2.557562571765732429e+00
1.063802789124724040e+04,2.557562567026782752e+00
1.063802791308275846e+04,2.557562562288059116e+00
1.063802793491827470e+04,2.557562557549562854e+00
1.063802795675379093e+04,2.557562552811293521e+00
1.063802797858930899e+04,2.557562548073250674e+00
1.063802800042482522e+04,2.557562543335435201e+00
1.063802802226034146e+04,2.557562538597846657e+00
1.063802804409585951e+04,2.557562533860484599e+00
