Time (BJD_TBD - 2450000), L_d/L_star (ppm)
9.905193796296138316e+03,9.825501419632704625e+00
9.905193817625817246e+03,9.823994603460800334e+00
9.905193838955496176e+03,9.822487897459803108e+00
9.905193860285176925e+03,9.820981301502925476e+00
9.905193881614855854e+03,9.819474815848735716e+00
9.905193902944534784e+03,9.817968440370421490e+00
9.905193924274213714e+03,9.816462175069636586e+00
9.905193945603892644e+03,9.814956019948008148e+00
9.905193966933571573e+03,9.813449975007207726e+00
9.905193988263252322e+03,9.811944040120446076e+00
9.905194009592931252e+03,9.810438215546254170e+00
9.905194030922610182e+03,9.808932501157814343e+00
9.905194052252289111e+03,9.807426896956785711e+00
9.905194073581968041e+03,9.805921402944836274e+00
9.905194094911648790e+03,9.804416018995235405e+00
9.905194116241327720e+03,9.802910745366366640e+00
9.905194137571006650e+03,9.801405581931504685e+00
9.905194158900685579e+03,9.799900528692306878e+00
9.905194180230364509e+03,9.798395585650421680e+00
9.905194201560043439e+03,9.796890752807485114e+00
9.905194222889724188e+03,9.795386030036839387e+00
9.905194244219403117e+03,9.793881417596773886e+00
9.905194265549082047e+03,9.792376915360604173e+00
9.905194286878760977e+03,9.790872523329992916e+00
9.905194308208439907e+03,9.789368241506563706e+00
9.905194329538120655e+03,9.787864069763701380e+00
9.905194350867799585e+03,9.786360008359620721e+00
9.905194372197478515e+03,9.784856057167665710e+00
9.905194393527157445e+03,9.783352216189504347e+00
9.905194414856836374e+03,9.781848485426777984e+00
9.905194436186517123e+03,9.780344864752894551e+00
9.905194457516196053e+03,9.778841354425965804e+00
9.905194478845874983e+03,9.777337954319413882e+00
9.905194500175553912e+03,9.775834664434883692e+00
9.905194521505232842e+03,9.774331484774013035e+00
9.905194542834911772e+03,9.772828415338448593e+00
9.905194564164592521e+03,9.771325456001671128e+00
9.905194585494271450e+03,9.769822607021668048e+00
9.905194606823950380e+03,9.768319868271921891e+00
9.905194628153629310e+03,9.766817239754065127e+00
9.905194649483308240e+03,9.765314721469739112e+00
9.905194670812988988e+03,9.763812313292485001e+00
9.905194692142667918e+03,9.762310015480199610e+00
9.905194713472346848e+03,9.760807827906370804e+00
9.905194734802025778e+03,9.759305750572673688e+00
9.905194756131704708e+03,9.757803783480728299e+00
9.905194777461383637e+03,9.756301926632195531e+00
9.905194798791064386e+03,9.754800179900655621e+00
9.905194820120743316e+03,9.753298543543888144e+00
9.905194841450422246e+03,9.751797017435464454e+00
9.905194862780101175e+03,9.750295601577020577e+00
9.905194884109780105e+03,9.748794295970217405e+00
9.905194905439460854e+03,9.747293100488665374e+00
9.905194926769139784e+03,9.745792015390065899e+00
9.905194948098818713e+03,9.744291040548034744e+00
9.905194969428497643e+03,9.742790175964209709e+00
9.905194990758176573e+03,9.741289421640226820e+00
9.905195012087855503e+03,9.739788777577739864e+00
9.905195033417536251e+03,9.738288243650448095e+00
9.905195054747215181e+03,9.736787820115891279e+00
9.905195076076894111e+03,9.735287506847758010e+00
9.905195097406573041e+03,9.733787303847702077e+00
