Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.027127336805546656e+04,1.411532103762875465e+02
1.027127353332662278e+04,1.411743586729328968e+02
1.027127369859778082e+04,1.411955039125622875e+02
1.027127386386893704e+04,1.412166460933199517e+02
1.027127402914009326e+04,1.412377852140485857e+02
1.027127419441124948e+04,1.412589212733583111e+02
1.027127435968240752e+04,1.412800542700919664e+02
1.027127452495356374e+04,1.413011842023949498e+02
1.027127469022471996e+04,1.413223110691106115e+02
1.027127485549587800e+04,1.413434348690822731e+02
1.027127502076703422e+04,1.413645556004561001e+02
1.027127518603819044e+04,1.413856732620759544e+02
1.027127535130934666e+04,1.414067878525533217e+02
1.027127551658050470e+04,1.414278993707323764e+02
1.027127568185166092e+04,1.414490078147602219e+02
1.027127584712281714e+04,1.414701131834813737e+02
1.027127601239397518e+04,1.414912154757404608e+02
1.027127617766513140e+04,1.415123146896855530e+02
1.027127634293628762e+04,1.415334108241615638e+02
1.027127650820744384e+04,1.415545038777814852e+02
1.027127667347860188e+04,1.415755938493905717e+02
1.027127683874975810e+04,1.415966807371379161e+02
1.027127700402091432e+04,1.416177645398691993e+02
1.027127716929207236e+04,1.416388452564302440e+02
1.027127733456322858e+04,1.416599228849708823e+02
1.027127749983438480e+04,1.416809974243373631e+02
1.027127766510554284e+04,1.417020688733759357e+02
1.027127783037669906e+04,1.417231372302373700e+02
1.027127799564785528e+04,1.417442024937683129e+02
1.027127816091901150e+04,1.417652646625837747e+02
1.027127832619016954e+04,1.417863237355306580e+02
1.027127849146132576e+04,1.418073797107608129e+02
1.027127865673248198e+04,1.418284325871216538e+02
1.027127882200364002e+04,1.418494823634605950e+02
1.027127898727479624e+04,1.418705290379302255e+02
1.027127915254595246e+04,1.418915726093785565e+02
1.027127931781710868e+04,1.419126130764218487e+02
1.027127948308826672e+04,1.419336504379083692e+02
1.027127964835942294e+04,1.419546846919917300e+02
1.027127981363057916e+04,1.419757158375205677e+02
