Time (BJD_TBD - 2450000), F_total/F_star (ppm)
1.063802708333311602e+04,1.604796227691401100e+03
1.063802710516863226e+04,1.604821674914115874e+03
1.063802712700415032e+04,1.604847118247240132e+03
1.063802714883966655e+04,1.604872557686369873e+03
1.063802717067518279e+04,1.604897993233458692e+03
1.063802719251070084e+04,1.604923424890460183e+03
1.063802721434621708e+04,1.604948852652971937e+03
1.063802723618173331e+04,1.604974276522946411e+03
1.063802725801725137e+04,1.604999696502337201e+03
1.063802727985276761e+04,1.605025112586743035e+03
1.063802730168828566e+04,1.605050524780232763e+03
1.063802732352380190e+04,1.605075933078408298e+03
1.063802734535931813e+04,1.605101337483220732e+03
1.063802736719483619e+04,1.605126737996621387e+03
1.063802738903035242e+04,1.605152134614212628e+03
1.063802741086586866e+04,1.605177527337946003e+03
1.063802743270138672e+04,1.605202916169770333e+03
1.063802745453690295e+04,1.605228301105292076e+03
1.063802747637241919e+04,1.605253682146460051e+03
1.063802749820793724e+04,1.605279059295224442e+03
1.063802752004345348e+04,1.605304432547191254e+03
1.063802754187896971e+04,1.605329801904309534e+03
1.063802756371448777e+04,1.605355167368528328e+03
1.063802758555000401e+04,1.605380528935455914e+03
1.063802760738552206e+04,1.605405886609152958e+03
1.063802762922103830e+04,1.605431240385230012e+03
1.063802765105655453e+04,1.605456590265635441e+03
1.063802767289207259e+04,1.605481936252314199e+03
1.063802769472758882e+04,1.605507278340880703e+03
1.063802771656310506e+04,1.605532616533280589e+03
1.063802773839862311e+04,1.605557950831459493e+03
1.063802776023413935e+04,1.605583281231032061e+03
1.063802778206965559e+04,1.605608607733944837e+03
1.063802780390517364e+04,1.605633930342141639e+03
1.063802782574068988e+04,1.605659249051239613e+03
1.063802784757620611e+04,1.605684563863183712e+03
1.063802786941172417e+04,1.605709874779918209e+03
1.063802789124724040e+04,1.605735181797060932e+03
1.063802791308275846e+04,1.605760484918664361e+03
1.063802793491827470e+04,1.605785784140347687e+03
1.063802795675379093e+04,1.605811079464055183e+03
1.063802797858930899e+04,1.605836370891729075e+03
1.063802800042482522e+04,1.605861658418991283e+03
1.063802802226034146e+04,1.605886942047784714e+03
1.063802804409585951e+04,1.605912221780050459e+03
1.063802806593137575e+04,1.605937497611413164e+03
1.063802808776689199e+04,1.605962769543813920e+03
1.063802810960241004e+04,1.605988037579193133e+03
1.063802813143792628e+04,1.606013301713178407e+03
1.063802815327344251e+04,1.606038561947708786e+03
1.063802817510896057e+04,1.606063818284725585e+03
1.063802819694447680e+04,1.606089070719855499e+03
1.063802821877999486e+04,1.606114319257142597e+03
1.063802824061551109e+04,1.606139563892216302e+03
1.063802826245102733e+04,1.606164804627015428e+03
1.063802828428654539e+04,1.606190041463478565e+03
1.063802830612206162e+04,1.606215274397237863e+03
1.063802832795757786e+04,1.606240503430230774e+03
1.063802834979309591e+04,1.606265728564394976e+03
1.063802837162861215e+04,1.606290949795364668e+03
1.063802839346412838e+04,1.606316167125076618e+03
1.063802841529964644e+04,1.606341380555468049e+03
1.063802843713516268e+04,1.606366590082174071e+03
1.063802845897067891e+04,1.606391795707130768e+03
1.063802848080619697e+04,1.606416997432275139e+03
1.063802850264171320e+04,1.606442195253244336e+03
1.063802852447723126e+04,1.606467389174072196e+03
1.063802854631274749e+04,1.606492579190398146e+03
1.063802856814826373e+04,1.606517765304157365e+03
1.063802858998378179e+04,1.606542947517284574e+03
1.063802861181929802e+04,1.606568125825419656e+03
1.063802863365481426e+04,1.606593300230497107e+03
1.063802865549033231e+04,1.606618470734451193e+03
1.063802867732584855e+04,1.606643637332924527e+03
1.063802869916136478e+04,1.606668800027850011e+03
1.063802872099688284e+04,1.606693958821160777e+03
1.063802874283239908e+04,1.606719113708501254e+03
1.063802876466791531e+04,1.606744264691804119e+03
1.063802878650343337e+04,1.606769411773001138e+03
1.063802880833894960e+04,1.606794554947739016e+03
1.063802883017446766e+04,1.606819694220044084e+03
1.063802885200998389e+04,1.606844829585564412e+03
1.063802887384550013e+04,1.606869961046231310e+03
1.063802889568101818e+04,1.606895088603974500e+03
1.063802891751653442e+04,1.606920212254444777e+03
1.063802893935205066e+04,1.606945331999572318e+03
1.063802896118756871e+04,1.606970447841285932e+03
1.063802898302308495e+04,1.606995559775238235e+03
1.063802900485860118e+04,1.607020667803358720e+03
1.063802902669411924e+04,1.607045771927575743e+03
1.063802904852963547e+04,1.607070872143543056e+03
1.063802907036515171e+04,1.607095968453190608e+03
1.063802909220066977e+04,1.607121060858444253e+03
1.063802911403618600e+04,1.607146149354961381e+03
1.063802913587170406e+04,1.607171233946759003e+03
1.063802915770722029e+04,1.607196314629494282e+03
1.063802917954273653e+04,1.607221391405095119e+03
1.063802920137825458e+04,1.607246464275487369e+03
1.063802922321377082e+04,1.607271533236330924e+03
1.063802924504928706e+04,1.607296598289551412e+03
1.063802926688480511e+04,1.607321659437073777e+03
1.063802928872032135e+04,1.607346716674560184e+03
1.063802931055583758e+04,1.607371770003936717e+03
1.063802933239135564e+04,1.607396819427126502e+03
1.063802935422687187e+04,1.607421864939793068e+03
1.063802937606238811e+04,1.607446906543861814e+03
1.063802939789790616e+04,1.607471944241255642e+03
1.063802941973342240e+04,1.607496978027640807e+03
1.063802944156894046e+04,1.607522007907025227e+03
1.063802946340445669e+04,1.607547033875076522e+03
1.063802948523997293e+04,1.607572055933717820e+03
1.063802950707549098e+04,1.607597074084869973e+03
1.063802952891100722e+04,1.607622088324203560e+03
1.063802955074652346e+04,1.607647098653639887e+03
1.063802957258204151e+04,1.607672105075100035e+03
1.063802959441755775e+04,1.607697107584255718e+03
1.063802961625307398e+04,1.607722106183026881e+03
1.063802963808859204e+04,1.607747100873335057e+03
1.063802965992410827e+04,1.607772091650852417e+03
1.063802968175962451e+04,1.607797078517499585e+03
1.063802970359514256e+04,1.607822061475196733e+03
1.063802972543065880e+04,1.607847040519617622e+03
1.063802974726617686e+04,1.607872015654762890e+03
1.063802976910169309e+04,1.607896986876309256e+03
1.063802979093720933e+04,1.607921954186175526e+03
1.063802981277272738e+04,1.607946917586279596e+03
1.063802983460824362e+04,1.607971877072299776e+03
1.063802985644375985e+04,1.607996832646154644e+03
1.063802987827927791e+04,1.608021784309760051e+03
1.063802990011479415e+04,1.608046732058797488e+03
1.063802992195031038e+04,1.608071675895184171e+03
1.063802994378582844e+04,1.608096615820835041e+03
1.063802996562134467e+04,1.608121551831433635e+03
1.063802998745686091e+04,1.608146483928896032e+03
1.063803000929237896e+04,1.608171412115137173e+03
1.063803003112789520e+04,1.608196336385841960e+03
1.063803005296341325e+04,1.608221256745001256e+03
1.063803007479892949e+04,1.608246173188301555e+03
1.063803009663444573e+04,1.608271085717658252e+03
1.063803011846996378e+04,1.608295994334983334e+03
1.063803014030548002e+04,1.608320899035966704e+03
1.063803016214099625e+04,1.608345799822521258e+03
1.063803018397651431e+04,1.608370696696559435e+03
1.063803020581203054e+04,1.608395589653771822e+03
1.063803022764754678e+04,1.608420478696071768e+03
1.063803024948306484e+04,1.608445363825369895e+03
1.063803027131858107e+04,1.608470245037359746e+03
1.063803029315409731e+04,1.608495122333952850e+03
1.063803031498961536e+04,1.608519995717059601e+03
1.063803033682513160e+04,1.608544865182375133e+03
1.063803035866064965e+04,1.608569730733880988e+03
1.063803038049616589e+04,1.608594592367274117e+03
1.063803040233168213e+04,1.608619450084464688e+03
1.063803042416720018e+04,1.608644303887361048e+03
1.063803044600271642e+04,1.608669153771662650e+03
1.063803046783823265e+04,1.608693999739277615e+03
1.063803048967375071e+04,1.608718841792115199e+03
1.063803051150926694e+04,1.608743679925875085e+03
1.063803053334478318e+04,1.608768514142466302e+03
