Time (BJD_TBD - 2450000), L_total/L_star (ppm)
1.013335255787055939e+04,3.609398650132878856e+02
1.013335257878931770e+04,3.609438624472769561e+02
1.013335259970807601e+04,3.609478598299530177e+02
1.013335262062683432e+04,3.609518571613120912e+02
1.013335264154559445e+04,3.609558544416979089e+02
1.013335266246435276e+04,3.609598516704111830e+02
1.013335268338311107e+04,3.609638488477954752e+02
1.013335270430186938e+04,3.609678459738469769e+02
1.013335272522062769e+04,3.609718430485614817e+02
1.013335274613938600e+04,3.609758400719350675e+02
1.013335276705814431e+04,3.609798370439637551e+02
1.013335278797690262e+04,3.609838339646436225e+02
1.013335280889566275e+04,3.609878308343180606e+02
1.013335282981442106e+04,3.609918276522881229e+02
1.013335285073317937e+04,3.609958244188973708e+02
1.013335287165193768e+04,3.609998211341417118e+02
1.013335289257069599e+04,3.610038177980172236e+02
1.013335291348945429e+04,3.610078144105198703e+02
1.013335293440821260e+04,3.610118109716455592e+02
1.013335295532697091e+04,3.610158074813905387e+02
1.013335297624573104e+04,3.610198039400981997e+02
1.013335299716448935e+04,3.610238003470695389e+02
1.013335301808324766e+04,3.610277967026479473e+02
1.013335303900200597e+04,3.610317930068296164e+02
1.013335305992076428e+04,3.610357892596104534e+02
1.013335308083952259e+04,3.610397854609865362e+02
1.013335310175828090e+04,3.610437816109537721e+02
1.013335312267703921e+04,3.610477777095082956e+02
1.013335314359579934e+04,3.610517737569933843e+02
1.013335316451455765e+04,3.610557697527102619e+02
1.013335318543331596e+04,3.610597656970024900e+02
1.013335320635207427e+04,3.610637615898659192e+02
1.013335322727083258e+04,3.610677574312966271e+02
1.013335324818959089e+04,3.610717532212904644e+02
1.013335326910834920e+04,3.610757489598436791e+02
1.013335329002710751e+04,3.610797446469520651e+02
1.013335331094586763e+04,3.610837402829592975e+02
1.013335333186462594e+04,3.610877358671662591e+02
1.013335335278338425e+04,3.610917313999165685e+02
1.013335337370214256e+04,3.610957268812061329e+02
1.013335339462090087e+04,3.610997223110310301e+02
1.013335341553965918e+04,3.611037176893872811e+02
1.013335343645841749e+04,3.611077130162707363e+02
1.013335345737717762e+04,3.611117082920250709e+02
1.013335347829593593e+04,3.611157035159512816e+02
1.013335349921469424e+04,3.611196986883928162e+02
1.013335352013345255e+04,3.611236938093457525e+02
1.013335354105221086e+04,3.611276888788060546e+02
1.013335356197096917e+04,3.611316838967695730e+02
1.013335358288972748e+04,3.611356788632326129e+02
1.013335360380848579e+04,3.611396737781909678e+02
1.013335362472724591e+04,3.611436686419880289e+02
1.013335364564600422e+04,3.611476634539251904e+02
1.013335366656476253e+04,3.611516582143457867e+02
1.013335368748352084e+04,3.611556529232457251e+02
1.013335370840227915e+04,3.611596475806211970e+02
1.013335372932103746e+04,3.611636421864679960e+02
1.013335375023979577e+04,3.611676367407823136e+02
1.013335377115855408e+04,3.611716312435598866e+02
1.013335379207731421e+04,3.611756256951443902e+02
1.013335381299607252e+04,3.611796200948369346e+02
1.013335383391483083e+04,3.611836144429810247e+02
1.013335385483358914e+04,3.611876087395725676e+02
1.013335387575234745e+04,3.611916029846075844e+02
1.013335389667110576e+04,3.611955971780821528e+02
