Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.013335255787055939e+04,7.748036873794673056e+02
1.013335257878931770e+04,7.748260937568454665e+02
1.013335259970807601e+04,7.748484975262983880e+02
1.013335262062683432e+04,7.748708986876562221e+02
1.013335264154559445e+04,7.748932972426972583e+02
1.013335266246435276e+04,7.749156931873565100e+02
1.013335268338311107e+04,7.749380865234123803e+02
1.013335270430186938e+04,7.749604772506951349e+02
1.013335272522062769e+04,7.749828653690356077e+02
1.013335274613938600e+04,7.750052508782642917e+02
1.013335276705814431e+04,7.750276337782120208e+02
1.013335278797690262e+04,7.750500140687088333e+02
1.013335280889566275e+04,7.750723917515316543e+02
1.013335282981442106e+04,7.750947668226187943e+02
1.013335285073317937e+04,7.751171392837477470e+02
1.013335287165193768e+04,7.751395091347485504e+02
1.013335289257069599e+04,7.751618763754521524e+02
1.013335291348945429e+04,7.751842410056891595e+02
1.013335293440821260e+04,7.752066030252906330e+02
1.013335295532697091e+04,7.752289624340868386e+02
1.013335297624573104e+04,7.752513192338528825e+02
1.013335299716448935e+04,7.752736734205312814e+02
1.013335301808324766e+04,7.752960249958972554e+02
1.013335303900200597e+04,7.753183739597812973e+02
1.013335305992076428e+04,7.753407203120146960e+02
1.013335308083952259e+04,7.753630640524280579e+02
1.013335310175828090e+04,7.753854051808524446e+02
1.013335312267703921e+04,7.754077436971185762e+02
1.013335314359579934e+04,7.754300796029996263e+02
1.013335316451455765e+04,7.754524128944422046e+02
1.013335318543331596e+04,7.754747435732194845e+02
1.013335320635207427e+04,7.754970716391624137e+02
1.013335322727083258e+04,7.755193970921025084e+02
1.013335324818959089e+04,7.755417199318701478e+02
1.013335326910834920e+04,7.755640401582967343e+02
1.013335329002710751e+04,7.755863577712133292e+02
1.013335331094586763e+04,7.756086727723914009e+02
1.013335333186462594e+04,7.756309851577810832e+02
1.013335335278338425e+04,7.756532949291541854e+02
1.013335337370214256e+04,7.756756020863418826e+02
1.013335339462090087e+04,7.756979066291752360e+02
1.013335341553965918e+04,7.757202085574854209e+02
1.013335343645841749e+04,7.757425078711039532e+02
1.013335345737717762e+04,7.757648045718002550e+02
1.013335347829593593e+04,7.757870986555284389e+02
1.013335349921469424e+04,7.758093901240587229e+02
1.013335352013345255e+04,7.758316789772221682e+02
1.013335354105221086e+04,7.758539652148500636e+02
1.013335356197096917e+04,7.758762488367739252e+02
1.013335358288972748e+04,7.758985298428249280e+02
1.013335360380848579e+04,7.759208082328347018e+02
1.013335362472724591e+04,7.759430840085714181e+02
1.013335364564600422e+04,7.759653571659924864e+02
1.013335366656476253e+04,7.759876277068664194e+02
1.013335368748352084e+04,7.760098956310248468e+02
1.013335370840227915e+04,7.760321609382990573e+02
1.013335372932103746e+04,7.760544236285205670e+02
1.013335375023979577e+04,7.760766837015210058e+02
1.013335377115855408e+04,7.760989411571317760e+02
1.013335379207731421e+04,7.761211959971197984e+02
1.013335381299607252e+04,7.761434482174458935e+02
1.013335383391483083e+04,7.761656978198772094e+02
1.013335385483358914e+04,7.761879448042453760e+02
1.013335387575234745e+04,7.762101891703817955e+02
1.013335389667110576e+04,7.762324309181183253e+02
1.013335391758986407e+04,7.762546700472865950e+02
1.013335393850862238e+04,7.762769065577184620e+02
1.013335395942738251e+04,7.762991404511785731e+02
1.013335398034614082e+04,7.763213717236322964e+02
1.013335400126489913e+04,7.763436003768446199e+02
1.013335402218365743e+04,7.763658264106472870e+02
1.013335404310241574e+04,7.763880498248722688e+02
1.013335406402117405e+04,7.764102706193513086e+02
1.013335408493993236e+04,7.764324887939162636e+02
1.013335410585869067e+04,7.764547043483988773e+02
1.013335412677745080e+04,7.764769172845626599e+02
1.013335414769620911e+04,7.764991275983763899e+02
1.013335416861496742e+04,7.765213352916034637e+02
1.013335418953372573e+04,7.765435403640759660e+02
1.013335421045248404e+04,7.765657428156258675e+02
1.013335423137124235e+04,7.765879426460849118e+02
1.013335425229000066e+04,7.766101398552852970e+02
1.013335427320876079e+04,7.766323344449889419e+02
1.013335429412751910e+04,7.766545264111679217e+02
1.013335431504627741e+04,7.766767157555842687e+02
1.013335433596503572e+04,7.766989024780700674e+02
1.013335435688379403e+04,7.767210865784575162e+02
1.013335437780255234e+04,7.767432680565785859e+02
1.013335439872131064e+04,7.767654469122657019e+02
1.013335441964006895e+04,7.767876231453507216e+02
1.013335444055882908e+04,7.768097967575938583e+02
1.013335446147758739e+04,7.768319677449712799e+02
1.013335448239634570e+04,7.768541361092430861e+02
1.013335450331510401e+04,7.768763018502418163e+02
1.013335452423386232e+04,7.768984649677996686e+02
1.013335454515262063e+04,7.769206254617487275e+02
1.013335456607137894e+04,7.769427833319215324e+02
1.013335458699013725e+04,7.769649385781503952e+02
1.013335460790889738e+04,7.769870912021935965e+02
