Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
9.905193796296138316e+03,2.653445391827112587e+00
9.905193817625817246e+03,2.653445389123467280e+00
9.905193838955496176e+03,2.653445386420145269e+00
9.905193860285176925e+03,2.653445383717144779e+00
9.905193881614855854e+03,2.653445381014467586e+00
9.905193902944534784e+03,2.653445378312115466e+00
9.905193924274213714e+03,2.653445375610084866e+00
9.905193945603892644e+03,2.653445372908375788e+00
9.905193966933571573e+03,2.653445370206991782e+00
9.905193988263252322e+03,2.653445367505929298e+00
9.905194009592931252e+03,2.653445364805190110e+00
9.905194030922610182e+03,2.653445362104775995e+00
9.905194052252289111e+03,2.653445359404681625e+00
9.905194073581968041e+03,2.653445356704912328e+00
9.905194094911648790e+03,2.653445354005466328e+00
9.905194116241327720e+03,2.653445351306341848e+00
9.905194137571006650e+03,2.653445348607540666e+00
9.905194158900685579e+03,2.653445345909064557e+00
9.905194180230364509e+03,2.653445343210909968e+00
9.905194201560043439e+03,2.653445340513078676e+00
9.905194222889724188e+03,2.653445337815568905e+00
9.905194244219403117e+03,2.653445335118384207e+00
9.905194265549082047e+03,2.653445332421521030e+00
9.905194286878760977e+03,2.653445329724982926e+00
9.905194308208439907e+03,2.653445327028766343e+00
9.905194329538120655e+03,2.653445324332873057e+00
9.905194350867799585e+03,2.653445321637304843e+00
9.905194372197478515e+03,2.653445318942056375e+00
9.905194393527157445e+03,2.653445316247131203e+00
9.905194414856836374e+03,2.653445313552529328e+00
9.905194436186517123e+03,2.653445310858250750e+00
9.905194457516196053e+03,2.653445308164299021e+00
9.905194478845874983e+03,2.653445305470665261e+00
9.905194500175553912e+03,2.653445302777356574e+00
9.905194521505232842e+03,2.653445300084371183e+00
9.905194542834911772e+03,2.653445297391707314e+00
9.905194564164592521e+03,2.653445294699370294e+00
9.905194585494271450e+03,2.653445292007353018e+00
9.905194606823950380e+03,2.653445289315660816e+00
9.905194628153629310e+03,2.653445286624290134e+00
9.905194649483308240e+03,2.653445283933242749e+00
9.905194670812988988e+03,2.653445281242518661e+00
9.905194692142667918e+03,2.653445278552117870e+00
9.905194713472346848e+03,2.653445275862042152e+00
9.905194734802025778e+03,2.653445273172286178e+00
9.905194756131704708e+03,2.653445270482855278e+00
9.905194777461383637e+03,2.653445267793747675e+00
9.905194798791064386e+03,2.653445265104961592e+00
9.905194820120743316e+03,2.653445262416498807e+00
9.905194841450422246e+03,2.653445259728361094e+00
9.905194862780101175e+03,2.653445257040546679e+00
9.905194884109780105e+03,2.653445254353052007e+00
9.905194905439460854e+03,2.653445251665882409e+00
9.905194926769139784e+03,2.653445248979036108e+00
9.905194948098818713e+03,2.653445246292513104e+00
9.905194969428497643e+03,2.653445243606313397e+00
9.905194990758176573e+03,2.653445240920435211e+00
9.905195012087855503e+03,2.653445238234882098e+00
9.905195033417536251e+03,2.653445235549652281e+00
9.905195054747215181e+03,2.653445232864743986e+00
9.905195076076894111e+03,2.653445230180160763e+00
9.905195097406573041e+03,2.653445227495900838e+00
9.905195118736251970e+03,2.653445224811962433e+00
9.905195140065932719e+03,2.653445222128345549e+00
9.905195161395611649e+03,2.653445219445055514e+00
9.905195182725290579e+03,2.653445216762087000e+00
9.905195204054969508e+03,2.653445214079441783e+00
9.905195225384648438e+03,2.653445211397121639e+00
9.905195246714329187e+03,2.653445208715121240e+00
9.905195268044008117e+03,2.653445206033445913e+00
9.905195289373687046e+03,2.653445203352093884e+00
9.905195310703365976e+03,2.653445200671063375e+00
9.905195332033044906e+03,2.653445197990359716e+00
9.905195353362723836e+03,2.653445195309975801e+00
9.905195374692404584e+03,2.653445192629916960e+00
9.905195396022083514e+03,2.653445189950181415e+00
