Time (BJD_TBD - 2450000), F_e/F_star (ppm)
9.905193796296138316e+03,1.439356493000624626e+00
9.905193817625817246e+03,1.439638711681828331e+00
9.905193838955496176e+03,1.439920957680496105e+00
9.905193860285176925e+03,1.440203231020554142e+00
9.905193881614855854e+03,1.440485531653731499e+00
9.905193902944534784e+03,1.440767859603967027e+00
9.905193924274213714e+03,1.441050214871106405e+00
9.905193945603892644e+03,1.441332597455033282e+00
9.905193966933571573e+03,1.441615007355593336e+00
9.905193988263252322e+03,1.441897444596757838e+00
9.905194009592931252e+03,1.442179909130204107e+00
9.905194030922610182e+03,1.442462400979877435e+00
9.905194052252289111e+03,1.442744920145649479e+00
9.905194073581968041e+03,1.443027466627390787e+00
9.905194094911648790e+03,1.443310040449047316e+00
9.905194116241327720e+03,1.443592641562296164e+00
9.905194137571006650e+03,1.443875269991095944e+00
9.905194158900685579e+03,1.444157925735311432e+00
9.905194180230364509e+03,1.444440608794806957e+00
9.905194201560043439e+03,1.444723319169440856e+00
9.905194222889724188e+03,1.445006056883197720e+00
9.905194244219403117e+03,1.445288821887709352e+00
9.905194265549082047e+03,1.445571614206953903e+00
9.905194286878760977e+03,1.445854433840795483e+00
9.905194308208439907e+03,1.446137280789099533e+00
9.905194329538120655e+03,1.446420155075843095e+00
9.905194350867799585e+03,1.446703056652658859e+00
9.905194372197478515e+03,1.446985985543518094e+00
9.905194393527157445e+03,1.447268941748291793e+00
9.905194414856836374e+03,1.447551925266844508e+00
9.905194436186517123e+03,1.447834936123173710e+00
9.905194457516196053e+03,1.448117974268872787e+00
9.905194478845874983e+03,1.448401039727932327e+00
9.905194500175553912e+03,1.448684132500223543e+00
9.905194521505232842e+03,1.448967252585617427e+00
9.905194542834911772e+03,1.449250399983959658e+00
9.905194564164592521e+03,1.449533574719272799e+00
9.905194585494271450e+03,1.449816776743118485e+00
9.905194606823950380e+03,1.450100006079519277e+00
9.905194628153629310e+03,1.450383262728327294e+00
9.905194649483308240e+03,1.450666546689400427e+00
9.905194670812988988e+03,1.450949857986781222e+00
9.905194692142667918e+03,1.451233196571998452e+00
9.905194713472346848e+03,1.451516562469081784e+00
9.905194734802025778e+03,1.451799955677882892e+00
9.905194756131704708e+03,1.452083376198279208e+00
9.905194777461383637e+03,1.452366824030129067e+00
9.905194798791064386e+03,1.452650299197468353e+00
9.905194820120743316e+03,1.452933801651813184e+00
9.905194841450422246e+03,1.453217331417199443e+00
9.905194862780101175e+03,1.453500888493491683e+00
9.905194884109780105e+03,1.453784472880548240e+00
9.905194905439460854e+03,1.454068084602424094e+00
9.905194926769139784e+03,1.454351723610610048e+00
9.905194948098818713e+03,1.454635389929154199e+00
9.905194969428497643e+03,1.454919083557921544e+00
9.905194990758176573e+03,1.455202804496770419e+00
9.905195012087855503e+03,1.455486552745565376e+00
9.905195033417536251e+03,1.455770328328367835e+00
9.905195054747215181e+03,1.456054131196649282e+00
9.905195076076894111e+03,1.456337961374458256e+00
9.905195097406573041e+03,1.456621818861671969e+00
9.905195118736251970e+03,1.456905703658142759e+00
9.905195140065932719e+03,1.457189615787957360e+00
9.905195161395611649e+03,1.457473555202542403e+00
9.905195182725290579e+03,1.457757521925984845e+00
9.905195204054969508e+03,1.458041515958136580e+00
9.905195225384648438e+03,1.458325537298862162e+00
9.905195246714329187e+03,1.458609585972248990e+00
9.905195268044008117e+03,1.458893661929716590e+00
9.905195289373687046e+03,1.459177765195352583e+00
9.905195310703365976e+03,1.459461895769014861e+00
9.905195332033044906e+03,1.459746053650568198e+00
9.905195353362723836e+03,1.460030238839877370e+00
9.905195374692404584e+03,1.460314451361035992e+00
9.905195396022083514e+03,1.460598691165438057e+00
9.905195417351762444e+03,1.460882958277177179e+00
9.905195438681441374e+03,1.461167252696131014e+00
9.905195460011120304e+03,1.461451574422145017e+00
9.905195481340801052e+03,1.461735923479338339e+00
9.905195502670479982e+03,1.462020299819079439e+00
9.905195524000158912e+03,1.462304703465474809e+00
9.905195545329837842e+03,1.462589134418389003e+00
9.905195566659516771e+03,1.462873592677680357e+00
9.905195587989195701e+03,1.463158078243220306e+00
9.905195609318876450e+03,1.463442591139127780e+00
9.905195630648555380e+03,1.463727131316739039e+00
9.905195651978234309e+03,1.464011698800180117e+00
9.905195673307913239e+03,1.464296293589321785e+00
9.905195694637592169e+03,1.464580915684016160e+00
9.905195715967272918e+03,1.464865565108408152e+00
9.905195737296951847e+03,1.465150241813802046e+00
9.905195758626630777e+03,1.465434945824342305e+00
9.905195779956309707e+03,1.465719677139894372e+00
9.905195801285988637e+03,1.466004435760315916e+00
9.905195822615667566e+03,1.466289221685465716e+00
9.905195843945348315e+03,1.466574034939494897e+00
9.905195865275027245e+03,1.466858875473701307e+00
9.905195886604706175e+03,1.467143743312223192e+00
9.905195907934385104e+03,1.467428638454932210e+00
9.905195929264064034e+03,1.467713560901679593e+00
9.905195950593744783e+03,1.467998510676636892e+00
9.905195971923423713e+03,1.468283487731062431e+00
9.905195993253102642e+03,1.468568492089120880e+00
9.905196014582781572e+03,1.468853523750676793e+00
9.905196035912460502e+03,1.469138582715588726e+00
9.905196057242139432e+03,1.469423668983714570e+00
9.905196078571820181e+03,1.469708782579238315e+00
9.905196099901499110e+03,1.469993923453393192e+00
9.905196121231178040e+03,1.470279091630356083e+00
9.905196142560856970e+03,1.470564287109985546e+00
9.905196163890535900e+03,1.470849509892146356e+00
9.905196185220216648e+03,1.471134760001022057e+00
9.905196206549895578e+03,1.471420037387833002e+00
9.905196227879574508e+03,1.471705342076762957e+00
9.905196249209253438e+03,1.471990674067670035e+00
9.905196270538932367e+03,1.472276033360419012e+00
9.905196291868613116e+03,1.472561419979206532e+00
9.905196313198292046e+03,1.472846833875233630e+00
9.905196334527970976e+03,1.473132275072683850e+00
9.905196355857649905e+03,1.473417743571421967e+00
9.905196377187328835e+03,1.473703239371319196e+00
9.905196398517007765e+03,1.473988762472227210e+00
9.905196419846688514e+03,1.474274312898368633e+00
9.905196441176367443e+03,1.474559890600898981e+00
9.905196462506046373e+03,1.474845495604028001e+00
9.905196483835725303e+03,1.475131127907620243e+00
9.905196505165404233e+03,1.475416787511540706e+00
9.905196526495084981e+03,1.475702474440011569e+00
9.905196547824763911e+03,1.475988188644175692e+00
9.905196569154442841e+03,1.476273930148249036e+00
9.905196590484121771e+03,1.476559698952089938e+00
9.905196611813800700e+03,1.476845495055576052e+00
9.905196633143479630e+03,1.477131318458559273e+00
9.905196654473160379e+03,1.477417169185274659e+00
9.905196675802839309e+03,1.477703047186839314e+00
9.905196697132518239e+03,1.477988952487488961e+00
9.905196718462197168e+03,1.478274885087087709e+00
9.905196739791876098e+03,1.478560844985487899e+00
9.905196761121556847e+03,1.478846832206956785e+00
