Time (BJD_TBD - 2450000), F_star + F_h (mJy)
9.908226643518544734e+03,3.658048561434087187e+00
9.908226666740774817e+03,3.658048561244088059e+00
9.908226689963004901e+03,3.658048561054088932e+00
9.908226713185233166e+03,3.658048560864088028e+00
9.908226736407463250e+03,3.658048560674086236e+00
9.908226759629693333e+03,3.658048560484084000e+00
9.908226782851923417e+03,3.658048560294080431e+00
9.908226806074151682e+03,3.658048560104076419e+00
9.908226829296381766e+03,3.658048559914071518e+00
9.908226852518611850e+03,3.658048559724064841e+00
9.908226875740841933e+03,3.658048559534058608e+00
9.908226898963070198e+03,3.658048559344050155e+00
9.908226922185300282e+03,3.658048559154041257e+00
9.908226945407530366e+03,3.658048558964031471e+00
9.908226968629760449e+03,3.658048558774020798e+00
9.908226991851988714e+03,3.658048558584009680e+00
9.908227015074218798e+03,3.658048558393997229e+00
9.908227038296448882e+03,3.658048558203983447e+00
9.908227061518678966e+03,3.658048558013969664e+00
9.908227084740907230e+03,3.658048557823954106e+00
9.908227107963137314e+03,3.658048557633938547e+00
9.908227131185367398e+03,3.658048557443921656e+00
9.908227154407597482e+03,3.658048557253903432e+00
9.908227177629825746e+03,3.658048557063884321e+00
9.908227200852055830e+03,3.658048556873864765e+00
9.908227224074285914e+03,3.658048556683844321e+00
9.908227247296515998e+03,3.658048556493822101e+00
9.908227270518744263e+03,3.658048556303800325e+00
9.908227293740974346e+03,3.658048556113776772e+00
9.908227316963204430e+03,3.658048555923752332e+00
9.908227340185434514e+03,3.658048555733727003e+00
9.908227363407662779e+03,3.658048555543700786e+00
9.908227386629892862e+03,3.658048555353674125e+00
9.908227409852122946e+03,3.658048555163645688e+00
9.908227433074353030e+03,3.658048554973617250e+00
9.908227456296581295e+03,3.658048554783587036e+00
9.908227479518811379e+03,3.658048554593556378e+00
9.908227502741041462e+03,3.658048554403524388e+00
9.908227525963271546e+03,3.658048554213492842e+00
9.908227549185499811e+03,3.658048554023458632e+00
9.908227572407729895e+03,3.658048553833424421e+00
9.908227595629959978e+03,3.658048553643389322e+00
9.908227618852190062e+03,3.658048553453352891e+00
9.908227642074418327e+03,3.658048553263316460e+00
9.908227665296648411e+03,3.658048553073278253e+00
9.908227688518878495e+03,3.658048552883239157e+00
9.908227711741108578e+03,3.658048552693199174e+00
9.908227734963336843e+03,3.658048552503158302e+00
9.908227758185566927e+03,3.658048552313116986e+00
9.908227781407797011e+03,3.658048552123074781e+00
9.908227804630027094e+03,3.658048551933030801e+00
9.908227827852255359e+03,3.658048551742986820e+00
9.908227851074485443e+03,3.658048551552941507e+00
9.908227874296715527e+03,3.658048551362894862e+00
9.908227897518945610e+03,3.658048551172847773e+00
9.908227920741173875e+03,3.658048550982799796e+00
9.908227943963403959e+03,3.658048550792751374e+00
9.908227967185634043e+03,3.658048550602701621e+00
9.908227990407864127e+03,3.658048550412650535e+00
9.908228013630092391e+03,3.658048550222599005e+00
9.908228036852322475e+03,3.658048550032546142e+00
9.908228060074552559e+03,3.658048549842492836e+00
9.908228083296782643e+03,3.658048549652438197e+00
9.908228106519010908e+03,3.658048549462383114e+00
9.908228129741240991e+03,3.658048549272326699e+00
9.908228152963471075e+03,3.658048549082269840e+00
9.908228176185701159e+03,3.658048548892211205e+00
9.908228199407929424e+03,3.658048548702153013e+00
9.908228222630159507e+03,3.658048548512092601e+00
9.908228245852389591e+03,3.658048548322032634e+00
9.908228269074619675e+03,3.658048548131970890e+00
9.908228292296847940e+03,3.658048547941908257e+00
9.908228315519078023e+03,3.658048547751844737e+00
9.908228338741308107e+03,3.658048547561779884e+00
9.908228361963538191e+03,3.658048547371714587e+00
9.908228385185766456e+03,3.658048547181647958e+00
9.908228408407996540e+03,3.658048546991581329e+00
9.908228431630226623e+03,3.658048546801513368e+00
9.908228454852456707e+03,3.658048546611444074e+00
9.908228478074684972e+03,3.658048546421374336e+00
9.908228501296915056e+03,3.658048546231303710e+00
9.908228524519145139e+03,3.658048546041232196e+00
9.908228547741375223e+03,3.658048545851159794e+00
9.908228570963603488e+03,3.658048545661085615e+00
9.908228594185833572e+03,3.658048545471010993e+00
9.908228617408063656e+03,3.658048545280936370e+00
9.908228640630293739e+03,3.658048545090859971e+00
9.908228663852522004e+03,3.658048544900782684e+00
9.908228687074752088e+03,3.658048544710704508e+00
9.908228710296982172e+03,3.658048544520625889e+00
9.908228733519212255e+03,3.658048544330545049e+00
9.908228756741440520e+03,3.658048544140464653e+00
9.908228779963670604e+03,3.658048543950382481e+00
9.908228803185900688e+03,3.658048543760300753e+00
9.908228826408130772e+03,3.658048543570216804e+00
9.908228849630359036e+03,3.658048543380132411e+00
9.908228872852589120e+03,3.658048543190047130e+00
9.908228896074819204e+03,3.658048542999960961e+00
9.908228919297049288e+03,3.658048542809873904e+00
9.908228942519277552e+03,3.658048542619785515e+00
9.908228965741507636e+03,3.658048542429696681e+00
9.908228988963737720e+03,3.658048542239606515e+00
9.908229012185967804e+03,3.658048542049515461e+00
9.908229035408196069e+03,3.658048541859423963e+00
9.908229058630426152e+03,3.658048541669331133e+00
9.908229081852656236e+03,3.658048541479237858e+00
9.908229105074886320e+03,3.658048541289143252e+00
9.908229128297114585e+03,3.658048541099048201e+00
9.908229151519344668e+03,3.658048540908951818e+00
9.908229174741574752e+03,3.658048540718854102e+00
9.908229197963804836e+03,3.658048540528756387e+00
9.908229221186033101e+03,3.658048540338657340e+00
9.908229244408263185e+03,3.658048540148557404e+00
9.908229267630493268e+03,3.658048539958456580e+00
9.908229290852723352e+03,3.658048539768354424e+00
9.908229314074951617e+03,3.658048539578251823e+00
9.908229337297181701e+03,3.658048539388148779e+00
9.908229360519411784e+03,3.658048539198043958e+00
9.908229383741641868e+03,3.658048539007938249e+00
9.908229406963870133e+03,3.658048538817832540e+00
9.908229430186100217e+03,3.658048538627725499e+00
9.908229453408330301e+03,3.658048538437617569e+00
9.908229476630560384e+03,3.658048538247507864e+00
9.908229499852788649e+03,3.658048538057398158e+00
9.908229523075018733e+03,3.658048537867287564e+00
9.908229546297248817e+03,3.658048537677175194e+00
9.908229569519478900e+03,3.658048537487062379e+00
9.908229592741707165e+03,3.658048537296949565e+00
9.908229615963937249e+03,3.658048537106834974e+00
9.908229639186167333e+03,3.658048536916719495e+00
9.908229662408397417e+03,3.658048536726602240e+00
9.908229685630625681e+03,3.658048536536485429e+00
9.908229708852855765e+03,3.658048536346367730e+00
9.908229732075085849e+03,3.658048536156248254e+00
9.908229755297315933e+03,3.658048535966128778e+00
9.908229778519544197e+03,3.658048535776007526e+00
9.908229801741774281e+03,3.658048535585885830e+00
9.908229824964004365e+03,3.658048535395763246e+00
9.908229848186234449e+03,3.658048535205639773e+00
9.908229871408462714e+03,3.658048535015515412e+00
9.908229894630692797e+03,3.658048534825389275e+00
9.908229917852922881e+03,3.658048534635263582e+00
9.908229941075152965e+03,3.658048534445135669e+00
9.908229964297381230e+03,3.658048534255007311e+00
9.908229987519611313e+03,3.658048534064878954e+00
9.908230010741841397e+03,3.658048533874749264e+00
9.908230033964071481e+03,3.658048533684617354e+00
9.908230057186299746e+03,3.658048533494485888e+00
9.908230080408529830e+03,3.658048533304353533e+00
9.908230103630759913e+03,3.658048533114219403e+00
9.908230126852989997e+03,3.658048532924085272e+00
9.908230150075218262e+03,3.658048532733949365e+00
9.908230173297448346e+03,3.658048532543813014e+00
9.908230196519678429e+03,3.658048532353675775e+00
9.908230219741908513e+03,3.658048532163537647e+00
9.908230242964136778e+03,3.658048531973398632e+00
9.908230266186366862e+03,3.658048531783258728e+00
9.908230289408596946e+03,3.658048531593117492e+00
9.908230312630827029e+03,3.658048531402976256e+00
9.908230335853055294e+03,3.658048531212833243e+00
9.908230359075285378e+03,3.658048531022690231e+00
9.908230382297515462e+03,3.658048530832545442e+00
9.908230405519745545e+03,3.658048530642400209e+00
9.908230428741973810e+03,3.658048530452253200e+00
9.908230451964203894e+03,3.658048530262106190e+00
9.908230475186433978e+03,3.658048530071958293e+00
9.908230498408664062e+03,3.658048529881808619e+00
9.908230521630892326e+03,3.658048529691658945e+00
9.908230544853122410e+03,3.658048529501507939e+00
9.908230568075352494e+03,3.658048529311356045e+00
9.908230591297582578e+03,3.658048529121203263e+00
9.908230614519810842e+03,3.658048528931049592e+00
9.908230637742040926e+03,3.658048528740895478e+00
9.908230660964271010e+03,3.658048528550739587e+00
9.908230684186501094e+03,3.658048528360583251e+00
9.908230707408729359e+03,3.658048528170425584e+00
9.908230730630959442e+03,3.658048527980268361e+00
9.908230753853189526e+03,3.658048527790108917e+00
9.908230777075419610e+03,3.658048527599949029e+00
9.908230800297647875e+03,3.658048527409787809e+00
9.908230823519877958e+03,3.658048527219626145e+00
9.908230846742108042e+03,3.658048527029463148e+00
9.908230869964338126e+03,3.658048526839299708e+00
9.908230893186566391e+03,3.658048526649134935e+00
9.908230916408796475e+03,3.658048526458969718e+00
9.908230939631026558e+03,3.658048526268803169e+00
9.908230962853256642e+03,3.658048526078635732e+00
9.908230986075484907e+03,3.658048525888467850e+00
9.908231009297714991e+03,3.658048525698298636e+00
9.908231032519945074e+03,3.658048525508128979e+00
9.908231055742175158e+03,3.658048525317957544e+00
9.908231078964403423e+03,3.658048525127786110e+00
9.908231102186633507e+03,3.658048524937612900e+00
9.908231125408863591e+03,3.658048524747439245e+00
9.908231148631093674e+03,3.658048524557264702e+00
9.908231171853321939e+03,3.658048524367089716e+00
9.908231195075552023e+03,3.658048524176912952e+00
9.908231218297782107e+03,3.658048523986735745e+00
9.908231241520012190e+03,3.658048523796557649e+00
9.908231264742240455e+03,3.658048523606378222e+00
9.908231287964470539e+03,3.658048523416198794e+00
9.908231311186700623e+03,3.658048523226017590e+00
9.908231334408930707e+03,3.658048523035835498e+00
9.908231357631158971e+03,3.658048522845652517e+00
9.908231380853389055e+03,3.658048522655469093e+00
9.908231404075619139e+03,3.658048522465284780e+00
9.908231427297849223e+03,3.658048522275099579e+00
9.908231450520077487e+03,3.658048522084912602e+00
9.908231473742307571e+03,3.658048521894725624e+00
9.908231496964537655e+03,3.658048521704537315e+00
9.908231520186767739e+03,3.658048521514347673e+00
9.908231543408996004e+03,3.658048521324157587e+00
9.908231566631226087e+03,3.658048521133966613e+00
9.908231589853456171e+03,3.658048520943775195e+00
9.908231613075686255e+03,3.658048520753582444e+00
9.908231636297914520e+03,3.658048520563389250e+00
9.908231659520144603e+03,3.658048520373194279e+00
9.908231682742374687e+03,3.658048520182999308e+00
9.908231705964604771e+03,3.658048519992802561e+00
9.908231729186833036e+03,3.658048519802605369e+00
9.908231752409063120e+03,3.658048519612406846e+00
9.908231775631293203e+03,3.658048519422207878e+00
9.908231798853523287e+03,3.658048519232008022e+00
9.908231822075751552e+03,3.658048519041806390e+00
9.908231845297981636e+03,3.658048518851605202e+00
9.908231868520211719e+03,3.658048518661401793e+00
9.908231891742441803e+03,3.658048518471198829e+00
9.908231914964670068e+03,3.658048518280994088e+00
9.908231938186900152e+03,3.658048518090788459e+00
9.908231961409130236e+03,3.658048517900582386e+00
9.908231984631360319e+03,3.658048517710374981e+00
9.908232007853588584e+03,3.658048517520166243e+00
9.908232031075818668e+03,3.658048517329957505e+00
9.908232054298048752e+03,3.658048517139746991e+00
9.908232077520278835e+03,3.658048516949536921e+00
9.908232100742507100e+03,3.658048516759324631e+00
9.908232123964737184e+03,3.658048516569111897e+00
9.908232147186967268e+03,3.658048516378898274e+00
9.908232170409197352e+03,3.658048516188683763e+00
9.908232193631425616e+03,3.658048515998468364e+00
9.908232216853655700e+03,3.658048515808251633e+00
9.908232240075885784e+03,3.658048515618034457e+00
9.908232263298115868e+03,3.658048515427815950e+00
9.908232286520344132e+03,3.658048515237596554e+00
9.908232309742574216e+03,3.658048515047377158e+00
9.908232332964804300e+03,3.658048514857156430e+00
9.908232356187034384e+03,3.658048514666934370e+00
9.908232379409262649e+03,3.658048514476710977e+00
9.908232402631492732e+03,3.658048514286487585e+00
9.908232425853722816e+03,3.658048514096263304e+00
9.908232449075952900e+03,3.658048513906037691e+00
