Time (BJD_TBD - 2450000), F_h/L_star (ppm)
1.013335255787055939e+04,2.239907652403983107e+01
1.013335257878931770e+04,2.239899103858746798e+01
1.013335259970807601e+04,2.239890555274890716e+01
1.013335262062683432e+04,2.239882006652415569e+01
1.013335264154559445e+04,2.239873457990578842e+01
1.013335266246435276e+04,2.239864909290866635e+01
1.013335268338311107e+04,2.239856360552536430e+01
1.013335270430186938e+04,2.239847811775590003e+01
1.013335272522062769e+04,2.239839262960025579e+01
1.013335274613938600e+04,2.239830714105844578e+01
1.013335276705814431e+04,2.239822165213048066e+01
1.013335278797690262e+04,2.239813616281635689e+01
1.013335280889566275e+04,2.239805067310863862e+01
1.013335282981442106e+04,2.239796518302221529e+01
1.013335285073317937e+04,2.239787969254964040e+01
1.013335287165193768e+04,2.239779420169092461e+01
1.013335289257069599e+04,2.239770871044608214e+01
1.013335291348945429e+04,2.239762321881509521e+01
1.013335293440821260e+04,2.239753772679798516e+01
1.013335295532697091e+04,2.239745223439475552e+01
1.013335297624573104e+04,2.239736674159797047e+01
1.013335299716448935e+04,2.239728124842250168e+01
1.013335301808324766e+04,2.239719575486093106e+01
1.013335303900200597e+04,2.239711026091324086e+01
1.013335305992076428e+04,2.239702476657944885e+01
1.013335308083952259e+04,2.239693927185956923e+01
1.013335310175828090e+04,2.239685377675358069e+01
1.013335312267703921e+04,2.239676828126151520e+01
1.013335314359579934e+04,2.239668278537591917e+01
1.013335316451455765e+04,2.239659728911168202e+01
1.013335318543331596e+04,2.239651179246137147e+01
1.013335320635207427e+04,2.239642629542497687e+01
1.013335322727083258e+04,2.239634079800251598e+01
1.013335324818959089e+04,2.239625530019399946e+01
1.013335326910834920e+04,2.239616980199940599e+01
1.013335329002710751e+04,2.239608430341876399e+01
1.013335331094586763e+04,2.239599880444463764e+01
1.013335333186462594e+04,2.239591330509189859e+01
1.013335335278338425e+04,2.239582780535310746e+01
1.013335337370214256e+04,2.239574230522828557e+01
1.013335339462090087e+04,2.239565680471742226e+01
1.013335341553965918e+04,2.239557130382052819e+01
1.013335343645841749e+04,2.239548580253761401e+01
1.013335345737717762e+04,2.239540030086123323e+01
1.013335347829593593e+04,2.239531479880627174e+01
1.013335349921469424e+04,2.239522929636529369e+01
1.013335352013345255e+04,2.239514379353830620e+01
1.013335354105221086e+04,2.239505829032531281e+01
1.013335356197096917e+04,2.239497278672631708e+01
1.013335358288972748e+04,2.239488728274132257e+01
1.013335360380848579e+04,2.239480177837033281e+01
1.013335362472724591e+04,2.239471627360592620e+01
1.013335364564600422e+04,2.239463076846296374e+01
1.013335366656476253e+04,2.239454526293402026e+01
1.013335368748352084e+04,2.239445975701910285e+01
1.013335370840227915e+04,2.239437425071820797e+01
1.013335372932103746e+04,2.239428874403134628e+01
1.013335375023979577e+04,2.239420323695852133e+01
1.013335377115855408e+04,2.239411772949973667e+01
1.013335379207731421e+04,2.239403222164756002e+01
1.013335381299607252e+04,2.239394671341686660e+01
1.013335383391483083e+04,2.239386120480022413e+01
1.013335385483358914e+04,2.239377569579763971e+01
1.013335387575234745e+04,2.239369018640912046e+01
1.013335389667110576e+04,2.239360467663465926e+01
1.013335391758986407e+04,2.239351916647427032e+01
1.013335393850862238e+04,2.239343365592795365e+01
1.013335395942738251e+04,2.239334814498828408e+01
1.013335398034614082e+04,2.239326263367012615e+01
1.013335400126489913e+04,2.239317712196605470e+01
1.013335402218365743e+04,2.239309160987607328e+01
1.013335404310241574e+04,2.239300609740019254e+01
1.013335406402117405e+04,2.239292058453840184e+01
1.013335408493993236e+04,2.239283507129071538e+01
1.013335410585869067e+04,2.239274955765713671e+01
1.013335412677745080e+04,2.239266404363023710e+01
1.013335414769620911e+04,2.239257852922488468e+01
1.013335416861496742e+04,2.239249301443365781e+01
1.013335418953372573e+04,2.239240749925654939e+01
1.013335421045248404e+04,2.239232198369357008e+01
1.013335423137124235e+04,2.239223646774471987e+01
1.013335425229000066e+04,2.239215095141001299e+01
1.013335427320876079e+04,2.239206543468200294e+01
1.013335429412751910e+04,2.239197991757557915e+01
1.013335431504627741e+04,2.239189440008330223e+01
1.013335433596503572e+04,2.239180888220517218e+01
1.013335435688379403e+04,2.239172336394121032e+01
1.013335437780255234e+04,2.239163784529140599e+01
1.013335439872131064e+04,2.239155232625576630e+01
1.013335441964006895e+04,2.239146680683429835e+01
1.013335444055882908e+04,2.239138128701955921e+01
1.013335446147758739e+04,2.239129576682644895e+01
1.013335448239634570e+04,2.239121024624751399e+01
1.013335450331510401e+04,2.239112472528276143e+01
1.013335452423386232e+04,2.239103920393220903e+01
1.013335454515262063e+04,2.239095368219584614e+01
1.013335456607137894e+04,2.239086816007368697e+01
1.013335458699013725e+04,2.239078263756572440e+01
1.013335460790889738e+04,2.239069711466453683e+01
1.013335462882765569e+04,2.239061159138499235e+01
1.013335464974641400e+04,2.239052606771967291e+01
1.013335467066517231e+04,2.239044054366857139e+01
1.013335469158393062e+04,2.239035501923168781e+01
1.013335471250268893e+04,2.239026949440903991e+01
1.013335473342144724e+04,2.239018396920062060e+01
1.013335475434020555e+04,2.239009844360643697e+01
1.013335477525896567e+04,2.239001291761906742e+01
1.013335479617772398e+04,2.238992739125336584e+01
1.013335481709648229e+04,2.238984186450192126e+01
1.013335483801524060e+04,2.238975633736473370e+01
1.013335485893399891e+04,2.238967080984179603e+01
1.013335487985275722e+04,2.238958528193312603e+01
1.013335490077151553e+04,2.238949975363872724e+01
1.013335492169027384e+04,2.238941422495859257e+01
1.013335494260903397e+04,2.238932869588529329e+01
1.013335496352779228e+04,2.238924316643371526e+01
1.013335498444655059e+04,2.238915763659641556e+01
1.013335500536530890e+04,2.238907210637340484e+01
1.013335502628406721e+04,2.238898657576469375e+01
1.013335504720282552e+04,2.238890104477026455e+01
1.013335506812158383e+04,2.238881551339014564e+01
1.013335508904034396e+04,2.238872998161689054e+01
1.013335510995910226e+04,2.238864444946537446e+01
1.013335513087786057e+04,2.238855891692818290e+01
1.013335515179661888e+04,2.238847338400529807e+01
1.013335517271537719e+04,2.238838785069674131e+01
1.013335519363413550e+04,2.238830231700250906e+01
1.013335521455289381e+04,2.238821678292259776e+01
1.013335523547165212e+04,2.238813124845702518e+01
1.013335525639041225e+04,2.238804571359835904e+01
1.013335527730917056e+04,2.238796017836146390e+01
1.013335529822792887e+04,2.238787464273891814e+01
1.013335531914668718e+04,2.238778910673072886e+01
