Time (BJD_TBD - 2450000), F_d/F_star (ppm)
9.913946643518749624e+03,1.594931517126190101e+01
9.913946661622412648e+03,1.595079231351743232e+01
9.913946679726073853e+03,1.595226951773177504e+01
9.913946697829736877e+03,1.595374678420060732e+01
9.913946715933398082e+03,1.595522411262590978e+01
9.913946734037061105e+03,1.595670150330339077e+01
9.913946752140722310e+03,1.595817895593499713e+01
9.913946770244385334e+03,1.595965647081645677e+01
9.913946788348046539e+03,1.596113404764968813e+01
9.913946806451709563e+03,1.596261168673047237e+01
9.913946824555372586e+03,1.596408938790916388e+01
9.913946842659033791e+03,1.596556715103612589e+01
9.913946860762696815e+03,1.596704497640713960e+01
9.913946878866358020e+03,1.596852286372408081e+01
9.913946896970021044e+03,1.597000081328276089e+01
9.913946915073682248e+03,1.597147882478501479e+01
9.913946933177345272e+03,1.597295689852668588e+01
9.913946951281006477e+03,1.597443503420959487e+01
9.913946969384669501e+03,1.597591323212959935e+01
9.913946987488332525e+03,1.597739149213703946e+01
9.913947005591993729e+03,1.597886981408217721e+01
9.913947023695656753e+03,1.598034819826094122e+01
9.913947041799317958e+03,1.598182664437507761e+01
9.913947059902980982e+03,1.598330515272051677e+01
9.913947078006642187e+03,1.598478372299897465e+01
9.913947096110305210e+03,1.598626235550641361e+01
9.913947114213966415e+03,1.598774104994453715e+01
9.913947132317629439e+03,1.598921980660931830e+01
9.913947150421292463e+03,1.599069862535101372e+01
9.913947168524953668e+03,1.599217750601987476e+01
9.913947186628616691e+03,1.599365644891191351e+01
9.913947204732277896e+03,1.599513545372877132e+01
9.913947222835940920e+03,1.599661452076648516e+01
9.913947240939602125e+03,1.599809364972666437e+01
9.913947259043265149e+03,1.599957284090538501e+01
9.913947277146926353e+03,1.600105209400422979e+01
9.913947295250589377e+03,1.600253140931928186e+01
9.913947313354252401e+03,1.600401078670075705e+01
9.913947331457913606e+03,1.600549022599883742e+01
9.913947349561576630e+03,1.600696972750963454e+01
9.913947367665237834e+03,1.600844929093470981e+01
9.913947385768900858e+03,1.600992891657018191e+01
9.913947403872562063e+03,1.601140860411756250e+01
9.913947421976225087e+03,1.601288835387303067e+01
9.913947440079888111e+03,1.601436816568674715e+01
9.913947458183549315e+03,1.601584803940886559e+01
9.913947476287212339e+03,1.601732797533557573e+01
9.913947494390873544e+03,1.601880797316832528e+01
9.913947512494536568e+03,1.602028803320336436e+01
9.913947530598197773e+03,1.602176815514208741e+01
9.913947548701860796e+03,1.602324833928076941e+01
9.913947566805522001e+03,1.602472858532079769e+01
9.913947584909185025e+03,1.602620889355846501e+01
9.913947603012848049e+03,1.602768926384387882e+01
9.913947621116509254e+03,1.602916969602711106e+01
